núm_corre,año_ocu,día_ocu,hora_ocu,g_hora,g_hora_5,mes_ocu,día_sem_ocu,mupio_ocu,depto_ocu,zona_ocu,sexo_per,edad_per,g_edad_80ymás,g_edad_60ymás,edad_quinquenales,estado_con,mayor_menor,tipo_veh,marca_veh,color_veh,modelo_veh,g_modelo_veh,tipo_eve
7641,2018,4,21,4,3,11,7,108,1,99,1,31,5,5,7,1,1,4,32,3,9999,99,6
7642,2018,4,9,2,1,11,7,108,1,99,1,28,4,4,6,2,1,4,6,1,9999,99,6
7643,2018,4,18,4,3,11,7,108,1,99,1,21,3,3,5,9,1,4,173,5,9999,99,1
7644,2018,4,18,4,3,11,7,108,1,99,1,29,4,4,6,9,1,4,64,6,9999,99,1
7645,2018,4,15,3,2,11,7,513,5,99,1,44,7,7,9,9,1,1,48,9,9999,99,1
7646,2018,4,15,3,2,11,7,513,5,99,1,44,7,7,9,9,1,4,6,1,9999,99,1
7647,2018,4,22,4,3,11,7,501,5,99,1,33,5,5,7,1,1,3,69,5,9999,99,2
7648,2018,4,19,4,3,11,7,501,5,99,1,36,6,6,8,2,1,3,48,2,9999,99,1
7649,2018,4,19,4,3,11,7,501,5,99,1,999,16,12,18,9,1,2,27,4,2005,4,1
7650,2018,4,14,3,2,11,7,502,5,99,1,56,10,10,12,9,1,1,69,11,9999,99,1
7651,2018,4,14,3,2,11,7,502,5,99,1,999,16,12,18,9,1,4,43,1,9999,99,1
7652,2018,4,5,1,1,11,7,511,5,99,1,36,6,6,8,1,1,2,41,9,2005,4,1
7653,2018,4,11,2,1,11,7,1101,11,99,1,31,5,5,7,1,1,4,6,1,2017,5,1
7654,2018,4,11,2,1,11,7,1101,11,99,1,24,3,3,5,1,1,4,6,5,2014,5,1
7655,2018,4,20,4,3,11,7,1104,11,99,1,19,2,2,4,9,1,2,27,3,9999,99,1
7656,2018,4,1,1,1,11,7,1301,13,99,1,24,3,3,5,2,1,1,69,5,2001,4,2
7657,2018,4,1,1,1,11,7,1301,13,99,1,999,16,12,18,1,1,2,69,5,2006,4,2
7658,2018,4,12,3,2,11,7,207,2,99,1,65,12,11,14,1,1,14,6,1,9999,99,1
7659,2018,4,12,3,2,11,7,207,2,99,1,999,16,12,18,9,9,5,26,3,1992,3,1
7660,2018,4,19,4,3,11,7,201,2,99,1,29,4,4,6,2,1,2,69,4,1997,3,1
7661,2018,4,19,4,3,11,7,201,2,99,1,22,3,3,5,1,1,1,48,11,2001,4,1
7662,2018,4,22,4,3,11,7,416,4,99,1,42,7,7,9,9,1,4,27,1,9999,99,1
7663,2018,4,22,4,3,11,7,416,4,99,1,20,3,3,5,1,1,12,30,11,9999,99,1
7664,2018,4,11,2,1,11,7,416,4,99,1,50,9,9,11,1,1,3,52,1,2007,4,1
7665,2018,4,11,2,1,11,7,416,4,99,1,32,5,5,7,1,1,4,999,3,2015,5,1
7666,2018,5,0,1,1,11,1,101,1,13,1,56,10,10,12,9,1,4,20,5,2014,5,6
7667,2018,5,19,4,3,11,1,117,1,99,1,999,16,12,18,1,1,4,6,5,2015,5,1
7668,2018,5,19,4,3,11,1,117,1,99,1,23,3,3,5,1,1,12,30,1,1993,3,1
7669,2018,5,16,3,2,11,1,2005,20,99,1,30,5,5,7,1,1,4,64,5,9999,99,4
7670,2018,5,22,4,3,11,1,511,5,99,1,20,3,3,5,2,1,3,69,1,1986,2,3
7671,2018,5,12,3,2,11,1,508,5,99,9,999,16,12,18,9,9,99,999,99,9999,99,1
7672,2018,5,12,3,2,11,1,508,5,99,1,41,7,7,9,1,1,4,67,2,9999,99,1
7673,2018,5,9,2,1,11,1,1013,10,99,1,51,9,9,11,1,1,3,69,4,2001,4,2
7674,2018,5,0,1,1,11,1,1615,16,99,1,24,3,3,5,2,1,4,67,1,9999,99,1
7675,2018,5,0,1,1,11,1,1615,16,99,1,29,4,4,6,1,1,4,999,99,9999,99,1
7676,2018,5,22,4,3,11,1,1615,16,99,1,25,4,4,6,1,1,4,2,5,2018,5,6
7677,2018,5,14,3,2,11,1,1801,18,99,1,19,2,2,4,9,1,4,67,2,9999,99,4
7678,2018,5,20,4,3,11,1,1707,17,99,9,999,16,12,18,9,9,6,999,99,9999,99,1
7679,2018,5,20,4,3,11,1,1707,17,99,1,20,3,3,5,9,1,4,67,5,9999,99,1
7680,2018,5,11,2,1,11,1,410,4,99,1,33,5,5,7,9,1,3,69,3,1986,2,1
7681,2018,5,11,2,1,11,1,410,4,99,1,42,7,7,9,1,1,4,27,1,9999,99,1
7682,2018,6,19,4,3,11,2,101,1,1,1,35,6,6,8,1,1,1,56,4,2014,5,1
7683,2018,6,19,4,3,11,2,101,1,1,1,19,2,2,4,1,1,4,67,5,9999,99,1
7684,2018,6,5,1,1,11,2,101,1,99,1,50,9,9,11,1,1,6,19,3,1997,3,2
7685,2018,6,18,4,3,11,2,101,1,6,1,28,4,4,6,1,1,4,64,14,2018,5,4
7686,2018,6,8,2,1,11,2,101,1,5,1,19,2,2,4,1,1,1,48,9,9999,99,1
7687,2018,6,8,2,1,11,2,101,1,5,1,62,11,11,13,1,1,4,18,5,9999,99,1
7688,2018,6,8,2,1,11,2,101,1,5,1,56,10,10,12,1,1,4,999,5,9999,99,1
7689,2018,6,0,1,1,11,2,101,1,11,1,27,4,4,6,1,1,1,28,2,9999,99,1
7690,2018,6,0,1,1,11,2,101,1,11,1,34,5,5,7,1,1,3,73,2,2016,5,1
7691,2018,6,0,1,1,11,2,114,1,99,9,999,16,12,18,9,9,1,999,99,9999,99,1
7692,2018,6,0,1,1,11,2,114,1,99,1,30,5,5,7,9,1,4,999,99,9999,99,1
7693,2018,6,7,2,1,11,2,115,1,99,2,31,5,5,7,9,1,1,48,5,1994,3,1
7694,2018,6,7,2,1,11,2,115,1,99,2,999,16,12,18,9,1,4,45,1,9999,99,1
7695,2018,6,14,3,2,11,2,115,1,99,1,35,6,6,8,1,1,5,41,2,2016,5,1
7696,2018,6,14,3,2,11,2,115,1,99,1,23,3,3,5,1,1,4,67,2,2016,5,1
7697,2018,6,14,3,2,11,2,606,6,99,1,54,9,9,11,9,1,1,69,2,2002,4,1
7698,2018,6,14,3,2,11,2,606,6,99,1,999,16,12,18,9,1,4,27,5,2005,4,1
7699,2018,6,14,3,2,11,2,606,6,99,1,999,16,12,18,9,1,4,6,5,9999,99,1
7700,2018,6,15,3,2,11,2,608,6,99,1,23,3,3,5,9,1,3,56,11,2013,5,1
7701,2018,6,15,3,2,11,2,608,6,99,1,17,2,2,4,9,2,4,67,1,9999,99,1
7702,2018,6,14,3,2,11,2,909,9,99,1,999,16,12,18,9,9,5,999,99,9999,99,1
7703,2018,6,14,3,2,11,2,909,9,99,1,999,16,12,18,9,9,3,999,9,9999,99,1
7704,2018,6,14,3,2,11,2,909,9,99,1,999,16,12,18,9,9,9,999,3,9999,99,1
7705,2018,6,16,3,2,11,2,309,3,99,1,40,7,7,9,9,1,3,69,2,9999,99,1
7706,2018,6,16,3,2,11,2,309,3,99,1,999,16,12,18,9,1,4,67,3,9999,99,1
7707,2018,7,14,3,2,11,3,101,1,1,1,40,7,7,9,9,1,1,73,4,9999,99,1
7708,2018,7,14,3,2,11,3,101,1,1,1,28,4,4,6,9,1,1,27,11,9999,99,1
7709,2018,7,23,4,3,11,3,101,1,1,9,999,16,12,18,9,9,4,999,5,9999,99,1
7710,2018,7,23,4,3,11,3,101,1,1,1,21,3,3,5,9,1,4,2,3,9999,99,1
7711,2018,7,20,4,3,11,3,101,1,10,1,35,6,6,8,1,1,2,27,10,2004,4,1
7712,2018,7,20,4,3,11,3,101,1,10,1,34,5,5,7,1,1,4,18,5,2016,5,1
7713,2018,7,20,4,3,11,3,101,1,5,1,35,6,6,8,1,1,4,67,1,9999,99,6
7714,2018,7,23,4,3,11,3,108,1,99,1,36,6,6,8,9,1,4,6,5,9999,99,1
7715,2018,7,23,4,3,11,3,108,1,99,1,17,2,2,4,9,2,4,76,2,9999,99,1
7716,2018,7,14,3,2,11,3,2204,22,99,1,39,6,6,8,9,1,3,69,4,2007,4,1
7717,2018,7,14,3,2,11,3,2204,22,99,1,46,8,8,10,9,1,3,69,5,1995,3,1
7718,2018,7,0,1,1,11,3,2001,20,99,2,22,3,3,5,9,1,1,999,99,9999,99,2
7719,2018,7,18,4,3,11,3,1612,16,99,1,64,11,11,13,1,1,9,69,1,2007,4,2
7720,2018,7,12,3,2,11,3,1502,15,99,1,60,11,11,13,9,1,2,28,7,9999,99,3
7721,2018,7,23,4,3,11,3,1705,17,99,1,21,3,3,5,2,1,4,999,99,9999,99,6
7722,2018,8,18,4,3,11,4,104,1,99,1,21,3,3,5,1,1,4,999,99,9999,99,1
7723,2018,8,18,4,3,11,4,104,1,99,1,999,16,12,18,1,1,5,999,99,9999,99,1
7724,2018,8,8,2,1,11,4,102,1,99,1,45,8,8,10,1,1,5,19,1,9999,99,2
7725,2018,9,2,1,1,11,5,117,1,99,1,32,5,5,7,1,1,1,52,99,9999,99,1
7726,2018,9,2,1,1,11,5,117,1,99,1,21,3,3,5,1,1,4,67,99,9999,99,1
7727,2018,9,9,2,1,11,5,115,1,99,1,20,3,3,5,1,1,3,999,99,9999,99,1
7728,2018,9,9,2,1,11,5,115,1,99,9,999,16,12,18,1,1,99,999,99,9999,99,1
7729,2018,9,15,3,2,11,5,110,1,99,1,53,9,9,11,1,1,12,999,99,9999,99,1
7730,2018,9,15,3,2,11,5,110,1,99,1,21,3,3,5,1,1,1,56,2,9999,99,1
7731,2018,9,19,4,3,11,5,2001,20,99,1,22,3,3,5,1,1,4,999,99,9999,99,1
7732,2018,9,19,4,3,11,5,2001,20,99,1,57,10,10,12,1,1,1,999,99,9999,99,1
7733,2018,9,20,4,3,11,5,1401,14,99,1,35,6,6,8,1,1,3,73,99,9999,99,1
7734,2018,9,20,4,3,11,5,1401,14,99,1,17,2,2,4,1,2,4,64,99,9999,99,1
7735,2018,9,2,1,1,11,5,401,4,99,1,42,7,7,9,1,1,6,26,99,9999,99,1
7736,2018,9,2,1,1,11,5,401,4,99,9,999,16,12,18,1,9,6,19,99,9999,99,1
7737,2018,10,9,2,1,11,6,101,1,1,1,44,7,7,9,1,1,12,73,6,9999,99,1
7738,2018,10,9,2,1,11,6,101,1,1,1,29,4,4,6,1,1,4,3,1,9999,99,1
7739,2018,10,11,2,1,11,6,101,1,17,1,36,6,6,8,1,1,4,6,5,2016,5,1
7740,2018,10,11,2,1,11,6,101,1,17,1,52,9,9,11,1,1,4,3,5,2017,5,1
7741,2018,10,17,3,2,11,6,505,5,99,1,29,4,4,6,2,1,3,69,6,9999,99,2
7742,2018,10,14,3,2,11,6,1222,12,99,1,35,6,6,8,2,1,2,56,5,2004,4,1
7743,2018,10,14,3,2,11,6,1222,12,99,2,34,5,5,7,1,1,2,69,3,2003,4,1
7744,2018,10,22,4,3,11,6,401,4,99,1,21,3,3,5,2,1,2,27,4,2005,4,2
7745,2018,10,22,4,3,11,6,401,4,99,1,23,3,3,5,1,1,3,17,2,2010,5,2
7746,2018,10,22,4,3,11,6,401,4,99,1,45,8,8,10,1,1,1,48,5,1997,3,2
7747,2018,10,18,4,3,11,6,409,4,99,1,24,3,3,5,1,1,4,64,6,2017,5,1
7748,2018,10,18,4,3,11,6,409,4,99,9,999,16,12,18,9,9,1,999,6,9999,99,1
7749,2018,10,18,4,3,11,6,101,1,18,1,44,7,7,9,9,1,12,999,99,9999,99,1
7750,2018,10,18,4,3,11,6,101,1,18,1,37,6,6,8,9,1,4,999,99,9999,99,1
7751,2018,10,20,4,3,11,6,108,1,99,1,27,4,4,6,9,1,4,6,99,9999,99,1
7752,2018,10,20,4,3,11,6,108,1,99,2,24,3,3,5,9,1,4,27,6,9999,99,1
7753,2018,10,19,4,3,11,6,108,1,99,1,75,14,11,16,9,1,1,28,7,2007,4,1
7754,2018,10,19,4,3,11,6,108,1,99,1,32,5,5,7,9,1,4,6,5,9999,99,1
7755,2018,10,20,4,3,11,6,301,3,99,1,32,5,5,7,9,1,1,67,3,9999,99,1
7756,2018,10,20,4,3,11,6,301,3,99,2,27,4,4,6,9,1,4,3,5,9999,99,1
7757,2018,10,22,4,3,11,6,101,1,1,1,26,4,4,6,9,1,4,64,5,2016,5,6
7758,2018,10,0,1,1,11,6,101,1,12,1,999,16,12,18,9,1,1,999,99,9999,99,1
7759,2018,10,0,1,1,11,6,101,1,12,1,23,3,3,5,9,1,4,18,5,9999,99,1
7760,2018,10,0,1,1,11,6,101,1,12,1,999,16,12,18,9,1,6,999,99,9999,99,1
7761,2018,10,0,1,1,11,6,101,1,12,1,999,16,12,18,9,1,4,999,99,9999,99,1
7762,2018,10,6,2,1,11,6,101,1,1,1,999,16,12,18,9,1,12,999,99,9999,99,1
7763,2018,10,6,2,1,11,6,101,1,1,1,21,3,3,5,9,1,4,999,99,9999,99,1
7764,2018,10,21,4,3,11,6,101,1,4,1,999,16,12,18,9,1,1,999,99,9999,99,1
7765,2018,10,21,4,3,11,6,101,1,4,1,28,4,4,6,9,1,4,999,99,9999,99,1
7766,2018,10,13,3,2,11,6,102,1,99,1,999,16,12,18,9,1,1,999,99,9999,99,1
7767,2018,10,13,3,2,11,6,102,1,99,1,63,11,11,13,9,1,4,999,99,9999,99,1
7768,2018,10,2,1,1,11,6,115,1,99,1,999,16,12,18,9,1,1,999,99,9999,99,1
7769,2018,10,2,1,1,11,6,115,1,99,1,999,16,12,18,9,1,4,999,99,9999,99,1
7770,2018,10,23,4,3,11,6,115,1,99,1,999,16,12,18,9,1,1,999,99,9999,99,1
7771,2018,10,23,4,3,11,6,115,1,99,1,22,3,3,5,9,1,4,999,99,9999,99,1
7772,2018,11,18,4,3,11,7,1602,16,99,1,25,4,4,6,9,1,4,6,5,9999,99,6
7773,2018,11,0,1,1,11,7,401,4,99,1,999,16,12,18,9,1,5,31,2,9999,99,1
7774,2018,11,8,2,1,11,7,1901,19,99,1,999,16,12,18,9,1,14,6,1,9999,99,1
7775,2018,11,19,4,3,11,7,2201,22,99,1,66,12,11,14,9,1,3,56,1,9999,99,1
7776,2018,11,19,4,3,11,7,2201,22,99,1,22,3,3,5,9,1,4,18,1,9999,99,1
7777,2018,11,0,1,1,11,7,710,7,99,1,999,16,12,18,9,1,5,999,14,9999,99,1
7778,2018,11,0,1,1,11,7,710,7,99,1,18,2,2,4,9,1,4,999,99,9999,99,1
7779,2018,12,22,4,3,11,1,2205,22,99,1,57,10,10,12,9,1,2,21,5,9999,99,3
7780,2018,12,18,4,3,11,1,1911,19,99,1,76,14,11,16,9,1,3,999,6,9999,99,1
7781,2018,12,18,4,3,11,1,1911,19,99,1,25,4,4,6,9,1,4,67,1,9999,99,1
7782,2018,12,12,3,2,11,1,401,4,99,1,24,3,3,5,9,1,4,999,1,9999,99,4
7783,2018,12,18,4,3,11,1,705,7,99,1,22,3,3,5,9,1,22,59,7,2018,5,1
7784,2018,12,20,4,3,11,1,101,1,1,1,44,7,7,9,9,1,12,50,3,9999,99,1
7785,2018,12,20,4,3,11,1,101,1,1,1,32,5,5,7,9,1,4,999,5,9999,99,1
7786,2018,12,17,3,2,11,1,1502,15,99,1,38,6,6,8,9,1,9,69,4,9999,99,1
7787,2018,12,17,3,2,11,1,1502,15,99,1,17,2,2,4,9,2,4,67,4,9999,99,1
7788,2018,12,21,4,3,11,1,101,1,2,2,44,7,7,9,9,1,1,48,4,9999,99,1
7789,2018,12,21,4,3,11,1,101,1,2,1,29,4,4,6,9,1,4,2,5,9999,99,1
7790,2018,12,11,2,1,11,1,117,1,99,1,34,5,5,7,9,1,2,28,9,9999,99,1
7791,2018,12,11,2,1,11,1,117,1,99,1,53,9,9,11,9,1,4,6,5,9999,99,1
7792,2018,12,21,4,3,11,1,2205,22,99,1,35,6,6,8,9,1,5,26,2,9999,99,1
7793,2018,12,21,4,3,11,1,2205,22,99,1,28,4,4,6,9,1,2,69,4,9999,99,1
7794,2018,12,19,4,3,11,1,506,5,99,1,27,4,4,6,9,1,2,28,2,9999,99,1
7795,2018,12,19,4,3,11,1,506,5,99,1,22,3,3,5,9,1,4,6,1,9999,99,1
7796,2018,12,21,4,3,11,1,1804,18,99,1,999,16,12,18,9,1,6,19,5,9999,99,1
7797,2018,12,21,4,3,11,1,1804,18,99,1,28,4,4,6,9,1,4,18,5,9999,99,1
7798,2018,12,21,4,3,11,1,115,1,99,1,999,16,12,18,9,1,1,999,99,9999,99,1
7799,2018,12,21,4,3,11,1,115,1,99,1,27,4,4,6,9,1,4,999,99,9999,99,1
7800,2018,12,12,3,2,11,1,115,1,99,1,80,15,11,17,9,1,4,6,3,9999,99,2
7801,2018,13,9,2,1,11,2,101,1,13,1,41,7,7,9,9,1,5,41,99,9999,99,1
7802,2018,13,9,2,1,11,2,101,1,13,1,43,7,7,9,9,1,4,6,1,9999,99,1
7803,2018,13,7,2,1,11,2,117,1,99,2,25,4,4,6,9,1,4,54,1,2018,5,1
7804,2018,13,7,2,1,11,2,117,1,99,1,29,4,4,6,9,1,1,48,5,9999,99,1
7805,2018,13,11,2,1,11,2,1202,12,99,2,60,11,11,13,9,1,2,69,99,2000,4,1
7806,2018,13,11,2,1,11,2,1202,12,99,2,21,3,3,5,9,1,4,76,99,2010,5,1
7807,2018,13,11,2,1,11,2,1202,12,99,1,30,5,5,7,9,1,1,21,99,1996,3,1
7808,2018,13,14,3,2,11,2,1616,16,99,1,46,8,8,10,9,1,3,69,2,9999,99,2
7809,2018,13,11,2,1,11,2,1701,17,99,2,34,5,5,7,9,1,3,52,2,1991,3,1
7810,2018,13,11,2,1,11,2,1701,17,99,1,16,2,2,4,9,2,4,2,5,9999,99,1
7811,2018,14,6,2,1,11,3,101,1,1,1,24,3,3,5,9,1,4,3,1,2016,5,1
7812,2018,14,6,2,1,11,3,101,1,1,9,999,16,12,18,9,9,1,999,99,9999,99,1
7813,2018,14,1,1,1,11,3,101,1,9,1,30,5,5,7,9,1,4,76,1,9999,99,2
7814,2018,14,20,4,3,11,3,101,1,12,1,27,4,4,6,1,1,1,27,4,9999,99,1
7815,2018,14,20,4,3,11,3,101,1,12,1,34,5,5,7,1,1,4,3,5,9999,99,1
7816,2018,14,23,4,3,11,3,101,1,12,9,999,16,12,18,9,9,3,999,99,9999,99,1
7817,2018,14,23,4,3,11,3,101,1,12,1,26,4,4,6,9,1,4,3,5,9999,99,1
7818,2018,14,7,2,1,11,3,108,1,99,1,42,7,7,9,1,1,1,48,5,1990,3,1
7819,2018,14,7,2,1,11,3,108,1,99,1,38,6,6,8,1,1,4,67,1,2016,5,1
7820,2018,14,22,4,3,11,3,2009,20,99,1,36,6,6,8,2,1,3,69,4,9999,99,1
7821,2018,14,22,4,3,11,3,2009,20,99,1,22,3,3,5,1,1,3,69,1,9999,99,1
7822,2018,14,9,2,1,11,3,2007,20,99,1,26,4,4,6,1,1,3,69,1,1992,3,3
7823,2018,14,0,1,1,11,3,1901,19,99,1,29,4,4,6,1,1,1,69,4,2005,4,1
7824,2018,14,13,3,2,11,3,1609,16,99,1,40,7,7,9,1,1,9,69,2,2018,5,2
7825,2018,14,18,4,3,11,3,1611,16,99,1,999,16,12,18,1,1,5,26,2,2009,4,2
7826,2018,14,20,4,3,11,3,1404,14,99,1,22,3,3,5,9,1,4,6,7,9999,99,6
7827,2018,14,11,2,1,11,3,408,4,99,1,999,16,12,18,1,1,9,50,4,2000,4,2
7828,2018,14,19,4,3,11,3,401,4,99,1,33,5,5,7,1,1,3,52,1,1992,3,1
7829,2018,14,19,4,3,11,3,401,4,99,1,25,4,4,6,1,1,4,54,1,2016,5,1
7830,2018,14,14,3,2,11,3,303,3,99,1,29,4,4,6,2,1,1,999,8,9999,99,2
7831,2018,15,1,1,1,11,4,101,1,13,1,21,3,3,5,1,1,4,2,2,2016,5,1
7832,2018,15,1,1,1,11,4,101,1,13,1,26,4,4,6,1,1,4,20,3,2006,4,1
7833,2018,15,8,2,1,11,4,115,1,99,1,24,3,3,5,1,1,4,100,1,9999,99,1
7834,2018,15,8,2,1,11,4,115,1,99,1,62,11,11,13,1,1,2,48,9,9999,99,1
7835,2018,15,5,1,1,11,4,115,1,99,1,28,4,4,6,1,1,4,3,1,2017,5,1
7836,2018,15,5,1,1,11,4,115,1,99,1,35,6,6,8,1,1,4,67,1,2016,5,1
7837,2018,15,14,3,2,11,4,108,1,99,1,36,6,6,8,1,1,12,69,4,2018,5,6
7838,2018,15,10,2,1,11,4,2001,20,99,9,999,16,12,18,9,9,99,999,1,9999,99,1
7839,2018,15,10,2,1,11,4,2001,20,99,1,27,4,4,6,1,1,4,18,4,9999,99,1
7840,2018,15,16,3,2,11,4,509,5,99,9,999,16,12,18,9,9,5,999,99,9999,99,1
7841,2018,15,16,3,2,11,4,509,5,99,1,18,2,2,4,1,1,4,999,99,9999,99,1
7842,2018,15,23,4,3,11,4,502,5,99,1,22,3,3,5,1,1,4,163,1,2018,5,6
7843,2018,15,2,1,1,11,4,1101,11,99,1,20,3,3,5,9,1,4,27,5,2016,5,2
7844,2018,15,13,3,2,11,4,1201,12,99,1,57,10,10,12,2,1,3,69,4,9999,99,1
7845,2018,15,13,3,2,11,4,1201,12,99,1,20,3,3,5,1,1,1,69,4,2002,4,1
7846,2018,15,19,4,3,11,4,1203,12,99,1,35,6,6,8,9,1,3,69,2,1986,2,3
7847,2018,15,19,4,3,11,4,1222,12,99,9,999,16,12,18,9,9,1,999,11,9999,99,1
7848,2018,15,19,4,3,11,4,1222,12,99,1,50,9,9,11,9,1,4,27,5,9999,99,1
7849,2018,16,15,3,2,11,5,106,1,99,1,17,2,2,4,1,2,4,32,1,2011,5,4
7850,2018,16,12,3,2,11,5,101,1,5,1,35,6,6,8,9,1,3,69,3,2003,4,1
7851,2018,16,12,3,2,11,5,101,1,5,2,31,5,5,7,9,1,4,18,1,9999,99,1
7852,2018,16,9,2,1,11,5,113,1,99,1,40,7,7,9,1,1,2,69,4,2011,5,1
7853,2018,16,9,2,1,11,5,113,1,99,1,32,5,5,7,1,1,4,168,6,2018,5,1
7854,2018,16,10,2,1,11,5,101,1,11,1,29,4,4,6,9,1,1,73,5,9999,99,1
7855,2018,16,10,2,1,11,5,101,1,11,1,45,8,8,10,9,1,5,52,2,9999,99,1
7856,2018,16,5,1,1,11,5,115,1,99,1,46,8,8,10,9,1,2,23,6,1997,3,1
7857,2018,16,5,1,1,11,5,115,1,99,1,29,4,4,6,9,1,1,41,2,9999,99,1
7858,2018,16,11,2,1,11,5,2001,20,99,1,31,5,5,7,9,1,3,56,2,9999,99,1
7859,2018,16,11,2,1,11,5,2001,20,99,1,22,3,3,5,9,1,4,67,5,9999,99,1
7860,2018,16,8,2,1,11,5,1904,19,99,2,36,6,6,8,9,1,2,27,5,2005,4,1
7861,2018,16,8,2,1,11,5,1904,19,99,1,24,3,3,5,9,1,4,6,9,9999,99,1
7862,2018,16,19,4,3,11,5,601,6,99,1,38,6,6,8,2,1,3,69,2,1987,2,2
7863,2018,16,23,4,3,11,5,1301,13,99,1,20,3,3,5,9,1,1,90,2,2006,4,2
7864,2018,16,23,4,3,11,5,1301,13,99,1,42,7,7,9,9,1,2,8,4,2011,5,2
7865,2018,16,22,4,3,11,5,1614,16,99,1,24,3,3,5,1,1,14,6,6,9999,99,3
7866,2018,16,19,4,3,11,5,1501,15,99,1,17,2,2,4,9,2,4,67,5,9999,99,6
7867,2018,16,22,4,3,11,5,205,2,99,1,25,4,4,6,2,1,14,6,1,9999,99,2
7868,2018,16,23,4,3,11,5,401,4,99,9,999,16,12,18,9,9,99,999,99,9999,99,1
7869,2018,16,23,4,3,11,5,401,4,99,1,30,5,5,7,1,1,4,6,5,9999,99,1
7870,2018,17,18,4,3,11,6,101,1,2,1,44,7,7,9,2,1,1,27,4,9999,99,1
7871,2018,17,18,4,3,11,6,101,1,2,1,39,6,6,8,1,1,4,67,2,9999,99,1
7872,2018,17,21,4,3,11,6,101,1,18,1,44,7,7,9,9,1,3,69,7,9999,99,3
7873,2018,17,6,2,1,11,6,101,1,12,1,24,3,3,5,9,1,4,18,5,2014,5,6
7874,2018,17,18,4,3,11,6,115,1,99,1,999,16,12,18,9,1,4,32,5,9999,99,6
7875,2018,17,14,3,2,11,6,115,1,99,1,24,3,3,5,9,1,1,56,2,1990,3,1
7876,2018,17,14,3,2,11,6,115,1,99,1,999,16,12,18,9,1,4,999,99,9999,99,1
7877,2018,17,10,2,1,11,6,114,1,99,1,42,7,7,9,9,1,4,32,1,9999,99,6
7878,2018,17,18,4,3,11,6,2007,20,99,1,30,5,5,7,1,1,12,999,7,9999,99,1
7879,2018,17,18,4,3,11,6,2007,20,99,1,19,2,2,4,1,1,4,67,1,9999,99,1
7880,2018,17,17,3,2,11,6,1906,19,99,1,28,4,4,6,9,1,3,52,4,9999,99,1
7881,2018,17,17,3,2,11,6,1906,19,99,1,36,6,6,8,9,1,5,26,4,2012,5,1
7882,2018,17,21,4,3,11,6,602,6,99,9,999,16,12,18,9,9,1,999,99,9999,99,1
7883,2018,17,21,4,3,11,6,602,6,99,1,34,5,5,7,9,1,4,77,3,9999,99,1
7884,2018,17,18,4,3,11,6,1107,11,99,1,52,9,9,11,2,1,3,69,9,9999,99,1
7885,2018,17,18,4,3,11,6,1107,11,99,2,24,3,3,5,1,1,4,76,3,2016,5,1
7886,2018,17,20,4,3,11,6,1101,11,99,9,999,16,12,18,9,1,2,999,99,9999,99,1
7887,2018,17,20,4,3,11,6,1101,11,99,1,24,3,3,5,1,1,4,999,99,9999,99,1
7888,2018,17,18,4,3,11,6,1201,12,99,1,21,3,3,5,2,1,3,999,99,9999,99,1
7889,2018,17,18,4,3,11,6,1201,12,99,1,54,9,9,11,9,1,2,999,99,9999,99,1
7890,2018,17,15,3,2,11,6,1301,13,99,9,999,16,12,18,9,9,5,999,2,9999,99,1
7891,2018,17,15,3,2,11,6,1301,13,99,9,999,16,12,18,9,9,3,69,4,9999,99,1
7892,2018,17,14,3,2,11,6,1312,13,99,9,999,16,12,18,9,9,5,30,3,9999,99,1
7893,2018,17,14,3,2,11,6,1312,13,99,1,22,3,3,5,9,1,4,76,3,9999,99,1
7894,2018,17,9,2,1,11,6,1503,15,99,1,45,8,8,10,9,1,14,2,1,9999,99,1
7895,2018,17,9,2,1,11,6,1503,15,99,1,16,2,2,4,1,2,4,67,99,9999,99,1
7896,2018,17,18,4,3,11,6,203,2,99,1,23,3,3,5,2,1,1,69,6,9999,99,2
7897,2018,17,10,2,1,11,6,416,4,99,1,20,3,3,5,9,1,99,48,99,2012,5,1
7898,2018,17,10,2,1,11,6,416,4,99,1,49,8,8,10,1,1,4,27,5,9999,99,1
7899,2018,17,0,1,1,11,6,410,4,99,9,999,16,12,18,9,9,6,999,99,9999,99,1
7900,2018,17,0,1,1,11,6,410,4,99,1,24,3,3,5,1,1,4,6,5,9999,99,1
7901,2018,18,2,1,1,11,7,101,1,3,1,24,3,3,5,1,1,18,999,3,9999,99,1
7902,2018,18,2,1,1,11,7,101,1,3,1,999,16,12,18,9,1,2,28,11,9999,99,1
7903,2018,18,4,1,1,11,7,101,1,9,1,23,3,3,5,9,1,4,999,5,9999,99,6
7904,2018,18,22,4,3,11,7,101,1,1,1,52,9,9,11,1,1,1,50,3,1996,3,1
7905,2018,18,22,4,3,11,7,101,1,1,1,27,4,4,6,2,1,1,69,6,1994,3,1
7906,2018,18,19,4,3,11,7,101,1,13,1,24,3,3,5,1,1,1,73,5,1999,3,1
7907,2018,18,19,4,3,11,7,101,1,13,1,51,9,9,11,1,1,4,76,9,2014,5,1
7908,2018,18,9,2,1,11,7,102,1,99,2,34,5,5,7,1,1,2,69,4,2013,5,1
7909,2018,18,9,2,1,11,7,102,1,99,1,23,3,3,5,1,1,4,54,99,9999,99,1
