﻿núm_corre,año_ocu,día_ocu,hora_ocu,g_hora_5,mes_ocu,día_sem_ocu,depto_ocu,mupio_ocu,zona_ocu,sexo_per,edad_per,g_edad_80ymás,g_edad_60ymás,edad_quinquenales,estado_con,mayor_menor,tipo_veh,marca_veh,color_veh,modelo_veh,g_modelo_veh,tipo_eve,g_hora
6668,2023,12,19,Noche,Julio,Miércoles,Guatemala,Guatemala,14,Hombre,19,15-19,15-19,15 - 19,Ignorado,Mayor,Motocicleta,Bajaj,Negro,Ignorado,Ignorado,Colisión,4
6669,2023,12,22,Noche,Julio,Miércoles,Guatemala,Guatemala,10,Hombre,33,30-34,30-34,30 - 34,Ignorado,Mayor,Camioneta,Mazda,Gris,2018,2010-2019,Colisión,4
6670,2023,12,22,Noche,Julio,Miércoles,Guatemala,Guatemala,10,Hombre,26,25-29,25-29,25 - 29,Ignorado,Mayor,Automóvil,Toyota,Verde,Ignorado,Ignorado,Colisión,4
6671,2023,12,19,Noche,Julio,Miércoles,Guatemala,San Juan Sacatepéquez,Ignorado,Hombre,26,25-29,25-29,25 - 29,Ignorado,Mayor,Automóvil,Mazda,Negro,2012,2010-2019,Colisión,4
6672,2023,12,19,Noche,Julio,Miércoles,Guatemala,San Juan Sacatepéquez,Ignorado,Hombre,48,45-49,45-49,45 - 49,Ignorado,Mayor,Automóvil,Toyota,Azul,2007,2000-2009,Colisión,4
6673,2023,12,2,Mañana,Julio,Miércoles,Alta Verapaz,Cobán,11,Hombre,28,25-29,25-29,25 - 29,Ignorado,Mayor,Automóvil,Mazda,Negro,Ignorado,Ignorado,Colisión,1
6674,2023,12,2,Mañana,Julio,Miércoles,Alta Verapaz,Cobán,11,Hombre,28,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Freedom,Rojo,Ignorado,Ignorado,Colisión,1
6675,2023,12,19,Noche,Julio,Miércoles,Guatemala,Villa Nueva,12,Hombre,30,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape,4
6676,2023,12,23,Noche,Julio,Miércoles,Jalapa,Jalapa,Ignorado,Hombre,28,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Ignorado,Rojo,Ignorado,Ignorado,Colisión,4
6677,2023,12,23,Noche,Julio,Miércoles,Jalapa,Jalapa,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Automóvil,Toyota,Gris,2009,2000-2009,Colisión,4
6678,2023,13,23,Noche,Julio,Jueves,Guatemala,Guatemala,1,Hombre,43,40-44,40-44,40 - 44,Ignorado,Mayor,Grúa,Nissan,Blanco,Ignorado,Ignorado,Colisión,4
6679,2023,13,23,Noche,Julio,Jueves,Guatemala,Guatemala,1,Hombre,30,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,Yamaha,Gris,Ignorado,Ignorado,Colisión,4
6680,2023,13,23,Noche,Julio,Jueves,Guatemala,Guatemala,12,Hombre,30,30-34,30-34,30 - 34,Ignorado,Mayor,Pick up,Toyota,Verde,1998,1990-1999,Colisión,4
6681,2023,13,23,Noche,Julio,Jueves,Guatemala,Guatemala,12,Hombre,49,45-49,45-49,45 - 49,Ignorado,Mayor,Automóvil,Suzuki,Azul,2022,2020-2029,Colisión,4
6682,2023,13,23,Noche,Julio,Jueves,Guatemala,Villa Canales,3,Hombre,23,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Freedom,Ignorado,2008,2000-2009,Derrape,4
6683,2023,13,22,Noche,Julio,Jueves,Guatemala,Villa Nueva,Ignorado,Hombre,25,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Bajaj,Blanco,Ignorado,Ignorado,Derrape,4
6684,2023,13,20,Noche,Julio,Jueves,Guatemala,Mixco,2,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Choque,4
6685,2023,13,19,Noche,Julio,Jueves,Escuintla,Escuintla,Ignorado,Hombre,44,40-44,40-44,40 - 44,Ignorado,Mayor,Motocicleta,Bajaj,Negro,2023,2020-2029,Colisión,4
6686,2023,13,19,Noche,Julio,Jueves,Escuintla,Escuintla,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Camión,Ignorado,Blanco,Ignorado,Ignorado,Colisión,4
6687,2023,13,0,Mañana,Julio,Jueves,Suchitepéquez,San Francisco Zapotitlán,Ignorado,Hombre,54,50-54,50-54,50 - 54,Ignorado,Mayor,Motocicleta,Suzuki,Azul,Ignorado,Ignorado,Colisión,1
6688,2023,13,0,Mañana,Julio,Jueves,Suchitepéquez,San Francisco Zapotitlán,Ignorado,Hombre,17,15-19,15-19,15 - 19,Ignorado,Menor,Pick up,Toyota,Azul,Ignorado,Ignorado,Colisión,1
6689,2023,13,11,Mañana,Julio,Jueves,San Marcos,San Pedro Sacatepéquez,Ignorado,Mujer,45,45-49,45-49,45 - 49,Ignorado,Mayor,Pick up,Toyota,Café,1980,1980-1989,Colisión,2
6690,2023,13,11,Mañana,Julio,Jueves,San Marcos,San Pedro Sacatepéquez,Ignorado,Hombre,22,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Bajaj,Ignorado,Ignorado,Ignorado,Colisión,2
6691,2023,13,17,Tarde,Julio,Jueves,San Marcos,Catarina,Ignorado,Hombre,41,40-44,40-44,40 - 44,Ignorado,Mayor,Bus urbano,Mercedes Benz,Ignorado,Ignorado,Ignorado,Colisión,3
6692,2023,13,17,Tarde,Julio,Jueves,San Marcos,Catarina,Ignorado,Hombre,40,40-44,40-44,40 - 44,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,3
6693,2023,13,18,Noche,Julio,Jueves,Sacatepéquez,Ciudad Vieja,Ignorado,Hombre,26,25-29,25-29,25 - 29,Ignorado,Mayor,Microbús,Toyota,Azul,2010,2010-2019,Colisión,4
6694,2023,13,18,Noche,Julio,Jueves,Sacatepéquez,Ciudad Vieja,Ignorado,Hombre,22,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Honda,Blanco,Ignorado,Ignorado,Colisión,4
6695,2023,14,0,Mañana,Julio,Viernes,Guatemala,Guatemala,11,Hombre,45,45-49,45-49,45 - 49,Ignorado,Mayor,Motocicleta,Freedom,Rojo,Ignorado,Ignorado,Colisión,1
6696,2023,14,3,Mañana,Julio,Viernes,Guatemala,Guatemala,12,Hombre,21,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Serpento,Azul,2022,2020-2029,Derrape,1
6697,2023,14,0,Mañana,Julio,Viernes,Guatemala,Amatitlán,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,1
6698,2023,14,13,Tarde,Julio,Viernes,Guatemala,Mixco,2,Hombre,41,40-44,40-44,40 - 44,Ignorado,Mayor,Ignorado,Honda,Blanco,2014,2010-2019,Colisión,3
6699,2023,14,13,Tarde,Julio,Viernes,Guatemala,Mixco,2,Hombre,30,30-34,30-34,30 - 34,Ignorado,Mayor,Ignorado,Ford,Negro,2001,2000-2009,Colisión,3
6700,2023,14,18,Noche,Julio,Viernes,Guatemala,Mixco,3,Hombre,38,35-39,35-39,35 - 39,Ignorado,Mayor,Pick up,Toyota,Blanco,1986,1980-1989,Colisión,4
6701,2023,14,18,Noche,Julio,Viernes,Guatemala,Mixco,3,Mujer,29,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Hero Hunk,Negro,2018,2010-2019,Colisión,4
6702,2023,14,14,Tarde,Julio,Viernes,Jutiapa,El Progreso,Ignorado,Hombre,18,15-19,15-19,15 - 19,Ignorado,Mayor,Motocicleta,Honda,Rojo,Ignorado,Ignorado,Derrape,3
6703,2023,14,19,Noche,Julio,Viernes,Jutiapa,Jutiapa,Ignorado,Hombre,48,45-49,45-49,45 - 49,Ignorado,Mayor,Pick up,Toyota,Ignorado,Ignorado,Ignorado,Colisión,4
6704,2023,14,19,Noche,Julio,Viernes,Jutiapa,Jutiapa,Ignorado,Mujer,23,20-24,20-24,20 - 24,Ignorado,Mayor,Automóvil,Toyota,Negro,Ignorado,Ignorado,Colisión,4
6705,2023,14,15,Tarde,Julio,Viernes,Escuintla,Guanagazapa,Ignorado,Hombre,18,15-19,15-19,15 - 19,Ignorado,Mayor,Motocicleta,Bajaj,Negro,Ignorado,Ignorado,Colisión,3
6706,2023,14,17,Tarde,Julio,Viernes,Escuintla,Escuintla,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Suzuki,Rojo,Ignorado,Ignorado,Derrape,3
6707,2023,14,22,Noche,Julio,Viernes,Escuintla,Nueva Concepción,Ignorado,Hombre,33,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape,4
6708,2023,14,7,Mañana,Julio,Viernes,Suchitepéquez,Río Bravo,Ignorado,Hombre,34,30-34,30-34,30 - 34,Ignorado,Mayor,Cabezal,Freightliner,Azul,2013,2010-2019,Colisión,2
6709,2023,14,7,Mañana,Julio,Viernes,Suchitepéquez,Río Bravo,Ignorado,Hombre,33,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,Bajaj,Rojo,2016,2010-2019,Colisión,2
6710,2023,14,12,Tarde,Julio,Viernes,Suchitepéquez,Mazatenango,Ignorado,Hombre,30,30-34,30-34,30 - 34,Ignorado,Mayor,Camión,Hino,Blanco,Ignorado,Ignorado,Colisión,3
6711,2023,14,12,Tarde,Julio,Viernes,Suchitepéquez,Mazatenango,Ignorado,Hombre,42,40-44,40-44,40 - 44,Ignorado,Mayor,Motocicleta,Otros,Negro,Ignorado,Ignorado,Colisión,3
6712,2023,14,20,Noche,Julio,Viernes,San Marcos,San Marcos,Ignorado,Hombre,28,25-29,25-29,25 - 29,Ignorado,Mayor,Camioneta,Toyota,Azul,Ignorado,Ignorado,Colisión,4
6713,2023,14,17,Tarde,Julio,Viernes,San Marcos,La Blanca,Ignorado,Hombre,35,35-39,35-39,35 - 39,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,3
6714,2023,14,21,Noche,Julio,Viernes,Petén,Flores,Ignorado,Hombre,37,35-39,35-39,35 - 39,Ignorado,Mayor,Motocicleta,Freedom,Negro,Ignorado,Ignorado,Choque,4
6715,2023,15,0,Mañana,Julio,Sábado,Guatemala,Guatemala,6,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,1
6716,2023,15,0,Mañana,Julio,Sábado,Guatemala,Guatemala,6,Hombre,23,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,TVS Apache,Azul,2022,2020-2029,Colisión,1
6717,2023,15,5,Mañana,Julio,Sábado,Guatemala,Guatemala,18,Hombre,28,25-29,25-29,25 - 29,Ignorado,Mayor,Cabezal,Kenworth,Gris,2005,2000-2009,Colisión,1
6718,2023,15,5,Mañana,Julio,Sábado,Guatemala,Guatemala,18,Hombre,42,40-44,40-44,40 - 44,Ignorado,Mayor,Bus urbano,Hyundai,Beige,2003,2000-2009,Colisión,1
6719,2023,15,15,Tarde,Julio,Sábado,Guatemala,Guatemala,18,Hombre,19,15-19,15-19,15 - 19,Ignorado,Mayor,Motocicleta,Italika,Azul,2021,2020-2029,Colisión,3
6720,2023,15,15,Tarde,Julio,Sábado,Guatemala,Guatemala,17,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Cabezal,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,3
6721,2023,15,15,Tarde,Julio,Sábado,Guatemala,Guatemala,17,Hombre,22,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,3
6722,2023,15,16,Tarde,Julio,Sábado,Guatemala,Chinautla,6,Hombre,40,40-44,40-44,40 - 44,Ignorado,Mayor,Automóvil,Mitsubishi,Blanco,2015,2010-2019,Colisión,3
6723,2023,15,16,Tarde,Julio,Sábado,Guatemala,Chinautla,6,Hombre,14,Menor de 15,Menor de 15,10 - 14,Ignorado,Menor,Motocicleta,Suzuki,Gris,2023,2020-2029,Colisión,3
6724,2023,15,18,Noche,Julio,Sábado,Guatemala,Guatemala,5,Hombre,33,30-34,30-34,30 - 34,Ignorado,Mayor,Camioneta,Otros,Blanco,2022,2020-2029,Colisión,4
6725,2023,15,18,Noche,Julio,Sábado,Guatemala,Guatemala,5,Hombre,24,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Honda,Rojo,2022,2020-2029,Colisión,4
6726,2023,15,21,Noche,Julio,Sábado,Guatemala,Santa Catarina Pinula,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Automóvil,Mazda,Rojo,Ignorado,Ignorado,Colisión,4
6727,2023,15,21,Noche,Julio,Sábado,Guatemala,Santa Catarina Pinula,Ignorado,Hombre,23,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Italika,Negro,2020,2020-2029,Colisión,4
6728,2023,15,21,Noche,Julio,Sábado,Guatemala,Guatemala,21,Hombre,26,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape,4
6729,2023,15,23,Noche,Julio,Sábado,Guatemala,Guatemala,7,Hombre,24,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Freedom,Negro,2018,2010-2019,Colisión,4
6730,2023,15,23,Noche,Julio,Sábado,Guatemala,Guatemala,7,Hombre,31,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,Italika,Azul,2019,2010-2019,Colisión,4
6731,2023,15,23,Noche,Julio,Sábado,Guatemala,Villa Nueva,Ignorado,Hombre,43,40-44,40-44,40 - 44,Ignorado,Mayor,Motocicleta,Haojue,Azul,Ignorado,Ignorado,Derrape,4
6732,2023,15,12,Tarde,Julio,Sábado,Santa Rosa,Taxisco,Ignorado,Hombre,18,15-19,15-19,15 - 19,Ignorado,Mayor,Motocicleta,Bajaj,Negro,Ignorado,Ignorado,Derrape,3
6733,2023,15,6,Mañana,Julio,Sábado,Retalhuleu,Retalhuleu,Ignorado,Hombre,25,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,TVS Apache,Negro,Ignorado,Ignorado,Colisión,2
6734,2023,15,6,Mañana,Julio,Sábado,Retalhuleu,Retalhuleu,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Bus urbano,Ignorado,Amarillo,Ignorado,Ignorado,Colisión,2
6735,2023,15,11,Mañana,Julio,Sábado,Quetzaltenango,El Palmar,Ignorado,Hombre,64,60-64,60 y más,60 - 64,Ignorado,Mayor,Pick up,Ignorado,Rojo,Ignorado,Ignorado,Choque,2
6736,2023,15,18,Noche,Julio,Sábado,Totonicapán,Santa María Chiquimula,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Bus urbano,Ignorado,Verde,Ignorado,Ignorado,Choque,4
6737,2023,15,11,Mañana,Julio,Sábado,Alta Verapaz,Cobán,Ignorado,Hombre,33,30-34,30-34,30 - 34,Ignorado,Mayor,Camión,Hino,Ignorado,Ignorado,Ignorado,Colisión,2
6738,2023,15,11,Mañana,Julio,Sábado,Alta Verapaz,Cobán,Ignorado,Hombre,33,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2
6739,2023,15,22,Noche,Julio,Sábado,El Progreso,Guastatoya,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Italika,Negro,2023,2020-2029,Derrape,4
6740,2023,15,7,Mañana,Julio,Sábado,Izabal,Morales,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Microbús,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2
6741,2023,15,7,Mañana,Julio,Sábado,Izabal,Morales,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Camión,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2
6742,2023,15,5,Mañana,Julio,Sábado,Petén,San Luis,Ignorado,Hombre,42,40-44,40-44,40 - 44,Ignorado,Mayor,Motocicleta,Suzuki,Negro,Ignorado,Ignorado,Choque,1
6743,2023,15,7,Mañana,Julio,Sábado,Sololá,Sololá,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Bus urbano,Ignorado,Ignorado,Ignorado,Ignorado,Vuelco,2
6744,2023,15,7,Mañana,Julio,Sábado,Sacatepéquez,Pastores,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Camioneta,Ignorado,Azul,Ignorado,Ignorado,Colisión,2
6745,2023,15,7,Mañana,Julio,Sábado,Sacatepéquez,Pastores,Ignorado,Hombre,21,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Yamaha,Blanco,2016,2010-2019,Colisión,2
6746,2023,16,16,Tarde,Julio,Domingo,Guatemala,Guatemala,1,Hombre,26,25-29,25-29,25 - 29,Ignorado,Mayor,Automóvil,Volkswagen,Blanco,2010,2010-2019,Colisión,3
6747,2023,16,16,Tarde,Julio,Domingo,Guatemala,Guatemala,1,Hombre,20,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Italika,Negro,2022,2020-2029,Colisión,3
6748,2023,16,11,Mañana,Julio,Domingo,Guatemala,Guatemala,2,Hombre,38,35-39,35-39,35 - 39,Ebrio,Mayor,Camioneta,Toyota,Azul,2022,2020-2029,Colisión,2
6749,2023,16,11,Mañana,Julio,Domingo,Guatemala,Guatemala,2,Hombre,27,25-29,25-29,25 - 29,Ignorado,Mayor,Automóvil,Toyota,Blanco,2021,2020-2029,Colisión,2
6750,2023,16,2,Mañana,Julio,Domingo,Guatemala,Guatemala,9,Mujer,23,20-24,20-24,20 - 24,Ebrio,Mayor,Motocicleta,Italika,Rojo,2019,2010-2019,Derrape,1
6751,2023,16,20,Noche,Julio,Domingo,Guatemala,Guatemala,6,Hombre,36,35-39,35-39,35 - 39,Ignorado,Mayor,Automóvil,Kia,Blanco,2014,2010-2019,Colisión,4
6752,2023,16,20,Noche,Julio,Domingo,Guatemala,Guatemala,6,Hombre,39,35-39,35-39,35 - 39,Ignorado,Mayor,Motocicleta,Haojue,Negro,2015,2010-2019,Colisión,4
6753,2023,16,0,Mañana,Julio,Domingo,Guatemala,Chinautla,Ignorado,Hombre,26,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Honda,Blanco,Ignorado,Ignorado,Derrape,1
6754,2023,16,2,Mañana,Julio,Domingo,Guatemala,Guatemala,15,Hombre,31,30-34,30-34,30 - 34,Ignorado,Mayor,Automóvil,BMW,Blanco,2014,2010-2019,Choque,1
6755,2023,16,19,Noche,Julio,Domingo,Guatemala,Santa Catarina Pinula,Ignorado,Mujer,40,40-44,40-44,40 - 44,Ignorado,Mayor,Camioneta,Honda,Blanco,2020,2020-2029,Colisión,4
6756,2023,16,19,Noche,Julio,Domingo,Guatemala,Santa Catarina Pinula,Ignorado,Hombre,22,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Suzuki,Rojo,2021,2020-2029,Colisión,4
6757,2023,16,21,Noche,Julio,Domingo,Guatemala,Santa Catarina Pinula,Ignorado,Hombre,29,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Suzuki,Rojo,2018,2010-2019,Colisión,4
6758,2023,16,21,Noche,Julio,Domingo,Guatemala,Santa Catarina Pinula,Ignorado,Hombre,30,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,Bajaj,Rojo,2022,2020-2029,Colisión,4
6759,2023,16,4,Mañana,Julio,Domingo,Guatemala,Guatemala,11,Hombre,23,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape,1
6760,2023,16,3,Mañana,Julio,Domingo,Guatemala,Villa Canales,Ignorado,Hombre,23,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Bajaj,Negro,Ignorado,Ignorado,Derrape,1
6761,2023,16,15,Tarde,Julio,Domingo,Guatemala,Mixco,6,Hombre,30,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,Italika,Negro,2021,2020-2029,Derrape,3
6762,2023,16,6,Mañana,Julio,Domingo,Guatemala,Mixco,6,Hombre,41,40-44,40-44,40 - 44,Ignorado,Mayor,Motocicleta,Bajaj,Blanco,2023,2020-2029,Choque,2
6763,2023,16,15,Tarde,Julio,Domingo,Chiquimula,Camotán,Ignorado,Hombre,25,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Otros,Negro,Ignorado,Ignorado,Derrape,3
6764,2023,16,10,Mañana,Julio,Domingo,Escuintla,Siquinalá,Ignorado,Hombre,29,25-29,25-29,25 - 29,Ignorado,Mayor,Camioneta,Honda,Café,Ignorado,Ignorado,Colisión,2
6765,2023,16,10,Mañana,Julio,Domingo,Escuintla,Siquinalá,Ignorado,Hombre,30,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,Honda,Negro,Ignorado,Ignorado,Colisión,2
6766,2023,16,8,Mañana,Julio,Domingo,Escuintla,Escuintla,Ignorado,Mujer,27,25-29,25-29,25 - 29,Ignorado,Mayor,Automóvil,Mazda,Negro,2008,2000-2009,Colisión,2
6767,2023,16,8,Mañana,Julio,Domingo,Escuintla,Escuintla,Ignorado,Hombre,40,40-44,40-44,40 - 44,Ignorado,Mayor,Motocicleta,Honda,Rojo,Ignorado,Ignorado,Colisión,2
6768,2023,16,5,Mañana,Julio,Domingo,Escuintla,La Democracia,Ignorado,Hombre,21,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Hero Hunk,Negro,Ignorado,Ignorado,Derrape,1
6769,2023,16,16,Tarde,Julio,Domingo,Escuintla,Santa Lucía Cotzumalguapa,Ignorado,Hombre,26,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Honda,Negro,Ignorado,Ignorado,Choque,3
6770,2023,16,2,Mañana,Julio,Domingo,Suchitepéquez,San Francisco Zapotitlán,Ignorado,Hombre,25,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Freedom,Blanco,Ignorado,Ignorado,Derrape,1
6771,2023,16,12,Tarde,Julio,Domingo,Retalhuleu,Retalhuleu,1,Hombre,59,55-59,55-59,55 - 59,Ignorado,Mayor,Automóvil,Toyota,Blanco,Ignorado,Ignorado,Colisión,3
6772,2023,16,12,Tarde,Julio,Domingo,Retalhuleu,Retalhuleu,1,Hombre,23,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Honda,Rojo,Ignorado,Ignorado,Colisión,3
6773,2023,16,18,Noche,Julio,Domingo,Quetzaltenango,Coatepeque,Ignorado,Hombre,65,65-69,60 y más,65 - 69,Ignorado,Mayor,Automóvil,Toyota,Ignorado,Ignorado,Ignorado,Colisión,4
6774,2023,16,18,Noche,Julio,Domingo,Quetzaltenango,Coatepeque,Ignorado,Mujer,24,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Suzuki,Negro,Ignorado,Ignorado,Colisión,4
6775,2023,16,23,Noche,Julio,Domingo,Quetzaltenango,Quetzaltenango,Ignorado,Hombre,41,40-44,40-44,40 - 44,Ignorado,Mayor,Camioneta,Honda,Azul,Ignorado,Ignorado,Colisión,4
6776,2023,16,18,Noche,Julio,Domingo,Petén,San José,Ignorado,Hombre,27,25-29,25-29,25 - 29,Ignorado,Mayor,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Choque,4
6777,2023,16,1,Mañana,Julio,Domingo,Quiché,Santa Cruz del Quiché,Ignorado,Hombre,19,15-19,15-19,15 - 19,Ebrio,Mayor,Motocicleta,Suzuki,Gris,Ignorado,Ignorado,Colisión,1
6778,2023,16,3,Mañana,Julio,Domingo,Chimaltenango,Chimaltenango,Ignorado,Hombre,50,50-54,50-54,50 - 54,Ignorado,Mayor,Pick up,Toyota,Corinto,1991,1990-1999,Colisión,1
6779,2023,16,3,Mañana,Julio,Domingo,Chimaltenango,Chimaltenango,Ignorado,Hombre,23,20-24,20-24,20 - 24,Ignorado,Mayor,Automóvil,Mitsubishi,Gris,2015,2010-2019,Colisión,1
6780,2023,16,18,Noche,Julio,Domingo,Chimaltenango,San Andrés Itzapa,Ignorado,Hombre,35,35-39,35-39,35 - 39,Ignorado,Mayor,Automóvil,Toyota,Blanco,2007,2000-2009,Colisión,4
6781,2023,16,18,Noche,Julio,Domingo,Chimaltenango,San Andrés Itzapa,Ignorado,Hombre,28,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Bajaj,Negro,2023,2020-2029,Colisión,4
6782,2023,16,0,Mañana,Julio,Domingo,Sacatepéquez,Ciudad Vieja,Ignorado,Hombre,36,35-39,35-39,35 - 39,Ignorado,Mayor,Motocicleta,Honda,Negro,Ignorado,Ignorado,Colisión,1
6783,2023,16,0,Mañana,Julio,Domingo,Sacatepéquez,Ciudad Vieja,Ignorado,Hombre,44,40-44,40-44,40 - 44,Ignorado,Mayor,Motocicleta,Suzuki,Negro,Ignorado,Ignorado,Colisión,1
6784,2023,16,6,Mañana,Julio,Domingo,Sacatepéquez,Jocotenango,Ignorado,Hombre,30,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,Vento,Negro,Ignorado,Ignorado,Colisión,2
6785,2023,16,6,Mañana,Julio,Domingo,Sacatepéquez,Jocotenango,Ignorado,Hombre,20,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Ignorado,Negro,Ignorado,Ignorado,Colisión,2
6786,2023,16,5,Mañana,Julio,Domingo,Sacatepéquez,Jocotenango,Ignorado,Hombre,25,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Italika,Negro,Ignorado,Ignorado,Derrape,1
6787,2023,16,5,Mañana,Julio,Domingo,Sacatepéquez,Jocotenango,Ignorado,Hombre,21,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Italika,Negro,Ignorado,Ignorado,Derrape,1
6788,2023,17,10,Mañana,Julio,Lunes,Guatemala,Guatemala,12,Hombre,60,60-64,60 y más,60 - 64,Ignorado,Mayor,Bus urbano,Ignorado,Azul,Ignorado,Ignorado,Colisión,2
6789,2023,17,10,Mañana,Julio,Lunes,Guatemala,Guatemala,12,Hombre,30,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,Italika,Azul,2022,2020-2029,Colisión,2
6790,2023,17,7,Mañana,Julio,Lunes,Guatemala,Petapa,Ignorado,Mujer,21,20-24,20-24,20 - 24,Ignorado,Mayor,Automóvil,Honda,Gris,Ignorado,Ignorado,Colisión,2
6791,2023,17,7,Mañana,Julio,Lunes,Guatemala,Petapa,Ignorado,Hombre,40,40-44,40-44,40 - 44,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2
6792,2023,17,22,Noche,Julio,Lunes,Guatemala,Mixco,4,Hombre,30,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,Bajaj,Rojo,Ignorado,Ignorado,Colisión,4
6793,2023,17,22,Noche,Julio,Lunes,Guatemala,Mixco,4,Hombre,37,35-39,35-39,35 - 39,Ignorado,Mayor,Automóvil,Nissan,Azul,Ignorado,Ignorado,Colisión,4
