núm_corre,año_ocu,día_ocu,hora_ocu,g_hora,g_hora_5,mes_ocu,día_sem_ocu,depto_ocu,mupio_ocu,zona_ocu,sexo_per,edad_per,g_edad_80ymás,g_edad_60ymás,edad_quinquenales,mayor_menor,color_veh,modelo_veh,g_modelo_veh,tipo_eve,fall_les,tipo_veh,marca_veh,int_o_noint
5750,2019,7,15,3,2,7,7,21,2101,99,1,23,3,3,5,1,3,9999,99,1,2,4,76,1
5751,2019,7,19,4,3,7,7,14,1402,99,1,19,2,2,4,1,99,9999,99,1,2,4,32,1
5752,2019,7,18,4,3,7,7,20,2001,99,1,22,3,3,5,1,99,9999,99,1,2,4,999,1
5753,2019,7,4,1,1,7,7,20,2011,99,2,21,3,3,5,1,4,9999,99,3,2,3,48,1
5754,2019,7,4,1,1,7,7,20,2011,99,1,18,2,2,4,1,4,9999,99,3,2,3,48,1
5755,2019,7,4,1,1,7,7,20,2011,99,1,22,3,3,5,1,4,9999,99,3,2,3,48,1
5756,2019,7,4,1,1,7,7,20,2011,99,1,23,3,3,5,1,4,9999,99,3,2,3,48,1
5757,2019,7,15,3,2,7,7,18,1801,99,2,30,5,5,7,1,2,2017,5,1,2,4,77,1
5758,2019,7,15,3,2,7,7,18,1801,99,2,1,1,1,1,2,2,2017,5,1,1,4,77,2
5759,2019,7,20,4,3,7,7,1,101,1,1,999,16,12,18,1,1,2018,5,1,2,4,27,1
5760,2019,7,18,4,3,7,7,9,920,99,2,26,4,4,6,1,99,9999,99,4,2,4,32,1
5761,2019,7,17,3,2,7,7,1,114,99,1,28,4,4,6,1,5,9999,99,2,2,4,32,1
5762,2019,7,17,3,2,7,7,1,114,99,2,22,3,3,5,1,5,9999,99,2,2,4,32,1
5763,2019,7,20,4,3,7,7,1,115,99,2,25,4,4,6,1,2,9999,99,1,2,1,73,1
5764,2019,7,20,4,3,7,7,1,115,99,1,5,1,1,2,2,2,9999,99,1,2,1,73,1
5765,2019,7,20,4,3,7,7,1,115,99,1,2,1,1,1,2,2,9999,99,1,2,1,73,1
5766,2019,8,1,1,1,7,1,1,101,8,2,23,3,3,5,1,5,2013,5,6,1,4,45,2
5767,2019,8,10,2,1,7,1,1,101,13,1,25,4,4,6,1,3,9999,99,1,1,4,6,2
5768,2019,8,8,2,1,7,1,1,108,99,1,23,3,3,5,1,99,9999,99,1,2,4,999,1
5769,2019,8,17,3,2,7,1,14,1413,99,1,43,7,7,9,1,99,9999,99,1,2,4,999,1
5770,2019,8,21,4,3,7,1,5,501,99,1,36,6,6,8,1,1,9999,99,1,2,3,999,1
5771,2019,8,17,3,2,7,1,1,108,99,1,27,4,4,6,1,5,1976,1,1,2,4,67,1
5772,2019,8,17,3,2,7,1,1,110,99,1,20,3,3,5,1,1,2017,5,1,2,4,32,1
5773,2019,8,17,3,2,7,1,1,110,99,2,28,4,4,6,1,1,2017,5,1,2,4,32,1
5774,2019,8,20,4,3,7,1,9,901,99,2,35,6,6,8,1,99,2019,5,1,2,4,32,1
5775,2019,8,7,2,1,7,1,3,312,99,1,36,6,6,8,1,1,2014,5,1,2,4,67,1
5776,2019,8,13,3,2,7,1,10,1008,99,2,33,5,5,7,1,11,9999,99,2,2,1,28,1
5777,2019,8,13,3,2,7,1,10,1008,99,2,49,8,8,10,1,11,9999,99,2,2,1,28,1
5778,2019,8,13,3,2,7,1,10,1008,99,2,23,3,3,5,1,11,9999,99,2,2,1,28,1
5779,2019,8,13,3,2,7,1,10,1008,99,2,20,3,3,5,1,11,9999,99,2,2,1,28,1
5780,2019,9,22,4,3,7,2,1,101,5,1,36,6,6,8,1,2,2008,4,1,2,3,69,1
5781,2019,9,10,2,1,7,2,1,101,3,1,39,6,6,8,1,4,2019,5,1,2,4,67,1
5782,2019,9,8,2,1,7,2,3,306,99,1,30,5,5,7,1,99,9999,99,6,1,4,999,2
5783,2019,9,21,4,3,7,2,10,1015,99,1,50,9,9,11,1,99,9999,99,3,1,5,999,2
5784,2019,9,18,4,3,7,2,1,101,5,1,999,16,12,18,9,1,9999,99,1,2,4,32,1
5785,2019,9,8,2,1,7,2,1,101,6,1,38,6,6,8,1,10,9999,99,1,2,4,76,1
5786,2019,9,22,4,3,7,2,17,1705,99,1,33,5,5,7,1,3,9999,99,1,1,4,64,2
5787,2019,9,15,3,2,7,2,5,506,99,2,15,2,2,4,2,4,9999,99,4,1,4,6,2
5788,2019,9,15,3,2,7,2,5,506,99,1,19,2,2,4,1,4,9999,99,4,1,4,6,1
5789,2019,9,15,3,2,7,2,5,506,99,1,18,2,2,4,1,4,9999,99,4,2,4,6,1
5790,2019,9,13,3,2,7,2,22,2201,99,1,33,5,5,7,1,5,9999,99,1,2,4,999,1
5791,2019,9,23,4,3,7,2,1,101,1,1,33,5,5,7,1,99,9999,99,4,2,4,999,1
5792,2019,9,22,4,3,7,2,1,114,99,1,999,16,12,18,1,5,9999,99,4,2,4,54,1
5793,2019,9,21,4,3,7,2,1,108,99,1,30,5,5,7,1,99,9999,99,2,2,1,999,1
5794,2019,10,19,4,3,7,3,22,2201,99,2,28,4,4,6,1,1,9999,99,4,2,4,67,1
5795,2019,10,6,2,1,7,3,15,1503,99,1,25,4,4,6,1,1,9999,99,4,1,4,999,2
5796,2019,10,17,3,2,7,3,18,1802,99,1,20,3,3,5,1,5,9999,99,1,2,4,27,1
5797,2019,10,17,3,2,7,3,18,1802,99,1,7,1,1,2,2,5,9999,99,1,1,4,27,2
5798,2019,10,23,4,3,7,3,1,116,99,2,36,6,6,8,1,5,9999,99,1,2,4,64,1
5799,2019,10,22,4,3,7,3,1,113,99,1,19,2,2,4,1,5,9999,99,1,2,4,67,1
5800,2019,10,16,3,2,7,3,1,101,7,1,43,7,7,9,1,1,9999,99,1,2,4,6,1
5801,2019,10,12,3,2,7,3,1,110,99,1,24,3,3,5,1,3,9999,99,2,2,4,67,1
5802,2019,10,14,3,2,7,3,20,2011,99,1,26,4,4,6,1,4,9999,99,1,2,2,69,1
5803,2019,10,14,3,2,7,3,20,2011,99,1,37,6,6,8,1,2,9999,99,1,2,3,52,1
5804,2019,10,14,3,2,7,3,20,2011,99,1,53,9,9,11,1,3,9999,99,1,2,1,69,1
5805,2019,10,14,3,2,7,3,20,2011,99,2,53,9,9,11,1,3,9999,99,1,2,1,69,1
5806,2019,10,13,3,2,7,3,2,208,99,1,22,3,3,5,1,99,9999,99,1,2,4,999,1
5807,2019,10,7,2,1,7,3,5,504,99,1,40,7,7,9,1,9,2001,4,3,2,1,17,1
5808,2019,10,7,2,1,7,3,5,504,99,1,37,6,6,8,1,9,2001,4,3,2,1,17,1
5809,2019,10,7,2,1,7,3,5,504,99,1,32,5,5,7,1,9,2001,4,3,2,1,17,1
5810,2019,10,9,2,1,7,3,1,101,18,1,26,4,4,6,1,99,9999,99,2,2,4,999,1
5811,2019,11,7,2,1,7,4,1,101,7,1,24,3,3,5,1,99,9999,99,1,2,14,999,1
5812,2019,11,11,2,1,7,4,1,108,99,2,22,3,3,5,1,99,2019,5,1,2,2,28,1
5813,2019,11,11,2,1,7,4,1,108,99,2,17,2,2,4,2,1,9999,99,1,2,4,3,1
5814,2019,11,20,4,3,7,4,6,603,99,2,13,1,1,3,2,4,9999,99,1,2,1,52,1
5815,2019,11,19,4,3,7,4,10,1001,99,1,26,4,4,6,1,99,9999,99,3,2,2,999,1
5816,2019,11,20,4,3,7,4,6,603,99,2,45,8,8,10,1,4,9999,99,1,2,1,52,1
5817,2019,11,17,3,2,7,4,15,1501,99,1,27,4,4,6,1,5,9999,99,1,2,4,999,1
5818,2019,11,17,3,2,7,4,15,1501,99,1,999,16,12,18,1,5,9999,99,1,2,4,999,1
5819,2019,11,17,3,2,7,4,2,201,99,1,48,8,8,10,1,2,1997,3,2,1,9,17,2
5820,2019,11,17,3,2,7,4,2,201,99,1,18,2,2,4,1,2,1997,3,2,2,9,17,1
5821,2019,11,17,3,2,7,4,2,201,99,1,30,5,5,7,1,2,1997,3,2,2,9,17,1
5822,2019,11,17,3,2,7,4,2,201,99,2,23,3,3,5,1,2,1997,3,2,2,9,17,1
5823,2019,11,17,3,2,7,4,2,201,99,2,41,7,7,9,1,2,1997,3,2,2,9,17,1
5824,2019,11,17,3,2,7,4,2,201,99,1,39,6,6,8,1,2,1997,3,2,2,9,17,1
5825,2019,11,17,3,2,7,4,2,201,99,1,46,8,8,10,1,2,1997,3,2,2,9,17,1
5826,2019,11,17,3,2,7,4,2,201,99,1,50,9,9,11,1,2,1997,3,2,1,9,17,2
5827,2019,11,8,2,1,7,4,18,1803,99,1,38,6,6,8,1,2,9999,99,3,1,1,69,2
5828,2019,11,20,4,3,7,4,18,1805,99,1,32,5,5,7,1,3,9999,99,1,1,4,999,2
5829,2019,11,16,3,2,7,4,14,1412,99,1,49,8,8,10,1,6,1999,3,1,2,9,69,1
5830,2019,11,16,3,2,7,4,14,1412,99,1,61,11,11,13,1,6,1999,3,1,2,9,69,1
5831,2019,11,16,3,2,7,4,14,1412,99,1,30,5,5,7,1,6,1999,3,1,2,9,69,1
5832,2019,11,16,3,2,7,4,14,1412,99,2,60,11,11,13,1,6,1999,3,1,2,9,69,1
5833,2019,11,16,3,2,7,4,14,1412,99,2,11,1,1,3,2,6,1999,3,1,2,9,69,1
5834,2019,11,0,1,1,7,4,4,416,99,1,25,4,4,6,1,1,9999,99,1,2,4,32,1
5835,2019,11,0,1,1,7,4,4,416,99,2,20,3,3,5,1,1,9999,99,1,2,4,32,1
5836,2019,12,22,4,3,7,5,1,101,4,1,999,16,12,18,1,5,9999,99,1,2,4,76,1
5837,2019,12,1,1,1,7,5,1,101,18,1,27,4,4,6,1,4,9999,99,1,2,4,67,1
5838,2019,12,20,4,3,7,5,1,101,16,1,59,10,10,12,1,5,9999,99,1,2,4,27,1
5839,2019,12,18,4,3,7,5,1,101,7,1,29,4,4,6,1,5,9999,99,1,2,4,27,1
5840,2019,12,12,3,2,7,5,1,101,7,1,27,4,4,6,1,5,9999,99,1,2,4,3,1
5841,2019,12,7,2,1,7,5,1,115,99,1,18,2,2,4,1,5,2018,5,1,2,4,76,1
5842,2019,12,13,3,2,7,5,1,115,99,1,24,3,3,5,1,4,9999,99,1,2,4,67,1
5843,2019,12,11,2,1,7,5,5,513,99,2,42,7,7,9,1,99,9999,99,1,2,4,18,1
5844,2019,12,18,4,3,7,5,11,1106,99,1,34,5,5,7,1,1,9999,99,1,2,4,6,1
5845,2019,12,18,4,3,7,5,11,1106,99,2,39,6,6,8,1,1,2016,5,1,2,4,27,1
5846,2019,12,15,3,2,7,5,9,901,99,1,58,10,10,12,1,6,9999,99,1,1,1,999,2
5847,2019,12,15,3,2,7,5,9,901,99,2,36,6,6,8,1,6,9999,99,1,1,1,999,2
5848,2019,12,15,3,2,7,5,9,901,99,1,8,1,1,2,2,6,9999,99,1,2,1,999,1
5849,2019,12,15,3,2,7,5,9,901,99,1,1,1,1,1,2,6,9999,99,1,2,1,999,1
5850,2019,12,15,3,2,7,5,9,901,99,1,6,1,1,2,2,6,9999,99,1,1,1,999,2
5851,2019,12,19,4,3,7,5,12,1203,99,1,32,5,5,7,1,7,1987,2,1,2,5,10,1
5852,2019,12,19,4,3,7,5,12,1203,99,1,39,6,6,8,1,1,1990,3,1,2,3,69,1
5853,2019,12,14,3,2,7,5,2,208,99,1,29,4,4,6,1,1,9999,99,1,2,4,27,1
5854,2019,12,20,4,3,7,5,18,1804,99,1,28,4,4,6,1,1,9999,99,1,1,4,67,2
5855,2019,12,15,3,2,7,5,17,1710,99,2,13,1,1,3,2,1,9999,99,1,2,4,67,2
5856,2019,12,15,3,2,7,5,17,1710,99,2,16,2,2,4,2,1,9999,99,1,2,4,67,1
5857,2019,13,3,1,1,7,6,1,101,1,1,39,6,6,8,1,5,9999,99,6,1,4,32,2
5858,2019,13,0,1,1,7,6,1,101,3,1,31,5,5,7,1,5,2019,5,1,2,4,2,1
5859,2019,13,0,1,1,7,6,1,101,3,1,999,16,12,18,1,5,2019,5,1,2,4,2,1
5860,2019,13,0,1,1,7,6,1,101,3,1,999,16,12,18,1,5,2019,5,1,2,4,2,1
5861,2019,13,0,1,1,7,6,1,101,18,1,36,6,6,8,1,1,9999,99,6,1,4,32,2
5862,2019,13,4,1,1,7,6,1,101,7,1,27,4,4,6,1,5,9999,99,6,2,4,999,1
5863,2019,13,4,1,1,7,6,1,101,7,1,23,3,3,5,1,5,9999,99,6,2,4,999,1
5864,2019,13,1,1,1,7,6,1,115,99,1,30,5,5,7,1,5,9999,99,1,1,4,999,2
5865,2019,13,19,4,3,7,6,1,108,99,1,22,3,3,5,1,6,9999,99,1,2,4,100,1
5866,2019,13,20,4,3,7,6,11,1101,99,1,35,6,6,8,1,99,9999,99,1,2,4,18,1
5867,2019,13,20,4,3,7,6,11,1101,99,1,30,5,5,7,1,99,9999,99,1,2,4,18,1
5868,2019,13,8,2,1,7,6,9,904,99,1,29,4,4,6,1,1,9999,99,1,1,3,69,2
5869,2019,13,8,2,1,7,6,9,904,99,2,21,3,3,5,1,1,9999,99,1,2,3,69,1
5870,2019,13,8,2,1,7,6,9,904,99,2,25,4,4,6,1,1,9999,99,1,2,3,69,1
5871,2019,13,8,2,1,7,6,9,904,99,1,4,1,1,1,2,1,9999,99,1,2,3,69,1
5872,2019,13,10,2,1,7,6,9,901,99,1,37,6,6,8,1,5,1999,3,1,2,3,69,1
5873,2019,13,10,2,1,7,6,9,901,99,1,29,4,4,6,1,2,1999,3,1,2,1,48,1
5874,2019,13,15,3,2,7,6,12,1216,99,1,999,16,12,18,1,5,9999,99,1,1,4,18,2
5875,2019,13,23,4,3,7,6,15,1507,99,1,999,16,12,18,1,99,9999,99,1,2,4,999,1
5876,2019,13,23,4,3,7,6,15,1507,99,1,999,16,12,18,1,99,9999,99,1,2,4,999,1
5877,2019,13,23,4,3,7,6,2,203,99,1,999,16,12,18,1,4,9999,99,1,1,3,56,2
5878,2019,13,5,1,1,7,6,18,1804,99,1,35,6,6,8,1,99,9999,99,6,1,4,67,2
5879,2019,13,5,1,1,7,6,18,1804,99,1,36,6,6,8,1,99,9999,99,6,2,4,67,1
5880,2019,13,7,2,1,7,6,17,1701,99,2,56,10,10,12,1,7,9999,99,1,2,14,6,1
5881,2019,13,19,4,3,7,6,4,415,99,1,24,3,3,5,1,5,9999,99,1,2,99,52,1
5882,2019,14,20,4,3,7,7,1,101,1,1,19,2,2,4,1,6,9999,99,1,2,2,41,1
5883,2019,14,20,4,3,7,7,1,101,1,2,35,6,6,8,1,1,9999,99,1,2,4,32,1
5884,2019,14,4,1,1,7,7,1,101,18,1,56,10,10,12,1,2,2009,4,1,2,12,74,1
5885,2019,14,4,1,1,7,7,1,101,18,1,33,5,5,7,1,3,2009,4,1,2,12,28,1
5886,2019,14,22,4,3,7,7,1,101,11,1,28,4,4,6,1,5,9999,99,1,1,1,48,2
5887,2019,14,22,4,3,7,7,1,101,7,1,20,3,3,5,1,7,9999,99,1,2,4,27,1
5888,2019,14,10,2,1,7,7,1,101,11,2,65,12,11,14,1,1,1997,3,1,2,1,27,1
5889,2019,14,11,2,1,7,7,1,117,99,1,26,4,4,6,1,1,9999,99,4,2,4,3,1
5890,2019,14,11,2,1,7,7,1,117,99,1,20,3,3,5,1,1,9999,99,4,2,4,3,1
5891,2019,14,18,4,3,7,7,1,117,99,1,17,2,2,4,2,4,9999,99,1,2,4,96,1
5892,2019,14,21,4,3,7,7,1,115,99,1,999,16,12,18,1,99,9999,99,1,2,4,999,1
5893,2019,14,23,4,3,7,7,19,1901,99,1,21,3,3,5,1,2,9999,99,1,2,4,18,1
5894,2019,14,23,4,3,7,7,19,1901,99,1,21,3,3,5,1,2,9999,99,1,2,4,18,1
5895,2019,14,21,4,3,7,7,5,501,99,1,41,7,7,9,1,7,1997,3,3,2,2,41,1
5896,2019,14,21,4,3,7,7,5,501,99,2,43,7,7,9,1,7,1997,3,3,2,2,41,1
5897,2019,14,13,3,2,7,7,10,1017,99,1,30,5,5,7,1,5,9999,99,1,2,4,27,1
5898,2019,14,13,3,2,7,7,10,1017,99,1,18,2,2,4,1,5,9999,99,1,2,4,27,1
5899,2019,14,0,1,1,7,7,11,1102,99,1,23,3,3,5,1,11,9999,99,1,2,1,69,1
5900,2019,14,0,1,1,7,7,11,1102,99,1,40,7,7,9,1,4,9999,99,1,2,2,69,1
5901,2019,14,1,1,1,7,7,18,1804,99,1,25,4,4,6,1,1,2015,5,1,1,4,2,2
5902,2019,14,12,3,2,7,7,18,1803,99,1,41,7,7,9,1,99,9999,99,1,1,18,999,2
5903,2019,15,0,1,1,7,1,1,108,99,1,25,4,4,6,1,5,9999,99,2,1,4,18,2
5904,2019,15,22,4,3,7,1,22,2202,99,1,22,3,3,5,1,5,9999,99,1,2,4,54,1
5905,2019,15,13,3,2,7,1,22,2201,99,1,54,9,9,11,1,5,9999,99,1,2,4,67,1
5906,2019,15,1,1,1,7,1,10,1002,99,1,53,9,9,11,1,5,9999,99,1,1,4,54,2
5907,2019,15,14,3,2,7,1,12,1216,99,1,42,7,7,9,1,99,9999,99,1,2,4,999,1
5908,2019,15,0,1,1,7,1,4,401,99,2,999,16,12,18,1,4,9999,99,1,1,4,32,2
5909,2019,15,0,1,1,7,1,4,401,99,1,30,5,5,7,1,4,9999,99,1,2,4,32,1
5910,2019,15,12,3,2,7,1,1,114,99,1,18,2,2,4,1,1,9999,99,1,2,4,6,1
5911,2019,15,12,3,2,7,1,1,114,99,1,13,1,1,3,2,1,9999,99,1,2,4,6,1
5912,2019,16,19,4,3,7,2,1,101,1,1,32,5,5,7,1,3,9999,99,1,2,4,6,1
5913,2019,16,19,4,3,7,2,1,101,1,1,38,6,6,8,1,3,9999,99,1,2,4,6,1
5914,2019,16,22,4,3,7,2,1,101,1,1,999,16,12,18,1,99,9999,99,1,2,4,6,1
5915,2019,16,16,3,2,7,2,1,101,2,1,21,3,3,5,1,99,9999,99,1,1,4,999,2
5916,2019,16,9,2,1,7,2,1,101,16,2,31,5,5,7,1,99,2018,5,1,2,4,27,1
5917,2019,16,18,4,3,7,2,6,610,99,1,24,3,3,5,1,3,9999,99,1,1,4,999,2
5918,2019,16,18,4,3,7,2,6,610,99,1,23,3,3,5,1,3,9999,99,1,2,4,999,1
5919,2019,16,13,3,2,7,2,10,1010,99,1,17,2,2,4,2,4,9999,99,1,2,4,67,1
5920,2019,16,22,4,3,7,2,12,1215,99,1,18,2,2,4,1,99,9999,99,1,2,4,999,1
5921,2019,16,9,2,1,7,2,4,410,99,1,42,7,7,9,1,1,2010,5,1,2,4,32,1
5922,2019,16,16,3,2,7,2,4,409,99,1,38,6,6,8,1,3,9999,99,1,2,4,76,1
5923,2019,17,22,4,3,7,3,1,101,1,2,28,4,4,6,1,15,2006,4,1,2,1,48,1
5924,2019,17,15,3,2,7,3,1,101,1,1,26,4,4,6,1,99,2013,5,6,2,4,999,1
5925,2019,17,14,3,2,7,3,1,105,99,1,17,2,2,4,2,99,9999,99,4,2,4,999,1
5926,2019,17,17,3,2,7,3,1,101,5,1,25,4,4,6,1,1,2013,5,1,2,4,25,1
5927,2019,17,17,3,2,7,3,1,101,5,2,18,2,2,4,1,1,2013,5,1,2,4,25,1
5928,2019,17,21,4,3,7,3,1,116,99,1,19,2,2,4,1,5,9999,99,1,2,4,6,1
5929,2019,17,21,4,3,7,3,1,116,99,1,13,1,1,3,2,5,9999,99,1,2,4,6,1
5930,2019,17,6,2,1,7,3,16,1613,99,1,24,3,3,5,1,5,9999,99,4,1,4,27,2
5931,2019,18,9,2,1,7,4,1,104,99,1,24,3,3,5,1,1,2016,5,1,2,4,6,1
5932,2019,18,23,4,3,7,4,1,105,99,1,16,2,2,4,2,1,2017,5,1,2,4,32,1
5933,2019,18,23,4,3,7,4,1,105,99,2,17,2,2,4,2,1,2017,5,1,2,4,32,1
5934,2019,18,1,1,1,7,4,1,101,10,1,20,3,3,5,1,99,9999,99,1,2,4,999,1
5935,2019,18,12,3,2,7,4,22,2202,99,1,31,5,5,7,1,5,9999,99,1,2,4,67,1
5936,2019,18,12,3,2,7,4,22,2202,99,2,28,4,4,6,1,5,9999,99,1,2,4,67,1
5937,2019,18,20,4,3,7,4,5,501,99,1,31,5,5,7,1,5,2019,5,1,2,4,18,1
5938,2019,18,3,1,1,7,4,11,1105,99,1,28,4,4,6,1,5,9999,99,6,2,4,32,1
5939,2019,18,16,3,2,7,4,9,920,99,1,30,5,5,7,1,9,9999,99,6,1,4,67,2
5940,2019,18,16,3,2,7,4,9,920,99,1,71,13,11,15,1,9,9999,99,6,1,4,67,2
5941,2019,18,7,2,1,7,4,12,1222,99,1,29,4,4,6,1,4,9999,99,1,2,2,27,1
5942,2019,18,16,3,2,7,4,18,1804,99,1,69,12,11,14,1,2,9999,99,1,2,6,19,1
5943,2019,18,16,3,2,7,4,18,1804,99,1,60,11,11,13,1,2,2002,4,1,2,6,30,1
5944,2019,18,8,2,1,7,4,7,705,99,2,32,5,5,7,1,4,9999,99,1,2,1,69,1
5945,2019,18,8,2,1,7,4,7,705,99,2,12,1,1,3,2,4,9999,99,1,2,1,69,1
5946,2019,19,15,3,2,7,5,1,101,1,2,35,6,6,8,1,6,9999,99,1,2,9,69,1
5947,2019,19,21,4,3,7,5,1,101,18,1,20,3,3,5,1,1,2018,5,1,2,4,163,1
5948,2019,19,2,1,1,7,5,1,101,7,2,25,4,4,6,1,2,9999,99,1,2,2,28,1
5949,2019,19,14,3,2,7,5,1,108,99,1,30,5,5,7,1,5,9999,99,1,2,4,27,1
5950,2019,19,3,1,1,7,5,19,1905,99,1,57,10,10,12,1,3,9999,99,6,1,3,69,2
5951,2019,19,3,1,1,7,5,19,1905,99,1,20,3,3,5,1,3,9999,99,6,2,3,69,1
5952,2019,19,3,1,1,7,5,19,1905,99,1,17,2,2,4,2,3,9999,99,6,2,3,69,1
5953,2019,19,3,1,1,7,5,19,1905,99,2,18,2,2,4,1,3,9999,99,6,2,3,69,1
5954,2019,19,3,1,1,7,5,19,1905,99,2,18,2,2,4,1,3,9999,99,6,2,3,69,1
5955,2019,19,3,1,1,7,5,19,1905,99,1,999,16,12,18,1,3,9999,99,6,2,3,69,1
5956,2019,19,6,2,1,7,5,5,502,99,1,43,7,7,9,1,9,9999,99,2,1,1,48,2
5957,2019,19,5,1,1,7,5,16,1604,99,1,23,3,3,5,1,5,9999,99,1,2,4,27,1
5958,2019,19,6,2,1,7,5,16,1608,99,1,33,5,5,7,1,2,9999,99,4,2,5,52,1
5959,2019,19,6,2,1,7,5,16,1608,99,1,12,1,1,3,2,2,9999,99,4,2,5,52,1
5960,2019,19,6,2,1,7,5,16,1608,99,1,15,2,2,4,2,2,9999,99,4,2,5,52,1
5961,2019,19,6,2,1,7,5,16,1608,99,1,17,2,2,4,2,2,9999,99,4,2,5,52,1
5962,2019,19,6,2,1,7,5,16,1608,99,1,48,8,8,10,1,2,9999,99,4,1,5,52,2
5963,2019,19,20,4,3,7,5,2,201,99,1,32,5,5,7,1,3,2007,4,2,2,99,69,1
5964,2019,20,21,4,3,7,6,1,101,1,1,23,3,3,5,1,1,2012,5,1,2,4,27,1
5965,2019,20,22,4,3,7,6,1,101,3,1,32,5,5,7,1,5,2018,5,1,2,4,18,1
5966,2019,20,22,4,3,7,6,1,101,3,1,52,9,9,11,1,5,2018,5,1,2,4,18,1
5967,2019,20,22,4,3,7,6,1,101,8,1,28,4,4,6,1,5,2015,5,6,2,4,6,1
5968,2019,20,19,4,3,7,6,1,101,18,1,22,3,3,5,1,2,9999,99,6,1,4,45,2
5969,2019,20,20,4,3,7,6,1,101,15,1,40,7,7,9,1,99,9999,99,1,2,1,999,1
5970,2019,20,17,3,2,7,6,1,117,99,1,23,3,3,5,1,1,2008,4,1,2,4,6,1
5971,2019,20,17,3,2,7,6,1,117,99,1,50,9,9,11,1,1,2008,4,1,2,4,6,1
5972,2019,20,23,4,3,7,6,5,502,99,2,999,16,12,18,1,3,9999,99,1,2,4,67,1
5973,2019,20,16,3,2,7,6,5,501,99,1,37,6,6,8,1,1,9999,99,1,2,4,76,1
5974,2019,20,16,3,2,7,6,6,603,99,2,41,7,7,9,1,11,2003,4,1,2,2,52,1
5975,2019,20,16,3,2,7,6,6,603,99,2,13,1,1,3,2,11,2003,4,1,2,2,52,1
5976,2019,20,17,3,2,7,6,6,608,99,1,30,5,5,7,1,11,9999,99,3,2,2,31,1
5977,2019,20,17,3,2,7,6,6,608,99,1,21,3,3,5,1,11,9999,99,3,2,2,31,1
5978,2019,20,13,3,2,7,6,11,1105,99,2,27,4,4,6,1,4,1997,3,1,2,4,67,1
5979,2019,20,13,3,2,7,6,11,1105,99,2,999,16,12,18,9,4,1997,3,1,2,4,67,1
5980,2019,20,17,3,2,7,6,16,1615,99,1,21,3,3,5,1,99,9999,99,1,2,4,999,1
5981,2019,20,17,3,2,7,6,16,1615,99,1,21,3,3,5,1,99,9999,99,1,2,4,999,1
5982,2019,20,22,4,3,7,6,18,1801,99,2,20,3,3,5,1,4,9999,99,1,2,4,67,1
5983,2019,20,22,4,3,7,6,18,1801,99,1,999,16,12,18,1,1,9999,99,1,2,4,64,1
5984,2019,20,22,4,3,7,6,18,1801,99,1,999,16,12,18,1,1,9999,99,1,2,4,64,1
5985,2019,20,1,1,1,7,6,3,309,99,1,29,4,4,6,1,2,9999,99,2,2,1,21,1
5986,2019,20,10,2,1,7,6,3,306,99,1,19,2,2,4,1,2,9999,99,1,1,5,28,2
5987,2019,20,10,2,1,7,6,3,306,99,1,5,1,1,2,2,2,9999,99,1,1,5,28,2
5988,2019,20,10,2,1,7,6,3,306,99,1,30,5,5,7,1,2,9999,99,1,1,5,28,2
5989,2019,20,6,2,1,7,6,3,314,99,1,42,7,7,9,1,99,9999,99,2,2,12,999,1
5990,2019,20,6,2,1,7,6,3,314,99,2,21,3,3,5,1,99,9999,99,2,2,12,999,1
5991,2019,20,6,2,1,7,6,3,314,99,1,35,6,6,8,1,99,9999,99,2,2,12,999,1
5992,2019,20,6,2,1,7,6,3,314,99,2,25,4,4,6,1,99,9999,99,2,2,12,999,1
5993,2019,20,6,2,1,7,6,3,314,99,1,9,1,1,2,2,99,9999,99,2,2,12,999,1
5994,2019,20,6,2,1,7,6,3,314,99,1,2,1,1,1,2,99,9999,99,2,2,12,999,1
5995,2019,20,6,2,1,7,6,3,314,99,1,23,3,3,5,1,99,9999,99,2,2,12,999,1
5996,2019,20,6,2,1,7,6,3,314,99,2,42,7,7,9,1,99,9999,99,2,2,12,999,1
5997,2019,20,6,2,1,7,6,3,314,99,1,10,1,1,3,2,99,9999,99,2,2,12,999,1
5998,2019,20,6,2,1,7,6,3,314,99,2,8,1,1,2,2,99,9999,99,2,2,12,999,1
5999,2019,20,6,2,1,7,6,3,314,99,1,13,1,1,3,2,99,9999,99,2,2,12,999,1
6000,2019,20,6,2,1,7,6,3,314,99,2,33,5,5,7,1,99,9999,99,2,2,12,999,1
6001,2019,20,6,2,1,7,6,3,314,99,2,7,1,1,2,2,99,9999,99,2,2,12,999,1
6002,2019,20,6,2,1,7,6,3,314,99,2,5,1,1,2,2,99,9999,99,2,2,12,999,1
6003,2019,20,6,2,1,7,6,3,314,99,2,35,6,6,8,1,99,9999,99,2,2,12,999,1
6004,2019,21,16,3,2,7,7,1,101,1,1,27,4,4,6,1,1,9999,99,1,2,12,50,1
6005,2019,21,16,3,2,7,7,1,101,1,1,61,11,11,13,1,2,9999,99,1,2,1,8,1
6006,2019,21,20,4,3,7,7,1,101,2,1,36,6,6,8,1,1,9999,99,1,2,4,32,1
6007,2019,21,8,2,1,7,7,1,101,1,1,37,6,6,8,1,99,9999,99,1,2,18,999,1
6008,2019,21,16,3,2,7,7,1,101,10,1,20,3,3,5,1,5,2018,5,1,2,4,39,1
