núm_corre,año_ocu,día_ocu,hora_ocu,g_hora,g_hora_5,mes_ocu,día_sem_ocu,depto_ocu,mupio_ocu,zona_ocu,sexo_per,edad_per,g_edad_80ymás,g_edad_60ymás,edad_quinquenales,mayor_menor,color_veh,modelo_veh,g_modelo_veh,tipo_eve,fall_les,tipo_veh,marca_veh,int_o_noint
678,2019,30,5,1,1,1,3,21,2107,99,1,22,3,3,5,1,1,9999,99,3,2,5,17,1
679,2019,30,16,3,2,1,3,20,2011,99,1,38,6,6,8,1,1,9999,99,1,2,3,69,1
680,2019,30,16,3,2,1,3,20,2011,99,1,33,5,5,7,1,1,9999,99,1,2,3,69,1
681,2019,30,13,3,2,1,3,8,808,99,2,35,6,6,8,1,9,9999,99,4,1,3,999,2
682,2019,30,13,3,2,1,3,8,808,99,2,30,5,5,7,1,9,9999,99,4,2,3,999,1
683,2019,30,13,3,2,1,3,8,808,99,2,6,1,1,2,2,9,9999,99,4,2,3,999,1
684,2019,30,13,3,2,1,3,8,808,99,1,7,1,1,2,2,9,9999,99,4,2,3,999,1
685,2019,30,16,3,2,1,3,17,1703,99,1,26,4,4,6,1,99,9999,99,1,2,4,999,1
686,2019,30,16,3,2,1,3,17,1703,99,1,28,4,4,6,1,99,9999,99,1,2,9,999,1
687,2019,30,16,3,2,1,3,17,1703,99,1,999,16,12,18,1,99,9999,99,1,2,9,999,1
688,2019,30,16,3,2,1,3,17,1703,99,1,46,8,8,10,1,99,9999,99,1,2,9,999,1
689,2019,30,16,3,2,1,3,17,1703,99,2,27,4,4,6,1,99,9999,99,1,2,9,999,1
690,2019,30,16,3,2,1,3,17,1703,99,2,22,3,3,5,1,99,9999,99,1,2,9,999,1
691,2019,30,16,3,2,1,3,17,1703,99,1,30,5,5,7,1,99,9999,99,1,2,9,999,1
692,2019,30,16,3,2,1,3,17,1703,99,1,72,13,11,15,1,99,9999,99,1,2,9,999,1
693,2019,30,16,3,2,1,3,17,1703,99,2,19,2,2,4,1,99,9999,99,1,2,9,999,1
694,2019,30,19,4,3,1,3,14,1406,99,1,3,1,1,1,2,1,1994,3,1,2,1,27,2
695,2019,30,18,4,3,1,3,4,401,99,1,23,3,3,5,1,1,2016,5,1,2,4,6,1
696,2019,31,6,2,1,1,4,1,101,1,2,61,11,11,13,1,4,2007,4,1,2,1,28,2
697,2019,31,22,4,3,1,4,1,101,18,1,25,4,4,6,1,3,9999,99,4,2,4,6,1
698,2019,31,21,4,3,1,4,1,101,5,1,21,3,3,5,1,1,9999,99,1,2,1,10,1
699,2019,31,2,1,1,1,4,1,117,99,1,25,4,4,6,1,5,9999,99,1,2,4,77,1
700,2019,31,6,2,1,1,4,1,117,99,1,24,3,3,5,1,2,2016,5,1,2,4,168,1
701,2019,31,7,2,1,1,4,1,115,99,2,24,3,3,5,1,99,2016,5,1,2,4,67,1
702,2019,31,7,2,1,1,4,1,115,99,1,32,5,5,7,1,6,2016,5,1,2,4,32,1
703,2019,31,7,2,1,1,4,1,115,99,2,29,4,4,6,1,6,2016,5,1,2,4,32,1
704,2019,31,13,3,2,1,4,1,115,99,1,20,3,3,5,1,5,2011,5,1,2,1,69,1
705,2019,31,2,1,1,1,4,1,108,99,1,22,3,3,5,1,5,9999,99,4,1,4,6,1
706,2019,31,2,1,1,1,4,1,108,99,1,18,2,2,4,1,5,9999,99,4,2,4,6,1
707,2019,31,22,4,3,1,4,1,108,99,1,19,2,2,4,1,2,2011,5,1,2,4,6,1
708,2019,31,16,3,2,1,4,22,2201,99,2,21,3,3,5,1,5,9999,99,4,2,4,27,1
709,2019,31,8,2,1,1,4,19,1903,99,1,55,10,10,12,1,99,9999,99,1,2,4,999,1
710,2019,31,8,2,1,1,4,19,1903,99,2,56,10,10,12,1,99,9999,99,1,2,4,999,1
711,2019,31,23,4,3,1,4,5,509,99,1,24,3,3,5,1,1,9999,99,1,2,4,6,1
712,2019,31,5,1,1,1,4,5,501,99,1,27,4,4,6,1,2,9999,99,1,2,5,31,1
713,2019,31,18,4,3,1,4,9,920,99,2,34,5,5,7,1,5,2016,5,1,2,4,32,1
714,2019,31,14,3,2,1,4,8,805,99,1,17,2,2,4,2,8,2004,4,1,2,2,69,1
715,2019,31,14,3,2,1,4,8,805,99,1,999,16,12,18,1,8,2004,4,1,2,2,69,1
716,2019,31,7,2,1,1,4,16,1605,99,2,19,2,2,4,1,7,9999,99,3,2,7,41,1
717,2019,31,7,2,1,1,4,16,1605,99,1,10,1,1,3,2,7,9999,99,3,2,7,41,1
718,2019,31,7,2,1,1,4,16,1605,99,1,50,9,9,11,1,7,9999,99,3,2,7,41,1
719,2019,31,7,2,1,1,4,16,1605,99,1,10,1,1,3,2,7,9999,99,3,2,7,41,1
720,2019,31,7,2,1,1,4,16,1605,99,2,2,1,1,1,2,7,9999,99,3,2,7,41,1
721,2019,31,7,2,1,1,4,16,1605,99,1,19,2,2,4,1,7,9999,99,3,2,7,41,1
722,2019,31,7,2,1,1,4,16,1605,99,1,22,3,3,5,1,7,9999,99,3,2,7,41,1
723,2019,31,7,2,1,1,4,16,1605,99,1,18,2,2,4,1,7,9999,99,3,2,7,41,1
724,2019,31,7,2,1,1,4,16,1605,99,1,30,5,5,7,1,7,9999,99,3,1,7,41,1
725,2019,31,7,2,1,1,4,16,1605,99,1,12,1,1,3,2,7,9999,99,3,2,7,41,1
726,2019,31,7,2,1,1,4,16,1605,99,2,24,3,3,5,1,7,9999,99,3,2,7,41,1
727,2019,31,7,2,1,1,4,16,1605,99,1,1,1,1,1,2,7,9999,99,3,2,7,41,1
728,2019,31,7,2,1,1,4,16,1605,99,1,21,3,3,5,1,7,9999,99,3,2,7,41,1
729,2019,31,7,2,1,1,4,16,1605,99,1,20,3,3,5,1,7,9999,99,3,2,7,41,1
730,2019,31,7,2,1,1,4,16,1605,99,2,35,6,6,8,1,7,9999,99,3,2,7,41,1
731,2019,31,7,2,1,1,4,16,1605,99,2,13,1,1,3,2,7,9999,99,3,2,7,41,1
732,2019,31,7,2,1,1,4,16,1605,99,1,14,1,1,3,2,7,9999,99,3,2,7,41,1
733,2019,31,7,2,1,1,4,16,1605,99,1,10,1,1,3,2,7,9999,99,3,2,7,41,1
734,2019,31,7,2,1,1,4,16,1605,99,1,35,6,6,8,1,7,9999,99,3,2,7,41,1
735,2019,31,7,2,1,1,4,16,1605,99,1,45,8,8,10,1,7,9999,99,3,1,7,41,1
736,2019,1,0,1,1,1,2,1,101,3,1,47,8,8,10,1,1,2018,5,5,1,3,73,2
737,2019,1,14,3,2,1,2,1,115,99,2,64,11,11,13,1,1,9999,99,5,2,3,999,1
738,2019,1,1,1,1,1,2,1,108,99,1,32,5,5,7,1,1,9999,99,5,2,4,32,1
739,2019,1,23,4,3,1,2,1,112,99,2,13,1,1,3,2,2,9999,99,5,2,4,168,1
740,2019,1,23,4,3,1,2,1,112,99,2,23,3,3,5,1,2,9999,99,5,2,4,168,1
741,2019,1,23,4,3,1,2,1,112,99,2,20,3,3,5,1,2,9999,99,5,2,4,168,1
742,2019,1,23,4,3,1,2,1,112,99,2,22,3,3,5,1,2,9999,99,5,2,4,168,1
743,2019,1,17,3,2,1,2,5,501,99,1,42,7,7,9,1,5,9999,99,5,2,3,48,1
744,2019,1,15,3,2,1,2,5,502,99,2,21,3,3,5,1,4,9999,99,5,2,1,69,1
745,2019,1,15,3,2,1,2,5,502,99,1,2,1,1,1,2,4,9999,99,5,2,1,69,1
746,2019,1,21,4,3,1,2,11,1102,99,1,30,5,5,7,1,1,9999,99,5,2,3,31,1
747,2019,1,21,4,3,1,2,9,909,99,1,35,6,6,8,1,99,9999,99,5,2,1,999,1
748,2019,1,16,3,2,1,2,9,919,99,2,70,13,11,15,1,99,9999,99,5,2,1,999,1
749,2019,1,2,1,1,1,2,17,1713,99,1,23,3,3,5,1,99,9999,99,5,2,4,999,1
750,2019,1,2,1,1,1,2,17,1713,99,1,27,4,4,6,1,99,9999,99,5,2,4,999,1
751,2019,1,2,1,1,1,2,17,1713,99,1,19,2,2,4,1,99,9999,99,5,2,4,999,1
752,2019,1,2,1,1,1,2,17,1713,99,1,29,4,4,6,1,99,9999,99,5,2,4,999,1
753,2019,1,17,3,2,1,2,14,1413,99,2,6,1,1,2,2,1,9999,99,5,2,4,67,1
754,2019,1,21,4,3,1,2,7,704,99,2,45,8,8,10,1,10,2017,5,5,2,1,69,1
755,2019,2,1,1,1,1,3,1,102,99,1,23,3,3,5,1,99,9999,99,5,2,99,999,1
756,2019,2,13,3,2,1,3,9,901,99,2,20,3,3,5,1,6,9999,99,5,2,4,54,1
757,2019,3,17,3,2,1,4,1,101,13,1,58,10,10,12,1,7,2013,5,5,2,4,2,1
758,2019,3,18,4,3,1,4,1,101,7,1,69,12,11,14,1,4,9999,99,5,2,4,2,1
759,2019,3,19,4,3,1,4,1,115,99,1,59,10,10,12,1,1,2018,5,5,2,4,25,1
760,2019,3,11,2,1,1,4,19,1901,99,1,74,13,11,15,1,2,2009,4,5,2,3,28,1
761,2019,3,17,3,2,1,4,6,601,99,1,7,1,1,2,2,4,2017,5,5,2,3,69,1
762,2019,3,19,4,3,1,4,6,606,99,2,35,6,6,8,1,99,9999,99,5,2,1,999,1
763,2019,3,20,4,3,1,4,9,909,99,1,68,12,11,14,1,99,9999,99,5,2,1,999,1
764,2019,3,16,3,2,1,4,13,1301,99,2,62,11,11,13,1,3,9999,99,5,2,4,27,1
765,2019,3,18,4,3,1,4,15,1503,99,1,57,10,10,12,1,3,9999,99,5,2,4,6,1
766,2019,3,21,4,3,1,4,3,308,99,1,22,3,3,5,1,99,9999,99,5,2,99,999,1
767,2019,3,21,4,3,1,4,3,308,99,1,999,16,12,18,9,99,9999,99,5,2,99,999,1
768,2019,4,15,3,2,1,5,1,115,99,2,2,1,1,1,2,99,9999,99,5,2,4,999,1
769,2019,4,14,3,2,1,5,21,2101,99,2,22,3,3,5,1,1,9999,99,5,2,4,54,1
770,2019,4,14,3,2,1,5,21,2101,99,1,1,1,1,1,2,1,9999,99,5,2,4,54,1
771,2019,4,14,3,2,1,5,21,2101,99,1,12,1,1,3,2,1,9999,99,5,2,4,54,1
772,2019,4,15,3,2,1,5,18,1803,99,1,51,9,9,11,1,99,9999,99,5,2,1,999,1
773,2019,4,19,4,3,1,5,7,701,99,2,37,6,6,8,1,2,9999,99,5,2,3,56,1
774,2019,4,0,1,1,1,5,4,401,99,1,23,3,3,5,1,9,2000,4,5,1,6,30,2
775,2019,5,19,4,3,1,6,21,2101,99,1,21,3,3,5,1,4,1996,3,5,2,8,21,1
776,2019,5,21,4,3,1,6,17,1711,99,2,35,6,6,8,1,99,9999,99,5,2,4,67,1
777,2019,6,12,3,2,1,7,8,801,99,2,18,2,2,4,1,99,2018,5,5,2,14,6,1
778,2019,6,10,2,1,1,7,20,2001,99,1,22,3,3,5,1,99,9999,99,5,2,1,999,1
779,2019,6,11,2,1,1,7,1,101,5,1,62,11,11,13,1,6,9999,99,5,2,4,38,1
780,2019,6,20,4,3,1,7,5,501,99,1,22,3,3,5,1,99,9999,99,5,2,99,999,1
781,2019,7,21,4,3,1,1,1,101,8,1,74,13,11,15,1,1,2014,5,5,2,4,6,1
782,2019,7,19,4,3,1,1,5,502,99,1,65,12,11,14,1,7,9999,99,5,2,12,999,1
783,2019,8,12,3,2,1,2,5,502,99,1,50,9,9,11,1,2,2012,5,5,2,5,28,1
784,2019,8,11,2,1,1,2,11,1103,99,2,65,12,11,14,1,2,2010,5,5,1,5,28,1
785,2019,8,11,2,1,1,2,11,1103,99,1,999,16,12,18,1,2,2010,5,5,1,5,28,1
786,2019,8,16,3,2,1,2,1,101,5,2,58,10,10,12,1,5,2018,5,5,2,4,64,1
787,2019,8,19,4,3,1,2,16,1604,99,1,26,4,4,6,1,99,9999,99,5,2,1,999,1
788,2019,8,16,3,2,1,2,1,101,7,1,24,3,3,5,1,2,9999,99,5,2,4,67,1
789,2019,8,19,4,3,1,2,1,114,99,1,999,16,12,18,1,99,9999,99,5,2,99,999,1
790,2019,8,16,3,2,1,2,1,101,18,2,25,4,4,6,1,99,9999,99,5,2,4,999,1
791,2019,9,11,2,1,1,3,22,2206,99,1,70,13,11,15,1,1,9999,99,5,1,4,32,2
792,2019,9,19,4,3,1,3,5,502,99,1,3,1,1,1,2,1,1985,2,5,2,1,69,1
793,2019,9,6,2,1,1,3,5,501,99,1,999,16,12,18,1,4,9999,99,5,2,1,52,1
794,2019,10,19,4,3,1,4,16,1613,99,2,27,4,4,6,1,99,9999,99,5,2,1,999,1
795,2019,11,12,3,2,1,5,1,115,99,1,25,4,4,6,1,2,2003,4,5,2,12,69,1
796,2019,11,13,3,2,1,5,22,2201,99,1,5,1,1,2,2,99,1998,3,5,2,3,17,1
797,2019,11,20,4,3,1,5,11,1103,99,1,84,15,11,17,1,99,9999,99,5,1,99,999,2
798,2019,11,13,3,2,1,5,9,901,99,1,80,15,11,17,1,6,2002,4,5,2,1,27,1
799,2019,11,18,4,3,1,5,12,1201,99,2,68,12,11,14,1,1,9999,99,5,2,14,6,1
800,2019,11,5,1,1,1,5,4,409,99,1,23,3,3,5,1,99,9999,99,5,1,5,999,2
801,2019,12,16,3,2,1,6,1,101,9,1,49,8,8,10,1,10,2018,5,5,2,4,168,1
802,2019,12,18,4,3,1,6,22,2201,99,1,32,5,5,7,1,99,9999,99,5,2,1,999,1
803,2019,12,10,2,1,1,6,22,2201,99,1,28,4,4,6,1,99,9999,99,5,2,12,30,1
804,2019,12,18,4,3,1,6,20,2001,99,1,83,15,11,17,1,2,9999,99,5,2,3,999,1
805,2019,12,17,3,2,1,6,10,1002,99,2,37,6,6,8,1,3,2006,4,5,2,4,72,1
806,2019,12,12,3,2,1,6,7,701,99,1,30,5,5,7,1,2,9999,99,5,2,5,52,1
807,2019,12,21,4,3,1,6,4,416,99,1,999,16,12,18,1,99,9999,99,5,1,1,999,2
808,2019,13,11,2,1,1,7,1,101,6,2,66,12,11,14,1,5,2019,5,5,2,4,64,1
809,2019,13,8,2,1,1,7,1,101,11,2,55,10,10,12,1,1,9999,99,5,1,12,999,2
810,2019,13,19,4,3,1,7,6,602,99,2,44,7,7,9,1,2,1975,1,5,2,4,67,2
811,2019,13,19,4,3,1,7,6,602,99,2,6,1,1,2,2,2,1975,1,5,2,4,67,2
812,2019,13,0,1,1,1,7,12,1201,99,1,15,2,2,4,2,5,9999,99,5,2,4,27,1
813,2019,13,0,1,1,1,7,12,1201,99,1,16,2,2,4,2,5,9999,99,5,2,4,27,1
814,2019,13,0,1,1,1,7,12,1201,99,1,18,2,2,4,1,5,9999,99,5,2,4,27,1
815,2019,13,22,4,3,1,7,17,1707,99,1,999,16,12,18,1,99,9999,99,5,2,99,999,1
816,2019,13,7,2,1,1,7,7,704,99,1,31,5,5,7,1,99,9999,99,5,1,99,999,2
817,2019,13,19,4,3,1,7,4,401,99,1,33,5,5,7,1,99,9999,99,5,2,99,999,1
818,2019,14,17,3,2,1,1,1,101,12,1,33,5,5,7,1,3,9999,99,5,2,4,67,1
819,2019,14,15,3,2,1,1,16,1602,99,2,20,3,3,5,1,3,9999,99,5,2,2,17,1
820,2019,14,19,4,3,1,1,14,1406,99,1,999,16,12,18,1,10,1992,3,5,2,1,27,1
821,2019,15,16,3,2,1,2,1,101,1,1,61,11,11,13,1,1,1991,3,5,2,12,7,1
822,2019,15,18,4,3,1,2,1,101,1,2,84,15,11,17,1,11,9999,99,5,1,1,999,2
823,2019,15,20,4,3,1,2,1,108,99,1,30,5,5,7,1,99,9999,99,5,1,99,999,2
824,2019,15,9,2,1,1,2,19,1901,99,1,52,9,9,11,1,99,9999,99,5,1,1,999,2
825,2019,15,13,3,2,1,2,16,1616,99,1,9,1,1,2,2,3,2009,4,5,2,9,56,1
826,2019,15,3,1,1,1,2,14,1420,99,1,25,4,4,6,1,99,9999,99,5,2,1,999,1
827,2019,15,18,4,3,1,2,4,401,99,1,98,15,11,17,1,99,9999,99,5,1,99,999,2
828,2019,16,11,2,1,1,3,1,107,99,1,42,7,7,9,1,5,9999,99,5,2,4,64,1
829,2019,16,7,2,1,1,3,21,2101,99,2,17,2,2,4,2,99,9999,99,5,2,1,999,1
830,2019,16,1,1,1,1,3,9,901,99,1,999,16,12,18,9,99,9999,99,5,1,1,999,2
831,2019,17,19,4,3,1,4,1,101,1,1,999,16,12,18,9,3,9999,99,5,2,4,27,1
832,2019,17,6,2,1,1,4,1,101,12,2,13,1,1,3,2,2,2016,5,5,2,5,41,1
833,2019,18,23,4,3,1,5,1,101,9,1,27,4,4,6,1,99,9999,99,5,1,1,999,2
834,2019,18,17,3,2,1,5,1,101,6,9,999,16,12,18,9,99,9999,99,5,2,1,999,1
835,2019,18,11,2,1,1,5,1,108,99,1,5,1,1,2,2,9,2007,4,5,2,2,48,1
836,2019,18,15,3,2,1,5,22,2201,99,1,12,1,1,3,2,4,2004,4,5,2,1,69,1
837,2019,18,22,4,3,1,5,5,507,99,2,28,4,4,6,1,7,9999,99,5,2,6,19,1
838,2019,18,1,1,1,1,5,11,1101,99,1,21,3,3,5,1,99,9999,99,5,2,1,999,1
839,2019,18,1,1,1,1,5,11,1101,99,1,21,3,3,5,1,99,9999,99,5,2,1,999,1
840,2019,18,11,2,1,1,5,16,1609,99,1,27,4,4,6,1,4,2017,5,5,2,1,67,1
841,2019,18,11,2,1,1,5,14,1420,99,1,45,8,8,10,1,5,9999,99,5,2,1,999,1
842,2019,19,19,4,3,1,6,10,1001,99,2,22,3,3,5,1,5,9999,99,5,2,3,69,1
843,2019,19,20,4,3,1,6,16,1615,99,2,12,1,1,3,2,3,9999,99,5,2,4,2,1
844,2019,19,15,3,2,1,6,1,101,7,1,52,9,9,11,1,99,9999,99,5,2,4,999,1
845,2019,19,23,4,3,1,6,10,1010,99,1,27,4,4,6,1,11,9999,99,5,2,1,69,1
846,2019,19,23,4,3,1,6,10,1010,99,2,28,4,4,6,1,11,9999,99,5,2,1,69,1
847,2019,19,23,4,3,1,6,10,1010,99,2,6,1,1,2,2,11,9999,99,5,2,1,69,1
848,2019,20,2,1,1,1,7,1,101,7,1,24,3,3,5,1,99,9999,99,5,2,1,999,1
849,2019,20,18,4,3,1,7,2,204,99,1,34,5,5,7,1,2,2005,4,5,2,3,91,1
850,2019,20,22,4,3,1,7,7,701,99,1,999,16,12,18,1,3,1988,2,5,2,3,69,1
851,2019,20,11,2,1,1,7,18,1804,99,2,999,16,12,18,1,2,9999,99,5,2,11,56,1
852,2019,21,13,3,2,1,1,1,101,9,1,81,15,11,17,1,1,9999,99,5,2,12,50,1
853,2019,21,10,2,1,1,1,1,101,13,1,70,13,11,15,1,1,2017,5,5,2,4,3,1
854,2019,21,7,2,1,1,1,1,115,99,2,32,5,5,7,1,2,9999,99,5,2,1,28,1
855,2019,21,6,2,1,1,1,1,101,6,1,71,13,11,15,1,4,9999,99,5,2,1,48,1
856,2019,21,6,2,1,1,1,1,101,6,1,23,3,3,5,1,4,9999,99,5,2,1,48,1
857,2019,21,5,1,1,1,1,1,101,9,1,60,11,11,13,1,99,9999,99,5,1,1,999,1
858,2019,21,12,3,2,1,1,1,101,5,1,21,3,3,5,1,99,9999,99,5,1,3,999,2
859,2019,22,21,4,3,1,2,19,1901,99,1,42,7,7,9,1,5,2014,5,5,2,4,67,1
860,2019,22,22,4,3,1,2,4,416,99,1,999,16,12,18,1,2,9999,99,5,2,2,52,1
861,2019,22,20,4,3,1,2,16,1609,99,1,37,6,6,8,1,99,9999,99,5,1,99,999,2
862,2019,22,20,4,3,1,2,20,2008,99,2,62,11,11,13,1,99,9999,99,5,2,4,999,1
863,2019,23,12,3,2,1,3,1,101,6,2,64,11,11,13,1,1,2010,5,5,2,4,32,1
864,2019,23,10,2,1,1,3,1,101,19,2,49,8,8,10,1,4,2010,5,5,2,2,48,1
865,2019,23,6,2,1,1,3,5,501,99,1,72,13,11,15,1,10,9999,99,5,2,1,999,1
866,2019,23,20,4,3,1,3,2,201,99,2,78,14,11,16,1,1,9999,99,5,2,14,6,1
867,2019,23,8,2,1,1,3,4,409,99,1,17,2,2,4,2,2,9999,99,5,2,99,999,1
868,2019,24,20,4,3,1,4,1,101,18,1,53,9,9,11,1,3,9999,99,5,2,12,50,1
869,2019,24,22,4,3,1,4,1,107,99,1,28,4,4,6,1,99,9999,99,5,2,99,999,1
870,2019,24,8,2,1,1,4,14,1402,99,1,56,10,10,12,1,99,9999,99,5,1,1,999,2
871,2019,25,16,3,2,1,5,1,101,3,1,69,12,11,14,1,99,9999,99,5,2,5,999,1
872,2019,25,20,4,3,1,5,1,101,18,1,70,13,11,15,1,3,2015,5,5,2,4,20,1
873,2019,25,21,4,3,1,5,1,101,12,1,85,15,11,17,1,5,9999,99,5,2,1,69,1
874,2019,25,21,4,3,1,5,1,115,99,1,50,9,9,11,1,5,9999,99,5,2,4,67,1
875,2019,25,8,2,1,1,5,1,101,7,2,20,3,3,5,1,5,9999,99,5,2,4,3,1
876,2019,25,9,2,1,1,5,1,115,99,1,31,5,5,7,1,99,9999,99,5,2,12,999,1
877,2019,25,8,2,1,1,5,1,108,99,1,20,3,3,5,1,6,9999,99,5,2,4,27,1
878,2019,25,8,2,1,1,5,1,108,99,2,26,4,4,6,1,6,9999,99,5,2,4,27,1
879,2019,25,12,3,2,1,5,5,511,99,2,38,6,6,8,1,5,2014,5,5,2,4,27,1
880,2019,25,12,3,2,1,5,5,511,99,1,999,16,12,18,2,5,9999,99,5,2,4,27,1
881,2019,25,14,3,2,1,5,16,1610,99,1,30,5,5,7,1,5,9999,99,5,2,4,27,1
882,2019,25,5,1,1,1,5,2,201,99,2,30,5,5,7,1,99,9999,99,5,2,1,999,1
883,2019,25,3,1,1,1,5,3,308,99,1,23,3,3,5,1,99,9999,99,5,1,99,999,2
884,2019,26,15,3,2,1,6,1,101,5,1,72,13,11,15,1,3,9999,99,5,2,4,999,1
885,2019,26,22,4,3,1,6,1,101,12,2,52,9,9,11,1,99,9999,99,5,1,99,999,2
886,2019,26,15,3,2,1,6,6,609,99,2,7,1,1,2,2,4,9999,99,5,1,1,8,2
887,2019,26,18,4,3,1,6,13,1304,99,1,42,7,7,9,1,6,1992,3,5,2,2,69,1
888,2019,26,23,4,3,1,6,18,1801,99,1,25,4,4,6,1,99,9999,99,5,2,99,999,1
889,2019,26,20,4,3,1,6,4,401,99,1,25,4,4,6,1,1,9999,99,5,2,99,999,1
890,2019,26,19,4,3,1,6,4,409,99,1,3,1,1,1,2,1,9999,99,5,2,14,999,1
891,2019,26,19,4,3,1,6,4,401,99,2,26,4,4,6,1,4,9999,99,5,2,1,999,1
892,2019,26,19,4,3,1,6,4,401,99,1,10,1,1,3,2,4,9999,99,5,2,1,999,1
893,2019,26,19,4,3,1,6,3,303,99,1,14,1,1,3,2,1,2015,5,5,2,4,64,1
894,2019,26,17,3,2,1,6,3,309,99,1,23,3,3,5,1,4,9999,99,5,2,12,999,1
895,2019,27,23,4,3,1,7,1,101,3,1,20,3,3,5,1,4,9999,99,5,2,1,27,1
896,2019,27,2,1,1,1,7,1,105,99,1,13,1,1,3,2,6,2019,5,5,2,4,999,1
897,2019,27,8,2,1,1,7,1,101,7,1,30,5,5,7,1,99,9999,99,5,2,1,999,1
898,2019,27,19,4,3,1,7,1,101,7,1,35,6,6,8,1,99,9999,99,5,1,1,999,2
899,2019,27,19,4,3,1,7,6,606,99,1,28,4,4,6,1,1,1991,3,5,2,1,48,1
900,2019,27,16,3,2,1,7,11,1102,99,1,30,5,5,7,1,99,2017,5,5,2,4,2,1
901,2019,27,16,3,2,1,7,11,1102,99,2,23,3,3,5,1,99,2017,5,5,2,4,2,1
902,2019,27,16,3,2,1,7,11,1102,99,1,72,13,11,15,1,99,2017,5,5,2,4,2,1
903,2019,27,5,1,1,1,7,12,1216,99,1,999,16,12,18,1,99,9999,99,5,1,1,999,2
904,2019,27,2,1,1,1,7,2,201,99,1,23,3,3,5,1,99,9999,99,5,2,1,999,1
905,2019,28,17,3,2,1,1,1,113,99,1,83,15,11,17,1,4,9999,99,5,2,4,27,1
906,2019,28,14,3,2,1,1,1,115,99,1,14,1,1,3,2,5,2018,5,5,2,4,6,1
907,2019,28,19,4,3,1,1,5,504,99,1,74,13,11,15,1,99,9999,99,5,1,6,999,2
908,2019,28,21,4,3,1,1,14,1408,99,1,45,8,8,10,1,99,9999,99,5,2,99,999,1
909,2019,28,11,2,1,1,1,7,719,99,1,69,12,11,14,1,99,9999,99,5,2,99,999,1
910,2019,29,23,4,3,1,2,1,115,99,1,50,9,9,11,1,99,9999,99,5,2,99,999,1
911,2019,29,15,3,2,1,2,1,108,99,1,84,15,11,17,1,5,2017,5,5,2,4,67,1
912,2019,29,20,4,3,1,2,22,2216,99,1,999,16,12,18,1,5,2006,4,5,1,4,54,2
913,2019,29,22,4,3,1,2,19,1904,99,1,34,5,5,7,1,2,9999,99,5,2,4,18,1
914,2019,30,14,3,2,1,3,1,101,6,2,999,16,12,18,9,4,2004,4,5,2,1,27,1
915,2019,30,15,3,2,1,3,1,101,10,2,27,4,4,6,1,99,9999,99,5,1,1,999,2
916,2019,30,15,3,2,1,3,1,101,10,1,12,1,1,3,2,4,2007,4,5,2,1,69,1
917,2019,30,8,2,1,1,3,1,101,7,1,35,6,6,8,1,6,2001,4,5,2,1,69,1
918,2019,30,15,3,2,1,3,16,1603,99,2,11,1,1,3,2,4,2008,4,5,2,2,69,1
919,2019,30,15,3,2,1,3,16,1603,99,2,5,1,1,2,2,4,2008,4,5,2,2,69,1
920,2019,30,19,4,3,1,3,3,307,99,2,8,1,1,2,2,99,9999,99,5,1,1,999,2
921,2019,31,6,2,1,1,4,1,114,99,2,31,5,5,7,1,1,9999,99,5,2,4,64,1
922,2019,31,12,3,2,1,4,1,101,25,2,18,2,2,4,1,2,1995,3,5,2,2,69,1
923,2019,1,1,1,1,2,5,1,101,12,1,29,4,4,6,1,5,9999,99,6,2,4,27,1
924,2019,1,12,3,2,2,5,1,101,18,1,47,8,8,10,1,5,2015,5,1,2,4,32,1
925,2019,1,13,3,2,2,5,10,1007,99,2,20,3,3,5,1,1,2006,4,1,2,4,6,1
926,2019,1,13,3,2,2,5,10,1007,99,2,20,3,3,5,1,1,2006,4,1,2,4,6,1
927,2019,1,19,4,3,2,5,12,1222,99,1,75,14,11,16,1,99,9999,99,3,2,3,69,1
928,2019,1,19,4,3,2,5,12,1222,99,2,24,3,3,5,1,99,9999,99,3,2,3,69,1
929,2019,1,19,4,3,2,5,12,1222,99,1,32,5,5,7,1,99,9999,99,3,2,3,69,1
930,2019,1,19,4,3,2,5,12,1222,99,2,55,10,10,12,1,99,9999,99,3,2,3,69,1
931,2019,1,19,4,3,2,5,12,1222,99,2,49,8,8,10,1,99,9999,99,3,2,3,69,1
932,2019,1,19,4,3,2,5,12,1222,99,2,41,7,7,9,1,99,9999,99,3,2,3,69,1
933,2019,1,19,4,3,2,5,12,1222,99,2,17,2,2,4,2,99,9999,99,3,2,3,69,1
934,2019,1,19,4,3,2,5,12,1222,99,2,11,1,1,3,2,99,9999,99,3,2,3,69,1
935,2019,1,19,4,3,2,5,12,1222,99,2,55,10,10,12,1,99,9999,99,3,2,3,69,1
936,2019,1,19,4,3,2,5,12,1222,99,1,4,1,1,1,2,99,9999,99,3,2,3,69,1
937,2019,1,19,4,3,2,5,12,1222,99,2,8,1,1,2,2,99,9999,99,3,2,3,69,1
938,2019,1,19,4,3,2,5,12,1222,99,2,30,5,5,7,1,99,9999,99,3,2,3,69,1
939,2019,1,19,4,3,2,5,12,1222,99,2,26,4,4,6,1,99,9999,99,3,2,3,69,1
940,2019,1,16,3,2,2,5,2,207,99,2,13,1,1,3,2,1,2009,4,1,2,12,69,1
