﻿num_corre,año_ocu,día_ocu,hora_ocu,g_hora_5,mes_ocu,día_sem_ocu,depto_ocu,mupio_ocu,zona_ocu,tipo_veh,marca_veh,color_veh,modelo_veh,g_modelo_veh,tipo_eve,g_hora
1089,2022,24,22,Noche,Febrero,Jueves,Guatemala,Guatemala,14,Autom?vil,Mazda,Ignorado,1991,1990-1999,Colisi?n,4
1090,2022,24,20,Noche,Febrero,Jueves,Guatemala,Mixco,5,Autom?vil,Volkswagen,Azul,2021,2020-2029,Colisi?n,4
1091,2022,24,13,Tarde,Febrero,Jueves,Escuintla,Escuintla,Ignorada,Motocicleta,Italika,Anaranjado,Ignorado,Ignorado,Colisi?n,3
1092,2022,24,18,Noche,Febrero,Jueves,Escuintla,Escuintla,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n,4
1093,2022,24,14,Tarde,Febrero,Jueves,Escuintla,Escuintla,Ignorada,Pick up,Nissan,Rojo,Ignorado,Ignorado,Colisi?n,3
1094,2022,24,23,Noche,Febrero,Jueves,Escuintla,Pal?n,Ignorada,Motocicleta,Honda,Ignorado,Ignorado,Ignorado,Derrape,4
1095,2022,24,22,Noche,Febrero,Jueves,Suchitep?quez,Mazatenango,1,Camioneta,Toyota,Blanco,Ignorado,Ignorado,Colisi?n,4
1096,2022,24,11,Ma?ana,Febrero,Jueves,Quetzaltenango,Quetzaltenango,Ignorada,Cami?n,Freightliner,Blanco,Ignorado,Ignorado,Colisi?n,2
1097,2022,24,21,Noche,Febrero,Jueves,Alta Verapaz,Cob?n,Ignorada,Autom?vil,Mazda,Azul,2014,2010-2019,Colisi?n,4
1098,2022,24,16,Tarde,Febrero,Jueves,Chimaltenango,Chimaltenango,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape,3
1099,2022,24,0,Ma?ana,Febrero,Jueves,Sacatep?quez,Antigua Guatemala,Ignorada,Motocicleta,Honda,Ignorado,Ignorado,Ignorado,Vuelco,1
1100,2022,24,10,Ma?ana,Febrero,Jueves,Sacatep?quez,Antigua Guatemala,Ignorada,Autom?vil,Toyota,Verde,2001,2000-2009,Colisi?n,2
1101,2022,24,13,Tarde,Febrero,Jueves,Sacatep?quez,Antigua Guatemala,Ignorada,Autom?vil,Toyota,Azul,2020,2020-2029,Colisi?n,3
1102,2022,25,12,Tarde,Febrero,Viernes,Guatemala,Guatemala,4,Pick up,Mazda,Ignorado,2020,2020-2029,Colisi?n,3
1103,2022,25,20,Noche,Febrero,Viernes,Guatemala,Guatemala,2,Camioneta,Honda,Corinto,2008,2000-2009,Colisi?n,4
1104,2022,25,23,Noche,Febrero,Viernes,Guatemala,Guatemala,3,Autom?vil,Mazda,Rojo,2016,2010-2019,Colisi?n,4
1105,2022,25,10,Ma?ana,Febrero,Viernes,Guatemala,Guatemala,6,Camioneta,Kia,Blanco,Ignorado,Ignorado,Colisi?n,2
1106,2022,25,15,Tarde,Febrero,Viernes,Guatemala,Guatemala,18,Pick up,Mazda,Rojo,1990,1990-1999,Colisi?n,3
1107,2022,25,23,Noche,Febrero,Viernes,Guatemala,Guatemala,11,Motocicleta,Asia Hero,Rojo,Ignorado,Ignorado,Colisi?n,4
1108,2022,25,22,Noche,Febrero,Viernes,Guatemala,Guatemala,7,Motocicleta,Suzuki,Negro,2013,2010-2019,Colisi?n,4
1109,2022,25,23,Noche,Febrero,Viernes,Guatemala,Guatemala,11,Motocicleta,Bajaj,Gris,Ignorado,Ignorado,Colisi?n,4
1110,2022,25,10,Ma?ana,Febrero,Viernes,Jutiapa,Jutiapa,Ignorada,Cami?n,Peter Bilt,Blanco,1996,1990-1999,Colisi?n,2
1111,2022,25,20,Noche,Febrero,Viernes,Jalapa,Jalapa,Ignorada,Camioneta,Honda,Verde,1998,1990-1999,Colisi?n,4
1112,2022,25,21,Noche,Febrero,Viernes,Chiquimula,Chiquimula,Ignorada,Motocicleta,Suzuki,Gris,Ignorado,Ignorado,Colisi?n,4
1113,2022,25,5,Ma?ana,Febrero,Viernes,Escuintla,La Gomera,Ignorada,Motocicleta,Bajaj,Rojo,2012,2010-2019,Colisi?n,1
1114,2022,25,22,Noche,Febrero,Viernes,Pet?n,Melchor de Mencos,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n,4
1115,2022,26,6,Ma?ana,Febrero,Sabado,Guatemala,Fraijanes,Ignorada,Cami?n,Ford,Azul,1972,1970-1979,Colisi?n,2
1116,2022,26,22,Noche,Febrero,Sabado,Guatemala,Guatemala,5,Camioneta,Honda,Negro,2005,2000-2009,Colisi?n,4
1117,2022,26,0,Ma?ana,Febrero,Sabado,Guatemala,Guatemala,11,Cami?n,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n,1
1118,2022,26,2,Ma?ana,Febrero,Sabado,Guatemala,Guatemala,11,Autom?vil,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n,1
1119,2022,26,18,Noche,Febrero,Sabado,Guatemala,Guatemala,12,Motocicleta,Jialing,Rojo,2013,2010-2019,Colisi?n,4
1120,2022,26,8,Ma?ana,Febrero,Sabado,Guatemala,Villa Canales,Ignorada,Camioneta,Mazda,Negro,2013,2010-2019,Colisi?n,2
1121,2022,26,15,Tarde,Febrero,Sabado,Guatemala,Villa Nueva,3,Cami?n,Kia,Verde,2004,2000-2009,Colisi?n,3
1122,2022,26,1,Ma?ana,Febrero,Sabado,Guatemala,Mixco,7,Motocicleta,Italika,Azul,2021,2020-2029,Colisi?n,1
1123,2022,26,3,Ma?ana,Febrero,Sabado,Guatemala,San Juan Sacatep?quez,Ignorada,Motocicleta,Bajaj,Gris,2020,2020-2029,Colisi?n,1
1124,2022,26,0,Ma?ana,Febrero,Sabado,Guatemala,Mixco,8,Autom?vil,Ignorado,Blanco,Ignorado,Ignorado,Colisi?n,1
1125,2022,26,8,Ma?ana,Febrero,Sabado,Guatemala,Mixco,7,Bus urbano,Internacional,Blanco,1996,1990-1999,Vuelco,2
1126,2022,26,10,Ma?ana,Febrero,Sabado,Jutiapa,Quesada,Ignorada,Bus urbano,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n,2
1127,2022,26,19,Noche,Febrero,Sabado,Jutiapa,San Jos? Acatempa,Ignorada,Cabezal,Freightliner,Rojo,Ignorado,Ignorado,Colisi?n,4
1128,2022,26,7,Ma?ana,Febrero,Sabado,Escuintla,Escuintla,Ignorada,Autom?vil,Mazda,Gris,Ignorado,Ignorado,Colisi?n,2
1129,2022,26,19,Noche,Febrero,Sabado,Escuintla,Escuintla,3,Motocicleta,Bajaj,Azul,Ignorado,Ignorado,Derrape,4
1130,2022,26,8,Ma?ana,Febrero,Sabado,Retalhuleu,San Mart?n Zapotitl?n,Ignorada,Camioneta,Toyota,Beige,Ignorado,Ignorado,Colisi?n,2
1131,2022,26,14,Tarde,Febrero,Sabado,Quetzaltenango,La Esperanza,Ignorada,Cami?n,Ignorado,Blanco,Ignorado,Ignorado,Colisi?n,3
1132,2022,26,21,Noche,Febrero,Sabado,Izabal,Puerto Barrios,Ignorada,Autom?vil,Honda,Gris,Ignorado,Ignorado,Colisi?n,4
1133,2022,26,13,Tarde,Febrero,Sabado,Izabal,Morales,Ignorada,Cami?n,Freightliner,Ignorado,Ignorado,Ignorado,Colisi?n,3
1134,2022,26,16,Tarde,Febrero,Sabado,Izabal,El Estor,Ignorada,Cabezal,Freightliner,Blanco,Ignorado,Ignorado,Colisi?n,3
1135,2022,26,9,Ma?ana,Febrero,Sabado,Quich?,Chichicastenango,4,Motocicleta,Otros,Negro,Ignorado,Ignorado,Choque,2
1136,2022,26,15,Tarde,Febrero,Sabado,Quich?,Canill?,4,Pick up,Toyota,Rojo,Ignorado,Ignorado,Colisi?n,3
1137,2022,26,1,Ma?ana,Febrero,Sabado,Sacatep?quez,Antigua Guatemala,Ignorada,Motocicleta,Italika,Rojo,Ignorado,Ignorado,Derrape,1
1138,2022,26,16,Tarde,Febrero,Sabado,Sacatep?quez,Antigua Guatemala,Ignorada,Motocicleta,Bajaj,Blanco,Ignorado,Ignorado,Colisi?n,3
1139,2022,27,22,Noche,Febrero,Domingo,Guatemala,Guatemala,2,Autom?vil,Nissan,Azul,2013,2010-2019,Colisi?n,4
1140,2022,27,14,Tarde,Febrero,Domingo,Guatemala,San Jos? Pinula,Ignorada,Autom?vil,Chrysler,Rojo,2008,2000-2009,Colisi?n,3
1141,2022,27,3,Ma?ana,Febrero,Domingo,Guatemala,Guatemala,10,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape,1
1142,2022,27,11,Ma?ana,Febrero,Domingo,Guatemala,Guatemala,7,Motocicleta,Suzuki,Negro,2021,2020-2029,Colisi?n,2
1143,2022,27,20,Noche,Febrero,Domingo,Guatemala,Petapa,10,Autom?vil,Chevrolet,Verde,2013,2010-2019,Colisi?n,4
1144,2022,27,19,Noche,Febrero,Domingo,Guatemala,Villa Canales,Ignorada,Motocicleta,Haojue,Negro,2019,2010-2019,Colisi?n,4
1145,2022,27,23,Noche,Febrero,Domingo,Guatemala,Amatitl?n,Ignorada,Motocicleta,Italika,Negro,Ignorado,Ignorado,Derrape,4
1146,2022,27,12,Tarde,Febrero,Domingo,Guatemala,San Raymundo,Ignorada,Camioneta,Ignorado,Gris,Ignorado,Ignorado,Colisi?n,3
1147,2022,27,17,Tarde,Febrero,Domingo,Guatemala,Mixco,7,Bus urbano,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n,3
1148,2022,27,23,Noche,Febrero,Domingo,Guatemala,Mixco,1,Motocicleta,Honda,Negro,2017,2010-2019,Derrape,4
1149,2022,27,0,Ma?ana,Febrero,Domingo,Jutiapa,Jutiapa,Ignorada,Camioneta,Honda,Corinto,2006,2000-2009,Colisi?n,1
1150,2022,27,19,Noche,Febrero,Domingo,Escuintla,Santa Luc?a Cotzumalguapa,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape,4
1151,2022,27,8,Ma?ana,Febrero,Domingo,Quetzaltenango,Coatepeque,1,Cami?n,Kia,Azul,2008,2000-2009,Colisi?n,2
1152,2022,27,16,Tarde,Febrero,Domingo,Quetzaltenango,Colomba,Ignorada,Cabezal,Ignorado,Ignorado,Ignorado,Ignorado,Embarranc?,3
1153,2022,27,2,Ma?ana,Febrero,Domingo,Huehuetenango,Chiantla,Ignorada,Camioneta,Honda,Gris,2002,2000-2009,Vuelco,1
1154,2022,27,18,Noche,Febrero,Domingo,Alta Verapaz,Chisec,Ignorada,Autom?vil,Nissan,Blanco,Ignorado,Ignorado,Colisi?n,4
1155,2022,27,0,Ma?ana,Febrero,Domingo,Baja Verapaz,Salam?,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape,1
1156,2022,27,5,Ma?ana,Febrero,Domingo,Izabal,Puerto Barrios,Ignorada,Motocicleta,Freedom,Gris,Ignorado,Ignorado,Choque,1
1157,2022,27,19,Noche,Febrero,Domingo,Pet?n,San Luis,Ignorada,Bus urbano,Toyota,Blanco,2019,2010-2019,Colisi?n,4
1158,2022,27,16,Tarde,Febrero,Domingo,Pet?n,La Libertad,Ignorada,Cami?n,Ignorado,Rojo,Ignorado,Ignorado,Colisi?n,3
1159,2022,27,12,Tarde,Febrero,Domingo,Chimaltenango,Chimaltenango,1,Pick up,Toyota,Rojo,2004,2000-2009,Colisi?n,3
1160,2022,27,15,Tarde,Febrero,Domingo,Chimaltenango,Patzic?a,Ignorada,Motocicleta,Bajaj,Blanco,2008,2000-2009,Colisi?n,3
1161,2022,27,11,Ma?ana,Febrero,Domingo,Sacatep?quez,Ciudad Vieja,Ignorada,Motocicleta,Freedom,Negro,Ignorado,Ignorado,Colisi?n,2
1162,2022,28,8,Ma?ana,Febrero,Lunes,Guatemala,Guatemala,12,Autom?vil,Nissan,Gris,2022,2020-2029,Colisi?n,2
1163,2022,28,12,Tarde,Febrero,Lunes,Guatemala,Guatemala,7,Bus urbano,Internacional,Verde,1991,1990-1999,Colisi?n,3
1164,2022,28,10,Ma?ana,Febrero,Lunes,Guatemala,Villa Canales,2,Autom?vil,Hyundai,Celeste,1988,1980-1989,Colisi?n,2
1165,2022,28,17,Tarde,Febrero,Lunes,Guatemala,Villa Nueva,Ignorada,Autom?vil,Honda,Blanco,2008,2000-2009,Colisi?n,3
1166,2022,28,21,Noche,Febrero,Lunes,Jutiapa,Moyuta,Ignorada,Camioneta,Hyundai,Negro,Ignorado,Ignorado,Colisi?n,4
1167,2022,28,7,Ma?ana,Febrero,Lunes,Chiquimula,Esquipulas,Ignorada,Motocicleta,Suzuki,Negro,Ignorado,Ignorado,Colisi?n,2
1168,2022,28,2,Ma?ana,Febrero,Lunes,Escuintla,Siquinal?,Ignorada,Motocicleta,Bajaj,Rojo,Ignorado,Ignorado,Derrape,1
1169,2022,28,14,Tarde,Febrero,Lunes,Retalhuleu,San Sebasti?n,Ignorada,Pick up,Toyota,Blanco,2020,2020-2029,Colisi?n,3
1170,2022,28,0,Ma?ana,Febrero,Lunes,San Marcos,Ayutla,Ignorada,Motocicleta,Pegasus,Rojo,Ignorado,Ignorado,Colisi?n,1
1171,2022,28,17,Tarde,Febrero,Lunes,Quich?,Ixc?n,Ignorada,Motocicleta,TVS Apache,Gris,2018,2010-2019,Derrape,3
1172,2022,1,15,Tarde,Febrero,Martes,Guatemala,Guatemala,1,Motocicleta,Genesis,Negro,Ignorado,Ignorado,Atropello,3
1173,2022,1,16,Tarde,Febrero,Martes,Guatemala,Amatitl?n,Ignorada,Panel,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,3
1174,2022,1,21,Noche,Febrero,Martes,Guatemala,Mixco,7,Autom?vil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
1175,2022,1,17,Tarde,Febrero,Martes,Jalapa,Jalapa,Ignorada,Cami?n,Internacional,Ignorado,1999,1990-1999,Atropello,3
1176,2022,1,21,Noche,Febrero,Martes,Alta Verapaz,San Juan Chamelco,Ignorada,Motocicleta,Honda,Rojo,Ignorado,Ignorado,Atropello,4
1177,2022,1,0,Ma?ana,Febrero,Martes,Izabal,Puerto Barrios,Ignorada,Motocicleta,Suzuki,Gris,Ignorado,Ignorado,Atropello,1
1178,2022,2,21,Noche,Febrero,Miercoles,Santa Rosa,Barberena,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
1179,2022,2,12,Tarde,Febrero,Miercoles,Quetzaltenango,Quetzaltenango,Ignorada,Bus urbano,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,3
1180,2022,2,16,Tarde,Febrero,Miercoles,Izabal,El Estor,Ignorada,Motocicleta,Suzuki,Rojo,2012,2010-2019,Atropello,3
1181,2022,3,0,Ma?ana,Febrero,Jueves,Guatemala,Guatemala,18,Motocicleta,Freedom,Rojo,2022,2020-2029,Atropello,1
1182,2022,3,14,Tarde,Febrero,Jueves,Guatemala,Villa Nueva,3,Motocicleta,Suzuki,Negro,Ignorado,Ignorado,Atropello,3
1183,2022,3,16,Tarde,Febrero,Jueves,Guatemala,Mixco,6,Motocicleta,Honda,Rojo,Ignorado,Ignorado,Atropello,3
1184,2022,3,20,Noche,Febrero,Jueves,Chiquimula,Ipala,Ignorada,Motocicleta,Honda,Rojo,Ignorado,Ignorado,Atropello,4
1185,2022,3,21,Noche,Febrero,Jueves,Quetzaltenango,Colomba,Ignorada,Pick up,Ford,Verde,Ignorado,Ignorado,Atropello,4
1186,2022,3,16,Tarde,Febrero,Jueves,San Marcos,Malacat?n,Ignorada,Autom?vil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,3
1187,2022,3,7,Ma?ana,Febrero,Jueves,Sacatep?quez,Ciudad Vieja,Ignorada,Autom?vil,Mazda,Negro,Ignorado,Ignorado,Atropello,2
1188,2022,4,19,Noche,Febrero,Viernes,Guatemala,Guatemala,18,Motocicleta,Bajaj,Negro,2018,2010-2019,Atropello,4
1189,2022,4,12,Tarde,Febrero,Viernes,Guatemala,Guatemala,13,Autom?vil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,3
1190,2022,4,0,Ma?ana,Febrero,Viernes,Guatemala,Villa Canales,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,1
1191,2022,4,9,Ma?ana,Febrero,Viernes,Guatemala,Villa Canales,1,Bus extraurbano,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,2
1192,2022,4,4,Ma?ana,Febrero,Viernes,Guatemala,Mixco,7,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,1
1193,2022,4,16,Tarde,Febrero,Viernes,Escuintla,Escuintla,Ignorada,Autom?vil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,3
1194,2022,4,19,Noche,Febrero,Viernes,Escuintla,San Jos?,Ignorada,Autom?vil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
1195,2022,4,19,Noche,Febrero,Viernes,Escuintla,Pal?n,Ignorada,Autom?vil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
1196,2022,4,11,Ma?ana,Febrero,Viernes,Retalhuleu,Nuevo San Carlos,Ignorada,Microb?s,Ignorado,Gris,Ignorado,Ignorado,Atropello,2
1197,2022,4,20,Noche,Febrero,Viernes,Quetzaltenango,Quetzaltenango,10,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
1198,2022,4,22,Noche,Febrero,Viernes,Huehuetenango,Huehuetenango,Ignorada,Autom?vil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
1199,2022,5,22,Noche,Febrero,Sabado,Guatemala,Guatemala,12,Camioneta,Mazda,Azul,Ignorado,Ignorado,Atropello,4
1200,2022,5,23,Noche,Febrero,Sabado,Guatemala,Guatemala,11,Autom?vil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
1201,2022,5,20,Noche,Febrero,Sabado,Escuintla,Escuintla,1,Camioneta,Kia,Rojo,Ignorado,Ignorado,Atropello,4
1202,2022,5,7,Ma?ana,Febrero,Sabado,Suchitep?quez,Mazatenango,Ignorada,Microb?s,Toyota,Verde,Ignorado,Ignorado,Atropello,2
1203,2022,5,11,Ma?ana,Febrero,Sabado,Alta Verapaz,Tamah?,Ignorada,Cami?n,Kia,Blanco,Ignorado,Ignorado,Atropello,2
1204,2022,5,23,Noche,Febrero,Sabado,Solol?,Santa Luc?a Utatl?n,Ignorada,Motocicleta,Bajaj,Blanco,Ignorado,Ignorado,Atropello,4
1205,2022,6,17,Tarde,Febrero,Domingo,Guatemala,Villa Nueva,3,Autom?vil,Honda,Gris,Ignorado,Ignorado,Atropello,3
1206,2022,6,19,Noche,Febrero,Domingo,Jalapa,Jalapa,Ignorada,Autom?vil,Hyundai,Blanco,Ignorado,Ignorado,Atropello,4
1207,2022,6,20,Noche,Febrero,Domingo,Escuintla,Sipacate,Ignorada,Motocicleta,Bajaj,Negro,2010,2010-2019,Atropello,4
1208,2022,6,22,Noche,Febrero,Domingo,El Progreso,Guastatoya,Ignorada,Autom?vil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
1209,2022,7,11,Ma?ana,Febrero,Lunes,Guatemala,Guatemala,5,Jeep,Suzuki,Ignorado,1994,1990-1999,Atropello,2
1210,2022,7,18,Noche,Febrero,Lunes,Guatemala,Guatemala,12,Autom?vil,Mitsubishi,Corinto,1999,1990-1999,Atropello,4
1211,2022,7,14,Tarde,Febrero,Lunes,Guatemala,Villa Nueva,8,Motocicleta,Suzuki,Negro,Ignorado,Ignorado,Atropello,3
1212,2022,8,17,Tarde,Febrero,Martes,Guatemala,Amatitl?n,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,3
1213,2022,8,18,Noche,Febrero,Martes,Quetzaltenango,Coatepeque,Ignorada,Cabezal,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
1214,2022,8,7,Ma?ana,Febrero,Martes,Quetzaltenango,Quetzaltenango,3,Bus urbano,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,2
1215,2022,9,21,Noche,Febrero,Miercoles,Suchitep?quez,Mazatenango,Ignorada,Pick up,Toyota,Corinto,1991,1990-1999,Atropello,4
1216,2022,9,6,Ma?ana,Febrero,Miercoles,Guatemala,Villa Nueva,12,Autom?vil,Honda,Negro,1997,1990-1999,Atropello,2
1217,2022,10,7,Ma?ana,Febrero,Jueves,Guatemala,Villa Canales,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,2
1218,2022,10,20,Noche,Febrero,Jueves,Chimaltenango,Chimaltenango,1,Autom?vil,Honda,Negro,2005,2000-2009,Atropello,4
1219,2022,11,9,Ma?ana,Febrero,Viernes,Guatemala,Villa Nueva,3,Cami?n,Ford,Azul,Ignorado,Ignorado,Atropello,2
1220,2022,11,20,Noche,Febrero,Viernes,Guatemala,Guatemala,12,Autom?vil,Mazda,Morado,2010,2010-2019,Atropello,4
1221,2022,11,22,Noche,Febrero,Viernes,Guatemala,Villa Nueva,5,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
1222,2022,12,15,Tarde,Febrero,Sabado,Guatemala,Guatemala,6,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,3
1223,2022,12,17,Tarde,Febrero,Sabado,Guatemala,San Jos? Pinula,Ignorada,Autom?vil,Honda,Gris,1997,1990-1999,Atropello,3
1224,2022,12,0,Ma?ana,Febrero,Sabado,Guatemala,Guatemala,12,Autom?vil,Mitsubishi,Anaranjado,2019,2010-2019,Atropello,1
1225,2022,12,14,Tarde,Febrero,Sabado,Guatemala,Villa Nueva,5,Motocicleta,Ignorado,Negro,Ignorado,Ignorado,Atropello,3
1226,2022,12,19,Noche,Febrero,Sabado,Guatemala,Villa Nueva,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
1227,2022,12,10,Ma?ana,Febrero,Sabado,Quetzaltenango,Coatepeque,Ignorada,Motocicleta,Yumbo dakar,Blanco,Ignorado,Ignorado,Atropello,2
1228,2022,12,13,Tarde,Febrero,Sabado,Alta Verapaz,Cob?n,Ignorada,Cuatrimoto,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,3
1229,2022,13,18,Noche,Febrero,Domingo,Guatemala,Guatemala,18,Motocicleta,Bajaj,Rojo,Ignorado,Ignorado,Atropello,4
1230,2022,13,19,Noche,Febrero,Domingo,Guatemala,Guatemala,7,Autom?vil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
1231,2022,13,0,Ma?ana,Febrero,Domingo,Guatemala,Villa Nueva,Ignorada,Autom?vil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,1
1232,2022,13,0,Ma?ana,Febrero,Domingo,Guatemala,Villa Nueva,Ignorada,Autom?vil,Mazda,Verde,Ignorado,Ignorado,Atropello,1
1233,2022,13,21,Noche,Febrero,Domingo,Guatemala,Villa Canales,3,Autom?vil,Suzuki,Ignorado,2020,2020-2029,Atropello,4
1234,2022,13,21,Noche,Febrero,Domingo,Escuintla,Escuintla,Ignorada,Motocicleta,Ignorado,Rojo,2021,2020-2029,Atropello,4
1235,2022,13,14,Tarde,Febrero,Domingo,Retalhuleu,Retalhuleu,Ignorada,Motocicleta,Bajaj,Blanco,2022,2020-2029,Atropello,3
1236,2022,14,11,Ma?ana,Febrero,Lunes,Guatemala,San Juan Sacatep?quez,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,2
1237,2022,14,14,Tarde,Febrero,Lunes,Chimaltenango,Chimaltenango,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,3
1238,2022,15,6,Ma?ana,Febrero,Martes,Guatemala,Guatemala,1,Motocicleta,Honda,Rojo,Ignorado,Ignorado,Atropello,2
1239,2022,15,4,Ma?ana,Febrero,Martes,Guatemala,Villa Nueva,Ignorada,Motocicleta,Honda,Gris,2006,2000-2009,Atropello,1
1240,2022,15,21,Noche,Febrero,Martes,Guatemala,Villa Nueva,Ignorada,Cabezal,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
1241,2022,15,17,Tarde,Febrero,Martes,Jutiapa,Yupiltepeque,Ignorada,Cami?n,Freightliner,Blanco,2005,2000-2009,Atropello,3
1242,2022,15,15,Tarde,Febrero,Martes,Jalapa,Jalapa,Ignorada,Bus urbano,Internacional,Verde,1998,1990-1999,Atropello,3
1243,2022,15,16,Tarde,Febrero,Martes,Chiquimula,Chiquimula,Ignorada,Pick up,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,3
1244,2022,15,11,Ma?ana,Febrero,Martes,Retalhuleu,Retalhuleu,Ignorada,Motocicleta,Bajaj,Blanco,Ignorado,Ignorado,Atropello,2
1245,2022,16,23,Noche,Febrero,Miercoles,Guatemala,Amatitl?n,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
1246,2022,16,16,Tarde,Febrero,Miercoles,Jalapa,Jalapa,Ignorada,Autom?vil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,3
1247,2022,16,14,Tarde,Febrero,Miercoles,Chiquimula,San Juan Ermita,Ignorada,Motocicleta,Suzuki,Negro,Ignorado,Ignorado,Atropello,3
1248,2022,16,23,Noche,Febrero,Miercoles,Quetzaltenango,Salcaj?,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
1249,2022,16,0,Ma?ana,Febrero,Miercoles,Quich?,San Miguel Uspant?n,Ignorada,Moto taxi,Bajaj,Rojo,Ignorado,Ignorado,Atropello,1
1250,2022,17,0,Ma?ana,Febrero,Jueves,Guatemala,San Jos? Pinula,3,Bus urbano,Internacional,Amarillo,2002,2000-2009,Atropello,1
1251,2022,17,0,Ma?ana,Febrero,Jueves,Guatemala,Amatitl?n,Ignorada,Autom?vil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,1
1252,2022,17,2,Ma?ana,Febrero,Jueves,Escuintla,Santa Luc?a Cotzumalguapa,Ignorada,Motocicleta,Bajaj,Blanco,Ignorado,Ignorado,Atropello,1
1253,2022,17,21,Noche,Febrero,Jueves,Escuintla,Siquinal?,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
1254,2022,17,19,Noche,Febrero,Jueves,Retalhuleu,Santa Cruz Mulu?,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
1255,2022,17,13,Tarde,Febrero,Jueves,Alta Verapaz,San Crist?bal Verapaz,Ignorada,Cami?n,Hino,Blanco,2019,2010-2019,Atropello,3
1256,2022,17,23,Noche,Febrero,Jueves,Solol?,Santiago Atitl?n,Ignorada,Motocicleta,TVS Apache,Negro,2021,2020-2029,Atropello,4
1257,2022,18,14,Tarde,Febrero,Viernes,Guatemala,Guatemala,18,Bus urbano,Ford,Azul,1993,1990-1999,Atropello,3
1258,2022,18,12,Tarde,Febrero,Viernes,Huehuetenango,Huehuetenango,3,Cami?n,Isuzu,Café,1997,1990-1999,Atropello,3
1259,2022,18,0,Ma?ana,Febrero,Viernes,Guatemala,Santa Catarina Pinula,Ignorada,Autom?vil,Mitsubishi,Gris,1996,1990-1999,Atropello,1
1260,2022,18,23,Noche,Febrero,Viernes,Guatemala,Petapa,7,Autom?vil,Honda,Corinto,1998,1990-1999,Atropello,4
1261,2022,18,14,Tarde,Febrero,Viernes,Pet?n,San Luis,Ignorada,Motocicleta,Suzuki,Negro,Ignorado,Ignorado,Atropello,3
1262,2022,18,0,Ma?ana,Febrero,Viernes,Guatemala,Santa Catarina Pinula,Ignorada,Autom?vil,Mitsubishi,Gris,Ignorado,Ignorado,Atropello,1
