﻿num_corre,año_ocu,día_ocu,hora_ocu,g_hora_5,mes_ocu,día_sem_ocu,depto_ocu,mupio_ocu,zona_ocu,tipo_veh,marca_veh,color_veh,modelo_veh,g_modelo_veh,tipo_eve,g_hora
4111,2022,15,9,Ma?ana,Julio,Viernes,Guatemala,Guatemala,2,Camioneta,Ford,Blanco,Ignorado,Ignorado,Colisi?n,2
4112,2022,15,3,Ma?ana,Julio,Viernes,Guatemala,Guatemala,10,Camioneta,BMW,Negro,2011,2010-2019,Colisi?n,1
4113,2022,15,19,Noche,Julio,Viernes,Guatemala,Guatemala,11,Autom?vil,Mazda,Negro,Ignorado,Ignorado,Colisi?n,4
4114,2022,15,16,Tarde,Julio,Viernes,Guatemala,Amatitl?n,Ignorada,Motocicleta,Suzuki,Ignorado,2012,2010-2019,Colisi?n,3
4115,2022,15,16,Tarde,Julio,Viernes,Guatemala,Villa Nueva,5,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n,3
4116,2022,15,17,Tarde,Julio,Viernes,Guatemala,Villa Canales,1,Camioneta,Ignorado,Café,Ignorado,Ignorado,Colisi?n,3
4117,2022,15,23,Noche,Julio,Viernes,Guatemala,Villa Canales,Ignorada,Motocicleta,Bajaj,Rojo,Ignorado,Ignorado,Derrape,4
4118,2022,15,1,Ma?ana,Julio,Viernes,Guatemala,San Juan Sacatep?quez,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n,1
4119,2022,15,2,Ma?ana,Julio,Viernes,Guatemala,Mixco,8,Autom?vil,Mazda,Gris,2004,2000-2009,Choque,1
4120,2022,15,21,Noche,Julio,Viernes,Guatemala,San Juan Sacatep?quez,Ignorada,Autom?vil,Kia,Gris,Ignorado,Ignorado,Colisi?n,4
4121,2022,15,23,Noche,Julio,Viernes,Guatemala,Mixco,7,Cabezal,Freightliner,Blanco,Ignorado,Ignorado,Colisi?n,4
4122,2022,15,22,Noche,Julio,Viernes,Guatemala,Mixco,7,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape,4
4123,2022,15,17,Tarde,Julio,Viernes,Zacapa,Teculut?n,Ignorada,Bus urbano,MCI,Blanco,Ignorado,Ignorado,Colisi?n,3
4124,2022,15,21,Noche,Julio,Viernes,Escuintla,Pal?n,Ignorada,Motocicleta,Movesa,Rojo,2021,2020-2029,Choque,4
4125,2022,15,11,Ma?ana,Julio,Viernes,Retalhuleu,Santa Cruz Mulu?,Ignorada,Camioneta,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n,2
4126,2022,15,14,Tarde,Julio,Viernes,Alta Verapaz,Cob?n,Ignorada,Cami?n,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n,3
4127,2022,15,17,Tarde,Julio,Viernes,Pet?n,La Libertad,Ignorada,Motocicleta,Suzuki,Negro,Ignorado,Ignorado,Choque,3
4128,2022,16,1,Ma?ana,Julio,Sabado,Guatemala,Guatemala,1,Autom?vil,Honda,Gris,Ignorado,Ignorado,Colisi?n,1
4129,2022,16,10,Ma?ana,Julio,Sabado,Guatemala,Guatemala,12,Panel,Toyota,Blanco,2022,2020-2029,Colisi?n,2
4130,2022,16,14,Tarde,Julio,Sabado,Guatemala,Guatemala,11,Autom?vil,Honda,Gris,2007,2000-2009,Colisi?n,3
4131,2022,16,5,Ma?ana,Julio,Sabado,Guatemala,Guatemala,12,Cami?n,Isuzu,Blanco,Ignorado,Ignorado,Colisi?n,1
4132,2022,16,2,Ma?ana,Julio,Sabado,Guatemala,Villa Nueva,1,Camioneta,Ignorado,Negro,Ignorado,Ignorado,Colisi?n,1
4133,2022,16,11,Ma?ana,Julio,Sabado,Guatemala,Villa Nueva,4,Autom?vil,Mitsubishi,Corinto,2000,2000-2009,Choque,2
4134,2022,16,22,Noche,Julio,Sabado,Guatemala,Villa Nueva,Ignorada,Motocicleta,Italika,Rojo,2021,2020-2029,Derrape,4
4135,2022,16,23,Noche,Julio,Sabado,Guatemala,San Juan Sacatep?quez,Ignorada,Motocicleta,Hero Hunk,Negro,Ignorado,Ignorado,Derrape,4
4136,2022,16,22,Noche,Julio,Sabado,Guatemala,Mixco,7,Autom?vil,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n,4
4137,2022,16,18,Noche,Julio,Sabado,Guatemala,San Juan Sacatep?quez,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape,4
4138,2022,16,22,Noche,Julio,Sabado,Santa Rosa,Chiquimulilla,Ignorada,Motocicleta,Italika,Azul,2021,2020-2029,Colisi?n,4
4139,2022,16,19,Noche,Julio,Sabado,Santa Rosa,Santa Rosa de Lima,Ignorada,Motocicleta,Serpento,Negro,Ignorado,Ignorado,Choque,4
4140,2022,16,17,Tarde,Julio,Sabado,Retalhuleu,El Asintal,Ignorada,Motocicleta,Suzuki,Negro,Ignorado,Ignorado,Colisi?n,3
4141,2022,16,8,Ma?ana,Julio,Sabado,Retalhuleu,Retalhuleu,6,Microb?s,Toyota,Verde,Ignorado,Ignorado,Colisi?n,2
4142,2022,16,2,Ma?ana,Julio,Sabado,Quetzaltenango,Quetzaltenango,1,Camioneta,Nissan,Negro,Ignorado,Ignorado,Colisi?n,1
4143,2022,16,19,Noche,Julio,Sabado,San Marcos,San Marcos,Ignorada,Cuatrimoto,Bajaj,Rojo,2020,2020-2029,Colisi?n,4
4144,2022,16,12,Tarde,Julio,Sabado,Alta Verapaz,Cob?n,Ignorada,Autom?vil,Mazda,Gris,2013,2010-2019,Colisi?n,3
4145,2022,16,21,Noche,Julio,Sabado,Alta Verapaz,Chisec,Ignorada,Microb?s,Toyota,Blanco,Ignorado,Ignorado,Colisi?n,4
4146,2022,16,16,Tarde,Julio,Sabado,El Progreso,Sansare,Ignorada,Camioneta,Ignorado,Gris,Ignorado,Ignorado,Colisi?n,3
4147,2022,16,18,Noche,Julio,Sabado,El Progreso,Sanarate,Ignorada,Motocicleta,Honda,Negro,Ignorado,Ignorado,Derrape,4
4148,2022,16,22,Noche,Julio,Sabado,Pet?n,Flores,Ignorada,Autom?vil,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n,4
4149,2022,16,12,Tarde,Julio,Sabado,Solol?,Solol?,Ignorada,Autom?vil,Honda,Azul,Ignorado,Ignorado,Colisi?n,3
4150,2022,16,23,Noche,Julio,Sabado,Chimaltenango,Zaragoza,Ignorada,Motocicleta,Italika,Negro,2022,2020-2029,Colisi?n,4
4151,2022,16,8,Ma?ana,Julio,Sabado,Sacatep?quez,Antigua Guatemala,Ignorada,Pick up,Isuzu,Ignorado,1990,1990-1999,Colisi?n,2
4152,2022,16,21,Noche,Julio,Sabado,Sacatep?quez,Ciudad Vieja,Ignorada,Motocicleta,Italika,Rojo,2019,2010-2019,Colisi?n,4
4153,2022,16,23,Noche,Julio,Sabado,Santa Rosa,Barberena,Ignorada,Autom?vil,Mazda,Corinto,2014,2010-2019,Colisi?n,4
4154,2022,16,21,Noche,Julio,Sabado,Sacatep?quez,Ciudad Vieja,Ignorada,Motocicleta,Honda,Negro,2018,2010-2019,Colisi?n,4
4155,2022,17,3,Ma?ana,Julio,Domingo,Guatemala,Guatemala,9,Camioneta,Nissan,Gris,2001,2000-2009,Colisi?n,1
4156,2022,17,5,Ma?ana,Julio,Domingo,Guatemala,Guatemala,9,Motocicleta,Italika,Azul,2020,2020-2029,Derrape,1
4157,2022,17,20,Noche,Julio,Domingo,Guatemala,Guatemala,9,Camioneta,Toyota,Gris,2011,2010-2019,Colisi?n,4
4158,2022,17,23,Noche,Julio,Domingo,Guatemala,Guatemala,18,Autom?vil,Mazda,Negro,2014,2010-2019,Colisi?n,4
4159,2022,17,23,Noche,Julio,Domingo,Guatemala,Guatemala,13,Camioneta,BMW,Azul,2009,2000-2009,Colisi?n,4
4160,2022,17,0,Ma?ana,Julio,Domingo,Guatemala,Guatemala,12,Motocicleta,Bajaj,Negro,Ignorado,Ignorado,Derrape,1
4161,2022,17,23,Noche,Julio,Domingo,Guatemala,Petapa,7,Motocicleta,TVS Apache,Azul,Ignorado,Ignorado,Colisi?n,4
4162,2022,17,1,Ma?ana,Julio,Domingo,Guatemala,Amatitl?n,Ignorada,Motocicleta,TVS Apache,Azul,Ignorado,Ignorado,Derrape,1
4163,2022,17,21,Noche,Julio,Domingo,Guatemala,Mixco,4,Pick up,Volkswagen,Blanco,2021,2020-2029,Colisi?n,4
4164,2022,17,19,Noche,Julio,Domingo,Guatemala,Mixco,4,Autom?vil,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n,4
4165,2022,17,3,Ma?ana,Julio,Domingo,Guatemala,Mixco,8,Motocicleta,TVS Apache,Rojo,2022,2020-2029,Derrape,1
4166,2022,17,13,Tarde,Julio,Domingo,Guatemala,San Juan Sacatep?quez,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape,3
4167,2022,17,21,Noche,Julio,Domingo,Jutiapa,Jutiapa,Ignorada,Autom?vil,Toyota,Azul,Ignorado,Ignorado,Colisi?n,4
4168,2022,17,19,Noche,Julio,Domingo,Jalapa,Monjas,Ignorada,Camioneta,Toyota,Gris,2004,2000-2009,Colisi?n,4
4169,2022,17,23,Noche,Julio,Domingo,Chiquimula,Chiquimula,1,Microb?s,Mazda,Gris,Ignorado,Ignorado,Colisi?n,4
4170,2022,17,1,Ma?ana,Julio,Domingo,Escuintla,Siquinal?,Ignorada,Motocicleta,Ignorado,Rojo,Ignorado,Ignorado,Derrape,1
4171,2022,17,11,Ma?ana,Julio,Domingo,Escuintla,Sipacate,Ignorada,Motocicleta,Honda,Negro,Ignorado,Ignorado,Choque,2
4172,2022,17,2,Ma?ana,Julio,Domingo,Escuintla,Pal?n,Ignorada,Motocicleta,Honda,Rojo,Ignorado,Ignorado,Derrape,1
4173,2022,17,19,Noche,Julio,Domingo,Santa Rosa,Santa Rosa de Lima,Ignorada,Motocicleta,X-bow KRM,Blanco,Ignorado,Ignorado,Derrape,4
4174,2022,17,22,Noche,Julio,Domingo,Suchitep?quez,San Jos? La M?quina,Ignorada,Autom?vil,Toyota,Gris,2004,2000-2009,Colisi?n,4
4175,2022,17,16,Tarde,Julio,Domingo,Quetzaltenango,Quetzaltenango,Ignorada,Motocicleta,TVS Apache,Negro,2020,2020-2029,Derrape,3
4176,2022,17,16,Tarde,Julio,Domingo,San Marcos,El Rodeo,Ignorada,Autom?vil,Toyota,Negro,Ignorado,Ignorado,Colisi?n,3
4177,2022,17,22,Noche,Julio,Domingo,Escuintla,La Democracia,Ignorada,Autom?vil,Toyota,Beige,1981,1980-1989,Colisi?n,4
4178,2022,17,16,Tarde,Julio,Domingo,San Marcos,El Rodeo,Ignorada,Motocicleta,Movesa,Blanco,Ignorado,Ignorado,Colisi?n,3
4179,2022,17,2,Ma?ana,Julio,Domingo,El Progreso,Sanarate,Ignorada,Camioneta,Honda,Corinto,2004,2000-2009,Colisi?n,1
4180,2022,17,17,Tarde,Julio,Domingo,El Progreso,Guastatoya,Ignorada,Pick up,Toyota,Gris,1994,1990-1999,Colisi?n,3
4181,2022,17,18,Noche,Julio,Domingo,Izabal,Los Amates,Ignorada,Pick up,Toyota,Blanco,2022,2020-2029,Colisi?n,4
4182,2022,17,4,Ma?ana,Julio,Domingo,Izabal,Puerto Barrios,Ignorada,Motocicleta,Ignorado,Blanco,Ignorado,Ignorado,Colisi?n,1
4183,2022,17,12,Tarde,Julio,Domingo,Pet?n,San Luis,Ignorada,Microb?s,Toyota,Azul,Ignorado,Ignorado,Colisi?n,3
4184,2022,17,0,Ma?ana,Julio,Domingo,Pet?n,Las Cruces,Ignorada,Autom?vil,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n,1
4185,2022,17,19,Noche,Julio,Domingo,Pet?n,Popt?n,Ignorada,Cabezal,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n,4
4186,2022,17,11,Ma?ana,Julio,Domingo,Solol?,Santa Luc?a Utatl?n,Ignorada,Autom?vil,Mazda,Azul,Ignorado,Ignorado,Colisi?n,2
4187,2022,18,0,Ma?ana,Julio,Lunes,Guatemala,Guatemala,1,Camioneta,Honda,Negro,2007,2000-2009,Choque,1
4188,2022,18,13,Tarde,Julio,Lunes,Guatemala,San Jos? del Golfo,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape,3
4189,2022,18,20,Noche,Julio,Lunes,Guatemala,Chinautla,Ignorada,Pick up,Nissan,Rojo,Ignorado,Ignorado,Colisi?n,4
4190,2022,18,14,Tarde,Julio,Lunes,Guatemala,Guatemala,13,Camioneta,Kia,Amarillo,2013,2010-2019,Colisi?n,3
4191,2022,18,22,Noche,Julio,Lunes,Guatemala,San Jos? Pinula,Ignorada,Motocicleta,Haojue,Negro,2017,2010-2019,Colisi?n,4
4192,2022,18,8,Ma?ana,Julio,Lunes,Guatemala,Guatemala,12,Autom?vil,Geo,Verde,1994,1990-1999,Colisi?n,2
4193,2022,18,21,Noche,Julio,Lunes,Guatemala,Villa Nueva,12,Autom?vil,Toyota,Blanco,1982,1980-1989,Colisi?n,4
4194,2022,18,1,Ma?ana,Julio,Lunes,Guatemala,Amatitl?n,Ignorada,Autom?vil,Honda,Gris,Ignorado,Ignorado,Colisi?n,1
4195,2022,18,19,Noche,Julio,Lunes,Guatemala,Villa Nueva,1,Autom?vil,Mazda,Azul,Ignorado,Ignorado,Colisi?n,4
4196,2022,18,16,Tarde,Julio,Lunes,Guatemala,Villa Nueva,6,Motocicleta,Bajaj,Negro,Ignorado,Ignorado,Derrape,3
4197,2022,18,21,Noche,Julio,Lunes,Guatemala,Petapa,Ignorada,Panel,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n,4
4198,2022,18,22,Noche,Julio,Lunes,Guatemala,Mixco,3,Motocicleta,MRT,Blanco,Ignorado,Ignorado,Colisi?n,4
4199,2022,18,14,Tarde,Julio,Lunes,Jutiapa,Jutiapa,3,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape,3
4200,2022,18,23,Noche,Julio,Lunes,Escuintla,La Democracia,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Vuelco,4
4201,2022,18,11,Ma?ana,Julio,Lunes,Quetzaltenango,Quetzaltenango,9,Pick up,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n,2
4202,2022,18,22,Noche,Julio,Lunes,Huehuetenango,Huehuetenango,4,Motocicleta,Italika,Rojo,Ignorado,Ignorado,Colisi?n,4
4203,2022,18,7,Ma?ana,Julio,Lunes,Alta Verapaz,Chisec,Ignorada,Motocicleta,Bajaj,Rojo,Ignorado,Ignorado,Derrape,2
4204,2022,18,18,Noche,Julio,Lunes,Baja Verapaz,Rabinal,Ignorada,Motocicleta,Hero Hunk,Blanco,2020,2020-2029,Colisi?n,4
4205,2022,18,23,Noche,Julio,Lunes,Chimaltenango,San Mart?n Jilotepeque,Ignorada,Motocicleta,Yamaha,Azul,Ignorado,Ignorado,Derrape,4
4206,2022,18,7,Ma?ana,Julio,Lunes,Chimaltenango,Patzic?a,Ignorada,Microb?s,Toyota,Gris,2008,2000-2009,Colisi?n,2
4207,2022,18,7,Ma?ana,Julio,Lunes,Chimaltenango,Chimaltenango,Ignorada,Motocicleta,Bajaj,Negro,Ignorado,Ignorado,Derrape,2
4208,2022,18,21,Noche,Julio,Lunes,Escuintla,Escuintla,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n,4
4209,2022,19,19,Noche,Julio,Martes,Guatemala,San Jos? Pinula,Ignorada,Bus urbano,Ford,Verde,1994,1990-1999,Colisi?n,4
4210,2022,19,8,Ma?ana,Julio,Martes,Guatemala,Villa Nueva,12,Motocicleta,Italika,Rojo,Ignorado,Ignorado,Colisi?n,2
4211,2022,19,16,Tarde,Julio,Martes,Guatemala,Villa Nueva,1,Motocicleta,Italika,Negro,Ignorado,Ignorado,Colisi?n,3
4212,2022,19,21,Noche,Julio,Martes,Jutiapa,Atescatempa,Ignorada,Taxi,Hyundai,Blanco,Ignorado,Ignorado,Colisi?n,4
4213,2022,19,8,Ma?ana,Julio,Martes,Quetzaltenango,Quetzaltenango,Ignorada,Motocicleta,Bajaj,Rojo,Ignorado,Ignorado,Colisi?n,2
4214,2022,19,15,Tarde,Julio,Martes,Totonicap?n,San Francisco el Alto,Ignorada,Camioneta,Toyota,Azul,Ignorado,Ignorado,Colisi?n,3
4215,2022,19,11,Ma?ana,Julio,Martes,Totonicap?n,Momostenango,Ignorada,Autom?vil,Toyota,Verde,Ignorado,Ignorado,Choque,2
4216,2022,19,6,Ma?ana,Julio,Martes,Baja Verapaz,Cubulco,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape,2
4217,2022,19,9,Ma?ana,Julio,Martes,Izabal,Puerto Barrios,Ignorada,Cami?n,Isuzu,Blanco,2022,2020-2029,Colisi?n,2
4218,2022,20,20,Noche,Julio,Miercoles,Guatemala,Guatemala,18,Motocicleta,TVS Apache,Azul,Ignorado,Ignorado,Colisi?n,4
4219,2022,20,17,Tarde,Julio,Miercoles,Guatemala,San Jos? Pinula,Ignorada,Motocicleta,Yamaha,Rojo,2022,2020-2029,Colisi?n,3
4220,2022,20,10,Ma?ana,Julio,Miercoles,Guatemala,Villa Nueva,1,Autom?vil,Ignorado,Gris,Ignorado,Ignorado,Colisi?n,2
4221,2022,20,17,Tarde,Julio,Miercoles,Guatemala,Villa Nueva,5,Motocicleta,Suzuki,Ignorado,2020,2020-2029,Colisi?n,3
4222,2022,20,18,Noche,Julio,Miercoles,Guatemala,Villa Nueva,10,Camioneta,Mitsubishi,Azul,2001,2000-2009,Colisi?n,4
4223,2022,20,21,Noche,Julio,Miercoles,Santa Rosa,Taxisco,Ignorada,Motocicleta,Italika,Rojo,Ignorado,Ignorado,Colisi?n,4
4224,2022,20,21,Noche,Julio,Miercoles,Santa Rosa,Taxisco,Ignorada,Autom?vil,Honda,Beige,Ignorado,Ignorado,Colisi?n,4
4225,2022,20,12,Tarde,Julio,Miercoles,Suchitep?quez,Mazatenango,Ignorada,Moto taxi,Bajaj,Rojo,Ignorado,Ignorado,Colisi?n,3
4226,2022,20,10,Ma?ana,Julio,Miercoles,Quetzaltenango,Quetzaltenango,Ignorada,Bus urbano,Changan,Amarillo,2020,2020-2029,Colisi?n,2
4227,2022,20,20,Noche,Julio,Miercoles,Alta Verapaz,Cob?n,Ignorada,Cami?n,Kia,Ignorado,Ignorado,Ignorado,Colisi?n,4
4228,2022,20,20,Noche,Julio,Miercoles,Chimaltenango,Chimaltenango,Ignorada,Camioneta,Hyundai,Negro,2004,2000-2009,Choque,4
4229,2022,20,5,Ma?ana,Julio,Miercoles,Sacatep?quez,Antigua Guatemala,Ignorada,Autom?vil,Audi,Negro,2007,2000-2009,Colisi?n,1
4230,2022,20,20,Noche,Julio,Miercoles,Sacatep?quez,Antigua Guatemala,Ignorada,Autom?vil,Mazda,Gris,Ignorado,Ignorado,Colisi?n,4
4231,2022,21,8,Ma?ana,Julio,Jueves,Guatemala,Guatemala,1,Autom?vil,Toyota,Gris,2000,2000-2009,Colisi?n,2
4232,2022,21,15,Tarde,Julio,Jueves,Guatemala,Guatemala,18,Pick up,Toyota,Blanco,1989,1980-1989,Colisi?n,3
4233,2022,21,20,Noche,Julio,Jueves,Guatemala,Guatemala,13,Motocicleta,Haojue,Blanco,2018,2010-2019,Colisi?n,4
4234,2022,21,18,Noche,Julio,Jueves,Guatemala,Guatemala,7,Autom?vil,Toyota,Blanco,2004,2000-2009,Colisi?n,4
4235,2022,21,21,Noche,Julio,Jueves,Guatemala,Guatemala,11,Motocicleta,Honda,Azul,2020,2020-2029,Derrape,4
4236,2022,21,10,Ma?ana,Julio,Jueves,Guatemala,Villa Nueva,1,Motocicleta,Suzuki,Negro,2022,2020-2029,Colisi?n,2
4237,2022,21,23,Noche,Julio,Jueves,Guatemala,Villa Nueva,4,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n,4
4238,2022,21,22,Noche,Julio,Jueves,Guatemala,Villa Canales,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape,4
4239,2022,21,22,Noche,Julio,Jueves,Santa Rosa,Cuilapa,Ignorada,Motocicleta,Bajaj,Amarillo,2019,2010-2019,Derrape,4
4240,2022,21,19,Noche,Julio,Jueves,Quetzaltenango,Quetzaltenango,3,Motocicleta,Ignorado,Azul,Ignorado,Ignorado,Colisi?n,4
4241,2022,21,18,Noche,Julio,Jueves,Quetzaltenango,Quetzaltenango,1,Microb?s,Toyota,Gris,2006,2000-2009,Choque,4
4242,2022,21,2,Ma?ana,Julio,Jueves,Zacapa,Teculut?n,Ignorada,Camioneta,Ignorado,Azul,Ignorado,Ignorado,Colisi?n,1
4243,2022,21,23,Noche,Julio,Jueves,Jutiapa,Jutiapa,3,Motocicleta,Italika,Azul,Ignorado,Ignorado,Colisi?n,4
4244,2022,22,4,Ma?ana,Julio,Viernes,Guatemala,Guatemala,11,Camioneta,Kia,Azul,2011,2010-2019,Choque,1
4245,2022,22,1,Ma?ana,Julio,Viernes,Guatemala,Villa Nueva,Ignorada,Autom?vil,Mazda,Azul,Ignorado,Ignorado,Colisi?n,1
4246,2022,22,2,Ma?ana,Julio,Viernes,Guatemala,Petapa,Ignorada,Motocicleta,Yamaha,Rojo,2021,2020-2029,Colisi?n,1
4247,2022,22,17,Tarde,Julio,Viernes,Guatemala,Villa Nueva,Ignorada,Autom?vil,Kia,Gris,2018,2010-2019,Colisi?n,3
4248,2022,22,17,Tarde,Julio,Viernes,Guatemala,Villa Nueva,Ignorada,Motocicleta,Honda,Negro,Ignorado,Ignorado,Colisi?n,3
4249,2022,22,21,Noche,Julio,Viernes,Guatemala,Amatitl?n,Ignorada,Motocicleta,Movesa,Negro,Ignorado,Ignorado,Derrape,4
4250,2022,22,21,Noche,Julio,Viernes,Guatemala,San Juan Sacatep?quez,Ignorada,Autom?vil,Mitsubishi,Corinto,2002,2000-2009,Colisi?n,4
4251,2022,22,9,Ma?ana,Julio,Viernes,Zacapa,Teculut?n,Ignorada,Cabezal,Internacional,Rojo,2005,2000-2009,Colisi?n,2
4252,2022,22,20,Noche,Julio,Viernes,Escuintla,San Jos?,Ignorada,Autom?vil,Mazda,Gris,2013,2010-2019,Colisi?n,4
4253,2022,22,0,Ma?ana,Julio,Viernes,Totonicap?n,Totonicap?n,Ignorada,Cami?n,Isuzu,Blanco,Ignorado,Ignorado,Choque,1
4254,2022,22,22,Noche,Julio,Viernes,Baja Verapaz,San Miguel Chicaj,Ignorada,Motocicleta,Ignorado,Rojo,Ignorado,Ignorado,Colisi?n,4
4255,2022,23,3,Ma?ana,Julio,Sabado,Guatemala,Guatemala,9,Pick up,Nissan,Negro,1993,1990-1999,Colisi?n,1
4256,2022,23,15,Tarde,Julio,Sabado,Guatemala,Fraijanes,Ignorada,Autom?vil,Ignorado,Ignorado,Ignorado,Ignorado,Choque,3
4257,2022,23,21,Noche,Julio,Sabado,Guatemala,Guatemala,7,Motocicleta,Honda,Negro,Ignorado,Ignorado,Derrape,4
4258,2022,23,8,Ma?ana,Julio,Sabado,Guatemala,Petapa,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n,2
4259,2022,23,8,Ma?ana,Julio,Sabado,Guatemala,Petapa,Ignorada,Motocicleta,Italika,Negro,Ignorado,Ignorado,Colisi?n,2
4260,2022,23,12,Tarde,Julio,Sabado,Guatemala,Villa Nueva,2,Autom?vil,Mitsubishi,Corinto,Ignorado,Ignorado,Colisi?n,3
4261,2022,23,14,Tarde,Julio,Sabado,Guatemala,Villa Nueva,Ignorada,Cabezal,Kenworth,Azul,Ignorado,Ignorado,Colisi?n,3
4262,2022,23,15,Tarde,Julio,Sabado,Guatemala,Villa Nueva,Ignorada,Camioneta,Toyota,Azul,Ignorado,Ignorado,Colisi?n,3
4263,2022,23,15,Tarde,Julio,Sabado,Guatemala,Villa Nueva,Ignorada,Cami?n,Kia,Blanco,2007,2000-2009,Choque,3
4264,2022,22,22,Noche,Julio,Viernes,Jutiapa,Jutiapa,Ignorada,Motocicleta,Ignorado,Negro,Ignorado,Ignorado,Derrape,4
4265,2022,23,17,Tarde,Julio,Sabado,Escuintla,Escuintla,Ignorada,Cami?n,Hyundai,Blanco,Ignorado,Ignorado,Colisi?n,3
4266,2022,23,5,Ma?ana,Julio,Sabado,Suchitep?quez,San Bernardino,Ignorada,Cabezal,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n,1
4267,2022,23,14,Tarde,Julio,Sabado,Suchitep?quez,Mazatenango,Ignorada,Pick up,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n,3
4268,2022,23,16,Tarde,Julio,Sabado,Suchitep?quez,Patulul,Ignorada,Cami?n,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n,3
4269,2022,23,9,Ma?ana,Julio,Sabado,Totonicap?n,Totonicap?n,Ignorada,Camioneta,Ignorado,Verde,Ignorado,Ignorado,Embarranc?,2
4270,2022,23,12,Tarde,Julio,Sabado,Alta Verapaz,Santa Cruz Verapaz,Ignorada,Motocicleta,Yamaha,Ignorado,Ignorado,Ignorado,Colisi?n,3
4271,2022,23,14,Tarde,Julio,Sabado,El Progreso,Moraz?n,Ignorada,Bus urbano,Toyota,Verde,Ignorado,Ignorado,Choque,3
4272,2022,23,22,Noche,Julio,Sabado,Izabal,Puerto Barrios,Ignorada,Cami?n,Hino,Ignorado,Ignorado,Ignorado,Colisi?n,4
4273,2022,23,2,Ma?ana,Julio,Sabado,Pet?n,Santa Ana,Ignorada,Pick up,Toyota,Azul,Ignorado,Ignorado,Colisi?n,1
4274,2022,23,5,Ma?ana,Julio,Sabado,Chimaltenango,Chimaltenango,Ignorada,Bus urbano,Internacional,Negro,Ignorado,Ignorado,Colisi?n,1
4275,2022,24,0,Ma?ana,Julio,Domingo,Guatemala,Guatemala,7,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n,1
4276,2022,24,9,Ma?ana,Julio,Domingo,Guatemala,Guatemala,7,Autom?vil,Toyota,Ignorado,Ignorado,Ignorado,Colisi?n,2
4277,2022,24,21,Noche,Julio,Domingo,Guatemala,Guatemala,7,Motocicleta,Suzuki,Rojo,2011,2010-2019,Colisi?n,4
4278,2022,24,1,Ma?ana,Julio,Domingo,Guatemala,Villa Nueva,Ignorada,Pick up,Toyota,Ignorado,Ignorado,Ignorado,Choque,1
4279,2022,24,21,Noche,Julio,Domingo,Guatemala,Petapa,Ignorada,Autom?vil,Toyota,Blanco,Ignorado,Ignorado,Colisi?n,4
4280,2022,24,19,Noche,Julio,Domingo,Guatemala,Villa Canales,Ignorada,Autom?vil,Ford,Blanco,Ignorado,Ignorado,Colisi?n,4
4281,2022,24,7,Ma?ana,Julio,Domingo,Guatemala,San Juan Sacatep?quez,Ignorada,Motocicleta,Yamaha,Rojo,Ignorado,Ignorado,Colisi?n,2
4282,2022,24,18,Noche,Julio,Domingo,Jutiapa,Santa Catarina Mita,Ignorada,Motocicleta,Honda,Blanco,Ignorado,Ignorado,Colisi?n,4
4283,2022,24,0,Ma?ana,Julio,Domingo,Suchitep?quez,San Jos? La M?quina,Ignorada,Cabezal,Freightliner,Ignorado,Ignorado,Ignorado,Colisi?n,1
4284,2022,24,17,Tarde,Julio,Domingo,Retalhuleu,San Felipe Retalhuleu,Ignorada,Motocicleta,Bajaj,Negro,Ignorado,Ignorado,Colisi?n,3
4285,2022,24,12,Tarde,Julio,Domingo,San Marcos,San Marcos,Ignorada,Cami?n,Kia,Ignorado,Ignorado,Ignorado,Colisi?n,3
