﻿﻿núm_corre,año_ocu,día_ocu,hora_ocu,g_hora_5,mes_ocu,día_sem_ocu,depto_ocu,mupio_ocu,zona_ocu,tipo_veh,marca_veh,color_veh,modelo_veh,g_modelo_veh,tipo_eve,g_hora
2041,2023,2,2,Mañana,Abril,Domingo,Guatemala,Guatemala,9,Motocicleta,Bajaj,Gris,2021,2020-2029,Derrape,1
2042,2023,2,12,Tarde,Abril,Domingo,Guatemala,San Pedro Ayampuc,Ignorada,Camioneta,Isuzu,Corinto,1997,1990-1999,Colisión,3
2043,2023,2,21,Noche,Abril,Domingo,Guatemala,Guatemala,6,Camioneta,Honda,Ignorado,2002,2000-2009,Colisión,4
2044,2023,2,12,Tarde,Abril,Domingo,Guatemala,San Pedro Ayampuc,Ignorada,Motocicleta,Italika,Rojo,2022,2020-2029,Colisión,3
2045,2023,2,14,Tarde,Abril,Domingo,Guatemala,Chinautla,Ignorada,Motocicleta,Movesa,Negro,2021,2020-2029,Derrape,3
2046,2023,2,21,Noche,Abril,Domingo,Guatemala,Guatemala,6,Motocicleta,Bajaj,Ignorado,Ignorado,Ignorado,Colisión,4
2047,2023,2,20,Noche,Abril,Domingo,Guatemala,Guatemala,16,Motocicleta,Asia Hero,Negro,Ignorado,Ignorado,Derrape,4
2048,2023,2,3,Mañana,Abril,Domingo,Guatemala,Guatemala,12,Automóvil,Honda,Negro,2001,2000-2009,Colisión,1
2049,2023,2,19,Noche,Abril,Domingo,Guatemala,Guatemala,12,Automóvil,Chevrolet,Rojo,2021,2020-2029,Colisión,4
2050,2023,2,12,Tarde,Abril,Domingo,Guatemala,Guatemala,21,Motocicleta,TVS Apache,Negro,2018,2010-2019,Colisión,3
2051,2023,2,19,Noche,Abril,Domingo,Guatemala,Guatemala,12,Motocicleta,Ignorado,Negro,Ignorado,Ignorado,Colisión,4
2052,2023,2,14,Tarde,Abril,Domingo,Guatemala,Guatemala,12,Motocicleta,Asia Hero,Negro,2018,2010-2019,Derrape,3
2053,2023,2,10,Mañana,Abril,Domingo,Guatemala,Petapa,7,Automóvil,Honda,Café,2012,2010-2019,Choque,2
2054,2023,2,21,Noche,Abril,Domingo,Guatemala,Amatitlán,Ignorada,Automóvil,Ignorado,Blanco,Ignorado,Ignorado,Colisión,4
2055,2023,2,19,Noche,Abril,Domingo,Guatemala,Villa Nueva,12,Bus urbano,Internacional,Ignorado,Ignorado,Ignorado,Colisión,4
2056,2023,2,23,Noche,Abril,Domingo,Guatemala,Amatitlán,Ignorada,Motocicleta,Honda,Rojo,Ignorado,Ignorado,Derrape,4
2057,2023,2,21,Noche,Abril,Domingo,Guatemala,Villa Nueva,12,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape,4
2058,2023,2,21,Noche,Abril,Domingo,Guatemala,Amatitlán,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,4
2059,2023,2,19,Noche,Abril,Domingo,Guatemala,Villa Nueva,12,Motocicleta,Bajaj,Ignorado,Ignorado,Ignorado,Colisión,4
2060,2023,2,10,Mañana,Abril,Domingo,Guatemala,Mixco,1,Bus urbano,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2
2061,2023,2,10,Mañana,Abril,Domingo,Guatemala,Mixco,1,Motocicleta,Suzuki,Rojo,2020,2020-2029,Colisión,2
2062,2023,2,23,Noche,Abril,Domingo,Guatemala,Mixco,4,Motocicleta,Italika,Rojo,Ignorado,Ignorado,Derrape,4
2063,2023,2,19,Noche,Abril,Domingo,Jutiapa,Moyuta,Ignorada,Automóvil,Mazda,Ignorado,Ignorado,Ignorado,Colisión,4
2064,2023,2,0,Mañana,Abril,Domingo,Jutiapa,Moyuta,Ignorada,Motocicleta,Bajaj,Azul,Ignorado,Ignorado,Colisión,1
2065,2023,2,19,Noche,Abril,Domingo,Jutiapa,Moyuta,Ignorada,Motocicleta,Yamaha,Negro,2016,2010-2019,Colisión,4
2066,2023,2,0,Mañana,Abril,Domingo,Jutiapa,Moyuta,Ignorada,Pick up,Toyota,Blanco,1993,1990-1999,Colisión,1
2067,2023,2,8,Mañana,Abril,Domingo,Escuintla,Siquinalá,Ignorada,Automóvil,Toyota,Azul,1994,1990-1999,Colisión,2
2068,2023,2,16,Tarde,Abril,Domingo,Escuintla,Escuintla,Ignorada,Bus urbano,Ignorado,Verde,Ignorado,Ignorado,Colisión,3
2069,2023,2,8,Mañana,Abril,Domingo,Escuintla,Siquinalá,Ignorada,Motocicleta,Asia Hero,Negro,2022,2020-2029,Colisión,2
2070,2023,2,16,Tarde,Abril,Domingo,Escuintla,Escuintla,Ignorada,Motocicleta,Bajaj,Rojo,Ignorado,Ignorado,Colisión,3
2071,2023,2,19,Noche,Abril,Domingo,Escuintla,Tiquisate,2,Motocicleta,Asia Hero,Rojo,Ignorado,Ignorado,Derrape,4
2072,2023,2,1,Mañana,Abril,Domingo,Escuintla,Tiquisate,Ignorada,Motocicleta,Asia Hero,Ignorado,Ignorado,Ignorado,Derrape,1
2073,2023,2,20,Noche,Abril,Domingo,Santa Rosa,Barberena,Ignorada,Automóvil,Chevrolet,Negro,2013,2010-2019,Colisión,4
2074,2023,2,20,Noche,Abril,Domingo,Santa Rosa,Barberena,Ignorada,Camioneta,Suzuki,Rojo,2004,2000-2009,Colisión,4
2075,2023,2,0,Mañana,Abril,Domingo,Suchitepéquez,San Antonio Suchitepéquez,Ignorada,Automóvil,Ignorado,Gris,Ignorado,Ignorado,Colisión,1
2076,2023,2,2,Mañana,Abril,Domingo,Suchitepéquez,San Bernardino,Ignorada,Camioneta,Kia,Gris,Ignorado,Ignorado,Choque,1
2077,2023,2,0,Mañana,Abril,Domingo,Suchitepéquez,San Antonio Suchitepéquez,Ignorada,Motocicleta,Ignorado,Rojo,Ignorado,Ignorado,Colisión,1
2078,2023,2,0,Mañana,Abril,Domingo,Retalhuleu,Nuevo San Carlos,Ignorada,Automóvil,Toyota,Gris,Ignorado,Ignorado,Colisión,1
2079,2023,2,18,Noche,Abril,Domingo,Retalhuleu,Retalhuleu,5,Motocicleta,Honda,Rojo,Ignorado,Ignorado,Colisión,4
2080,2023,2,1,Mañana,Abril,Domingo,Quetzaltenango,Coatepeque,Ignorada,Pick up,Toyota,Gris,Ignorado,Ignorado,Choque,1
2081,2023,2,0,Mañana,Abril,Domingo,San Marcos,Catarina,Ignorada,Automóvil,Nissan,Negro,2009,2000-2009,Colisión,1
2082,2023,2,3,Mañana,Abril,Domingo,El Progreso,Guastatoya,Ignorada,Camión,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,1
2083,2023,2,23,Noche,Abril,Domingo,Izabal,Puerto Barrios,Ignorada,Motocicleta,Honda,Negro,2019,2010-2019,Derrape,4
2084,2023,2,0,Mañana,Abril,Domingo,Petén,San Benito,Ignorada,Camioneta,Toyota,Azul,2014,2010-2019,Colisión,1
2085,2023,2,17,Tarde,Abril,Domingo,Chimaltenango,El Tejar,Ignorada,Motocicleta,Honda,Verde,2020,2020-2029,Colisión,3
2086,2023,2,16,Tarde,Abril,Domingo,Chimaltenango,Zaragoza,Ignorada,Motocicleta,Suzuki,Gris,Ignorado,Ignorado,Derrape,3
2087,2023,2,17,Tarde,Abril,Domingo,Chimaltenango,El Tejar,Ignorada,Pick up,Toyota,Verde,1995,1990-1999,Colisión,3
2088,2023,2,13,Tarde,Abril,Domingo,Sacatepequez,Ciudad Vieja,Ignorada,Automóvil,Nissan,Gris,2015,2010-2019,Colisión,3
2089,2023,2,7,Mañana,Abril,Domingo,Sacatepequez,Ciudad Vieja,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape,2
2090,2023,2,0,Mañana,Abril,Domingo,Sacatepequez,San Bartolomé Milpas Altas,Ignorada,Motocicleta,Bajaj,Negro,Ignorado,Ignorado,Derrape,1
2091,2023,3,11,Mañana,Abril,Lunes,Guatemala,Guatemala,6,Microbús,Otros,Azul,Ignorado,Ignorado,Colisión,2
2092,2023,3,15,Tarde,Abril,Lunes,Guatemala,Guatemala,18,Motocicleta,Serpento,Rojo,Ignorado,Ignorado,Derrape,3
2093,2023,3,11,Mañana,Abril,Lunes,Guatemala,Guatemala,6,Motocicleta,Asia Hero,Negro,2023,2020-2029,Colisión,2
2094,2023,3,15,Tarde,Abril,Lunes,Guatemala,Guatemala,18,Motocicleta,Serpento,Ignorado,Ignorado,Ignorado,Choque,3
2095,2023,3,17,Tarde,Abril,Lunes,Guatemala,Guatemala,7,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,3
2096,2023,3,9,Mañana,Abril,Lunes,Guatemala,Petapa,7,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2
2097,2023,3,23,Noche,Abril,Lunes,Guatemala,Villa Nueva,4,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape,4
2098,2023,3,21,Noche,Abril,Lunes,Jutiapa,El Progreso,Ignorada,Automóvil,Mitsubishi,Gris,2007,2000-2009,Colisión,4
2099,2023,3,22,Noche,Abril,Lunes,Escuintla,Escuintla,Ignorada,Camioneta,Toyota,Corinto,Ignorado,Ignorado,Choque,4
2100,2023,3,8,Mañana,Abril,Lunes,Suchitepéquez,Mazatenango,Ignorada,Motocicleta,Suzuki,Negro,Ignorado,Ignorado,Colisión,2
2101,2023,3,8,Mañana,Abril,Lunes,Huehuetenango,Huehuetenango,1,Camioneta,Toyota,Gris,2001,2000-2009,Colisión,2
2102,2023,3,22,Noche,Abril,Lunes,Alta Verapaz,Cobán,Ignorada,Automóvil,Toyota,Celeste,Ignorado,Ignorado,Colisión,4
2103,2023,3,Ignorada,Ignorada,Abril,Lunes,Petén,Santa Ana,Ignorada,Microbús,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,5
2104,2023,3,10,Mañana,Abril,Lunes,Petén,Sayaxché,Ignorada,Motocicleta,Honda,Negro,Ignorado,Ignorado,Derrape,2
2105,2023,3,Ignorada,Ignorada,Abril,Lunes,Petén,Santa Ana,Ignorada,Pick up,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,5
2106,2023,3,19,Noche,Abril,Lunes,Quiché,Ixcán,2,Camión,Kia,Ignorado,Ignorado,Ignorado,Colisión,4
2107,2023,3,13,Tarde,Abril,Lunes,Sacatepequez,San Lucas Sacatepéquez,Ignorada,Automóvil,Honda,Blanco,2011,2010-2019,Colisión,3
2108,2023,3,2,Mañana,Abril,Lunes,Sacatepequez,Santa Lucía Milpas Altas,Ignorada,Camioneta,Suzuki,Gris,Ignorado,Ignorado,Colisión,1
2109,2023,3,13,Tarde,Abril,Lunes,Sacatepequez,San Lucas Sacatepéquez,Ignorada,Motocicleta,Freedom,Negro,Ignorado,Ignorado,Colisión,3
2110,2023,4,20,Noche,Abril,Martes,Guatemala,Guatemala,5,Automóvil,Kia,Gris,2014,2010-2019,Colisión,4
2111,2023,4,19,Noche,Abril,Martes,Guatemala,Guatemala,10,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,4
2112,2023,4,23,Noche,Abril,Martes,Guatemala,Guatemala,12,Camión,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,4
2113,2023,4,20,Noche,Abril,Martes,Guatemala,Guatemala,11,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,4
2114,2023,4,20,Noche,Abril,Martes,Guatemala,Villa Nueva,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,4
2115,2023,4,2,Mañana,Abril,Martes,Guatemala,Amatitlán,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,1
2116,2023,4,18,Noche,Abril,Martes,Guatemala,Mixco,8,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,4
2117,2023,4,17,Tarde,Abril,Martes,Guatemala,Mixco,5,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape,3
2118,2023,4,21,Noche,Abril,Martes,Jalapa,Jalapa,Ignorada,Motocicleta,Suzuki,Gris,2021,2020-2029,Colisión,4
2119,2023,4,18,Noche,Abril,Martes,Zacapa,Zacapa,Ignorada,Camión,Mitsubishi,Blanco,2005,2000-2009,Colisión,4
2120,2023,4,18,Noche,Abril,Martes,Escuintla,Palín,Ignorada,Automóvil,Chery Destiny,Café,2005,2000-2009,Colisión,4
2121,2023,4,9,Mañana,Abril,Martes,Santa Rosa,Cuilapa,Ignorada,Motocicleta,Bajaj,Azul,Ignorado,Ignorado,Derrape,2
2122,2023,4,20,Noche,Abril,Martes,Suchitepéquez,Patulul,Ignorada,Camioneta,Nissan,Gris,Ignorado,Ignorado,Colisión,4
2123,2023,4,18,Noche,Abril,Martes,Suchitepéquez,Río Bravo,Ignorada,Motocicleta,Bajaj,Negro,Ignorado,Ignorado,Colisión,4
2124,2023,4,20,Noche,Abril,Martes,Suchitepéquez,Patulul,Ignorada,Motocicleta,Bajaj,Negro,Ignorado,Ignorado,Colisión,4
2125,2023,4,18,Noche,Abril,Martes,Retalhuleu,Retalhuleu,Ignorada,Motocicleta,Honda,Negro,Ignorado,Ignorado,Colisión,4
2126,2023,4,11,Mañana,Abril,Martes,San Marcos,Pajapita,Ignorada,Motocicleta,Yamaha,Azul,2021,2020-2029,Colisión,2
2127,2023,4,13,Tarde,Abril,Martes,San Marcos,San Pedro Sacatepéquez,Ignorada,Motocicleta,Suzuki,Negro,Ignorado,Ignorado,Colisión,3
2128,2023,4,13,Tarde,Abril,Martes,San Marcos,San Pedro Sacatepéquez,Ignorada,Pick up,Ford,Azul,1989,1980-1989,Colisión,3
2129,2023,4,11,Mañana,Abril,Martes,San Marcos,Pajapita,Ignorada,Cuatrimoto,Italika,Rojo,2020,2020-2029,Colisión,2
2130,2023,4,21,Noche,Abril,Martes,Alta Verapaz,Cobán,1,Automóvil,Toyota,Blanco,Ignorado,Ignorado,Colisión,4
2131,2023,4,16,Tarde,Abril,Martes,Alta Verapaz,Cobán,Ignorada,Microbús,Hyundai,Azul,Ignorado,Ignorado,Colisión,3
2132,2023,4,21,Noche,Abril,Martes,Alta Verapaz,Cobán,1,Motocicleta,Honda,Rojo,Ignorado,Ignorado,Colisión,4
2133,2023,4,6,Mañana,Abril,Martes,Petén,Sayaxché,Ignorada,Camioneta,Mitsubishi,Gris,2011,2010-2019,Choque,2
2134,2023,4,20,Noche,Abril,Martes,Petén,Sayaxché,Ignorada,Motocicleta,Yamaha,Blanco,Ignorado,Ignorado,Colisión,4
2135,2023,4,16,Tarde,Abril,Martes,Sacatepequez,San Antonio Aguas Calientes,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,3
2136,2023,5,16,Tarde,Abril,Miércoles,Guatemala,Guatemala,9,Automóvil,Mazda,Azul,2011,2010-2019,Colisión,3
2137,2023,5,20,Noche,Abril,Miércoles,Guatemala,Guatemala,1,Motocicleta,Italika,Azul,2020,2020-2029,Colisión,4
2138,2023,5,14,Tarde,Abril,Miércoles,Guatemala,Guatemala,10,Automóvil,Mazda,Beige,2001,2000-2009,Colisión,3
2139,2023,5,2,Mañana,Abril,Miércoles,Guatemala,Guatemala,7,Automóvil,Kia,Negro,Ignorado,Ignorado,Colisión,1
2140,2023,5,0,Mañana,Abril,Miércoles,Guatemala,Guatemala,7,Motocicleta,CF Moto,Negro,Ignorado,Ignorado,Derrape,1
2141,2023,5,18,Noche,Abril,Miércoles,Guatemala,Petapa,Ignorada,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,4
2142,2023,5,20,Noche,Abril,Miércoles,Guatemala,Villa Nueva,Ignorada,Camioneta,Honda,Negro,Ignorado,Ignorado,Colisión,4
2143,2023,5,0,Mañana,Abril,Miércoles,Guatemala,Villa Canales,1,Motocicleta,Suzuki,Negro,Ignorado,Ignorado,Derrape,1
2144,2023,5,14,Tarde,Abril,Miércoles,Guatemala,Petapa,Ignorada,Motocicleta,Bajaj,Negro,Ignorado,Ignorado,Colisión,3
2145,2023,5,20,Noche,Abril,Miércoles,Guatemala,Villa Nueva,Ignorada,Motocicleta,Honda,Negro,Ignorado,Ignorado,Colisión,4
2146,2023,5,20,Noche,Abril,Miércoles,Guatemala,Amatitlán,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape,4
2147,2023,5,10,Mañana,Abril,Miércoles,Guatemala,San Juan Sacatepéquez,Ignorada,Motocicleta,Italika,Rojo,2020,2020-2029,Derrape,2
2148,2023,5,20,Noche,Abril,Miércoles,Jutiapa,Jutiapa,Ignorada,Motocicleta,Ignorado,Rojo,Ignorado,Ignorado,Derrape,4
2149,2023,5,18,Noche,Abril,Miércoles,Jalapa,Jalapa,Ignorada,Camioneta,Hyundai,Negro,2011,2010-2019,Colisión,4
2150,2023,5,3,Mañana,Abril,Miércoles,Zacapa,Teculután,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape,1
2151,2023,5,3,Mañana,Abril,Miércoles,Escuintla,Palín,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,1
2152,2023,5,6,Mañana,Abril,Miércoles,Escuintla,Guanagazapa,Ignorada,Motocicleta,Bajaj,Azul,Ignorado,Ignorado,Colisión,2
2153,2023,5,3,Mañana,Abril,Miércoles,Escuintla,Escuintla,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,1
2154,2023,5,6,Mañana,Abril,Miércoles,Escuintla,Guanagazapa,Ignorada,Pick up,Toyota,Azul,Ignorado,Ignorado,Colisión,2
2155,2023,5,17,Tarde,Abril,Miércoles,Santa Rosa,Cuilapa,Ignorada,Camioneta,Toyota,Negro,Ignorado,Ignorado,Vuelco,3
2156,2023,5,12,Tarde,Abril,Miércoles,Santa Rosa,Chiquimulilla,Ignorada,Motocicleta,Italika,Azul,2021,2020-2029,Colisión,3
2157,2023,5,16,Tarde,Abril,Miércoles,San Marcos,San Marcos,Ignorada,Microbús,Toyota,Gris,Ignorado,Ignorado,Colisión,3
2158,2023,5,23,Noche,Abril,Miércoles,Alta Verapaz,Raxruhá,Ignorada,Automóvil,Toyota,Ignorado,1986,1980-1989,Colisión,4
2159,2023,5,17,Tarde,Abril,Miércoles,Baja Verapaz,Salamá,Ignorada,Motocicleta,Italika,Negro,2022,2020-2029,Colisión,3
2160,2023,5,20,Noche,Abril,Miércoles,Izabal,Livingston,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape,4
2161,2023,5,21,Noche,Abril,Miércoles,Izabal,Morales,Ignorada,Pick up,Ignorado,Ignorado,Ignorado,Ignorado,Choque,4
2162,2023,5,20,Noche,Abril,Miércoles,Petén,San Benito,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,4
2163,2023,5,14,Tarde,Abril,Miércoles,Petén,Flores,Ignorada,Pick up,Mazda,Ignorado,Ignorado,Ignorado,Choque,3
2164,2023,5,1,Mañana,Abril,Miércoles,Quiché,Patzité,Ignorada,Pick up,Toyota,Rojo,2022,2020-2029,Choque,1
2165,2023,5,15,Tarde,Abril,Miércoles,Chimaltenango,Chimaltenango,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,3
2166,2023,6,18,Noche,Abril,Jueves,Guatemala,Guatemala,10,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,4
2167,2023,6,18,Noche,Abril,Jueves,Guatemala,Guatemala,5,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Choque,4
2168,2023,6,18,Noche,Abril,Jueves,Guatemala,Guatemala,12,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Choque,4
2169,2023,6,17,Tarde,Abril,Jueves,Guatemala,Guatemala,11,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,3
2170,2023,6,21,Noche,Abril,Jueves,Guatemala,Guatemala,11,Motocicleta,Serpento,Negro,2021,2020-2029,Choque,4
2171,2023,6,1,Mañana,Abril,Jueves,Guatemala,Guatemala,11,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,1
2172,2023,6,15,Tarde,Abril,Jueves,Guatemala,Villa Nueva,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape,3
2173,2023,6,15,Tarde,Abril,Jueves,Chiquimula,Chiquimula,Ignorada,Motocicleta,Bajaj,Ignorado,Ignorado,Ignorado,Colisión,3
2174,2023,6,23,Noche,Abril,Jueves,Escuintla,San José,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,4
2175,2023,6,23,Noche,Abril,Jueves,Escuintla,Escuintla,Ignorada,Motocicleta,Italika,Rojo,2015,2010-2019,Colisión,4
2176,2023,6,19,Noche,Abril,Jueves,Escuintla,Nueva Concepción,Ignorada,Motocicleta,Ignorado,Blanco,Ignorado,Ignorado,Colisión,4
2177,2023,6,23,Noche,Abril,Jueves,Escuintla,San José,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape,4
2178,2023,6,22,Noche,Abril,Jueves,Santa Rosa,Cuilapa,Ignorada,Motocicleta,TVS Apache,Azul,Ignorado,Ignorado,Colisión,4
2179,2023,6,0,Mañana,Abril,Jueves,Suchitepéquez,San Antonio Suchitepéquez,Ignorada,Automóvil,Toyota,Gris,Ignorado,Ignorado,Colisión,1
2180,2023,6,19,Noche,Abril,Jueves,Retalhuleu,San Andrés Villa Seca,Ignorada,Motocicleta,Honda,Negro,Ignorado,Ignorado,Colisión,4
2181,2023,6,19,Noche,Abril,Jueves,Quetzaltenango,Coatepeque,Ignorada,Automóvil,Mazda,Beige,Ignorado,Ignorado,Colisión,4
2182,2023,6,0,Mañana,Abril,Jueves,Quetzaltenango,Génova,Ignorada,Motocicleta,Honda,Negro,2022,2020-2029,Colisión,1
2183,2023,6,19,Noche,Abril,Jueves,Quetzaltenango,Coatepeque,Ignorada,Motocicleta,Italika,Azul,Ignorado,Ignorado,Colisión,4
2184,2023,6,0,Mañana,Abril,Jueves,Quetzaltenango,Coatepeque,Ignorada,Pick up,Toyota,Ignorado,Ignorado,Ignorado,Vuelco,1
2185,2023,6,15,Tarde,Abril,Jueves,San Marcos,Catarina,Ignorada,Automóvil,Ignorado,Blanco,Ignorado,Ignorado,Colisión,3
2186,2023,6,19,Noche,Abril,Jueves,Totonicapán,San Bartolo Aguas Calientes,Ignorada,Pick up,Toyota,Rojo,1989,1980-1989,Colisión,4
2187,2023,6,15,Tarde,Abril,Jueves,Alta Verapaz,Raxruhá,Ignorada,Motocicleta,Bajaj,Negro,Ignorado,Ignorado,Derrape,3
2188,2023,7,19,Noche,Abril,Viernes,Guatemala,Guatemala,9,Automóvil,Hyundai,Blanco,2008,2000-2009,Colisión,4
2189,2023,7,9,Mañana,Abril,Viernes,Guatemala,San José Pinula,Ignorada,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2
2190,2023,7,13,Tarde,Abril,Viernes,Guatemala,Guatemala,10,Camioneta,BMW,Gris,2007,2000-2009,Colisión,3
2191,2023,7,9,Mañana,Abril,Viernes,Guatemala,San José Pinula,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2
2192,2023,7,9,Mañana,Abril,Viernes,Guatemala,San José Pinula,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2
2193,2023,7,2,Mañana,Abril,Viernes,Guatemala,Villa Nueva,1,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,1
2194,2023,7,17,Tarde,Abril,Viernes,Guatemala,Villa Nueva,5,Motocicleta,Ignorado,Negro,Ignorado,Ignorado,Derrape,3
2195,2023,7,3,Mañana,Abril,Viernes,Guatemala,Mixco,8,Motocicleta,Serpento,Blanco,Ignorado,Ignorado,Colisión,1
2196,2023,7,23,Noche,Abril,Viernes,Guatemala,Mixco,4,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape,4
2197,2023,7,23,Noche,Abril,Viernes,Guatemala,San Juan Sacatepéquez,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape,4
2198,2023,7,5,Mañana,Abril,Viernes,Jalapa,Monjas,Ignorada,Camioneta,Kia,Blanco,Ignorado,Ignorado,Colisión,1
2199,2023,7,5,Mañana,Abril,Viernes,Jalapa,Monjas,Ignorada,Pick up,Toyota,Ignorado,Ignorado,Ignorado,Colisión,1
2200,2023,7,22,Noche,Abril,Viernes,Chiquimula,Esquipulas,Ignorada,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,4
2201,2023,7,23,Noche,Abril,Viernes,Chiquimula,Esquipulas,Ignorada,Motocicleta,Suzuki,Gris,Ignorado,Ignorado,Colisión,4
2202,2023,7,22,Noche,Abril,Viernes,Chiquimula,Esquipulas,Ignorada,Motocicleta,Suzuki,Gris,Ignorado,Ignorado,Colisión,4
2203,2023,7,20,Noche,Abril,Viernes,Zacapa,Zacapa,Ignorada,Pick up,Ignorado,Azul,Ignorado,Ignorado,Derrape,4
2204,2023,7,18,Noche,Abril,Viernes,Escuintla,Escuintla,Ignorada,Automóvil,Ignorado,Gris,Ignorado,Ignorado,Choque,4
2205,2023,7,17,Tarde,Abril,Viernes,Escuintla,Escuintla,Ignorada,Camioneta,Honda,Blanco,Ignorado,Ignorado,Vuelco,3
2206,2023,7,17,Tarde,Abril,Viernes,Alta Verapaz,San Cristóbal Verapaz,Ignorada,Motocicleta,Yamaha,Negro,Ignorado,Ignorado,Colisión,3
2207,2023,7,17,Tarde,Abril,Viernes,Alta Verapaz,San Cristóbal Verapaz,Ignorada,Pick up,Toyota,Gris,2020,2020-2029,Colisión,3
2208,2023,7,22,Noche,Abril,Viernes,Petén,Flores,Ignorada,Automóvil,Nissan,Gris,2017,2010-2019,Colisión,4
2209,2023,7,22,Noche,Abril,Viernes,Petén,Flores,Ignorada,Camioneta,Kia,Blanco,2013,2010-2019,Colisión,4
2210,2023,7,8,Mañana,Abril,Viernes,Petén,Flores,Ignorada,Motocicleta,Suzuki,Rojo,Ignorado,Ignorado,Colisión,2
2211,2023,7,Ignorada,Ignorada,Abril,Viernes,Petén,Santa Ana,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape,5
2212,2023,7,8,Mañana,Abril,Viernes,Petén,Flores,Ignorada,Pick up,Toyota,Gris,2021,2020-2029,Colisión,2
2213,2023,7,14,Tarde,Abril,Viernes,Chimaltenango,Patzicía,Ignorada,Automóvil,Honda,Gris,1999,1990-1999,Colisión,3
2214,2023,7,12,Tarde,Abril,Viernes,Sacatepequez,Antigua Guatemala,Ignorada,Motocicleta,Suzuki,Gris,Ignorado,Ignorado,Derrape,3
2215,2023,8,16,Tarde,Abril,Sábado,Guatemala,Guatemala,3,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape,3
2216,2023,8,17,Tarde,Abril,Sábado,Guatemala,San Pedro Ayampuc,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,3
2217,2023,8,21,Noche,Abril,Sábado,Guatemala,Palencia,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape,4
2218,2023,8,21,Noche,Abril,Sábado,Guatemala,Guatemala,15,Motocicleta,Movesa,Rojo,2023,2020-2029,Choque,4
2219,2023,8,21,Noche,Abril,Sábado,Guatemala,Guatemala,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape,4
2220,2023,8,20,Noche,Abril,Sábado,Guatemala,Petapa,12,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,4
