Núm_corre,Año_ocu,Día_ocu,Hora_ocu,g_hora,g_hora_5,Mes_ocu,día_sem_ocu,depto_ocu,mupio_ocu,zona_ocu,sexo_per,edad_per,g_edad_80ymás,g_edad_60ymás,edad_quinquenales,estado_con,mayor_menor,tipo_veh,marca_veh,color_veh,modelo_veh,g_modelo_veh,tipo_eve
9266,2020,12,20,4,3,12,6,2,202,99,2,26,4,4,6,9,1,22,32,1,9999,99,1
9267,2020,12,19,4,3,12,6,3,301,99,1,999,16,12,18,9,1,1,999,4,9999,99,1
9268,2020,12,19,4,3,12,6,3,301,99,1,35,6,6,8,9,1,4,18,5,9999,99,1
9269,2020,13,5,1,1,12,7,1,101,1,1,35,6,6,8,9,1,1,69,4,2009,4,1
9270,2020,13,5,1,1,12,7,1,101,1,1,23,3,3,5,2,1,4,6,5,9999,99,1
9271,2020,13,11,2,1,12,7,1,101,1,1,54,9,9,11,1,1,1,28,2,2017,5,1
9272,2020,13,11,2,1,12,7,1,101,1,1,26,4,4,6,1,1,1,52,4,2015,5,1
9273,2020,13,23,4,3,12,7,1,101,18,1,25,4,4,6,9,1,5,41,3,2011,5,1
9274,2020,13,23,4,3,12,7,1,101,18,1,27,4,4,6,9,1,1,999,99,9999,99,1
9275,2020,13,0,1,1,12,7,1,102,99,1,27,4,4,6,2,1,1,52,5,2014,5,1
9276,2020,13,0,1,1,12,7,1,102,99,1,27,4,4,6,9,1,2,48,5,2012,5,1
9277,2020,13,7,2,1,12,7,1,116,99,1,23,3,3,5,9,1,4,6,3,9999,99,1
9278,2020,13,7,2,1,12,7,1,116,99,1,999,16,12,18,9,1,1,999,2,9999,99,1
9279,2020,13,12,3,2,12,7,1,115,99,1,17,2,2,4,9,2,2,52,6,1996,3,1
9280,2020,13,12,3,2,12,7,1,115,99,1,28,4,4,6,9,1,4,6,5,9999,99,1
9281,2020,13,14,3,2,12,7,1,115,99,1,21,3,3,5,9,1,4,2,99,2020,6,6
9282,2020,13,23,4,3,12,7,1,117,99,1,29,4,4,6,9,1,1,69,4,2005,4,1
9283,2020,13,23,4,3,12,7,1,117,99,1,21,3,3,5,9,1,4,2,5,9999,99,1
9284,2020,13,17,3,2,12,7,1,108,99,2,34,5,5,7,9,1,2,69,4,9999,99,1
9285,2020,13,17,3,2,12,7,1,108,99,1,29,4,4,6,9,1,1,69,4,9999,99,1
9286,2020,13,17,3,2,12,7,1,108,99,1,29,4,4,6,9,1,1,27,4,9999,99,1
9287,2020,13,17,3,2,12,7,1,108,99,1,26,4,4,6,9,1,4,18,1,9999,99,1
9288,2020,13,22,4,3,12,7,22,2205,99,1,999,16,12,18,9,9,4,6,5,9999,99,6
9289,2020,13,0,1,1,12,7,21,2101,99,1,37,6,6,8,9,1,4,54,3,9999,99,1
9290,2020,13,0,1,1,12,7,21,2101,99,1,999,16,12,18,9,1,1,48,9,9999,99,1
9291,2020,13,18,4,3,12,7,5,506,99,1,36,6,6,8,9,1,4,2,99,2019,5,1
9292,2020,13,18,4,3,12,7,5,506,99,1,30,5,5,7,2,1,4,67,5,2017,5,1
9293,2020,13,22,4,3,12,7,6,602,99,1,24,3,3,5,9,1,1,28,7,9999,99,1
9294,2020,13,22,4,3,12,7,6,602,99,1,17,2,2,4,9,2,1,48,11,9999,99,1
9295,2020,13,17,3,2,12,7,10,1008,99,1,25,4,4,6,2,1,4,999,99,9999,99,6
9296,2020,13,0,1,1,12,7,9,914,99,1,36,6,6,8,2,1,2,27,5,9999,99,2
9297,2020,13,19,4,3,12,7,9,920,99,1,24,3,3,5,9,1,4,999,1,9999,99,1
9298,2020,13,19,4,3,12,7,9,920,99,1,19,2,2,4,9,1,4,76,5,2020,6,1
9299,2020,13,14,3,2,12,7,16,1601,99,1,26,4,4,6,9,1,2,30,7,1992,3,1
9300,2020,13,14,3,2,12,7,16,1601,99,1,48,8,8,10,9,1,2,69,99,9999,99,1
9301,2020,13,17,3,2,12,7,16,1602,99,1,31,5,5,7,9,1,4,64,5,9999,99,1
9302,2020,13,17,3,2,12,7,16,1602,99,1,999,16,12,18,9,1,3,999,99,9999,99,1
9303,2020,13,17,3,2,12,7,15,1503,99,1,44,7,7,9,1,1,4,27,5,9999,99,1
9304,2020,13,17,3,2,12,7,15,1503,99,1,999,16,12,18,9,1,4,67,5,9999,99,1
9305,2020,13,18,4,3,12,7,17,1708,99,1,28,4,4,6,2,1,2,28,5,9999,99,1
9306,2020,13,18,4,3,12,7,17,1708,99,1,28,4,4,6,1,1,3,69,2,9999,99,1
9307,2020,13,20,4,3,12,7,17,1707,99,1,25,4,4,6,9,1,4,999,99,9999,99,2
9308,2020,13,16,3,2,12,7,14,1413,99,1,25,4,4,6,9,1,5,84,2,9999,99,1
9309,2020,13,16,3,2,12,7,14,1413,99,1,21,3,3,5,9,1,4,67,2,9999,99,1
9310,2020,13,5,1,1,12,7,3,312,99,1,27,4,4,6,9,1,6,30,2,2006,4,1
9311,2020,13,5,1,1,12,7,3,312,99,1,42,7,7,9,9,1,5,31,99,9999,99,1
9312,2020,14,0,1,1,12,1,1,101,18,1,19,2,2,4,9,1,4,6,3,2015,5,6
9313,2020,14,22,4,3,12,1,1,113,99,1,34,5,5,7,9,1,2,27,11,2004,4,1
9314,2020,14,22,4,3,12,1,1,113,99,1,999,16,12,18,9,1,4,6,5,2018,5,1
9315,2020,14,22,4,3,12,1,1,102,99,1,35,6,6,8,9,1,1,73,4,2007,4,1
9316,2020,14,22,4,3,12,1,1,102,99,1,34,5,5,7,9,1,2,27,4,2008,4,1
9317,2020,14,22,4,3,12,1,1,101,7,1,16,2,2,4,9,2,4,32,4,2014,5,1
9318,2020,14,22,4,3,12,1,1,101,7,1,20,3,3,5,9,1,4,64,1,2020,6,1
9319,2020,14,22,4,3,12,1,22,2201,99,1,34,5,5,7,9,1,2,27,8,2007,4,1
9320,2020,14,22,4,3,12,1,22,2201,99,1,999,16,12,18,9,1,3,69,99,9999,99,1
9321,2020,14,20,4,3,12,1,22,2204,99,1,13,1,1,3,9,2,4,67,5,9999,99,6
9322,2020,14,21,4,3,12,1,6,613,99,1,27,4,4,6,9,1,1,69,4,2006,4,1
9323,2020,14,21,4,3,12,1,6,613,99,1,20,3,3,5,9,1,4,32,1,9999,99,1
9324,2020,14,21,4,3,12,1,6,606,99,1,18,2,2,4,9,1,4,27,1,9999,99,1
9325,2020,14,21,4,3,12,1,6,606,99,1,20,3,3,5,9,1,3,69,2,1989,2,1
9326,2020,14,13,3,2,12,1,11,1101,99,1,26,4,4,6,9,1,4,27,1,2014,5,1
9327,2020,14,13,3,2,12,1,11,1101,99,1,16,2,2,4,9,2,4,54,5,9999,99,1
9328,2020,14,19,4,3,12,1,16,1613,99,1,48,8,8,10,9,1,4,2,5,9999,99,1
9329,2020,14,19,4,3,12,1,16,1613,99,1,42,7,7,9,9,1,4,6,3,9999,99,1
9330,2020,14,21,4,3,12,1,7,710,99,1,19,2,2,4,9,1,4,27,5,9999,99,1
9331,2020,14,21,4,3,12,1,7,710,99,1,20,3,3,5,9,1,4,32,4,9999,99,1
9332,2020,14,0,1,1,12,1,7,710,99,1,26,4,4,6,9,1,1,48,5,9999,99,7
9333,2020,15,18,4,3,12,2,1,101,6,1,25,4,4,6,9,1,4,999,99,9999,99,2
9334,2020,15,21,4,3,12,2,1,101,5,2,37,6,6,8,9,1,4,999,99,9999,99,1
9335,2020,15,21,4,3,12,2,1,101,5,9,999,16,12,18,9,9,1,999,99,9999,99,1
9336,2020,15,3,1,1,12,2,1,115,99,1,49,8,8,10,9,1,1,21,6,1993,3,1
9337,2020,15,3,1,1,12,2,1,115,99,1,31,5,5,7,9,1,4,27,1,2017,5,1
9338,2020,15,15,3,2,12,2,1,115,99,1,999,16,12,18,9,1,6,999,99,9999,99,1
9339,2020,15,15,3,2,12,2,1,115,99,1,27,4,4,6,9,1,4,2,1,9999,99,1
9340,2020,15,18,4,3,12,2,1,115,99,2,24,3,3,5,9,1,4,27,1,9999,99,1
9341,2020,15,18,4,3,12,2,1,115,99,1,42,7,7,9,9,1,1,27,4,2004,4,1
9342,2020,15,18,4,3,12,2,1,117,99,2,20,3,3,5,9,1,4,76,1,9999,99,6
9343,2020,15,15,3,2,12,2,21,2106,99,1,24,3,3,5,9,1,9,69,2,9999,99,1
9344,2020,15,15,3,2,12,2,21,2106,99,1,23,3,3,5,9,1,4,6,1,9999,99,1
9345,2020,15,18,4,3,12,2,5,502,99,1,15,2,2,4,9,2,4,32,1,9999,99,1
9346,2020,15,10,2,1,12,2,5,507,99,2,55,10,10,12,9,1,4,999,99,9999,99,1
9347,2020,15,10,2,1,12,2,5,507,99,1,999,16,12,18,9,1,4,999,99,9999,99,1
9348,2020,15,12,3,2,12,2,11,1101,99,1,21,3,3,5,2,1,4,6,5,9999,99,1
9349,2020,15,12,3,2,12,2,11,1101,99,1,999,16,12,18,9,9,5,17,2,9999,99,1
9350,2020,15,21,4,3,12,2,11,1103,99,1,26,4,4,6,9,1,4,67,4,9999,99,6
9351,2020,15,19,4,3,12,2,9,901,99,1,26,4,4,6,9,1,1,69,6,9999,99,1
9352,2020,15,19,4,3,12,2,9,901,99,1,31,5,5,7,9,1,4,18,2,9999,99,1
9353,2020,15,9,2,1,12,2,15,1508,99,1,999,16,12,18,9,1,3,999,99,9999,99,7
9354,2020,15,13,3,2,12,2,18,1804,99,1,20,3,3,5,9,1,4,999,99,9999,99,1
9355,2020,15,13,3,2,12,2,18,1804,99,9,999,16,12,18,9,9,9,999,99,9999,99,1
9356,2020,15,22,4,3,12,2,7,710,99,1,999,16,12,18,9,1,9,52,2,2013,5,1
9357,2020,15,22,4,3,12,2,7,710,99,1,999,16,12,18,9,1,4,999,99,9999,99,1
9358,2020,16,22,4,3,12,3,1,101,18,1,40,7,7,9,9,1,1,69,2,2006,4,1
9359,2020,16,22,4,3,12,3,1,101,18,1,48,8,8,10,9,1,4,27,1,9999,99,1
9360,2020,16,10,2,1,12,3,1,101,7,1,57,10,10,12,9,1,1,56,3,2009,4,1
9361,2020,16,10,2,1,12,3,1,101,7,1,28,4,4,6,9,1,4,18,2,2017,5,1
9362,2020,16,20,4,3,12,3,1,101,21,1,40,7,7,9,9,1,1,48,99,1992,3,1
9363,2020,16,20,4,3,12,3,1,101,21,1,999,16,12,18,9,1,4,6,5,2020,6,1
9364,2020,16,18,4,3,12,3,1,101,19,1,35,6,6,8,9,1,4,32,5,9999,99,1
9365,2020,16,18,4,3,12,3,1,101,19,1,999,16,12,18,9,1,1,48,1,9999,99,1
9366,2020,16,19,4,3,12,3,21,2101,99,1,25,4,4,6,9,1,1,69,1,9999,99,2
9367,2020,16,15,3,2,12,3,5,502,99,1,39,6,6,8,9,1,8,999,7,9999,99,1
9368,2020,16,15,3,2,12,3,5,502,99,1,36,6,6,8,9,1,4,32,5,9999,99,1
9369,2020,16,12,3,2,12,3,10,1002,99,1,50,9,9,11,9,1,3,69,5,9999,99,1
9370,2020,16,12,3,2,12,3,10,1002,99,1,999,16,12,18,9,1,4,6,5,9999,99,1
9371,2020,16,18,4,3,12,3,11,1101,99,1,37,6,6,8,2,1,4,67,1,9999,99,1
9372,2020,16,18,4,3,12,3,11,1101,99,1,25,4,4,6,1,1,4,32,8,9999,99,1
9373,2020,16,17,3,2,12,3,12,1201,99,2,34,5,5,7,9,1,4,999,99,9999,99,1
9374,2020,16,17,3,2,12,3,12,1201,99,1,999,16,12,18,9,1,22,999,1,9999,99,1
9375,2020,16,15,3,2,12,3,12,1216,99,1,28,4,4,6,9,1,4,77,1,9999,99,2
9376,2020,16,14,3,2,12,3,13,1301,99,1,70,13,11,15,9,1,3,69,6,1989,2,1
9377,2020,16,14,3,2,12,3,13,1301,99,1,24,3,3,5,9,1,4,999,1,9999,99,1
9378,2020,16,23,4,3,12,3,16,1609,99,1,23,3,3,5,2,1,1,56,4,1996,3,1
9379,2020,16,23,4,3,12,3,16,1609,99,1,36,6,6,8,9,1,5,56,2,9999,99,1
9380,2020,16,17,3,2,12,3,17,1703,99,1,27,4,4,6,9,1,4,68,1,9999,99,1
9381,2020,16,17,3,2,12,3,17,1703,99,1,25,4,4,6,9,1,4,67,3,9999,99,1
9382,2020,17,11,2,1,12,4,1,102,99,1,32,5,5,7,9,1,4,6,1,9999,99,6
9383,2020,17,21,4,3,12,4,1,101,7,2,19,2,2,4,9,1,4,18,99,9999,99,6
9384,2020,17,2,1,1,12,4,1,115,99,1,25,4,4,6,9,1,4,76,5,9999,99,6
9385,2020,17,19,4,3,12,4,1,114,99,1,51,9,9,11,9,1,4,32,3,9999,99,1
9386,2020,17,19,4,3,12,4,1,114,99,1,64,11,11,13,9,1,1,56,6,9999,99,1
9387,2020,17,21,4,3,12,4,1,108,99,1,28,4,4,6,9,1,12,30,99,9999,99,1
9388,2020,17,21,4,3,12,4,1,108,99,1,25,4,4,6,9,1,4,67,3,9999,99,1
9389,2020,17,19,4,3,12,4,20,2005,99,1,12,1,1,3,9,2,3,999,99,9999,99,3
9390,2020,17,8,2,1,12,4,19,1903,99,1,61,11,11,13,9,1,3,56,4,9999,99,1
9391,2020,17,8,2,1,12,4,19,1903,99,2,21,3,3,5,9,1,1,27,4,9999,99,1
9392,2020,17,19,4,3,12,4,19,1901,99,1,40,7,7,9,2,1,99,999,99,9999,99,1
9393,2020,17,19,4,3,12,4,19,1901,99,2,22,3,3,5,9,1,4,27,99,9999,99,1
9394,2020,17,23,4,3,12,4,5,504,99,1,999,16,12,18,9,1,2,69,2,9999,99,1
9395,2020,17,23,4,3,12,4,5,504,99,2,32,5,5,7,9,1,3,999,99,9999,99,1
9396,2020,17,0,1,1,12,4,11,1102,99,1,24,3,3,5,1,1,4,25,5,2018,5,1
9397,2020,17,0,1,1,12,4,11,1102,99,1,37,6,6,8,1,1,1,25,3,9999,99,1
9398,2020,17,9,2,1,12,4,9,920,99,1,26,4,4,6,1,1,5,999,99,9999,99,1
9399,2020,17,9,2,1,12,4,9,920,99,1,27,4,4,6,1,1,6,999,8,9999,99,1
9400,2020,17,9,2,1,12,4,9,920,99,1,32,5,5,7,1,1,5,26,3,9999,99,1
9401,2020,17,0,1,1,12,4,12,1202,99,1,20,3,3,5,2,1,1,27,3,9999,99,2
9402,2020,17,0,1,1,12,4,16,1613,99,1,29,4,4,6,9,1,5,56,2,2000,4,1
9403,2020,17,0,1,1,12,4,16,1613,99,1,999,16,12,18,9,9,4,190,4,9999,99,1
9404,2020,17,2,1,1,12,4,15,1503,99,1,18,2,2,4,9,1,4,67,99,9999,99,1
9405,2020,17,19,4,3,12,4,18,1805,99,1,999,16,12,18,9,1,5,999,99,9999,99,1
9406,2020,17,19,4,3,12,4,18,1805,99,1,25,4,4,6,9,1,4,18,5,9999,99,1
9407,2020,17,6,2,1,12,4,3,304,99,1,30,5,5,7,9,1,3,69,4,1990,3,1
9408,2020,17,6,2,1,12,4,3,304,99,2,24,3,3,5,9,1,2,17,4,2002,4,1
9409,2020,17,16,3,2,12,4,3,313,99,2,39,6,6,8,9,1,1,69,2,2007,4,3
9410,2020,18,11,2,1,12,5,1,101,10,1,42,7,7,9,9,1,1,28,9,2000,4,1
9411,2020,18,11,2,1,12,5,1,101,10,2,28,4,4,6,9,1,4,2,2,9999,99,1
9412,2020,18,0,1,1,12,5,1,113,99,1,28,4,4,6,1,1,5,19,2,2004,4,1
9413,2020,18,0,1,1,12,5,1,113,99,1,22,3,3,5,9,1,4,18,5,2019,5,1
9414,2020,18,20,4,3,12,5,1,101,10,2,38,6,6,8,1,1,1,48,5,2010,5,1
9415,2020,18,20,4,3,12,5,1,101,10,1,28,4,4,6,9,1,4,6,4,2008,4,1
9416,2020,18,22,4,3,12,5,1,101,13,1,25,4,4,6,9,1,4,32,5,9999,99,6
9417,2020,18,10,2,1,12,5,1,101,12,1,46,8,8,10,9,1,2,90,4,2006,4,1
9418,2020,18,10,2,1,12,5,1,101,12,1,22,3,3,5,9,1,4,6,5,2014,5,1
9419,2020,18,22,4,3,12,5,1,115,99,1,27,4,4,6,2,1,4,64,1,9999,99,6
9420,2020,18,18,4,3,12,5,1,108,99,1,36,6,6,8,1,1,1,27,2,2010,5,1
9421,2020,18,18,4,3,12,5,1,108,99,1,30,5,5,7,9,1,4,25,5,2017,5,1
9422,2020,18,19,4,3,12,5,1,108,99,1,999,16,12,18,9,1,12,17,2,9999,99,1
9423,2020,18,19,4,3,12,5,1,108,99,1,24,3,3,5,9,1,4,32,6,9999,99,1
9424,2020,18,18,4,3,12,5,22,2201,99,1,21,3,3,5,9,1,1,27,3,9999,99,2
9425,2020,18,16,3,2,12,5,21,2101,99,1,22,3,3,5,9,1,1,73,5,9999,99,1
9426,2020,18,16,3,2,12,5,21,2101,99,1,54,9,9,11,9,1,4,2,1,2019,5,1
9427,2020,18,15,3,2,12,5,21,2105,99,1,75,14,11,16,9,1,5,999,99,9999,99,3
9428,2020,18,22,4,3,12,5,21,2101,99,1,47,8,8,10,9,1,11,69,2,9999,99,3
9429,2020,18,23,4,3,12,5,20,2001,99,1,35,6,6,8,2,1,4,27,5,9999,99,1
9430,2020,18,23,4,3,12,5,20,2001,99,1,17,2,2,4,9,2,4,27,5,9999,99,1
9431,2020,18,6,2,1,12,5,20,2001,99,1,22,3,3,5,2,1,1,48,4,9999,99,3
9432,2020,18,20,4,3,12,5,5,513,99,1,26,4,4,6,9,1,6,30,2,2011,5,1
9433,2020,18,20,4,3,12,5,5,513,99,1,29,4,4,6,9,1,4,25,5,9999,99,1
9434,2020,18,0,1,1,12,5,5,507,99,1,29,4,4,6,9,1,6,19,1,2001,4,1
9435,2020,18,0,1,1,12,5,5,507,99,1,53,9,9,11,9,1,1,52,4,2012,5,1
9436,2020,18,12,3,2,12,5,5,502,99,1,18,2,2,4,9,1,4,67,3,2019,5,1
9437,2020,18,12,3,2,12,5,5,502,99,1,24,3,3,5,9,1,4,999,5,2019,5,1
9438,2020,18,16,3,2,12,5,5,513,99,1,999,16,12,18,9,1,4,999,99,9999,99,6
9439,2020,18,22,4,3,12,5,6,602,99,1,25,4,4,6,2,1,4,6,7,2021,6,1
9440,2020,18,22,4,3,12,5,6,602,99,1,999,16,12,18,9,1,4,67,5,2019,5,1
9441,2020,18,17,3,2,12,5,10,1021,99,1,20,3,3,5,1,1,3,69,1,1986,2,1
9442,2020,18,17,3,2,12,5,10,1021,99,1,17,2,2,4,9,2,4,31,1,9999,99,1
9443,2020,18,19,4,3,12,5,10,1001,99,1,42,7,7,9,1,1,4,999,3,9999,99,1
9444,2020,18,19,4,3,12,5,10,1001,99,2,25,4,4,6,9,1,4,999,2,9999,99,1
9445,2020,18,18,4,3,12,5,12,1218,99,1,37,6,6,8,2,1,4,18,1,9999,99,1
9446,2020,18,18,4,3,12,5,12,1218,99,1,50,9,9,11,9,1,18,999,99,9999,99,1
9447,2020,18,11,2,1,12,5,16,1601,99,1,33,5,5,7,9,1,4,67,5,2014,5,1
9448,2020,18,11,2,1,12,5,16,1601,99,1,39,6,6,8,9,1,4,67,2,2015,5,1
9449,2020,18,4,1,1,12,5,2,207,99,1,28,4,4,6,9,1,1,27,99,9999,99,2
9450,2020,18,20,4,3,12,5,7,705,99,1,36,6,6,8,9,1,2,48,4,2003,4,3
9451,2020,18,21,4,3,12,5,4,403,99,1,19,2,2,4,9,1,4,27,1,9999,99,1
9452,2020,18,21,4,3,12,5,4,403,99,1,16,2,2,4,9,2,4,6,1,9999,99,1
9453,2020,19,18,4,3,12,6,1,101,3,1,61,11,11,13,1,1,3,69,3,2009,4,2
9454,2020,19,16,3,2,12,6,1,101,11,1,27,4,4,6,1,1,4,6,5,9999,99,1
9455,2020,19,16,3,2,12,6,1,101,11,1,43,7,7,9,1,1,5,999,2,9999,99,1
9456,2020,19,20,4,3,12,6,1,101,7,1,40,7,7,9,1,1,4,25,1,9999,99,6
9457,2020,19,12,3,2,12,6,1,116,99,1,30,5,5,7,9,1,4,76,1,9999,99,6
9458,2020,19,11,2,1,12,6,21,2105,99,1,24,3,3,5,9,1,22,6,1,2015,5,1
9459,2020,19,11,2,1,12,6,21,2105,99,1,21,3,3,5,9,1,4,27,5,9999,99,1
9460,2020,19,20,4,3,12,6,21,2104,99,1,22,3,3,5,1,1,4,6,1,9999,99,6
9461,2020,19,17,3,2,12,6,19,1902,99,1,33,5,5,7,9,1,6,40,9,9999,99,1
9462,2020,19,17,3,2,12,6,19,1902,99,1,62,11,11,13,9,1,1,52,8,9999,99,1
9463,2020,19,15,3,2,12,6,5,501,99,1,52,9,9,11,1,1,6,30,3,2018,5,1
9464,2020,19,15,3,2,12,6,5,501,99,1,30,5,5,7,1,1,1,48,4,2010,5,1
9465,2020,19,23,4,3,12,6,6,609,99,9,999,16,12,18,9,1,6,999,2,9999,99,1
9466,2020,19,23,4,3,12,6,6,609,99,1,25,4,4,6,9,1,22,59,1,9999,99,1
9467,2020,19,3,1,1,12,6,13,1312,99,1,30,5,5,7,2,1,4,18,2,2019,5,1
9468,2020,19,3,1,1,12,6,13,1312,99,1,36,6,6,8,1,1,4,32,4,2012,5,1
9469,2020,19,6,2,1,12,6,18,1801,99,1,50,9,9,11,1,1,6,30,4,2006,4,1
9470,2020,19,6,2,1,12,6,18,1801,99,1,38,6,6,8,9,1,4,67,4,9999,99,1
9471,2020,19,17,3,2,12,6,4,414,99,9,999,16,12,18,9,1,3,31,11,9999,99,1
9472,2020,19,17,3,2,12,6,4,414,99,1,24,3,3,5,9,1,4,32,5,9999,99,1
9473,2020,19,16,3,2,12,6,6,608,99,1,44,7,7,9,9,1,2,69,2,9999,99,1
9474,2020,19,16,3,2,12,6,6,608,99,1,22,3,3,5,9,1,4,32,5,9999,99,1
9475,2020,19,23,4,3,12,6,1,101,16,1,19,2,2,4,9,1,4,6,5,9999,99,1
9476,2020,19,23,4,3,12,6,1,101,16,1,23,3,3,5,9,1,4,6,1,9999,99,1
9477,2020,19,20,4,3,12,6,5,513,99,1,29,4,4,6,9,1,4,999,99,9999,99,1
9478,2020,19,20,4,3,12,6,5,513,99,1,999,16,12,18,9,1,3,999,99,9999,99,1
9479,2020,19,0,1,1,12,6,1,113,99,1,31,5,5,7,9,1,4,67,5,2007,4,6
9480,2020,20,22,4,3,12,7,1,101,1,9,999,16,12,18,9,1,1,999,4,9999,99,1
9481,2020,20,22,4,3,12,7,1,101,1,1,25,4,4,6,9,1,4,32,1,2016,5,1
9482,2020,20,0,1,1,12,7,1,101,25,1,35,6,6,8,9,1,6,19,6,9999,99,1
9483,2020,20,0,1,1,12,7,1,101,25,1,22,3,3,5,9,1,4,27,5,2019,5,1
9484,2020,20,21,4,3,12,7,1,101,10,1,21,3,3,5,9,1,4,67,1,9999,99,2
9485,2020,20,1,1,1,12,7,1,101,12,2,35,6,6,8,9,1,4,999,99,9999,99,6
9486,2020,20,13,3,2,12,7,1,101,12,1,999,16,12,18,2,1,4,999,99,9999,99,6
9487,2020,20,0,1,1,12,7,1,116,99,1,38,6,6,8,9,1,4,32,1,9999,99,1
9488,2020,20,0,1,1,12,7,1,116,99,1,999,16,12,18,9,1,1,999,99,9999,99,1
9489,2020,20,14,3,2,12,7,1,117,99,1,26,4,4,6,9,1,4,6,1,9999,99,1
9490,2020,20,14,3,2,12,7,1,117,99,1,999,16,12,18,9,1,5,999,2,9999,99,1
9491,2020,20,19,4,3,12,7,1,115,99,1,26,4,4,6,9,1,3,69,5,1989,2,1
9492,2020,20,19,4,3,12,7,1,115,99,1,29,4,4,6,9,1,4,32,1,2016,5,1
9493,2020,20,0,1,1,12,7,1,115,99,1,19,2,2,4,9,1,4,3,1,9999,99,6
9494,2020,20,21,4,3,12,7,1,110,99,1,20,3,3,5,1,1,4,6,99,2021,6,1
9495,2020,20,21,4,3,12,7,1,110,99,1,20,3,3,5,9,1,4,6,5,2016,5,1
9496,2020,20,21,4,3,12,7,1,108,99,9,999,16,12,18,9,9,5,52,2,2000,4,1
9497,2020,20,21,4,3,12,7,1,108,99,1,29,4,4,6,9,1,4,6,4,2020,6,1
9498,2020,20,23,4,3,12,7,22,2214,99,1,31,5,5,7,9,1,9,999,99,9999,99,1
9499,2020,20,23,4,3,12,7,22,2214,99,1,42,7,7,9,9,1,4,999,99,9999,99,1
9500,2020,20,20,4,3,12,7,22,2202,99,1,52,9,9,11,2,1,99,999,7,9999,99,1
9501,2020,20,20,4,3,12,7,22,2202,99,1,23,3,3,5,9,1,4,27,1,9999,99,1
9502,2020,20,17,3,2,12,7,21,2103,99,1,30,5,5,7,2,1,4,6,1,9999,99,1
9503,2020,20,17,3,2,12,7,21,2103,99,1,41,7,7,9,9,1,1,27,4,9999,99,1
9504,2020,20,19,4,3,12,7,20,2009,99,1,40,7,7,9,9,1,8,10,1,9999,99,2
9505,2020,20,23,4,3,12,7,5,509,99,1,24,3,3,5,9,1,3,34,4,2006,4,1
9506,2020,20,23,4,3,12,7,5,509,99,1,40,7,7,9,9,1,4,27,2,9999,99,1
9507,2020,20,2,1,1,12,7,5,511,99,1,26,4,4,6,9,1,1,27,4,2009,4,3
9508,2020,20,21,4,3,12,7,5,513,99,1,29,4,4,6,9,1,4,999,99,9999,99,1
9509,2020,20,21,4,3,12,7,5,513,99,1,999,16,12,18,9,1,3,999,99,9999,99,1
9510,2020,20,21,4,3,12,7,5,506,99,1,29,4,4,6,9,1,4,999,99,9999,99,6
9511,2020,20,19,4,3,12,7,5,501,99,1,999,16,12,18,9,1,6,19,2,9999,99,1
9512,2020,20,19,4,3,12,7,5,501,99,1,34,5,5,7,9,1,4,6,5,9999,99,1
9513,2020,20,22,4,3,12,7,5,502,99,1,64,11,11,13,1,1,6,19,5,9999,99,1
9514,2020,20,22,4,3,12,7,5,502,99,1,54,9,9,11,9,1,1,48,4,9999,99,1
9515,2020,20,22,4,3,12,7,5,502,99,1,999,16,12,18,9,1,4,999,99,9999,99,1
9516,2020,20,19,4,3,12,7,5,508,99,1,999,16,12,18,9,1,1,56,2,9999,99,1
9517,2020,20,19,4,3,12,7,5,508,99,1,999,16,12,18,9,1,4,6,1,9999,99,1
9518,2020,20,13,3,2,12,7,10,1002,99,1,41,7,7,9,9,1,2,999,5,2019,5,3
9519,2020,20,13,3,2,12,7,10,1002,99,2,45,8,8,10,9,1,4,67,5,9999,99,6
9520,2020,20,21,4,3,12,7,10,1001,99,1,19,2,2,4,9,1,4,999,5,9999,99,6
9521,2020,20,0,1,1,12,7,11,1109,99,2,51,9,9,11,1,1,3,69,2,2016,5,1
9522,2020,20,0,1,1,12,7,11,1109,99,1,20,3,3,5,9,1,4,67,4,9999,99,1
9523,2020,20,13,3,2,12,7,11,1106,99,1,21,3,3,5,9,1,4,54,3,9999,99,1
9524,2020,20,13,3,2,12,7,11,1106,99,2,16,2,2,4,9,2,4,18,5,9999,99,1
9525,2020,20,21,4,3,12,7,17,1701,99,1,23,3,3,5,9,1,4,32,5,9999,99,1
9526,2020,20,21,4,3,12,7,17,1701,99,1,28,4,4,6,9,1,4,64,1,9999,99,1
9527,2020,20,23,4,3,12,7,17,1703,99,1,22,3,3,5,2,1,1,73,4,9999,99,1
9528,2020,20,23,4,3,12,7,17,1703,99,1,999,16,12,18,9,1,99,999,99,9999,99,1
9529,2020,20,23,4,3,12,7,4,401,99,1,21,3,3,5,9,1,1,56,2,2005,4,1
9530,2020,20,23,4,3,12,7,4,401,99,1,46,8,8,10,9,1,1,56,4,1999,3,1
9531,2020,20,22,4,3,12,7,3,301,99,1,26,4,4,6,9,1,1,69,5,2019,5,1
9532,2020,20,22,4,3,12,7,3,301,99,1,50,9,9,11,9,1,9,50,6,2001,4,1
9533,2020,21,17,3,2,12,1,1,101,9,1,63,11,11,13,1,1,1,52,4,2001,4,1
9534,2020,21,17,3,2,12,1,1,101,9,1,20,3,3,5,1,1,4,190,5,2008,4,1
