Núm_corre,Año_ocu,Día_ocu,Hora_ocu,g_hora,g_hora_5,Mes_ocu,día_sem_ocu,depto_ocu,mupio_ocu,zona_ocu,sexo_per,edad_per,g_edad_80ymás,g_edad_60ymás,edad_quinquenales,estado_con,mayor_menor,tipo_veh,marca_veh,color_veh,modelo_veh,g_modelo_veh,tipo_eve
2247,2020,8,14,3,2,3,7,18,1801,99,1,999,16,12,18,9,1,4,999,99,9999,99,6
2248,2020,8,6,2,1,3,7,1,108,99,1,25,4,4,6,9,1,4,999,99,9999,99,6
2249,2020,8,3,1,1,3,7,17,1706,99,1,19,2,2,4,9,1,4,6,5,9999,99,6
2250,2020,9,19,4,3,3,1,1,101,7,1,19,2,2,4,9,1,4,6,5,9999,99,6
2251,2020,9,11,2,1,3,1,1,108,99,2,37,6,6,8,9,1,1,69,2,2009,4,1
2252,2020,9,11,2,1,3,1,1,108,99,2,29,4,4,6,9,1,1,27,5,2010,5,1
2253,2020,9,9,2,1,3,1,1,101,1,1,68,12,11,14,9,1,1,69,2,2008,4,1
2254,2020,9,9,2,1,3,1,1,101,1,1,32,5,5,7,9,1,4,6,5,2017,5,1
2255,2020,9,11,2,1,3,1,20,2010,99,2,20,3,3,5,1,1,2,69,1,9999,99,3
2256,2020,9,22,4,3,3,1,19,1905,99,1,21,3,3,5,2,1,2,69,4,9999,99,1
2257,2020,9,13,3,2,3,1,19,1904,99,1,29,4,4,6,9,1,6,19,1,2000,4,1
2258,2020,9,13,3,2,3,1,19,1904,99,1,34,5,5,7,9,1,3,69,2,1991,3,1
2259,2020,9,17,3,2,3,1,11,1101,99,1,22,3,3,5,1,1,1,56,4,2004,4,1
2260,2020,9,17,3,2,3,1,11,1101,99,1,22,3,3,5,1,1,4,6,3,2016,5,1
2261,2020,9,15,3,2,3,1,2,204,99,9,999,16,12,18,9,9,99,999,99,9999,99,6
2262,2020,9,16,3,2,3,1,3,303,99,1,33,5,5,7,9,1,1,48,9,2012,5,1
2263,2020,9,16,3,2,3,1,3,303,99,2,30,5,5,7,9,1,4,999,1,9999,99,1
2264,2020,9,20,4,3,3,1,22,2217,99,1,46,8,8,10,9,1,4,76,2,9999,99,1
2265,2020,9,20,4,3,3,1,22,2217,99,1,27,4,4,6,9,1,2,27,2,2005,4,1
2266,2020,9,22,4,3,3,1,5,506,99,1,25,4,4,6,9,1,2,27,4,9999,99,1
2267,2020,9,22,4,3,3,1,5,506,99,1,26,4,4,6,9,1,4,76,1,9999,99,1
2268,2020,9,16,3,2,3,1,5,501,99,1,24,3,3,5,9,1,4,3,3,9999,99,6
2269,2020,9,0,1,1,3,1,13,1316,99,1,52,9,9,11,9,1,3,69,2,9999,99,1
2270,2020,9,0,1,1,3,1,13,1316,99,1,24,3,3,5,9,1,4,999,1,9999,99,1
2271,2020,9,6,2,1,3,1,13,1327,99,1,34,5,5,7,9,1,3,69,99,9999,99,7
2272,2020,9,13,3,2,3,1,1,115,99,2,36,6,6,8,9,1,1,69,2,9999,99,1
2273,2020,9,13,3,2,3,1,1,115,99,1,999,16,12,18,9,1,4,32,5,9999,99,1
2274,2020,9,17,3,2,3,1,1,108,99,2,40,7,7,9,9,1,1,69,1,2013,5,1
2275,2020,9,17,3,2,3,1,1,108,99,2,17,2,2,4,9,2,4,999,99,9999,99,1
2276,2020,9,1,1,1,3,1,1,101,8,1,25,4,4,6,9,1,4,35,1,9999,99,6
2277,2020,9,2,1,1,3,1,1,101,18,1,23,3,3,5,9,1,1,27,2,9999,99,2
2278,2020,9,14,3,2,3,1,1,108,99,9,999,16,12,18,9,9,1,69,99,9999,99,1
2279,2020,9,14,3,2,3,1,1,108,99,1,999,16,12,18,9,9,4,6,99,9999,99,1
2280,2020,10,14,3,2,3,2,1,101,6,1,71,13,11,15,9,1,4,42,1,2006,4,1
2281,2020,10,0,1,1,3,2,9,901,99,9,999,16,12,18,9,9,1,8,1,9999,99,2
2282,2020,10,6,2,1,3,2,9,901,99,1,64,11,11,13,9,1,1,69,4,2005,4,2
2283,2020,10,19,4,3,3,2,9,917,99,1,49,8,8,10,1,1,3,69,5,9999,99,1
2284,2020,10,19,4,3,3,2,9,917,99,1,18,2,2,4,1,1,4,18,4,9999,99,1
2285,2020,10,20,4,3,3,2,14,1416,99,1,50,9,9,11,1,1,4,64,1,9999,99,1
2286,2020,10,20,4,3,3,2,14,1416,99,1,40,7,7,9,1,1,1,48,1,1993,3,1
2287,2020,10,16,3,2,3,2,1,115,99,2,58,10,10,12,1,1,1,41,2,2016,5,1
2288,2020,10,16,3,2,3,2,1,115,99,1,58,10,10,12,1,1,4,21,5,2018,5,1
2289,2020,10,16,3,2,3,2,1,115,99,1,999,16,12,18,1,9,4,8,11,1976,1,1
2290,2020,10,16,3,2,3,2,5,506,99,1,25,4,4,6,1,1,4,67,5,1996,3,1
2291,2020,10,16,3,2,3,2,5,506,99,1,39,6,6,8,1,1,4,59,1,9999,99,1
2292,2020,10,3,1,1,3,2,1,101,10,9,999,16,12,18,9,9,2,69,5,2020,6,2
2293,2020,10,17,3,2,3,2,1,106,99,1,30,5,5,7,1,1,1,28,4,2004,4,2
2294,2020,10,13,3,2,3,2,13,1301,99,1,46,8,8,10,1,1,3,69,3,1987,2,1
2295,2020,10,13,3,2,3,2,13,1301,99,1,44,7,7,9,1,1,3,69,1,1994,3,1
2296,2020,11,8,2,1,3,3,1,101,16,1,36,6,6,8,1,1,12,26,1,1994,3,1
2297,2020,11,8,2,1,3,3,1,101,16,2,55,10,10,12,1,1,2,28,2,2017,5,1
2298,2020,11,8,2,1,3,3,1,101,16,1,39,6,6,8,1,1,4,999,5,9999,99,1
2299,2020,11,8,2,1,3,3,22,2201,99,1,42,7,7,9,1,1,9,69,2,2004,4,1
2300,2020,11,8,2,1,3,3,22,2201,99,1,24,3,3,5,1,1,2,27,4,2004,4,1
2301,2020,11,13,3,2,3,3,6,602,99,1,30,5,5,7,1,1,12,19,1,9999,99,1
2302,2020,11,13,3,2,3,3,6,602,99,2,30,5,5,7,1,1,2,67,2,2006,4,1
2303,2020,11,13,3,2,3,3,6,602,99,1,999,16,12,18,1,1,5,26,2,2019,5,1
2304,2020,11,13,3,2,3,3,6,602,99,1,999,16,12,18,1,1,2,69,9,9999,99,1
2305,2020,11,13,3,2,3,3,6,602,99,1,999,16,12,18,1,1,1,69,9,9999,99,1
2306,2020,11,18,4,3,3,3,10,1020,99,1,42,7,7,9,1,1,1,69,4,1991,3,1
2307,2020,11,18,4,3,3,3,10,1020,99,1,26,4,4,6,1,1,4,27,1,2020,6,1
2308,2020,11,0,1,1,3,3,11,1101,99,9,999,16,12,18,1,1,1,73,4,9999,99,1
2309,2020,11,0,1,1,3,3,11,1101,99,1,999,16,12,18,1,1,4,6,99,9999,99,1
2310,2020,11,20,4,3,3,3,11,1109,99,1,42,7,7,9,1,1,4,27,3,9999,99,2
2311,2020,11,19,4,3,3,3,8,803,99,1,47,8,8,10,1,1,2,69,5,9999,99,1
2312,2020,11,19,4,3,3,3,8,803,99,9,999,16,12,18,9,9,6,999,99,9999,99,1
2313,2020,11,15,3,2,3,3,14,1416,99,1,60,11,11,13,9,1,4,999,99,9999,99,2
2314,2020,11,23,4,3,3,3,4,401,99,1,37,6,6,8,9,1,2,52,99,9999,99,1
2315,2020,11,23,4,3,3,3,4,401,99,1,44,7,7,9,9,1,5,30,2,1997,3,1
2316,2020,11,23,4,3,3,3,4,401,99,1,28,4,4,6,9,1,4,67,99,9999,99,1
2317,2020,11,23,4,3,3,3,4,401,99,9,999,16,12,18,9,9,1,69,99,9999,99,1
2318,2020,11,0,1,1,3,3,9,920,99,9,999,16,12,18,9,9,11,999,99,9999,99,1
2319,2020,11,0,1,1,3,3,9,920,99,9,999,16,12,18,9,9,6,999,6,9999,99,1
2320,2020,11,17,3,2,3,3,9,901,99,1,25,4,4,6,9,1,2,74,2,9999,99,1
2321,2020,11,17,3,2,3,3,9,901,99,1,22,3,3,5,9,1,4,999,99,9999,99,1
2322,2020,11,18,4,3,3,3,1,101,1,2,62,11,11,13,1,1,1,69,99,9999,99,1
2323,2020,11,18,4,3,3,3,1,101,1,2,29,4,4,6,1,1,4,6,99,9999,99,1
2324,2020,11,18,4,3,3,3,1,101,3,2,50,9,9,11,9,1,4,100,99,2016,5,1
2325,2020,11,18,4,3,3,3,1,101,3,1,18,2,2,4,9,1,4,32,99,2019,5,1
2326,2020,11,20,4,3,3,3,1,101,9,1,47,8,8,10,9,1,1,56,99,2016,5,1
2327,2020,11,20,4,3,3,3,1,101,9,1,29,4,4,6,9,1,4,27,99,1984,2,1
2328,2020,11,21,4,3,3,3,1,110,99,1,25,4,4,6,9,1,5,41,2,2016,5,1
2329,2020,11,21,4,3,3,3,1,110,99,1,999,16,12,18,9,1,4,6,99,9999,99,1
2330,2020,11,17,3,2,3,3,1,117,99,1,35,6,6,8,1,1,5,30,99,1996,3,1
2331,2020,11,17,3,2,3,3,1,117,99,1,50,9,9,11,1,1,4,32,1,9999,99,1
2332,2020,11,20,4,3,3,3,11,1109,99,9,999,16,12,18,9,9,99,999,99,9999,99,1
2333,2020,11,23,4,3,3,3,18,1801,99,1,20,3,3,5,9,1,4,999,99,9999,99,6
2334,2020,11,4,1,1,3,3,1,108,99,1,22,3,3,5,9,1,4,999,99,9999,99,6
2335,2020,11,7,2,1,3,3,1,101,6,1,42,7,7,9,9,1,14,999,1,9999,99,1
2336,2020,11,7,2,1,3,3,1,101,6,2,23,3,3,5,9,1,2,999,1,9999,99,1
2337,2020,12,15,3,2,3,4,1,101,1,1,38,6,6,8,1,1,2,69,4,2003,4,1
2338,2020,12,15,3,2,3,4,1,101,1,1,26,4,4,6,1,1,4,25,1,2018,5,1
2339,2020,12,12,3,2,3,4,1,101,6,9,999,16,12,18,9,9,99,999,99,9999,99,1
2340,2020,12,12,3,2,3,4,1,101,6,1,38,6,6,8,9,1,4,6,5,9999,99,1
2341,2020,12,0,1,1,3,4,1,102,99,1,44,7,7,9,2,1,1,27,4,9999,99,1
2342,2020,12,0,1,1,3,4,1,102,99,1,31,5,5,7,1,1,1,52,4,2002,4,1
2343,2020,12,19,4,3,3,4,1,101,14,9,999,16,12,18,9,9,99,999,99,9999,99,1
2344,2020,12,19,4,3,3,4,1,101,14,1,38,6,6,8,9,1,4,999,99,9999,99,1
2345,2020,12,20,4,3,3,4,1,101,7,1,38,6,6,8,9,1,4,32,1,2020,6,1
2346,2020,12,20,4,3,3,4,1,101,7,2,43,7,7,9,9,1,99,69,2,1984,2,1
2347,2020,12,20,4,3,3,4,1,117,99,1,33,5,5,7,2,1,99,999,99,9999,99,2
2348,2020,12,3,1,1,3,4,5,502,99,1,28,4,4,6,2,1,1,69,4,9999,99,3
2349,2020,12,18,4,3,3,4,5,504,99,1,38,6,6,8,1,1,6,19,3,9999,99,1
2350,2020,12,18,4,3,3,4,5,504,99,1,999,16,12,18,9,9,6,999,2,9999,99,1
2351,2020,12,6,2,1,3,4,6,612,99,1,27,4,4,6,9,1,4,72,14,9999,99,2
2352,2020,12,21,4,3,3,4,10,1004,99,1,30,5,5,7,1,1,22,6,5,9999,99,1
2353,2020,12,21,4,3,3,4,10,1004,99,1,31,5,5,7,2,1,4,27,5,9999,99,1
2354,2020,12,1,1,1,3,4,11,1101,99,1,22,3,3,5,1,1,22,2,1,2011,5,1
2355,2020,12,1,1,1,3,4,11,1101,99,1,53,9,9,11,1,1,4,18,5,2018,5,1
2356,2020,12,19,4,3,3,4,11,1102,99,1,17,2,2,4,9,2,4,32,6,2019,5,1
2357,2020,12,19,4,3,3,4,11,1102,99,1,16,2,2,4,9,2,99,999,99,9999,99,1
2358,2020,12,18,4,3,3,4,16,1601,99,1,37,6,6,8,2,1,4,32,6,2016,5,6
2359,2020,12,21,4,3,3,4,7,702,99,1,34,5,5,7,1,1,3,69,6,9999,99,1
2360,2020,12,21,4,3,3,4,7,702,99,1,23,3,3,5,1,1,99,999,99,9999,99,1
2361,2020,13,22,4,3,3,5,1,106,99,1,37,6,6,8,9,1,4,67,3,2017,5,6
2362,2020,13,15,3,2,3,5,1,101,16,1,20,3,3,5,9,1,4,67,5,2017,5,2
2363,2020,13,23,4,3,3,5,1,101,11,1,23,3,3,5,1,1,4,87,14,9999,99,2
2364,2020,13,20,4,3,3,5,1,101,21,1,32,5,5,7,1,1,1,48,2,1999,3,1
2365,2020,13,20,4,3,3,5,1,101,21,1,29,4,4,6,2,1,4,100,6,9999,99,1
2366,2020,13,15,3,2,3,5,1,101,12,1,999,16,12,18,9,1,4,6,1,9999,99,6
2367,2020,13,19,4,3,3,5,1,101,7,1,22,3,3,5,1,1,12,999,99,9999,99,1
2368,2020,13,18,4,3,3,5,1,115,99,1,38,6,6,8,9,1,2,69,6,1997,3,1
2369,2020,13,18,4,3,3,5,1,115,99,2,50,9,9,11,9,1,4,32,5,2017,5,1
2370,2020,13,18,4,3,3,5,1,115,99,1,19,2,2,4,1,1,1,48,2,2016,5,1
2371,2020,13,18,4,3,3,5,1,115,99,1,30,5,5,7,1,1,4,6,1,2015,5,1
2372,2020,13,2,1,1,3,5,1,108,99,1,22,3,3,5,9,1,4,6,3,2019,5,6
2373,2020,13,16,3,2,3,5,6,603,99,1,28,4,4,6,9,1,5,17,2,1989,2,1
2374,2020,13,16,3,2,3,5,6,603,99,1,31,5,5,7,9,1,1,69,9,2001,4,1
2375,2020,13,22,4,3,3,5,6,608,99,1,38,6,6,8,1,1,1,48,6,9999,99,1
2376,2020,13,22,4,3,3,5,6,608,99,1,33,5,5,7,1,1,4,172,4,9999,99,1
2377,2020,13,0,1,1,3,5,11,1104,99,1,76,14,11,16,1,1,99,69,11,2000,4,1
2378,2020,13,0,1,1,3,5,11,1104,99,1,21,3,3,5,1,1,4,67,5,2000,4,1
2379,2020,13,15,3,2,3,5,9,901,99,1,39,6,6,8,1,1,1,69,4,1988,2,1
2380,2020,13,15,3,2,3,5,9,901,99,1,33,5,5,7,1,1,4,6,1,9999,99,1
2381,2020,13,20,4,3,3,5,16,1601,99,2,25,4,4,6,1,1,1,67,5,2008,4,1
2382,2020,13,20,4,3,3,5,16,1601,99,1,25,4,4,6,1,1,2,52,3,9999,99,1
2383,2020,13,17,3,2,3,5,2,203,99,1,23,3,3,5,9,1,2,27,5,9999,99,2
2384,2020,13,12,3,2,3,5,2,208,99,1,23,3,3,5,9,1,6,40,15,2000,4,1
2385,2020,13,12,3,2,3,5,2,208,99,1,33,5,5,7,9,1,3,31,3,9999,99,1
2386,2020,13,12,3,2,3,5,2,208,99,1,44,7,7,9,9,1,6,30,3,9999,99,1
2387,2020,13,12,3,2,3,5,2,208,99,1,67,12,11,14,9,1,12,50,2,9999,99,1
2388,2020,13,12,3,2,3,5,2,208,99,1,39,6,6,8,9,1,6,19,9,2007,4,1
2389,2020,13,21,4,3,3,5,2,207,99,1,31,5,5,7,9,1,2,17,3,9999,99,1
2390,2020,13,21,4,3,3,5,2,207,99,1,43,7,7,9,9,1,1,27,3,9999,99,1
2391,2020,13,2,1,1,3,5,3,305,99,1,39,6,6,8,9,1,1,48,5,9999,99,2
2392,2020,13,17,3,2,3,5,3,312,99,1,54,9,9,11,2,1,3,31,5,9999,99,1
2393,2020,13,17,3,2,3,5,3,312,99,1,41,7,7,9,1,1,99,999,99,9999,99,1
2394,2020,13,17,3,2,3,5,3,312,99,1,22,3,3,5,1,1,3,999,6,9999,99,1
2395,2020,14,20,4,3,3,6,1,113,99,1,40,7,7,9,9,1,1,27,6,9999,99,2
2396,2020,14,23,4,3,3,6,1,101,10,1,28,4,4,6,1,1,4,999,99,9999,99,1
2397,2020,14,23,4,3,3,6,1,101,10,9,999,16,12,18,9,9,99,999,99,9999,99,1
2398,2020,14,4,1,1,3,6,1,101,7,9,999,16,12,18,9,9,99,999,99,9999,99,1
2399,2020,14,4,1,1,3,6,1,101,7,1,19,2,2,4,1,1,4,6,1,9999,99,1
2400,2020,14,7,2,1,3,6,1,101,21,1,49,8,8,10,9,1,1,69,3,1996,3,1
2401,2020,14,7,2,1,3,6,1,101,21,1,20,3,3,5,9,1,4,64,5,2015,5,1
2402,2020,14,14,3,2,3,6,1,101,12,1,32,5,5,7,1,1,4,6,1,9999,99,6
2403,2020,14,0,1,1,3,6,1,115,99,1,21,3,3,5,1,1,4,32,5,9999,99,1
2404,2020,14,0,1,1,3,6,1,115,99,9,999,16,12,18,9,9,6,999,2,9999,99,1
2405,2020,14,6,2,1,3,6,1,115,99,1,26,4,4,6,9,1,4,67,3,9999,99,1
2406,2020,14,6,2,1,3,6,1,115,99,1,28,4,4,6,9,1,1,74,4,2004,4,1
2407,2020,14,19,4,3,3,6,1,117,99,9,999,16,12,18,9,9,99,999,99,9999,99,1
2408,2020,14,19,4,3,3,6,1,117,99,1,36,6,6,8,9,1,4,999,99,9999,99,1
2409,2020,14,17,3,2,3,6,1,114,99,1,29,4,4,6,9,1,4,54,5,2020,6,2
2410,2020,14,23,4,3,3,6,1,108,99,2,29,4,4,6,9,1,1,73,4,1999,3,1
2411,2020,14,23,4,3,3,6,1,108,99,1,35,6,6,8,9,1,4,27,5,9999,99,1
2412,2020,14,7,2,1,3,6,1,101,19,1,39,6,6,8,9,1,12,50,16,9999,99,2
2413,2020,14,14,3,2,3,6,22,2216,99,2,30,5,5,7,1,1,2,27,7,2005,4,2
2414,2020,14,19,4,3,3,6,22,2201,99,1,49,8,8,10,2,1,3,999,99,9999,99,1
2415,2020,14,19,4,3,3,6,22,2201,99,1,30,5,5,7,1,1,4,32,99,9999,99,1
2416,2020,14,9,2,1,3,6,21,2106,99,1,25,4,4,6,1,1,2,56,99,9999,99,1
2417,2020,14,9,2,1,3,6,21,2106,99,9,999,16,12,18,9,9,2,56,99,9999,99,1
2418,2020,14,19,4,3,3,6,5,501,99,1,19,2,2,4,1,1,4,67,1,9999,99,1
2419,2020,14,19,4,3,3,6,5,501,99,1,53,9,9,11,2,1,4,77,1,9999,99,1
2420,2020,14,20,4,3,3,6,5,501,99,9,999,16,12,18,9,9,3,69,4,9999,99,1
2421,2020,14,20,4,3,3,6,5,501,99,1,27,4,4,6,9,1,4,999,99,9999,99,1
2422,2020,14,18,4,3,3,6,11,1107,99,1,55,10,10,12,9,1,12,999,99,9999,99,1
2423,2020,14,18,4,3,3,6,11,1107,99,1,21,3,3,5,9,1,4,32,1,9999,99,1
2424,2020,14,0,1,1,3,6,11,1104,99,1,37,6,6,8,9,1,4,67,1,9999,99,6
2425,2020,14,20,4,3,3,6,16,1602,99,1,39,6,6,8,1,1,1,69,4,9999,99,1
2426,2020,14,20,4,3,3,6,16,1602,99,1,40,7,7,9,1,1,5,26,99,1999,3,1
2427,2020,14,22,4,3,3,6,16,1604,99,1,38,6,6,8,2,1,1,52,4,2000,4,1
2428,2020,14,22,4,3,3,6,16,1604,99,2,38,6,6,8,1,1,1,69,1,9999,99,1
2429,2020,14,22,4,3,3,6,16,1602,99,1,50,9,9,11,9,1,3,69,4,1987,2,1
2430,2020,14,22,4,3,3,6,16,1602,99,1,18,2,2,4,9,1,4,32,7,9999,99,1
2431,2020,14,23,4,3,3,6,15,1501,99,1,33,5,5,7,1,1,5,26,2,2000,4,1
2432,2020,14,23,4,3,3,6,15,1501,99,1,22,3,3,5,1,1,4,6,2,2000,4,1
2433,2020,14,19,4,3,3,6,18,1804,99,1,24,3,3,5,2,1,4,999,99,9999,99,6
2434,2020,14,14,3,2,3,6,14,1406,99,9,999,16,12,18,9,9,3,999,3,9999,99,1
2435,2020,14,14,3,2,3,6,14,1406,99,1,23,3,3,5,9,1,4,999,99,9999,99,1
2436,2020,14,12,3,2,3,6,4,401,99,1,34,5,5,7,9,1,3,17,5,9999,99,1
2437,2020,14,12,3,2,3,6,4,401,99,1,25,4,4,6,9,1,4,32,5,9999,99,1
2438,2020,15,2,1,1,3,7,1,101,1,1,46,8,8,10,2,1,1,10,5,9999,99,2
2439,2020,15,6,2,1,3,7,1,101,1,1,48,8,8,10,1,1,1,69,2,9999,99,1
2440,2020,15,6,2,1,3,7,1,101,1,1,71,13,11,15,1,1,3,17,2,2008,4,1
2441,2020,15,5,1,1,3,7,1,101,13,1,31,5,5,7,1,1,4,999,5,9999,99,2
2442,2020,15,0,1,1,3,7,1,102,99,1,25,4,4,6,1,1,4,18,9,9999,99,6
2443,2020,15,1,1,1,3,7,1,102,99,1,999,16,12,18,9,1,4,18,99,9999,99,6
2444,2020,15,16,3,2,3,7,1,101,11,1,999,16,12,18,9,1,4,999,99,9999,99,1
2445,2020,15,16,3,2,3,7,1,101,11,1,999,16,12,18,9,1,99,999,99,9999,99,1
2446,2020,15,13,3,2,3,7,1,101,12,1,49,8,8,10,9,1,5,26,2,9999,99,1
2447,2020,15,13,3,2,3,7,1,101,12,1,40,7,7,9,9,1,4,67,5,9999,99,1
2448,2020,15,8,2,1,3,7,1,114,99,1,21,3,3,5,9,1,4,18,4,9999,99,1
2449,2020,15,8,2,1,3,7,1,114,99,9,999,16,12,18,9,9,2,69,4,9999,99,1
2450,2020,15,14,3,2,3,7,1,115,99,2,999,16,12,18,9,1,1,48,6,1994,3,1
2451,2020,15,14,3,2,3,7,1,115,99,1,999,16,12,18,9,1,4,6,5,2019,5,1
2452,2020,15,20,4,3,3,7,1,115,99,1,30,5,5,7,9,1,4,32,5,9999,99,1
2453,2020,15,20,4,3,3,7,1,115,99,1,39,6,6,8,9,1,1,28,4,9999,99,1
2454,2020,15,12,3,2,3,7,1,108,99,1,30,5,5,7,1,1,4,5,1,2007,4,1
2455,2020,15,12,3,2,3,7,1,108,99,1,999,16,12,18,9,9,4,32,1,9999,99,1
2456,2020,15,22,4,3,3,7,1,108,99,1,40,7,7,9,9,1,4,27,1,9999,99,1
2457,2020,15,22,4,3,3,7,1,108,99,1,37,6,6,8,9,1,2,41,4,9999,99,1
2458,2020,15,23,4,3,3,7,22,2205,99,1,25,4,4,6,9,1,4,999,1,9999,99,1
2459,2020,15,23,4,3,3,7,22,2205,99,1,18,2,2,4,9,1,4,999,99,9999,99,1
2460,2020,15,1,1,1,3,7,21,2102,99,1,22,3,3,5,2,1,3,10,3,9999,99,1
2461,2020,15,1,1,1,3,7,21,2102,99,1,48,8,8,10,9,1,3,69,1,9999,99,1
2462,2020,15,15,3,2,3,7,20,2001,99,1,16,2,2,4,9,2,4,999,99,9999,99,1
2463,2020,15,15,3,2,3,7,20,2001,99,9,999,16,12,18,9,9,99,999,99,9999,99,1
2464,2020,15,16,3,2,3,7,20,2001,99,1,22,3,3,5,9,1,4,999,99,9999,99,1
2465,2020,15,16,3,2,3,7,20,2001,99,9,999,16,12,18,9,9,1,999,99,9999,99,1
2466,2020,15,19,4,3,3,7,5,509,99,1,40,7,7,9,9,1,3,69,3,2019,5,1
2467,2020,15,19,4,3,3,7,5,509,99,1,30,5,5,7,9,1,4,999,1,2019,5,1
2468,2020,15,22,4,3,3,7,6,601,99,1,51,9,9,11,9,1,1,8,6,9999,99,1
2469,2020,15,22,4,3,3,7,6,601,99,1,27,4,4,6,1,1,1,56,5,9999,99,1
2470,2020,15,20,4,3,3,7,13,1301,99,2,34,5,5,7,2,1,2,69,99,9999,99,1
2471,2020,15,20,4,3,3,7,13,1301,99,1,34,5,5,7,9,1,4,999,99,9999,99,1
2472,2020,15,17,3,2,3,7,8,801,99,1,26,4,4,6,9,1,22,999,99,9999,99,1
2473,2020,15,17,3,2,3,7,8,801,99,1,16,2,2,4,9,2,3,69,99,9999,99,1
2474,2020,15,16,3,2,3,7,16,1617,99,1,999,16,12,18,9,9,4,27,5,9999,99,2
2475,2020,15,21,4,3,3,7,16,1613,99,1,37,6,6,8,9,1,12,28,99,9999,99,1
2476,2020,15,21,4,3,3,7,2,207,99,1,28,4,4,6,9,1,4,999,99,9999,99,6
2477,2020,15,21,4,3,3,7,2,207,99,2,24,3,3,5,9,1,4,999,99,9999,99,6
2478,2020,15,16,3,2,3,7,18,1801,99,1,27,4,4,6,2,1,4,18,5,2018,5,6
2479,2020,15,17,3,2,3,7,3,312,99,1,22,3,3,5,9,1,1,28,1,9999,99,1
2480,2020,15,17,3,2,3,7,3,312,99,1,999,16,12,18,9,1,9,999,4,9999,99,1
2481,2020,16,3,1,1,3,1,1,101,3,9,999,16,12,18,9,9,1,52,1,9999,99,2
2482,2020,16,11,2,1,3,1,1,101,2,2,26,4,4,6,9,1,4,32,5,9999,99,1
2483,2020,16,11,2,1,3,1,1,101,2,1,23,3,3,5,9,1,4,32,4,9999,99,1
2484,2020,16,15,3,2,3,1,1,101,4,1,23,3,3,5,9,1,4,6,5,2017,5,1
2485,2020,16,15,3,2,3,1,1,101,4,1,40,7,7,9,9,1,4,6,5,2016,5,1
2486,2020,16,12,3,2,3,1,1,101,18,1,26,4,4,6,9,1,3,28,2,2012,5,1
2487,2020,16,12,3,2,3,1,1,101,18,1,32,5,5,7,9,1,4,6,5,9999,99,1
2488,2020,16,13,3,2,3,1,1,101,17,1,28,4,4,6,9,1,2,17,2,1990,3,1
2489,2020,16,13,3,2,3,1,1,101,17,1,24,3,3,5,9,1,4,6,1,2019,5,1
2490,2020,16,13,3,2,3,1,1,101,18,9,999,16,12,18,9,9,5,999,99,9999,99,1
2491,2020,16,13,3,2,3,1,1,101,18,2,15,2,2,4,9,2,4,999,99,9999,99,1
2492,2020,16,6,2,1,3,1,1,102,99,1,38,6,6,8,9,1,1,27,5,1997,3,1
2493,2020,16,12,3,2,3,1,1,101,13,9,999,16,12,18,9,9,1,999,99,9999,99,1
2494,2020,16,12,3,2,3,1,1,101,13,1,25,4,4,6,9,1,4,999,99,9999,99,1
2495,2020,16,16,3,2,3,1,1,101,7,1,28,4,4,6,2,1,1,48,1,2019,5,1
2496,2020,16,16,3,2,3,1,1,101,7,1,33,5,5,7,9,1,99,999,99,9999,99,1
2497,2020,16,7,2,1,3,1,1,101,21,9,999,16,12,18,9,9,99,999,99,9999,99,1
2498,2020,16,7,2,1,3,1,1,101,21,2,19,2,2,4,9,1,4,999,99,9999,99,1
2499,2020,16,20,4,3,3,1,1,115,99,2,23,3,3,5,1,1,1,69,2,2007,4,1
2500,2020,16,20,4,3,3,1,1,115,99,1,29,4,4,6,1,1,4,67,3,2017,5,1
2501,2020,16,22,4,3,3,1,22,2204,99,1,21,3,3,5,2,1,4,76,1,9999,99,2
2502,2020,16,0,1,1,3,1,22,2201,99,1,41,7,7,9,1,1,99,999,99,9999,99,1
2503,2020,16,0,1,1,3,1,22,2201,99,1,35,6,6,8,9,1,99,999,99,9999,99,1
2504,2020,16,17,3,2,3,1,19,1907,99,1,44,7,7,9,1,1,3,69,2,2014,5,1
2505,2020,16,17,3,2,3,1,19,1907,99,1,46,8,8,10,1,1,4,999,2,2014,5,1
2506,2020,16,7,2,1,3,1,5,514,99,9,67,12,11,14,9,1,99,999,99,9999,99,1
2507,2020,16,7,2,1,3,1,5,514,99,9,999,16,12,18,9,1,99,999,99,9999,99,1
2508,2020,16,17,3,2,3,1,5,509,99,1,62,11,11,13,9,1,12,50,2,9999,99,1
2509,2020,16,17,3,2,3,1,5,509,99,1,999,16,12,18,9,9,6,999,1,9999,99,1
2510,2020,16,11,2,1,3,1,5,501,99,9,999,16,12,18,9,9,99,999,99,9999,99,1
2511,2020,16,11,2,1,3,1,5,501,99,1,39,6,6,8,9,1,4,27,5,2013,5,1
2512,2020,16,23,4,3,3,1,6,602,99,1,29,4,4,6,9,1,5,999,2,2019,5,1
2513,2020,16,23,4,3,3,1,6,602,99,9,999,16,12,18,9,9,1,73,4,2003,4,1
2514,2020,16,17,3,2,3,1,10,1008,99,1,24,3,3,5,9,1,4,6,1,2010,5,6
2515,2020,16,11,2,1,3,1,9,917,99,1,50,9,9,11,1,1,3,69,3,9999,99,1
