Núm_corre,año_ocu,día_ocu,hora_ocu,g_hora,g_hora_5,mes_ocu,día_sem_ocu,depto_ocu,mupio_ocu,zona_ocu,sexo_per,edad_per,g_edad_80ymás,g_edad_60ymás,edad_quinquenales,mayor_menor,tipo_veh,marca_veh,color_veh,modelo_veh,g_modelo_veh,tipo_eve,fall_les,int_o_noint
1426,2020,26,13,3,2,2,3,5,501,99,1,65,12,11,14,1,4,6,1,2020,6,1,2,1
1427,2020,26,13,3,2,2,3,5,501,99,2,20,3,3,5,1,4,6,1,2020,6,1,2,1
1428,2020,26,13,3,2,2,3,5,501,99,1,1,1,1,1,2,4,6,1,2020,6,1,2,1
1429,2020,26,0,1,1,2,3,15,1503,99,1,18,2,2,4,1,4,67,1,2018,5,2,2,1
1430,2020,26,0,1,1,2,3,15,1503,99,1,13,1,1,3,2,4,67,1,2018,5,2,2,1
1431,2020,26,18,4,3,2,3,14,1401,99,2,57,10,10,12,1,4,32,5,9999,99,1,2,1
1432,2020,26,15,3,2,2,3,22,2201,99,1,55,10,10,12,1,3,69,2,9999,99,2,2,1
1433,2020,26,15,3,2,2,3,22,2201,99,2,24,3,3,5,1,3,69,2,9999,99,2,2,1
1434,2020,26,15,3,2,2,3,22,2201,99,1,58,10,10,12,1,3,69,2,9999,99,2,2,1
1435,2020,26,15,3,2,2,3,22,2201,99,1,30,5,5,7,1,3,69,2,9999,99,2,2,1
1436,2020,26,15,3,2,2,3,22,2201,99,1,58,10,10,12,1,3,69,2,9999,99,2,2,1
1437,2020,26,15,3,2,2,3,1,101,12,1,34,5,5,7,1,4,32,5,9999,99,1,2,1
1438,2020,26,21,4,3,2,3,1,101,7,1,22,3,3,5,1,4,27,1,9999,99,1,2,1
1439,2020,26,15,3,2,2,3,1,117,99,1,8,1,1,2,2,4,999,99,9999,99,1,2,1
1440,2020,27,23,4,3,2,4,1,101,4,1,22,3,3,5,1,99,999,99,9999,99,1,2,1
1441,2020,27,1,1,1,2,4,1,101,13,1,33,5,5,7,1,4,27,5,9999,99,1,2,1
1442,2020,27,12,3,2,2,4,1,113,99,1,50,9,9,11,1,5,999,2,9999,99,3,1,2
1443,2020,27,10,2,1,2,4,1,101,7,1,20,3,3,5,1,4,32,1,9999,99,1,2,1
1444,2020,27,18,4,3,2,4,1,114,99,1,31,5,5,7,1,4,6,5,2016,5,1,2,1
1445,2020,27,5,1,1,2,4,1,108,99,1,20,3,3,5,1,4,999,99,9999,99,1,2,1
1446,2020,27,6,2,1,2,4,22,2215,99,1,65,12,11,14,1,18,999,99,9999,99,1,1,2
1447,2020,27,22,4,3,2,4,19,1901,99,1,15,2,2,4,2,4,76,3,9999,99,1,2,1
1448,2020,27,19,4,3,2,4,19,1903,99,1,58,10,10,12,1,4,6,1,9999,99,6,2,1
1449,2020,27,7,2,1,2,4,5,501,99,1,33,5,5,7,1,4,6,5,9999,99,1,2,1
1450,2020,27,7,2,1,2,4,7,705,99,1,60,11,11,13,1,12,999,6,9999,99,7,2,1
1451,2020,27,7,2,1,2,4,7,705,99,1,58,10,10,12,1,12,999,6,9999,99,7,2,1
1452,2020,27,7,2,1,2,4,7,705,99,1,65,12,11,14,1,12,999,6,9999,99,7,2,1
1453,2020,28,22,4,3,2,5,1,101,3,1,24,3,3,5,1,4,6,1,9999,99,1,2,1
1454,2020,28,18,4,3,2,5,1,103,99,1,25,4,4,6,1,4,6,5,9999,99,1,1,2
1455,2020,28,15,3,2,2,5,1,116,99,1,33,5,5,7,1,4,64,5,9999,99,1,2,1
1456,2020,28,15,3,2,2,5,1,116,99,2,10,1,1,3,2,4,64,5,9999,99,1,2,1
1457,2020,28,7,2,1,2,5,1,108,99,1,22,3,3,5,1,4,999,1,9999,99,1,2,1
1458,2020,28,20,4,3,2,5,1,108,99,2,18,2,2,4,1,4,6,5,9999,99,1,2,1
1459,2020,28,14,3,2,2,5,1,108,99,1,24,3,3,5,1,4,64,3,9999,99,1,2,1
1460,2020,28,9,2,1,2,5,5,501,99,2,41,7,7,9,1,4,999,99,9999,99,1,2,1
1461,2020,28,9,2,1,2,5,5,501,99,2,22,3,3,5,1,4,999,99,9999,99,1,2,1
1462,2020,28,0,1,1,2,5,10,1004,99,2,23,3,3,5,1,4,67,1,9999,99,1,2,1
1463,2020,28,23,4,3,2,5,10,1001,99,1,43,7,7,9,1,4,6,99,9999,99,1,2,1
1464,2020,28,10,2,1,2,5,12,1202,99,1,24,3,3,5,1,4,67,5,9999,99,1,2,1
1465,2020,29,1,1,1,2,6,1,101,2,1,30,5,5,7,1,1,10,2,2015,5,1,2,1
1466,2020,29,6,2,1,2,6,1,101,25,1,25,4,4,6,1,4,6,5,9999,99,1,2,1
1467,2020,29,18,4,3,2,6,1,101,15,1,70,13,11,15,1,4,76,1,9999,99,6,2,1
1468,2020,29,20,4,3,2,6,1,114,99,2,20,3,3,5,1,4,32,7,2018,5,1,2,1
1469,2020,29,20,4,3,2,6,1,116,99,2,999,16,12,18,1,4,6,1,9999,99,1,2,1
1470,2020,29,22,4,3,2,6,1,114,99,1,25,4,4,6,1,4,27,99,9999,99,1,2,1
1471,2020,29,1,1,1,2,6,1,115,99,1,43,7,7,9,1,4,999,99,9999,99,6,2,1
1472,2020,29,8,2,1,2,6,1,108,99,1,22,3,3,5,1,4,6,3,2015,5,1,2,1
1473,2020,29,14,3,2,2,6,1,108,99,1,23,3,3,5,1,4,18,5,2019,5,1,2,1
1474,2020,29,14,3,2,2,6,1,108,99,1,28,4,4,6,1,4,18,5,2019,5,1,2,1
1475,2020,29,14,3,2,2,6,1,108,99,1,27,4,4,6,1,4,67,5,2017,5,1,2,1
1476,2020,29,23,4,3,2,6,1,108,99,2,24,3,3,5,1,4,999,99,9999,99,2,2,1
1477,2020,29,22,4,3,2,6,5,506,99,1,21,3,3,5,1,4,27,9,9999,99,1,1,2
1478,2020,29,22,4,3,2,6,5,506,99,1,40,7,7,9,1,4,27,9,9999,99,1,2,1
1479,2020,29,1,1,1,2,6,5,501,99,1,21,3,3,5,1,4,999,99,9999,99,6,2,1
1480,2020,29,4,1,1,2,6,5,501,99,1,30,5,5,7,1,4,999,99,9999,99,6,2,1
1481,2020,29,17,3,2,2,6,6,601,99,1,22,3,3,5,1,4,999,99,9999,99,6,2,1
1482,2020,29,10,2,1,2,6,10,1020,99,1,36,6,6,8,1,9,10,9,1987,2,1,2,1
1483,2020,29,10,2,1,2,6,10,1020,99,1,32,5,5,7,1,4,6,5,9999,99,1,2,1
1484,2020,29,10,2,1,2,6,10,1020,99,1,58,10,10,12,1,4,6,5,9999,99,1,2,1
1485,2020,29,1,1,1,2,6,11,1101,99,1,31,5,5,7,1,4,67,4,9999,99,6,2,1
1486,2020,29,20,4,3,2,6,8,801,99,1,28,4,4,6,1,4,2,5,9999,99,1,2,1
1487,2020,29,20,4,3,2,6,16,1609,99,1,25,4,4,6,1,3,31,4,9999,99,1,2,1
1488,2020,29,20,4,3,2,6,16,1609,99,1,33,5,5,7,1,3,31,4,9999,99,1,2,1
1489,2020,29,22,4,3,2,6,15,1507,99,1,26,4,4,6,1,9,999,4,9999,99,1,1,2
1490,2020,29,22,4,3,2,6,15,1507,99,1,32,5,5,7,1,9,999,4,9999,99,1,2,1
1491,2020,29,22,4,3,2,6,15,1507,99,2,35,6,6,8,1,9,999,4,9999,99,1,2,1
1492,2020,29,22,4,3,2,6,15,1507,99,1,5,1,1,2,2,9,999,4,9999,99,1,2,1
1493,2020,29,22,4,3,2,6,15,1507,99,1,8,1,1,2,2,9,999,4,9999,99,1,2,1
1494,2020,29,22,4,3,2,6,15,1507,99,1,11,1,1,3,2,9,999,4,9999,99,1,2,1
1495,2020,29,22,4,3,2,6,15,1507,99,1,38,6,6,8,1,9,999,4,9999,99,1,2,1
1496,2020,29,22,4,3,2,6,15,1507,99,1,35,6,6,8,1,9,999,4,9999,99,1,2,1
1497,2020,29,22,4,3,2,6,15,1507,99,2,25,4,4,6,1,9,999,4,9999,99,1,2,1
1498,2020,29,22,4,3,2,6,15,1507,99,1,25,4,4,6,1,9,999,4,9999,99,1,2,1
1499,2020,29,22,4,3,2,6,15,1507,99,2,18,2,2,4,1,9,999,4,9999,99,1,2,1
1500,2020,29,22,4,3,2,6,15,1507,99,1,26,4,4,6,1,9,999,4,9999,99,1,2,1
1501,2020,29,22,4,3,2,6,15,1507,99,1,31,5,5,7,1,9,999,4,9999,99,1,2,1
1502,2020,29,22,4,3,2,6,15,1507,99,1,34,5,5,7,1,9,999,4,9999,99,1,2,1
1503,2020,29,22,4,3,2,6,15,1507,99,2,24,3,3,5,1,9,999,4,9999,99,1,2,1
1504,2020,29,22,4,3,2,6,15,1507,99,1,63,11,11,13,1,9,999,4,9999,99,1,2,1
1505,2020,29,22,4,3,2,6,15,1507,99,2,17,2,2,4,2,9,999,4,9999,99,1,2,1
1506,2020,29,22,4,3,2,6,15,1507,99,2,8,1,1,2,2,9,999,4,9999,99,1,2,1
1507,2020,29,22,4,3,2,6,15,1507,99,2,20,3,3,5,1,9,999,4,9999,99,1,2,1
1508,2020,29,22,4,3,2,6,15,1507,99,2,30,5,5,7,1,9,999,4,9999,99,1,2,1
1509,2020,29,22,4,3,2,6,15,1507,99,1,30,5,5,7,1,9,999,4,9999,99,1,2,1
1510,2020,29,22,4,3,2,6,15,1507,99,2,16,2,2,4,2,9,999,4,9999,99,1,2,1
1511,2020,29,22,4,3,2,6,15,1507,99,2,24,3,3,5,1,9,999,4,9999,99,1,2,1
1512,2020,29,10,2,1,2,6,18,1801,99,1,35,6,6,8,1,2,69,7,2008,4,1,1,2
1513,2020,29,10,2,1,2,6,18,1801,99,2,10,1,1,3,2,2,69,7,2008,4,1,2,1
1514,2020,29,16,3,2,2,6,4,401,99,1,23,3,3,5,1,5,28,99,2017,5,1,2,1
1515,2020,1,20,4,3,2,6,19,1903,99,1,40,7,7,9,1,99,999,99,9999,99,5,1,2
1516,2020,1,15,3,2,2,6,1,108,99,1,3,1,1,1,2,99,999,99,9999,99,5,2,1
1517,2020,1,17,3,2,2,6,9,902,99,1,18,2,2,4,1,1,90,15,2010,5,5,1,2
1518,2020,1,21,4,3,2,6,18,1804,99,1,55,10,10,12,1,4,35,1,9999,99,5,2,1
1519,2020,1,16,3,2,2,6,1,101,14,1,24,3,3,5,1,4,67,4,2018,5,5,2,1
1520,2020,1,10,2,1,2,6,3,301,99,2,88,15,11,17,1,3,8,10,2012,5,5,2,1
1521,2020,1,21,4,3,2,6,1,114,99,1,64,11,11,13,1,99,999,99,9999,99,5,1,2
1522,2020,1,19,4,3,2,6,5,502,99,1,51,9,9,11,1,3,19,2,9999,99,5,2,1
1523,2020,1,21,4,3,2,6,4,401,99,1,52,9,9,11,1,4,77,1,9999,99,5,2,1
1524,2020,1,21,4,3,2,6,4,401,99,1,81,15,11,17,1,4,27,99,9999,99,5,2,1
1525,2020,1,14,3,2,2,6,1,101,18,2,16,2,2,4,2,4,999,99,9999,99,5,2,1
1526,2020,1,15,3,2,2,6,1,108,99,1,999,16,12,18,1,4,999,99,9999,99,5,2,1
1527,2020,2,17,3,2,2,7,21,2102,99,1,17,2,2,4,2,1,41,4,2002,4,5,2,2
1528,2020,2,12,3,2,2,7,19,1905,99,1,41,7,7,9,1,7,999,99,9999,99,5,2,1
1529,2020,2,16,3,2,2,7,17,1710,99,1,999,16,12,18,1,4,999,99,9999,99,5,2,1
1530,2020,2,16,3,2,2,7,17,1710,99,2,69,12,11,14,1,4,999,99,9999,99,5,1,2
1531,2020,2,15,3,2,2,7,1,101,12,2,30,5,5,7,1,1,48,5,9999,99,5,2,1
1532,2020,2,19,4,3,2,7,4,401,99,1,64,11,11,13,1,99,999,99,9999,99,5,1,2
1533,2020,2,20,4,3,2,7,7,705,99,1,25,4,4,6,1,99,999,99,9999,99,5,1,2
1534,2020,2,14,3,2,2,7,22,2212,99,2,5,1,1,2,2,99,999,99,9999,99,5,2,1
1535,2020,3,6,2,1,2,1,1,101,4,2,82,15,11,17,1,12,30,1,1993,3,5,2,1
1536,2020,3,13,3,2,2,1,1,101,5,1,20,3,3,5,1,4,6,3,2013,5,5,2,1
1537,2020,3,13,3,2,2,1,1,101,5,2,18,2,2,4,1,4,6,3,2013,5,5,2,1
1538,2020,3,16,3,2,2,1,1,101,10,1,79,14,11,16,1,4,6,1,2015,5,5,2,1
1539,2020,3,19,4,3,2,1,1,101,7,1,31,5,5,7,1,12,999,1,9999,99,5,2,1
1540,2020,3,22,4,3,2,1,1,101,12,2,18,2,2,4,1,1,69,4,2003,4,5,2,1
1541,2020,3,18,4,3,2,1,1,117,99,2,32,5,5,7,1,1,999,99,9999,99,5,2,1
1542,2020,3,0,1,1,2,1,1,110,99,1,54,9,9,11,1,4,3,5,2018,5,5,2,1
1543,2020,3,22,4,3,2,1,1,110,99,1,20,3,3,5,1,4,6,1,2020,6,5,2,2
1544,2020,3,20,4,3,2,1,5,502,99,1,53,9,9,11,1,7,30,7,9999,99,5,2,1
1545,2020,3,18,4,3,2,1,5,505,99,2,63,11,11,13,1,99,999,99,9999,99,5,1,2
1546,2020,3,23,4,3,2,1,5,513,99,1,17,2,2,4,2,1,69,11,9999,99,5,2,1
1547,2020,3,16,3,2,2,1,5,501,99,2,48,8,8,10,1,6,19,3,9999,99,5,2,1
1548,2020,3,5,1,1,2,1,5,513,99,1,25,4,4,6,1,6,999,99,9999,99,5,2,1
1549,2020,3,17,3,2,2,1,10,1008,99,1,75,14,11,16,1,3,69,2,9999,99,5,2,1
1550,2020,3,8,2,1,2,1,17,1705,99,1,999,16,12,18,1,99,999,99,9999,99,5,1,2
1551,2020,3,18,4,3,2,1,17,1712,99,2,65,12,11,14,1,4,999,99,9999,99,5,1,2
1552,2020,3,21,4,3,2,1,17,1701,99,1,56,10,10,12,1,9,28,7,9999,99,5,1,2
1553,2020,4,21,4,3,2,2,10,1002,99,1,22,3,3,5,1,99,999,99,9999,99,5,1,2
1554,2020,4,20,4,3,2,2,12,1215,99,2,75,14,11,16,1,4,27,1,9999,99,5,1,2
1555,2020,4,14,3,2,2,2,16,1613,99,2,78,14,11,16,1,4,67,3,9999,99,5,2,1
1556,2020,4,19,4,3,2,2,7,701,99,1,39,6,6,8,1,99,999,99,9999,99,5,2,1
1557,2020,5,22,4,3,2,3,1,101,11,1,39,6,6,8,1,99,999,99,9999,99,5,2,1
1558,2020,5,19,4,3,2,3,1,116,99,2,60,11,11,13,1,4,999,99,9999,99,5,2,1
1559,2020,5,17,3,2,2,3,1,108,99,1,53,9,9,11,1,99,999,99,9999,99,5,2,1
1560,2020,5,19,4,3,2,3,20,2007,99,1,62,11,11,13,1,3,69,4,9999,99,5,2,1
1561,2020,5,12,3,2,2,3,10,1014,99,2,15,2,2,4,2,5,30,6,9999,99,5,2,1
1562,2020,6,13,3,2,2,4,16,1602,99,2,6,1,1,2,2,99,999,99,9999,99,5,2,1
1563,2020,6,13,3,2,2,4,16,1604,99,1,73,13,11,15,1,99,999,99,9999,99,5,2,2
1564,2020,6,6,2,1,2,4,7,706,99,1,56,10,10,12,1,99,999,99,9999,99,5,1,2
1565,2020,6,21,4,3,2,4,19,1904,99,1,61,11,11,13,1,99,999,99,9999,99,5,1,2
1566,2020,6,13,3,2,2,4,1,101,6,2,6,1,1,2,2,14,6,1,2012,5,5,2,1
1567,2020,6,13,3,2,2,4,1,101,6,1,4,1,1,1,2,14,6,1,2012,5,5,2,1
1568,2020,6,13,3,2,2,4,1,101,6,2,34,5,5,7,1,14,6,1,2012,5,5,2,1
1569,2020,6,21,4,3,2,4,19,1904,99,1,61,11,11,13,1,99,999,99,9999,99,5,1,2
1570,2020,6,11,2,1,2,4,22,2214,99,1,22,3,3,5,1,7,999,99,9999,99,5,2,1
1571,2020,6,19,4,3,2,4,15,1503,99,1,10,1,1,3,2,4,999,99,9999,99,5,2,1
1572,2020,7,21,4,3,2,5,1,105,99,1,45,8,8,10,1,99,999,99,9999,99,5,1,2
1573,2020,7,17,3,2,2,5,1,101,12,2,23,3,3,5,1,99,999,99,9999,99,5,1,2
1574,2020,7,11,2,1,2,5,19,1904,99,1,29,4,4,6,1,6,30,2,1983,2,5,2,1
1575,2020,8,11,2,1,2,6,1,115,99,2,30,5,5,7,1,4,999,99,9999,99,5,2,1
1576,2020,8,19,4,3,2,6,16,1604,99,1,999,16,12,18,1,99,999,99,9999,99,5,2,1
1577,2020,8,18,4,3,2,6,21,2101,99,2,20,3,3,5,1,99,999,99,9999,99,5,2,1
1578,2020,8,18,4,3,2,6,21,2101,99,2,1,1,1,1,2,99,999,99,9999,99,5,1,2
1579,2020,8,11,2,1,2,6,5,501,99,2,44,7,7,9,1,99,999,99,9999,99,5,2,1
1580,2020,8,19,4,3,2,6,11,1102,99,1,34,5,5,7,1,4,67,3,9999,99,5,2,1
1581,2020,8,14,3,2,2,6,1,108,99,2,36,6,6,8,1,1,48,1,9999,99,5,2,1
1582,2020,8,21,4,3,2,6,5,506,99,1,25,4,4,6,1,3,999,99,9999,99,5,1,2
1583,2020,8,23,4,3,2,6,1,101,9,1,22,3,3,5,1,99,999,99,9999,99,5,2,1
1584,2020,8,7,2,1,2,6,1,101,7,1,30,5,5,7,1,99,999,99,9999,99,5,2,1
1585,2020,9,4,1,1,2,7,1,101,5,1,37,6,6,8,1,99,999,99,9999,99,5,2,1
1586,2020,9,13,3,2,2,7,1,101,13,1,43,7,7,9,1,4,76,1,9999,99,5,2,1
1587,2020,9,13,3,2,2,7,1,103,99,1,39,6,6,8,1,99,999,99,9999,99,5,2,1
1588,2020,9,8,2,1,2,7,1,116,99,1,21,3,3,5,1,99,999,99,9999,99,5,2,1
1589,2020,9,8,2,1,2,7,1,116,99,1,38,6,6,8,1,99,999,99,9999,99,5,2,1
1590,2020,9,8,2,1,2,7,1,110,99,2,30,5,5,7,1,99,999,99,9999,99,5,1,2
1591,2020,9,17,3,2,2,7,20,2001,99,1,43,7,7,9,1,4,67,5,9999,99,5,2,1
1592,2020,9,4,1,1,2,7,5,509,99,1,85,15,11,17,1,99,999,99,9999,99,5,1,2
1593,2020,9,7,2,1,2,7,18,1804,99,1,58,10,10,12,1,3,17,6,9999,99,5,1,2
1594,2020,9,19,4,3,2,7,14,1401,99,1,37,6,6,8,1,1,999,1,9999,99,5,1,2
1595,2020,10,6,2,1,2,1,1,101,15,2,25,4,4,6,1,1,999,99,9999,99,5,2,1
1596,2020,10,10,2,1,2,1,3,308,99,2,33,5,5,7,1,1,27,6,1999,3,5,2,1
1597,2020,10,0,1,1,2,1,9,901,99,2,20,3,3,5,1,4,27,5,9999,99,5,2,1
1598,2020,10,0,1,1,2,1,12,1229,99,1,10,1,1,3,2,1,69,1,9999,99,5,2,1
1599,2020,10,19,4,3,2,1,6,602,99,1,45,8,8,10,1,99,999,99,9999,99,5,1,2
1600,2020,11,16,3,2,2,2,1,106,99,1,18,2,2,4,1,99,999,99,9999,99,5,2,1
1601,2020,11,18,4,3,2,2,1,101,5,2,45,8,8,10,1,99,999,99,9999,99,5,2,1
1602,2020,11,13,3,2,2,2,1,116,99,1,45,8,8,10,1,3,48,4,9999,99,5,1,2
1603,2020,11,13,3,2,2,2,1,116,99,2,37,6,6,8,1,99,999,99,9999,99,5,1,2
1604,2020,11,13,3,2,2,2,1,116,99,2,13,1,1,3,2,99,999,99,9999,99,5,2,2
1605,2020,11,8,2,1,2,2,22,2203,99,1,14,1,1,3,2,99,999,99,9999,99,5,2,1
1606,2020,12,20,4,3,2,3,17,1712,99,2,19,2,2,4,1,99,999,99,9999,99,5,2,1
1607,2020,12,16,3,2,2,3,3,307,99,1,36,6,6,8,1,99,999,99,9999,99,5,1,2
1608,2020,12,11,2,1,2,3,18,1804,99,1,69,12,11,14,1,99,999,99,9999,99,5,1,2
1609,2020,12,19,4,3,2,3,1,101,7,1,74,13,11,15,1,4,6,3,2017,5,5,2,1
1610,2020,12,23,4,3,2,3,1,115,99,1,20,3,3,5,1,99,999,99,9999,99,5,2,1
1611,2020,13,21,4,3,2,4,1,101,8,1,65,12,11,14,1,4,76,5,9999,99,5,2,1
1612,2020,13,5,1,1,2,4,1,108,99,2,33,5,5,7,1,1,999,1,9999,99,5,2,1
1613,2020,13,22,4,3,2,4,1,108,99,1,40,7,7,9,1,3,999,5,9999,99,5,2,1
1614,2020,13,15,3,2,2,4,19,1903,99,1,999,16,12,18,1,5,30,2,2008,4,5,1,2
1615,2020,13,15,3,2,2,4,19,1903,99,1,19,2,2,4,1,5,30,2,2008,4,5,2,1
1616,2020,14,12,3,2,2,5,11,1101,99,1,28,4,4,6,1,1,69,8,2004,4,5,2,1
1617,2020,14,2,1,1,2,5,4,416,99,1,24,3,3,5,1,4,32,5,9999,99,5,1,2
1618,2020,15,23,4,3,2,6,1,101,7,2,26,4,4,6,1,1,999,99,9999,99,5,2,1
1619,2020,15,23,4,3,2,6,1,101,11,1,25,4,4,6,1,99,999,99,9999,99,5,2,1
1620,2020,15,22,4,3,2,6,1,101,11,1,25,4,4,6,1,99,999,99,9999,99,5,2,1
1621,2020,15,18,4,3,2,6,1,114,99,1,24,3,3,5,1,3,999,99,9999,99,5,2,1
1622,2020,15,8,2,1,2,6,21,2101,99,1,26,4,4,6,1,1,999,99,9999,99,5,2,1
1623,2020,15,10,2,1,2,6,5,501,99,1,48,8,8,10,1,3,999,1,9999,99,5,2,1
1624,2020,15,15,3,2,2,6,17,1701,99,1,13,1,1,3,2,4,32,1,9999,99,5,2,1
1625,2020,16,1,1,1,2,7,1,101,1,1,50,9,9,11,1,1,999,99,9999,99,5,1,2
1626,2020,16,9,2,1,2,7,1,101,8,1,19,2,2,4,1,4,67,1,2018,5,5,2,1
1627,2020,16,9,2,1,2,7,1,101,8,2,48,8,8,10,1,4,67,1,2018,5,5,2,1
1628,2020,16,1,1,1,2,7,1,101,12,1,999,16,12,18,1,1,999,99,9999,99,5,1,2
1629,2020,16,7,2,1,2,7,1,115,99,2,28,4,4,6,1,4,2,2,9999,99,5,2,1
1630,2020,16,7,2,1,2,7,1,115,99,1,6,1,1,2,2,4,2,2,9999,99,5,2,1
1631,2020,16,11,2,1,2,7,1,110,99,1,8,1,1,2,2,4,6,5,9999,99,5,2,1
1632,2020,16,18,4,3,2,7,1,111,99,2,75,14,11,16,1,4,67,3,9999,99,5,2,1
1633,2020,16,7,2,1,2,7,5,509,99,1,42,7,7,9,1,1,48,11,2000,4,5,2,1
1634,2020,16,11,2,1,2,7,5,506,99,2,40,7,7,9,1,1,999,99,9999,99,5,1,2
1635,2020,16,9,2,1,2,7,11,1101,99,1,76,14,11,16,1,99,999,99,9999,99,5,1,2
1636,2020,16,19,4,3,2,7,16,1603,99,1,6,1,1,2,2,4,67,1,9999,99,5,2,1
1637,2020,17,19,4,3,2,1,1,101,5,2,21,3,3,5,1,4,67,5,2017,5,5,2,1
1638,2020,17,17,3,2,2,1,1,101,12,1,18,2,2,4,1,99,999,99,9999,99,5,2,1
1639,2020,17,22,4,3,2,1,5,501,99,1,55,10,10,12,1,99,999,99,9999,99,5,1,2
1640,2020,17,0,1,1,2,1,10,1016,99,1,55,10,10,12,1,14,6,1,2006,4,5,2,1
1641,2020,17,22,4,3,2,1,10,1014,99,1,50,9,9,11,1,13,36,6,9999,99,5,1,2
1642,2020,17,22,4,3,2,1,17,1710,99,1,26,4,4,6,1,1,999,99,9999,99,5,1,2
1643,2020,17,14,3,2,2,1,4,401,99,1,18,2,2,4,1,7,999,7,1999,3,5,2,1
1644,2020,17,10,2,1,2,1,4,412,99,1,23,3,3,5,1,99,999,99,9999,99,5,2,1
1645,2020,17,17,3,2,2,1,3,308,99,2,999,16,12,18,1,3,41,2,2012,5,5,2,1
1646,2020,17,17,3,2,2,1,3,308,99,1,5,1,1,2,2,3,41,2,2012,5,5,2,1
1647,2020,18,19,4,3,2,2,1,101,9,1,32,5,5,7,1,4,27,1,2013,5,5,2,1
1648,2020,18,20,4,3,2,2,20,2005,99,2,17,2,2,4,2,99,999,99,9999,99,5,2,1
1649,2020,18,12,3,2,2,2,19,1901,99,1,69,12,11,14,1,3,999,2,2019,5,5,1,2
1650,2020,18,9,2,1,2,2,10,1002,99,1,66,12,11,14,1,5,40,2,9999,99,5,2,1
1651,2020,19,10,2,1,2,3,1,101,7,2,33,5,5,7,1,1,999,99,9999,99,5,2,1
1652,2020,19,9,2,1,2,3,1,115,99,2,53,9,9,11,1,4,2,5,9999,99,5,2,1
1653,2020,20,17,3,2,2,4,1,101,18,2,65,12,11,14,1,99,999,99,9999,99,5,2,1
1654,2020,20,20,4,3,2,4,22,2214,99,1,999,16,12,18,1,99,999,99,9999,99,5,1,2
1655,2020,20,2,1,1,2,4,19,1904,99,1,79,14,11,16,1,99,999,99,9999,99,5,1,2
1656,2020,20,8,2,1,2,4,12,1202,99,2,19,2,2,4,1,3,999,4,2009,4,5,2,1
1657,2020,20,12,3,2,2,4,16,1604,99,1,84,15,11,17,1,1,69,9,2006,4,5,2,1
1658,2020,20,19,4,3,2,4,4,406,99,1,17,2,2,4,2,99,999,99,9999,99,5,1,2
1659,2020,21,18,4,3,2,5,1,101,11,2,40,7,7,9,1,4,67,5,2018,5,5,2,1
1660,2020,21,22,4,3,2,5,1,101,7,1,38,6,6,8,1,4,999,99,9999,99,5,2,1
1661,2020,21,13,3,2,2,5,18,1803,99,1,60,11,11,13,1,4,67,5,9999,99,5,2,1
1662,2020,21,11,2,1,2,5,11,1101,99,2,71,13,11,15,1,4,999,5,9999,99,5,2,1
1663,2020,21,16,3,2,2,5,10,1001,99,2,72,13,11,15,1,9,999,7,9999,99,5,2,1
1664,2020,21,16,3,2,2,5,6,602,99,1,8,1,1,2,2,4,999,99,9999,99,5,2,1
1665,2020,21,21,4,3,2,5,18,1804,99,1,20,3,3,5,1,1,999,99,9999,99,5,2,1
1666,2020,22,19,4,3,2,6,1,101,1,1,71,13,11,15,1,99,999,99,9999,99,5,2,1
1667,2020,22,19,4,3,2,6,1,101,8,2,32,5,5,7,1,99,999,99,9999,99,5,2,1
1668,2020,22,21,4,3,2,6,1,101,21,1,45,8,8,10,1,99,999,99,9999,99,5,1,2
1669,2020,22,8,2,1,2,6,1,110,99,1,26,4,4,6,1,99,999,99,9999,99,5,2,1
1670,2020,23,19,4,3,2,7,5,506,99,1,38,6,6,8,1,99,999,99,9999,99,5,1,2
1671,2020,23,23,4,3,2,7,5,502,99,1,42,7,7,9,1,99,999,99,9999,99,5,2,1
1672,2020,23,19,4,3,2,7,4,415,99,2,85,15,11,17,1,99,999,99,9999,99,5,1,2
1673,2020,23,22,4,3,2,7,1,101,3,1,2,1,1,1,2,1,28,8,1988,2,5,2,1
1674,2020,23,14,3,2,2,7,1,116,99,1,24,3,3,5,1,4,3,1,9999,99,5,2,2
1675,2020,23,19,4,3,2,7,1,110,99,2,36,6,6,8,1,4,999,99,9999,99,5,2,1
1676,2020,23,17,3,2,2,7,9,901,99,1,63,11,11,13,1,3,999,99,9999,99,5,1,2
1677,2020,23,17,3,2,2,7,1,107,99,2,40,7,7,9,1,3,999,99,9999,99,5,2,1
1678,2020,23,17,3,2,2,7,1,105,99,1,15,2,2,4,2,99,999,99,9999,99,5,2,1
1679,2020,23,22,4,3,2,7,1,115,99,2,37,6,6,8,1,99,999,99,9999,99,5,2,1
1680,2020,24,11,2,1,2,1,1,106,99,2,17,2,2,4,2,4,32,5,2011,5,5,2,1
1681,2020,24,13,3,2,2,1,1,101,10,2,85,15,11,17,1,5,41,2,2018,5,5,2,1
1682,2020,24,22,4,3,2,1,1,108,99,2,62,11,11,13,1,4,100,1,9999,99,5,2,1
1683,2020,24,18,4,3,2,1,12,1202,99,1,31,5,5,7,1,3,69,3,1992,3,5,2,1
