Núm_corre,año_ocu,día_ocu,hora_ocu,g_hora,g_hora_5,mes_ocu,día_sem_ocu,depto_ocu,mupio_ocu,zona_ocu,sexo_per,edad_per,g_edad_80ymás,g_edad_60ymás,edad_quinquenales,mayor_menor,tipo_veh,marca_veh,color_veh,modelo_veh,g_modelo_veh,tipo_eve,fall_les,int_o_noint
4193,2020,30,14,3,2,7,4,1,101,12,2,24,3,3,5,1,4,67,1,2013,5,1,2,1
4194,2020,30,13,3,2,7,4,22,2215,99,2,9,1,1,2,2,4,67,3,9999,99,1,2,1
4195,2020,30,15,3,2,7,4,22,2205,99,1,20,3,3,5,1,4,67,3,9999,99,1,2,1
4196,2020,30,16,3,2,7,4,22,2202,99,1,38,6,6,8,1,4,67,99,9999,99,1,2,1
4197,2020,30,11,2,1,7,4,5,502,99,1,53,9,9,11,1,18,999,99,9999,99,1,2,1
4198,2020,30,17,3,2,7,4,5,501,99,2,33,5,5,7,1,4,999,99,9999,99,6,2,1
4199,2020,30,11,2,1,7,4,12,1217,99,1,33,5,5,7,1,4,999,99,9999,99,1,2,1
4200,2020,30,12,3,2,7,4,2,207,99,1,26,4,4,6,1,4,18,5,9999,99,1,1,2
4201,2020,30,15,3,2,7,4,3,312,99,2,31,5,5,7,1,4,87,2,2017,5,1,2,1
4202,2020,31,5,1,1,7,5,1,101,1,1,19,2,2,4,1,1,69,6,9999,99,1,2,1
4203,2020,31,5,1,1,7,5,1,101,1,1,19,2,2,4,1,1,48,1,9999,99,1,2,1
4204,2020,31,5,1,1,7,5,1,101,1,2,52,9,9,11,1,1,48,1,9999,99,1,2,1
4205,2020,31,5,1,1,7,5,1,101,1,2,18,2,2,4,1,1,48,1,9999,99,1,2,1
4206,2020,31,5,1,1,7,5,1,101,1,2,52,9,9,11,1,1,48,1,9999,99,1,2,1
4207,2020,31,16,3,2,7,5,1,103,99,1,35,6,6,8,1,99,32,1,9999,99,1,1,2
4208,2020,31,21,4,3,7,5,1,101,7,1,14,1,1,3,2,99,27,5,9999,99,1,1,2
4209,2020,31,21,4,3,7,5,1,101,7,1,15,2,2,4,2,99,27,5,9999,99,1,2,1
4210,2020,31,7,2,1,7,5,21,2101,99,1,21,3,3,5,1,18,999,3,9999,99,1,2,1
4211,2020,31,12,3,2,7,5,6,605,99,2,40,7,7,9,1,4,18,9,9999,99,1,2,1
4212,2020,31,16,3,2,7,5,10,1014,99,1,34,5,5,7,1,4,6,99,9999,99,1,2,1
4213,2020,31,16,3,2,7,5,10,1014,99,1,38,6,6,8,1,4,6,99,9999,99,1,1,2
4214,2020,31,23,4,3,7,5,10,1004,99,2,21,3,3,5,1,1,27,99,2002,4,1,2,1
4215,2020,31,23,4,3,7,5,10,1004,99,2,39,6,6,8,1,1,27,99,2002,4,1,2,1
4216,2020,31,16,3,2,7,5,16,1604,99,1,8,1,1,2,2,1,69,2,9999,99,1,2,1
4217,2020,31,16,3,2,7,5,16,1604,99,2,32,5,5,7,1,1,69,2,9999,99,1,2,1
4218,2020,31,16,3,2,7,5,16,1604,99,1,46,8,8,10,1,1,69,2,9999,99,1,1,2
4219,2020,31,16,3,2,7,5,16,1604,99,2,4,1,1,1,2,1,69,2,9999,99,1,2,1
4220,2020,31,16,3,2,7,5,16,1604,99,2,5,1,1,2,2,1,69,2,9999,99,1,2,1
4221,2020,31,12,3,2,7,5,17,1705,99,1,55,10,10,12,1,99,999,99,9999,99,3,1,2
4222,2020,1,15,3,2,7,3,1,101,6,1,60,11,11,13,1,1,48,6,9999,99,5,2,1
4223,2020,2,17,3,2,7,4,16,1608,99,2,7,1,1,2,2,3,69,6,9999,99,5,2,1
4224,2020,3,13,3,2,7,5,22,2201,99,1,30,5,5,7,1,1,48,4,9999,99,5,2,1
4225,2020,3,17,3,2,7,5,1,101,1,1,34,5,5,7,1,1,52,3,2012,5,5,2,1
4226,2020,3,17,3,2,7,5,1,101,1,1,65,12,11,14,1,1,52,3,2012,5,5,2,1
4227,2020,4,7,2,1,7,6,1,101,2,1,45,8,8,10,1,4,76,3,9999,99,5,2,1
4228,2020,4,14,3,2,7,6,1,115,99,1,999,16,12,18,9,4,6,5,9999,99,5,2,1
4229,2020,4,1,1,1,7,6,17,1701,99,1,13,1,1,3,2,1,999,99,9999,99,5,1,2
4230,2020,4,1,1,1,7,6,17,1701,99,1,21,3,3,5,1,1,999,99,9999,99,5,1,2
4231,2020,6,23,4,3,7,1,1,101,17,1,28,4,4,6,1,1,999,99,9999,99,5,1,2
4232,2020,6,5,1,1,7,1,1,102,99,1,50,9,9,11,1,1,999,99,9999,99,5,1,2
4233,2020,6,12,3,2,7,1,7,703,99,1,66,12,11,14,1,3,69,2,9999,99,5,2,1
4234,2020,7,14,3,2,7,2,16,1609,99,1,41,7,7,9,1,5,52,2,9999,99,5,2,1
4235,2020,7,14,3,2,7,2,16,1609,99,2,999,16,12,18,9,5,52,2,9999,99,5,2,1
4236,2020,7,14,3,2,7,2,16,1609,99,1,999,16,12,18,9,5,52,2,9999,99,5,2,1
4237,2020,8,19,4,3,7,3,1,101,7,1,28,4,4,6,1,1,999,99,9999,99,5,1,2
4238,2020,8,11,2,1,7,3,16,1612,99,2,70,13,11,15,1,4,999,99,9999,99,5,1,2
4239,2020,10,19,4,3,7,5,5,501,99,1,31,5,5,7,1,4,6,7,9999,99,5,1,2
4240,2020,10,16,3,2,7,5,1,101,18,1,46,8,8,10,1,1,999,99,9999,99,5,2,1
4241,2020,10,19,4,3,7,6,18,1804,99,1,37,6,6,8,1,1,999,99,9999,99,5,1,2
4242,2020,11,22,4,3,7,6,1,108,99,1,38,6,6,8,1,4,32,1,9999,99,5,2,1
4243,2020,11,22,4,3,7,6,4,401,99,2,21,3,3,5,1,3,69,1,9999,99,5,2,1
4244,2020,11,22,4,3,7,6,1,108,99,2,18,2,2,4,1,4,999,99,9999,99,5,2,1
4245,2020,13,7,2,1,7,1,18,1802,99,1,28,4,4,6,1,4,999,99,9999,99,5,1,2
4246,2020,13,7,2,1,7,1,10,1002,99,2,11,1,1,3,2,4,6,1,2018,5,5,2,1
4247,2020,13,10,2,1,7,1,9,902,99,1,75,14,11,16,1,1,54,5,9999,99,5,2,1
4248,2020,13,17,3,2,7,1,1,115,99,1,999,16,12,18,9,2,48,3,2006,4,5,2,1
4249,2020,14,17,3,2,7,2,1,101,8,1,45,8,8,10,1,4,32,1,9999,99,5,2,1
4250,2020,14,6,2,1,7,2,4,415,99,2,999,16,12,18,1,4,32,7,2008,4,5,2,2
4251,2020,14,16,3,2,7,2,6,603,99,1,49,8,8,10,1,5,31,2,9999,99,5,2,1
4252,2020,15,14,3,2,7,3,1,108,99,2,41,7,7,9,1,4,999,99,9999,99,5,2,1
4253,2020,15,12,3,2,7,3,5,501,99,1,10,1,1,3,2,1,999,99,9999,99,5,1,2
4254,2020,16,18,4,3,7,4,22,2214,99,1,28,4,4,6,1,3,69,2,1999,3,5,2,1
4255,2020,17,15,3,2,7,5,1,101,5,2,55,10,10,12,1,1,999,11,9999,99,5,2,1
4256,2020,17,7,2,1,7,5,1,117,99,2,999,16,12,18,9,4,76,4,9999,99,5,2,1
4257,2020,17,13,3,2,7,5,1,117,99,2,32,5,5,7,1,6,30,3,9999,99,5,2,1
4258,2020,17,15,3,2,7,5,6,609,99,2,52,9,9,11,1,4,999,3,9999,99,5,2,1
4259,2020,17,9,2,1,7,5,12,1202,99,1,70,13,11,15,1,4,18,99,9999,99,5,2,1
4260,2020,18,21,4,3,7,6,1,101,21,1,38,6,6,8,1,4,100,5,2016,5,5,2,1
4261,2020,19,13,3,2,7,7,1,116,99,1,35,6,6,8,1,99,999,99,9999,99,5,2,1
4262,2020,20,13,3,2,7,1,1,101,18,2,60,11,11,13,1,4,20,1,2017,5,5,1,2
4263,2020,20,13,3,2,7,1,6,608,99,1,64,11,11,13,1,4,6,1,9999,99,5,2,1
4264,2020,21,18,4,3,7,2,1,101,7,2,23,3,3,5,1,99,999,99,9999,99,5,2,1
4265,2020,21,15,3,2,7,2,6,609,99,1,24,3,3,5,1,2,31,2,9999,99,5,1,2
4266,2020,21,13,3,2,7,2,10,1014,99,1,61,11,11,13,1,6,19,5,2012,5,5,2,1
4267,2020,21,21,4,3,7,2,12,1201,99,1,60,11,11,13,1,3,69,11,1986,2,5,2,1
4268,2020,22,3,1,1,7,3,1,101,7,1,28,4,4,6,1,4,67,5,9999,99,5,2,1
4269,2020,22,15,3,2,7,3,1,115,99,2,30,5,5,7,1,1,999,99,9999,99,5,2,1
4270,2020,22,15,3,2,7,3,1,115,99,1,31,5,5,7,1,1,999,99,9999,99,5,2,1
4271,2020,22,16,3,2,7,3,1,115,99,1,23,3,3,5,1,1,999,99,9999,99,5,2,1
4272,2020,22,9,2,1,7,3,21,2101,99,1,10,1,1,3,2,4,67,5,2018,5,5,2,1
4273,2020,22,13,3,2,7,3,9,920,99,2,80,15,11,17,1,4,67,1,9999,99,5,2,1
4274,2020,23,7,2,1,7,4,11,1101,99,2,43,7,7,9,1,4,2,5,9999,99,5,2,1
4275,2020,24,22,4,3,7,5,18,1803,99,1,19,2,2,4,1,2,69,2,1998,3,5,2,1
4276,2020,24,16,3,2,7,5,1,115,99,2,55,10,10,12,1,99,999,99,9999,99,5,2,2
4277,2020,24,15,3,2,7,5,4,401,99,2,55,10,10,12,1,2,41,4,9999,99,5,2,1
4278,2020,24,20,4,3,7,5,1,108,99,1,49,8,8,10,1,1,999,99,9999,99,5,2,1
4279,2020,25,12,3,2,7,6,1,101,11,1,999,16,12,18,1,1,999,99,9999,99,5,1,2
4280,2020,25,14,3,2,7,6,10,1001,99,1,31,5,5,7,1,3,69,1,9999,99,5,2,1
4281,2020,25,13,3,2,7,6,11,1108,99,1,16,2,2,4,2,3,10,11,9999,99,5,2,1
4282,2020,27,15,3,2,7,1,1,101,1,1,18,2,2,4,1,1,999,99,9999,99,5,2,1
4283,2020,27,15,3,2,7,1,1,101,1,1,27,4,4,6,1,1,999,99,9999,99,5,2,1
4284,2020,27,10,2,1,7,1,1,101,18,1,78,14,11,16,1,4,999,99,9999,99,5,2,1
4285,2020,27,5,1,1,7,1,9,917,99,1,77,14,11,16,1,4,6,5,9999,99,5,2,1
4286,2020,27,12,3,2,7,1,9,917,99,1,50,9,9,11,1,1,999,99,9999,99,5,1,2
4287,2020,27,21,4,3,7,1,9,901,99,1,52,9,9,11,1,1,999,99,9999,99,5,1,2
4288,2020,27,21,4,3,7,1,9,902,99,1,38,6,6,8,1,1,999,99,9999,99,5,1,2
4289,2020,27,19,4,3,7,1,15,1501,99,1,55,10,10,12,1,4,999,99,9999,99,5,1,2
4290,2020,27,14,3,2,7,1,4,401,99,1,85,15,11,17,1,4,76,1,9999,99,5,2,1
4291,2020,28,16,3,2,7,2,10,1001,99,1,28,4,4,6,1,99,999,99,9999,99,5,1,2
4292,2020,28,19,4,3,7,3,1,101,12,1,20,3,3,5,1,14,999,99,9999,99,5,2,1
4293,2020,28,9,2,1,7,3,20,2001,99,1,53,9,9,11,1,14,999,99,9999,99,5,1,1
4294,2020,28,6,2,1,7,3,1,101,12,1,17,2,2,4,2,1,999,99,9999,99,5,2,1
4295,2020,30,12,3,2,7,4,5,501,99,1,27,4,4,6,1,4,6,99,9999,99,5,2,1
4296,2020,30,21,4,3,7,4,6,601,99,1,42,7,7,9,1,99,999,99,9999,99,5,1,2
4297,2020,30,19,4,3,7,4,9,901,99,1,48,8,8,10,1,4,67,3,2018,5,5,2,1
4298,2020,30,20,4,3,7,4,3,312,99,2,23,3,3,5,1,4,27,5,2015,5,5,2,1
4299,2020,31,8,2,1,7,5,1,101,12,1,23,3,3,5,1,3,999,99,9999,99,5,2,1
4300,2020,31,10,2,1,7,5,22,2201,99,1,74,13,11,15,1,4,999,1,9999,99,5,2,2
4301,2020,31,19,4,3,7,5,1,101,1,1,26,4,4,6,1,1,999,99,9999,99,5,1,2
4302,2020,31,20,4,3,7,5,1,101,10,1,23,3,3,5,1,1,999,99,9999,99,5,2,1
4303,2020,31,14,3,2,7,5,14,1407,99,1,24,3,3,5,1,1,999,99,9999,99,5,2,1
4304,2020,1,14,3,2,8,6,1,101,3,1,30,5,5,7,1,4,76,3,2017,5,1,2,1
4305,2020,1,19,4,3,8,6,1,101,8,1,999,16,12,18,1,4,6,5,2017,5,1,2,1
4306,2020,1,19,4,3,8,6,1,105,99,1,33,5,5,7,1,4,2,5,2013,5,1,2,1
4307,2020,1,18,4,3,8,6,1,104,99,1,30,5,5,7,1,4,27,99,9999,99,6,1,2
4308,2020,1,11,2,1,8,6,1,101,11,1,24,3,3,5,1,4,67,1,9999,99,1,2,1
4309,2020,1,1,1,1,8,6,1,101,11,1,22,3,3,5,1,1,48,6,2012,5,6,2,1
4310,2020,1,1,1,1,8,6,1,101,11,1,30,5,5,7,1,1,48,6,2012,5,6,1,2
4311,2020,1,21,4,3,8,6,1,101,12,1,31,5,5,7,1,4,71,5,9999,99,2,2,1
4312,2020,1,2,1,1,8,6,1,114,99,1,34,5,5,7,1,4,32,5,9999,99,1,2,1
4313,2020,1,20,4,3,8,6,1,115,99,1,32,5,5,7,1,4,67,5,9999,99,1,2,1
4314,2020,1,22,4,3,8,6,1,116,99,1,37,6,6,8,1,4,67,1,9999,99,1,2,1
4315,2020,1,16,3,2,8,6,1,115,99,1,999,16,12,18,1,4,6,5,9999,99,1,1,2
4316,2020,1,15,3,2,8,6,20,2001,99,1,24,3,3,5,1,1,69,1,9999,99,2,1,2
4317,2020,1,15,3,2,8,6,5,504,99,1,24,3,3,5,1,4,18,5,9999,99,1,1,2
4318,2020,1,15,3,2,8,6,5,504,99,1,17,2,2,4,2,4,18,5,9999,99,1,2,1
4319,2020,1,7,2,1,8,6,5,502,99,2,38,6,6,8,1,4,999,99,9999,99,1,2,1
4320,2020,1,19,4,3,8,6,6,609,99,1,22,3,3,5,1,4,999,99,9999,99,1,1,2
4321,2020,1,20,4,3,8,6,6,602,99,1,37,6,6,8,1,4,999,99,9999,99,6,2,1
4322,2020,1,0,1,1,8,6,11,1106,99,1,26,4,4,6,1,4,67,1,9999,99,1,1,2
4323,2020,1,19,4,3,8,6,11,1106,99,1,21,3,3,5,1,4,999,99,9999,99,1,1,2
4324,2020,1,22,4,3,8,6,16,1601,99,1,999,16,12,18,1,4,27,1,9999,99,1,2,1
4325,2020,1,22,4,3,8,6,16,1601,99,1,999,16,12,18,1,4,27,1,9999,99,1,1,2
4326,2020,1,17,3,2,8,6,16,1601,99,1,17,2,2,4,2,4,67,1,9999,99,1,2,1
4327,2020,1,15,3,2,8,6,2,202,99,2,26,4,4,6,1,1,69,5,9999,99,1,2,1
4328,2020,1,11,2,1,8,6,17,1705,99,1,32,5,5,7,1,4,67,1,9999,99,6,2,1
4329,2020,1,12,3,2,8,6,7,701,99,1,41,7,7,9,1,4,67,5,9999,99,1,2,2
4330,2020,1,22,4,3,8,6,7,717,99,2,26,4,4,6,1,4,18,4,2014,5,1,2,1
4331,2020,2,14,3,2,8,7,1,106,99,1,24,3,3,5,1,14,59,3,9999,99,2,2,1
4332,2020,2,14,3,2,8,7,1,106,99,1,64,11,11,13,1,1,41,3,9999,99,2,2,1
4333,2020,2,14,3,2,8,7,1,101,6,1,24,3,3,5,1,4,999,1,9999,99,2,2,1
4334,2020,2,21,4,3,8,7,1,108,99,1,50,9,9,11,1,1,27,4,9999,99,1,2,1
4335,2020,2,21,4,3,8,7,1,108,99,1,27,4,4,6,1,1,27,4,9999,99,1,2,1
4336,2020,2,10,2,1,8,7,5,501,99,1,999,16,12,18,1,4,27,5,9999,99,1,2,1
4337,2020,2,10,2,1,8,7,5,501,99,2,42,7,7,9,1,4,27,5,9999,99,1,2,1
4338,2020,2,8,2,1,8,7,5,501,99,1,50,9,9,11,1,5,17,7,9999,99,2,1,2
4339,2020,2,19,4,3,8,7,6,602,99,1,27,4,4,6,1,4,32,5,9999,99,1,2,1
4340,2020,2,14,3,2,8,7,10,1013,99,1,24,3,3,5,1,4,6,7,9999,99,6,2,1
4341,2020,2,14,3,2,8,7,10,1013,99,2,24,3,3,5,1,4,6,7,9999,99,6,1,2
4342,2020,2,20,4,3,8,7,11,1101,99,1,38,6,6,8,1,4,999,99,9999,99,1,2,1
4343,2020,2,20,4,3,8,7,11,1101,99,1,15,2,2,4,2,4,999,99,9999,99,1,2,1
4344,2020,2,19,4,3,8,7,11,1106,99,1,20,3,3,5,1,5,84,2,2016,5,6,2,1
4345,2020,2,9,2,1,8,7,12,1202,99,1,24,3,3,5,1,4,32,5,2016,5,1,2,1
4346,2020,2,9,2,1,8,7,12,1202,99,2,21,3,3,5,1,4,32,5,2016,5,1,2,1
4347,2020,2,11,2,1,8,7,15,1501,99,1,20,3,3,5,1,4,67,1,9999,99,1,2,1
4348,2020,2,11,2,1,8,7,15,1501,99,1,60,11,11,13,1,4,67,1,9999,99,1,2,1
4349,2020,2,18,4,3,8,7,17,1709,99,1,19,2,2,4,1,4,999,99,9999,99,1,2,1
4350,2020,2,9,2,1,8,7,4,401,99,1,28,4,4,6,1,4,999,99,9999,99,2,1,2
4351,2020,2,23,4,3,8,7,4,401,99,1,28,4,4,6,1,4,999,99,9999,99,2,1,2
4352,2020,2,10,2,1,8,7,3,309,99,1,25,4,4,6,1,4,67,5,9999,99,1,2,1
4353,2020,2,10,2,1,8,7,3,309,99,1,37,6,6,8,1,4,67,99,9999,99,1,2,1
4354,2020,2,15,3,2,8,7,1,101,13,1,33,5,5,7,1,4,2,1,2019,5,1,2,1
4355,2020,2,15,3,2,8,7,1,101,13,1,33,5,5,7,1,4,2,1,2019,5,1,2,1
4356,2020,2,14,3,2,8,7,15,1501,99,1,26,4,4,6,1,4,999,99,9999,99,1,2,1
4357,2020,3,17,3,2,8,1,1,101,1,1,27,4,4,6,1,4,64,5,2019,5,1,2,1
4358,2020,3,18,4,3,8,1,1,101,12,1,32,5,5,7,1,4,999,99,9999,99,1,1,2
4359,2020,3,20,4,3,8,1,1,101,12,1,25,4,4,6,1,4,999,99,9999,99,1,2,1
4360,2020,3,6,2,1,8,1,1,116,99,1,999,16,12,18,1,4,27,5,9999,99,1,1,2
4361,2020,3,8,2,1,8,1,1,108,99,1,50,9,9,11,1,1,69,2,9999,99,7,2,1
4362,2020,3,8,2,1,8,1,1,108,99,2,999,16,12,18,1,1,69,2,9999,99,7,2,1
4363,2020,3,8,2,1,8,1,1,108,99,2,999,16,12,18,1,1,69,2,9999,99,7,2,1
4364,2020,3,19,4,3,8,1,5,511,99,1,38,6,6,8,1,4,6,5,9999,99,6,2,1
4365,2020,3,19,4,3,8,1,5,511,99,1,34,5,5,7,1,4,6,5,9999,99,6,2,1
4366,2020,3,1,1,1,8,1,5,514,99,1,23,3,3,5,1,4,999,99,9999,99,6,1,2
4367,2020,3,1,1,1,8,1,5,514,99,1,999,16,12,18,1,4,999,99,9999,99,6,2,1
4368,2020,3,5,1,1,8,1,5,507,99,1,25,4,4,6,1,4,27,1,2019,5,1,1,2
4369,2020,3,12,3,2,8,1,11,1103,99,1,29,4,4,6,1,4,67,5,2019,5,1,2,1
4370,2020,3,11,2,1,8,1,9,917,99,1,20,3,3,5,1,4,76,10,9999,99,6,2,1
4371,2020,3,11,2,1,8,1,9,917,99,1,27,4,4,6,1,4,76,10,9999,99,6,2,1
4372,2020,3,13,3,2,8,1,9,901,99,1,50,9,9,11,1,5,50,2,9999,99,1,2,1
4373,2020,3,13,3,2,8,1,9,901,99,1,999,16,12,18,1,18,999,99,9999,99,1,1,2
4374,2020,3,17,3,2,8,1,18,1802,99,1,34,5,5,7,1,3,69,8,1989,2,3,2,1
4375,2020,3,17,3,2,8,1,18,1802,99,1,28,4,4,6,1,3,69,8,1989,2,3,2,1
4376,2020,3,17,3,2,8,1,18,1802,99,1,18,2,2,4,1,3,69,8,1989,2,3,2,1
4377,2020,3,17,3,2,8,1,17,1710,99,1,45,8,8,10,1,4,999,99,9999,99,1,2,1
4378,2020,3,19,4,3,8,1,17,1710,99,1,18,2,2,4,1,4,999,99,9999,99,6,2,1
4379,2020,4,18,4,3,8,2,1,101,8,2,42,7,7,9,1,4,32,1,2011,5,1,2,1
4380,2020,4,18,4,3,8,2,1,117,99,2,22,3,3,5,1,4,6,5,9999,99,1,2,1
4381,2020,4,21,4,3,8,2,1,108,99,1,28,4,4,6,1,3,999,99,9999,99,2,2,1
4382,2020,4,8,2,1,8,2,22,2205,99,1,999,16,12,18,1,4,18,5,9999,99,1,2,1
4383,2020,4,0,1,1,8,2,22,2208,99,2,34,5,5,7,1,4,67,5,9999,99,1,2,1
4384,2020,4,0,1,1,8,2,22,2208,99,2,9,1,1,2,2,4,67,5,9999,99,1,2,1
4385,2020,4,12,3,2,8,2,21,2101,99,2,54,9,9,11,1,4,32,5,9999,99,1,2,1
4386,2020,4,15,3,2,8,2,5,501,99,1,20,3,3,5,1,4,32,5,9999,99,1,2,1
4387,2020,4,6,2,1,8,2,6,601,99,1,33,5,5,7,1,2,8,3,2004,4,1,2,1
4388,2020,4,6,2,1,8,2,6,601,99,1,35,6,6,8,1,2,8,3,2004,4,1,2,1
4389,2020,4,6,2,1,8,2,6,601,99,2,31,5,5,7,1,2,8,3,2004,4,1,2,1
4390,2020,4,6,2,1,8,2,6,601,99,2,37,6,6,8,1,2,8,3,2004,4,1,2,1
4391,2020,4,16,3,2,8,2,9,917,99,1,22,3,3,5,1,4,999,99,9999,99,6,2,1
4392,2020,4,16,3,2,8,2,9,917,99,1,22,3,3,5,1,4,999,99,9999,99,6,2,1
4393,2020,4,12,3,2,8,2,18,1801,99,1,21,3,3,5,1,4,18,5,9999,99,1,2,1
4394,2020,5,20,4,3,8,3,1,101,6,1,30,5,5,7,1,4,64,5,2019,5,1,2,1
4395,2020,5,8,2,1,8,3,1,113,99,2,35,6,6,8,1,4,999,99,9999,99,1,2,1
4396,2020,5,8,2,1,8,3,1,113,99,1,19,2,2,4,1,4,999,99,9999,99,1,2,1
4397,2020,5,6,2,1,8,3,1,101,7,1,45,8,8,10,1,4,999,99,9999,99,1,2,1
4398,2020,5,6,2,1,8,3,1,101,7,1,25,4,4,6,1,1,69,10,9999,99,1,2,1
4399,2020,5,10,2,1,8,3,1,101,7,1,28,4,4,6,1,4,6,1,9999,99,1,2,1
4400,2020,5,13,3,2,8,3,1,101,12,1,46,8,8,10,1,4,27,5,9999,99,1,2,1
4401,2020,5,16,3,2,8,3,1,101,12,1,22,3,3,5,1,4,67,3,2015,5,1,2,1
4402,2020,5,9,2,1,8,3,21,2101,99,1,999,16,12,18,1,4,6,3,9999,99,2,2,1
4403,2020,5,17,3,2,8,3,20,2002,99,1,999,16,12,18,1,5,999,2,9999,99,1,2,1
4404,2020,5,17,3,2,8,3,20,2002,99,1,41,7,7,9,1,5,999,2,9999,99,1,2,1
4405,2020,5,17,3,2,8,3,20,2002,99,1,25,4,4,6,1,5,999,2,9999,99,1,2,1
4406,2020,5,17,3,2,8,3,20,2002,99,1,49,8,8,10,1,5,999,99,9999,99,1,1,2
4407,2020,5,17,3,2,8,3,20,2002,99,1,44,7,7,9,1,5,999,99,9999,99,1,1,2
4408,2020,5,17,3,2,8,3,20,2002,99,1,31,5,5,7,1,1,69,9,9999,99,1,2,1
4409,2020,5,11,2,1,8,3,6,601,99,1,35,6,6,8,1,4,3,5,9999,99,1,2,1
4410,2020,5,23,4,3,8,3,12,1222,99,1,29,4,4,6,1,4,27,5,9999,99,1,2,1
4411,2020,5,23,4,3,8,3,12,1222,99,2,26,4,4,6,1,4,27,3,9999,99,1,2,1
4412,2020,5,23,4,3,8,3,12,1222,99,2,17,2,2,4,2,4,27,3,9999,99,1,2,1
4413,2020,5,9,2,1,8,3,18,1804,99,1,30,5,5,7,1,4,999,3,9999,99,1,1,2
4414,2020,5,9,2,1,8,3,18,1804,99,1,20,3,3,5,1,4,999,3,9999,99,1,2,1
4415,2020,6,17,3,2,8,4,1,101,13,1,45,8,8,10,1,4,999,99,9999,99,6,1,1
4416,2020,6,16,3,2,8,4,22,2201,99,1,38,6,6,8,1,4,27,5,2013,5,1,2,2
4417,2020,6,16,3,2,8,4,22,2201,99,1,27,4,4,6,1,4,67,1,9999,99,1,2,1
4418,2020,6,17,3,2,8,4,21,2101,99,1,68,12,11,14,1,4,32,7,9999,99,1,2,1
4419,2020,6,6,2,1,8,4,20,2003,99,1,23,3,3,5,1,4,67,5,9999,99,6,2,1
4420,2020,6,6,2,1,8,4,20,2003,99,1,19,2,2,4,1,4,67,5,9999,99,6,2,1
4421,2020,6,17,3,2,8,4,5,501,99,1,51,9,9,11,1,4,32,3,2019,5,6,1,2
4422,2020,6,21,4,3,8,4,11,1103,99,1,999,16,12,18,1,5,31,2,1996,3,1,1,2
4423,2020,6,21,4,3,8,4,11,1103,99,1,999,16,12,18,1,5,31,2,1996,3,1,1,2
4424,2020,6,11,2,1,8,4,12,1204,99,1,17,2,2,4,2,4,999,5,9999,99,1,2,1
4425,2020,6,7,2,1,8,4,13,1301,99,1,25,4,4,6,1,4,3,5,9999,99,1,2,1
4426,2020,6,18,4,3,8,4,16,1601,99,1,58,10,10,12,1,4,27,99,9999,99,1,1,1
4427,2020,6,19,4,3,8,4,7,701,99,1,48,8,8,10,1,4,6,1,2019,5,1,2,1
4428,2020,6,22,4,3,8,4,4,401,99,1,26,4,4,6,1,4,3,99,9999,99,1,2,1
4429,2020,7,16,3,2,8,5,1,108,99,2,48,8,8,10,1,1,21,2,9999,99,1,2,1
4430,2020,7,16,3,2,8,5,1,108,99,2,49,8,8,10,1,1,21,2,9999,99,1,2,1
4431,2020,7,16,3,2,8,5,1,108,99,2,39,6,6,8,1,1,21,2,9999,99,1,2,1
4432,2020,7,16,3,2,8,5,19,1901,99,1,39,6,6,8,1,4,67,1,9999,99,1,2,1
4433,2020,7,18,4,3,8,5,5,501,99,2,20,3,3,5,1,4,999,99,9999,99,6,1,2
4434,2020,7,12,3,2,8,5,6,601,99,1,22,3,3,5,1,4,6,1,9999,99,1,1,2
4435,2020,7,14,3,2,8,5,6,605,99,1,27,4,4,6,1,3,999,99,9999,99,3,2,1
4436,2020,7,14,3,2,8,5,6,605,99,1,70,13,11,15,1,3,999,99,9999,99,3,2,1
4437,2020,7,14,3,2,8,5,6,605,99,2,999,16,12,18,1,3,999,99,9999,99,3,2,1
4438,2020,7,14,3,2,8,5,6,605,99,1,62,11,11,13,1,3,999,99,9999,99,3,2,1
4439,2020,7,19,4,3,8,5,10,1017,99,1,19,2,2,4,1,4,999,5,9999,99,1,2,1
4440,2020,7,18,4,3,8,5,2,203,99,2,34,5,5,7,1,2,27,99,9999,99,1,1,2
4441,2020,7,21,4,3,8,5,14,1410,99,1,24,3,3,5,1,4,27,1,9999,99,1,2,2
4442,2020,8,13,3,2,8,6,1,101,1,1,20,3,3,5,1,4,27,4,9999,99,1,2,1
4443,2020,8,21,4,3,8,6,1,101,8,1,19,2,2,4,1,4,27,5,9999,99,1,2,1
4444,2020,8,13,3,2,8,6,1,101,18,1,57,10,10,12,1,4,2,5,9999,99,1,2,1
4445,2020,8,20,4,3,8,6,1,101,11,1,49,8,8,10,1,4,32,99,9999,99,1,2,1
4446,2020,8,20,4,3,8,6,1,101,11,2,999,16,12,18,1,4,32,99,9999,99,1,2,1
4447,2020,8,20,4,3,8,6,1,101,11,1,999,16,12,18,2,4,32,99,9999,99,1,2,1
4448,2020,8,20,4,3,8,6,1,101,11,1,49,8,8,10,1,1,48,2,9999,99,1,2,1
4449,2020,8,13,3,2,8,6,1,116,99,1,25,4,4,6,1,4,6,3,2014,5,1,1,2
4450,2020,8,19,4,3,8,6,1,109,99,1,999,16,12,18,1,4,999,99,9999,99,1,1,2
4451,2020,8,22,4,3,8,6,1,109,99,2,63,11,11,13,1,2,27,4,1999,3,1,2,2
