núm_corre,año_ocu,día_ocu,hora_ocu,g_hora,g_hora_5,mes_ocu,día_sem_ocu,mupio_ocu,depto_ocu,zona_ocu,sexo_per,edad_per,g_edad_80ymás,g_edad_60ymás,edad_quinquenales,mayor_menor,tipo_veh,marca_veh,color_veh,modelo_veh,g_modelo_veh,tipo_eve,fall_les,int_o_noint
1563,2018,1,13,3,2,3,4,117,1,99,1,39,6,6,8,1,6,19,14,9999,99,1,2,1
1564,2018,1,13,3,2,3,4,117,1,99,1,40,7,7,9,1,6,19,14,9999,99,1,2,1
1565,2018,1,13,3,2,3,4,117,1,99,1,39,6,6,8,1,6,19,14,9999,99,1,2,1
1566,2018,1,13,3,2,3,4,117,1,99,1,30,5,5,7,1,6,19,14,9999,99,1,2,1
1567,2018,1,13,3,2,3,4,117,1,99,1,35,6,6,8,1,6,19,14,9999,99,1,2,1
1568,2018,1,13,3,2,3,4,117,1,99,1,78,14,11,16,1,6,19,14,9999,99,1,2,1
1569,2018,1,13,3,2,3,4,117,1,99,1,50,9,9,11,1,6,19,14,9999,99,1,2,1
1570,2018,1,13,3,2,3,4,117,1,99,1,19,2,2,4,1,6,19,14,9999,99,1,1,2
1571,2018,1,13,3,2,3,4,117,1,99,1,16,2,2,4,2,6,19,14,9999,99,1,2,1
1572,2018,1,13,3,2,3,4,117,1,99,2,36,6,6,8,1,6,19,14,9999,99,1,2,1
1573,2018,1,13,3,2,3,4,117,1,99,1,30,5,5,7,1,6,19,14,9999,99,1,2,1
1574,2018,1,13,3,2,3,4,117,1,99,1,24,3,3,5,1,6,19,14,9999,99,1,2,1
1575,2018,1,13,3,2,3,4,117,1,99,2,22,3,3,5,1,6,19,14,9999,99,1,2,1
1576,2018,1,13,3,2,3,4,117,1,99,1,45,8,8,10,1,6,19,14,9999,99,1,2,1
1577,2018,1,13,3,2,3,4,117,1,99,1,39,6,6,8,1,6,19,14,9999,99,1,2,1
1578,2018,1,13,3,2,3,4,117,1,99,1,40,7,7,9,1,6,19,14,9999,99,1,2,1
1579,2018,1,13,3,2,3,4,117,1,99,1,39,6,6,8,1,6,19,14,9999,99,1,2,1
1580,2018,1,10,2,1,3,4,2002,20,99,2,40,7,7,9,1,1,69,2,9999,99,1,2,1
1581,2018,1,10,2,1,3,4,2002,20,99,1,21,3,3,5,1,1,69,2,9999,99,1,2,1
1582,2018,1,10,2,1,3,4,2002,20,99,1,50,9,9,11,1,1,69,2,9999,99,1,1,2
1583,2018,1,10,2,1,3,4,2002,20,99,1,57,10,10,12,1,1,69,2,9999,99,1,2,1
1584,2018,1,19,4,3,3,4,2007,20,99,1,14,1,1,3,2,4,27,5,9999,99,1,2,1
1585,2018,1,19,4,3,3,4,2007,20,99,1,13,1,1,3,2,4,27,5,9999,99,1,2,1
1586,2018,1,19,4,3,3,4,2007,20,99,1,12,1,1,3,2,4,27,5,9999,99,1,2,1
1587,2018,1,19,4,3,3,4,2007,20,99,1,22,3,3,5,1,4,67,5,9999,99,1,2,1
1588,2018,1,8,2,1,3,4,1903,19,99,1,41,7,7,9,1,5,26,3,2015,5,1,2,1
1589,2018,1,8,2,1,3,4,1903,19,99,1,30,5,5,7,1,6,19,5,1996,3,1,2,1
1590,2018,1,20,4,3,3,4,504,5,99,1,26,4,4,6,1,1,27,2,2005,4,3,2,2
1591,2018,1,20,4,3,3,4,504,5,99,2,21,3,3,5,1,1,27,2,2005,4,3,2,1
1592,2018,1,20,4,3,3,4,504,5,99,2,34,5,5,7,1,1,27,2,2005,4,3,2,1
1593,2018,1,20,4,3,3,4,504,5,99,1,35,6,6,8,1,1,27,2,2005,4,3,2,1
1594,2018,1,20,4,3,3,4,504,5,99,2,1,1,1,1,2,1,27,2,2005,4,3,2,1
1595,2018,1,20,4,3,3,4,504,5,99,1,6,1,1,2,2,1,27,2,2005,4,3,2,1
1596,2018,1,20,4,3,3,4,504,5,99,2,1,1,1,1,2,1,27,2,2005,4,3,2,1
1597,2018,1,22,4,3,3,4,502,5,99,1,20,3,3,5,1,4,67,3,2017,5,1,2,1
1598,2018,1,18,4,3,3,4,1301,13,99,1,24,3,3,5,1,4,76,99,9999,99,1,2,1
1599,2018,1,17,3,2,3,4,1608,16,99,1,32,5,5,7,1,5,999,2,9999,99,7,1,2
1600,2018,1,17,3,2,3,4,1608,16,99,1,70,13,11,15,1,5,999,2,9999,99,7,1,2
1601,2018,1,17,3,2,3,4,1608,16,99,2,29,4,4,6,1,5,999,2,9999,99,7,2,1
1602,2018,1,17,3,2,3,4,1608,16,99,2,16,2,2,4,2,5,999,2,9999,99,7,2,1
1603,2018,1,17,3,2,3,4,1608,16,99,2,69,12,11,14,1,5,999,2,9999,99,7,2,1
1604,2018,1,17,3,2,3,4,1416,14,99,1,17,2,2,4,2,3,69,3,9999,99,1,2,2
1605,2018,1,17,3,2,3,4,1416,14,99,2,57,10,10,12,1,3,69,3,9999,99,1,2,2
1606,2018,1,17,3,2,3,4,1416,14,99,1,20,3,3,5,1,3,69,3,9999,99,1,2,2
1607,2018,1,17,3,2,3,4,1416,14,99,1,17,2,2,4,2,3,69,3,9999,99,1,2,2
1608,2018,1,17,3,2,3,4,1416,14,99,2,56,10,10,12,1,3,69,3,9999,99,1,2,2
1609,2018,1,17,3,2,3,4,1416,14,99,1,30,5,5,7,1,3,69,3,9999,99,1,2,2
1610,2018,2,2,1,1,3,5,101,1,9,1,23,3,3,5,1,99,999,4,9999,99,1,2,1
1611,2018,2,11,2,1,3,5,101,1,9,1,58,10,10,12,1,4,27,3,9999,99,1,2,1
1612,2018,2,4,1,1,3,5,107,1,99,1,25,4,4,6,1,4,67,5,2018,5,2,1,2
1613,2018,2,11,2,1,3,5,101,1,13,1,52,9,9,11,1,4,6,5,2012,5,1,2,1
1614,2018,2,22,4,3,3,5,101,1,10,1,20,3,3,5,1,1,55,4,2002,4,1,2,1
1615,2018,2,23,4,3,3,5,501,5,99,1,21,3,3,5,1,1,27,4,9999,99,1,2,1
1616,2018,2,0,1,1,3,5,1108,11,99,1,19,2,2,4,1,4,67,5,9999,99,1,2,1
1617,2018,2,0,1,1,3,5,1108,11,99,1,18,2,2,4,1,4,67,5,9999,99,1,2,1
1618,2018,2,17,3,2,3,5,1222,12,99,1,20,3,3,5,1,3,999,99,9999,99,1,1,2
1619,2018,2,17,3,2,3,5,1222,12,99,1,999,16,12,18,9,3,999,99,9999,99,1,2,1
1620,2018,2,10,2,1,3,5,1302,13,99,1,25,4,4,6,1,9,69,6,9999,99,1,1,2
1621,2018,2,10,2,1,3,5,201,2,99,1,32,5,5,7,1,4,67,1,9999,99,1,2,1
1622,2018,2,10,2,1,3,5,201,2,99,2,15,2,2,4,2,4,67,1,9999,99,1,2,1
1623,2018,2,15,3,2,3,5,203,2,99,2,54,9,9,11,1,1,999,1,9999,99,1,2,1
1624,2018,2,15,3,2,3,5,203,2,99,2,88,15,11,17,1,1,999,1,9999,99,1,2,1
1625,2018,2,15,3,2,3,5,203,2,99,2,8,1,1,2,2,1,999,1,9999,99,1,2,1
1626,2018,2,19,4,3,3,5,1801,18,99,1,40,7,7,9,1,6,40,1,2012,5,1,1,2
1627,2018,2,19,4,3,3,5,1801,18,99,1,25,4,4,6,1,6,40,1,2012,5,1,1,2
1628,2018,2,18,4,3,3,5,1701,17,99,1,56,10,10,12,1,3,27,2,2003,4,1,2,1
1629,2018,2,19,4,3,3,5,1701,17,99,1,30,5,5,7,1,4,6,1,9999,99,1,2,1
1630,2018,3,1,1,1,3,6,101,1,1,1,28,4,4,6,1,1,27,2,2006,4,1,2,1
1631,2018,3,16,3,2,3,6,101,1,14,1,36,6,6,8,1,4,999,99,9999,99,1,2,1
1632,2018,3,9,2,1,3,6,101,1,18,1,22,3,3,5,1,4,999,99,9999,99,1,2,1
1633,2018,3,9,2,1,3,6,101,1,18,2,26,4,4,6,1,4,999,99,9999,99,1,2,1
1634,2018,3,6,2,1,3,6,107,1,99,1,28,4,4,6,1,4,27,5,9999,99,1,1,2
1635,2018,3,9,2,1,3,6,106,1,99,1,20,3,3,5,1,5,999,2,1977,1,1,2,1
1636,2018,3,10,2,1,3,6,2101,21,99,1,24,3,3,5,1,2,52,6,9999,99,1,2,1
1637,2018,3,10,2,1,3,6,2101,21,99,1,2,1,1,1,2,2,52,6,9999,99,1,2,1
1638,2018,3,13,3,2,3,6,2001,20,99,1,19,2,2,4,1,1,999,99,9999,99,1,2,1
1639,2018,3,12,3,2,3,6,1904,19,99,1,43,7,7,9,1,1,69,3,2007,4,1,2,1
1640,2018,3,12,3,2,3,6,1904,19,99,1,36,6,6,8,1,1,69,3,2007,4,1,2,1
1641,2018,3,0,1,1,3,6,511,5,99,1,49,8,8,10,1,5,52,2,9999,99,1,2,1
1642,2018,3,17,3,2,3,6,502,5,99,1,23,3,3,5,1,3,69,4,9999,99,1,2,1
1643,2018,3,15,3,2,3,6,509,5,99,1,55,10,10,12,1,4,999,99,9999,99,1,2,1
1644,2018,3,15,3,2,3,6,501,5,99,1,50,9,9,11,1,4,999,99,9999,99,1,2,1
1645,2018,3,23,4,3,3,6,605,6,99,1,27,4,4,6,1,4,6,5,9999,99,1,1,2
1646,2018,3,22,4,3,3,6,1001,10,99,1,30,5,5,7,1,4,999,99,9999,99,1,1,2
1647,2018,3,19,4,3,3,6,201,2,99,1,24,3,3,5,1,3,69,1,1994,3,1,2,1
1648,2018,3,19,4,3,3,6,201,2,99,2,44,7,7,9,1,3,69,1,1994,3,1,2,1
1649,2018,3,19,4,3,3,6,201,2,99,1,15,2,2,4,2,3,69,1,1994,3,1,2,1
1650,2018,3,19,4,3,3,6,201,2,99,1,1,1,1,1,2,3,69,1,1994,3,1,2,1
1651,2018,3,19,4,3,3,6,201,2,99,1,59,10,10,12,1,3,69,1,1994,3,1,2,1
1652,2018,3,19,4,3,3,6,1701,17,99,1,23,3,3,5,1,4,27,1,9999,99,1,1,2
1653,2018,3,22,4,3,3,6,401,4,99,2,45,8,8,10,1,1,73,5,9999,99,1,2,1
1654,2018,3,22,4,3,3,6,401,4,99,2,23,3,3,5,1,1,73,5,9999,99,1,2,1
1655,2018,4,20,4,3,3,7,1416,14,99,2,23,3,3,5,1,1,69,9,2016,5,2,2,1
1656,2018,4,20,4,3,3,7,1416,14,99,1,6,1,1,2,2,1,69,9,2016,5,2,2,1
1657,2018,4,18,4,3,3,7,601,6,99,1,42,7,7,9,1,1,28,2,2017,5,2,2,1
1658,2018,4,18,4,3,3,7,601,6,99,1,64,11,11,13,1,1,28,2,2017,5,2,2,1
1659,2018,4,18,4,3,3,7,601,6,99,2,70,13,11,15,1,1,28,2,2017,5,2,2,1
1660,2018,4,18,4,3,3,7,1009,10,99,1,24,3,3,5,1,4,6,3,9999,99,2,2,2
1661,2018,4,17,3,2,3,7,101,1,7,1,32,5,5,7,1,4,999,99,9999,99,2,2,1
1662,2018,4,22,4,3,3,7,101,1,11,1,21,3,3,5,1,99,999,99,9999,99,1,2,1
1663,2018,4,22,4,3,3,7,101,1,11,1,18,2,2,4,1,99,999,99,9999,99,1,2,1
1664,2018,4,23,4,3,3,7,101,1,7,1,30,5,5,7,1,1,20,1,9999,99,2,1,2
1665,2018,4,16,3,2,3,7,101,1,1,2,7,1,1,2,2,1,10,4,9999,99,1,2,1
1666,2018,4,16,3,2,3,7,101,1,1,1,27,4,4,6,1,1,10,4,9999,99,1,2,1
1667,2018,4,17,3,2,3,7,101,1,19,1,49,8,8,10,1,1,27,3,9999,99,1,2,1
1668,2018,4,22,4,3,3,7,103,1,99,1,23,3,3,5,1,12,999,99,9999,99,1,2,1
1669,2018,4,22,4,3,3,7,103,1,99,1,21,3,3,5,1,12,999,99,9999,99,1,2,1
1670,2018,4,23,4,3,3,7,109,1,99,2,42,7,7,9,1,1,999,11,9999,99,1,2,1
1671,2018,4,23,4,3,3,7,109,1,99,1,16,2,2,4,2,1,999,11,9999,99,1,2,1
1672,2018,4,8,2,1,3,7,901,9,99,1,32,5,5,7,1,1,41,4,9999,99,1,2,1
1673,2018,4,8,2,1,3,7,901,9,99,2,23,3,3,5,1,1,41,4,9999,99,1,2,1
1674,2018,4,8,2,1,3,7,901,9,99,2,1,1,1,1,2,1,41,4,9999,99,1,2,1
1675,2018,4,8,2,1,3,7,901,9,99,2,49,8,8,10,1,1,41,4,9999,99,1,2,2
1676,2018,4,1,1,1,3,7,501,5,99,1,19,2,2,4,1,4,999,99,9999,99,2,1,2
1677,2018,4,18,4,3,3,7,101,1,18,1,47,8,8,10,1,4,999,99,9999,99,2,2,1
1678,2018,4,16,3,2,3,7,1901,19,99,1,25,4,4,6,1,4,999,99,9999,99,2,2,1
1679,2018,4,22,4,3,3,7,509,5,99,1,35,6,6,8,1,1,48,3,9999,99,2,2,1
1680,2018,5,19,4,3,3,1,101,1,1,1,29,4,4,6,1,1,48,5,2000,4,1,2,1
1681,2018,5,21,4,3,3,1,102,1,99,1,20,3,3,5,1,4,32,5,9999,99,1,2,1
1682,2018,5,21,4,3,3,1,102,1,99,1,17,2,2,4,2,4,32,5,9999,99,1,2,1
1683,2018,5,11,2,1,3,1,101,1,18,2,16,2,2,4,2,4,6,5,9999,99,4,2,1
1684,2018,5,21,4,3,3,1,101,1,7,1,25,4,4,6,1,7,30,7,1992,3,1,2,1
1685,2018,5,21,4,3,3,1,101,1,7,2,22,3,3,5,1,4,999,99,9999,99,1,2,2
1686,2018,5,21,4,3,3,1,101,1,7,1,3,1,1,1,2,4,999,99,9999,99,1,2,1
1687,2018,5,18,4,3,3,1,101,1,21,2,999,16,12,18,1,4,999,99,9999,99,1,2,1
1688,2018,5,19,4,3,3,1,110,1,99,1,30,5,5,7,1,4,999,5,9999,99,4,2,1
1689,2018,5,4,1,1,3,1,1904,19,99,1,22,3,3,5,1,3,17,3,9999,99,2,2,1
1690,2018,5,4,1,1,3,1,1904,19,99,1,28,4,4,6,1,3,17,3,9999,99,2,2,1
1691,2018,5,9,2,1,3,1,513,5,99,1,34,5,5,7,1,4,6,5,2007,4,1,2,2
1692,2018,5,9,2,1,3,1,513,5,99,2,62,11,11,13,1,4,67,3,9999,99,1,2,1
1693,2018,5,10,2,1,3,1,504,5,99,1,36,6,6,8,1,5,31,99,2017,5,1,1,2
1694,2018,5,10,2,1,3,1,504,5,99,2,34,5,5,7,1,5,31,99,2017,5,1,1,2
1695,2018,5,14,3,2,3,1,509,5,99,1,33,5,5,7,1,4,999,99,9999,99,1,2,1
1696,2018,5,14,3,2,3,1,509,5,99,2,34,5,5,7,1,4,999,99,9999,99,1,2,1
1697,2018,5,17,3,2,3,1,601,6,99,2,35,6,6,8,1,2,69,7,1997,3,1,2,1
1698,2018,5,17,3,2,3,1,601,6,99,2,22,3,3,5,1,2,69,7,1997,3,1,2,1
1699,2018,5,17,3,2,3,1,601,6,99,1,14,1,1,3,2,2,69,7,1997,3,1,2,1
1700,2018,5,17,3,2,3,1,601,6,99,1,79,14,11,16,1,2,69,7,1997,3,1,2,1
1701,2018,5,18,4,3,3,1,1006,10,99,1,18,2,2,4,1,3,6,9,2013,5,1,2,1
1702,2018,5,0,1,1,3,1,1103,11,99,1,23,3,3,5,1,4,6,5,2016,5,4,2,2
1703,2018,5,17,3,2,3,1,1104,11,99,1,27,4,4,6,1,4,999,99,9999,99,1,2,1
1704,2018,5,23,4,3,3,1,1327,13,99,1,53,9,9,11,1,12,999,99,9999,99,1,2,1
1705,2018,5,6,2,1,3,1,1301,13,99,1,28,4,4,6,1,7,999,7,9999,99,1,1,2
1706,2018,5,8,2,1,3,1,1501,15,99,1,999,16,12,18,1,7,999,14,9999,99,3,2,1
1707,2018,5,8,2,1,3,1,1501,15,99,1,27,4,4,6,1,7,999,14,9999,99,3,2,1
1708,2018,5,8,2,1,3,1,1501,15,99,1,28,4,4,6,1,7,999,14,9999,99,3,2,1
1709,2018,5,8,2,1,3,1,1501,15,99,1,21,3,3,5,1,7,999,14,9999,99,3,2,1
1710,2018,5,8,2,1,3,1,1501,15,99,1,14,1,1,3,2,7,999,14,9999,99,3,2,1
1711,2018,5,8,2,1,3,1,1501,15,99,1,27,4,4,6,1,7,999,14,9999,99,3,2,1
1712,2018,5,8,2,1,3,1,1501,15,99,1,19,2,2,4,1,7,999,14,9999,99,3,2,1
1713,2018,5,8,2,1,3,1,1501,15,99,1,24,3,3,5,1,7,999,14,9999,99,3,2,1
1714,2018,5,8,2,1,3,1,1501,15,99,1,16,2,2,4,2,7,999,14,9999,99,3,2,1
1715,2018,5,8,2,1,3,1,1501,15,99,1,18,2,2,4,1,7,999,14,9999,99,3,2,1
1716,2018,5,8,2,1,3,1,1501,15,99,1,41,7,7,9,1,7,999,14,9999,99,3,2,1
1717,2018,5,8,2,1,3,1,1501,15,99,1,26,4,4,6,1,7,999,14,9999,99,3,2,1
1718,2018,5,8,2,1,3,1,1501,15,99,2,15,2,2,4,2,7,999,14,9999,99,3,2,1
1719,2018,5,8,2,1,3,1,1501,15,99,2,27,4,4,6,1,7,999,14,9999,99,3,2,1
1720,2018,5,8,2,1,3,1,1501,15,99,1,28,4,4,6,1,7,999,14,9999,99,3,2,1
1721,2018,5,8,2,1,3,1,1501,15,99,1,26,4,4,6,1,7,999,14,9999,99,3,2,1
1722,2018,5,9,2,1,3,1,201,2,99,1,37,6,6,8,1,3,69,99,9999,99,1,2,1
1723,2018,5,9,2,1,3,1,201,2,99,2,25,4,4,6,1,3,69,99,9999,99,1,2,1
1724,2018,5,23,4,3,3,1,1801,18,99,1,21,3,3,5,1,1,69,9,9999,99,3,1,2
1725,2018,5,16,3,2,3,1,1706,17,99,1,47,8,8,10,1,5,999,99,9999,99,1,1,2
1726,2018,5,14,3,2,3,1,1401,14,99,1,26,4,4,6,1,3,23,3,9999,99,1,2,1
1727,2018,6,7,2,1,3,2,101,1,9,1,21,3,3,5,1,2,27,4,9999,99,1,2,1
1728,2018,6,1,1,1,3,2,101,1,14,2,27,4,4,6,1,2,69,11,9999,99,1,2,1
1729,2018,6,1,1,1,3,2,101,1,14,2,28,4,4,6,1,1,58,4,9999,99,1,2,1
1730,2018,6,22,4,3,3,2,507,5,99,1,18,2,2,4,1,4,6,3,9999,99,1,2,1
1731,2018,6,12,3,2,3,2,1601,16,99,1,19,2,2,4,1,4,999,1,9999,99,1,2,1
1732,2018,6,12,3,2,3,2,1601,16,99,1,20,3,3,5,1,4,999,1,9999,99,1,2,1
1733,2018,6,9,2,1,3,2,1714,17,99,1,27,4,4,6,1,4,67,99,9999,99,1,2,1
1734,2018,6,14,3,2,3,2,101,1,2,1,20,3,3,5,1,4,67,99,9999,99,1,2,1
1735,2018,6,8,2,1,3,2,101,1,7,1,19,2,2,4,1,4,999,99,9999,99,1,2,1
1736,2018,6,17,3,2,3,2,101,1,7,1,999,16,12,18,1,4,999,99,9999,99,1,2,1
1737,2018,6,20,4,3,3,2,109,1,99,1,18,2,2,4,1,11,999,99,9999,99,1,2,1
1738,2018,6,20,4,3,3,2,109,1,99,1,20,3,3,5,1,11,999,99,9999,99,1,2,1
1739,2018,6,10,2,1,3,2,1319,13,99,1,4,1,1,1,2,9,69,99,9999,99,1,2,1
1740,2018,6,10,2,1,3,2,1319,13,99,1,13,1,1,3,2,9,69,99,9999,99,1,2,1
1741,2018,6,10,2,1,3,2,1319,13,99,1,17,2,2,4,2,9,69,99,9999,99,1,2,1
1742,2018,6,10,2,1,3,2,1319,13,99,1,30,5,5,7,1,9,69,99,9999,99,1,2,1
1743,2018,6,10,2,1,3,2,1319,13,99,1,30,5,5,7,1,9,69,99,9999,99,1,2,1
1744,2018,6,10,2,1,3,2,1614,16,99,1,25,4,4,6,1,9,69,99,9999,99,1,2,1
1745,2018,6,10,2,1,3,2,1614,16,99,1,36,6,6,8,1,4,999,99,9999,99,1,2,1
1746,2018,7,7,2,1,3,3,101,1,9,1,24,3,3,5,1,4,6,1,2000,4,1,2,1
1747,2018,7,17,3,2,3,3,101,1,18,2,62,11,11,13,1,4,18,2,2017,5,1,2,1
1748,2018,7,1,1,1,3,3,101,1,18,1,29,4,4,6,1,4,6,5,2013,5,1,2,1
1749,2018,7,16,3,2,3,3,101,1,13,1,64,11,11,13,1,4,28,4,2018,5,1,2,1
1750,2018,7,12,3,2,3,3,101,1,7,1,3,1,1,1,2,4,25,3,1994,3,1,2,1
1751,2018,7,12,3,2,3,3,101,1,7,2,5,1,1,2,2,4,25,3,1994,3,1,2,1
1752,2018,7,20,4,3,3,3,117,1,99,2,25,4,4,6,1,4,999,2,9999,99,1,2,1
1753,2018,7,9,2,1,3,3,2215,22,99,1,1,1,1,1,2,7,999,99,9999,99,7,1,2
1754,2018,7,9,2,1,3,3,2215,22,99,2,56,10,10,12,1,7,999,99,9999,99,7,1,2
1755,2018,7,9,2,1,3,3,2215,22,99,2,86,15,11,17,1,7,999,99,9999,99,7,2,2
1756,2018,7,9,2,1,3,3,2215,22,99,2,52,9,9,11,1,7,999,99,9999,99,7,2,2
1757,2018,7,9,2,1,3,3,2215,22,99,2,32,5,5,7,1,7,999,99,9999,99,7,2,2
1758,2018,7,9,2,1,3,3,2215,22,99,1,11,1,1,3,2,7,999,99,9999,99,7,2,2
1759,2018,7,9,2,1,3,3,2215,22,99,1,12,1,1,3,2,7,999,99,9999,99,7,2,2
1760,2018,7,9,2,1,3,3,2215,22,99,2,34,5,5,7,1,7,999,99,9999,99,7,2,2
1761,2018,7,9,2,1,3,3,2215,22,99,2,12,1,1,3,2,7,999,99,9999,99,7,2,2
1762,2018,7,9,2,1,3,3,2215,22,99,1,10,1,1,3,2,7,999,99,9999,99,7,2,2
1763,2018,7,9,2,1,3,3,2215,22,99,2,67,12,11,14,1,7,999,99,9999,99,7,2,2
1764,2018,7,9,2,1,3,3,2215,22,99,1,13,1,1,3,2,7,999,99,9999,99,7,2,2
1765,2018,7,9,2,1,3,3,2215,22,99,1,52,9,9,11,1,7,999,99,9999,99,7,2,2
1766,2018,7,9,2,1,3,3,2215,22,99,1,28,4,4,6,1,7,999,99,9999,99,7,2,2
1767,2018,7,13,3,2,3,3,509,5,99,2,45,8,8,10,1,4,27,1,2011,5,1,2,1
1768,2018,7,17,3,2,3,3,501,5,99,1,34,5,5,7,1,4,76,3,9999,99,1,2,1
1769,2018,7,21,4,3,3,3,501,5,99,1,22,3,3,5,1,4,27,4,9999,99,1,2,1
1770,2018,7,14,3,2,3,3,1301,13,99,1,63,11,11,13,1,4,999,4,9999,99,1,2,1
1771,2018,7,13,3,2,3,3,701,7,99,1,69,12,11,14,1,4,999,99,9999,99,1,2,1
1772,2018,7,12,3,2,3,3,303,3,99,2,34,5,5,7,1,2,41,6,2010,5,1,2,1
1773,2018,8,8,2,1,3,4,101,1,1,1,33,5,5,7,1,1,27,4,2003,4,1,2,1
1774,2018,8,8,2,1,3,4,101,1,1,1,34,5,5,7,1,4,6,1,2019,5,1,2,1
1775,2018,8,8,2,1,3,4,101,1,1,1,33,5,5,7,1,4,6,3,2017,5,1,2,1
1776,2018,8,12,3,2,3,4,101,1,1,1,22,3,3,5,1,1,27,5,2012,5,1,2,1
1777,2018,8,12,3,2,3,4,101,1,1,1,26,4,4,6,1,4,3,5,2016,5,1,2,1
1778,2018,8,12,3,2,3,4,101,1,1,1,42,7,7,9,1,1,48,2,2011,5,1,2,1
1779,2018,8,12,3,2,3,4,101,1,1,2,999,16,12,18,1,1,48,2,2011,5,1,2,1
1780,2018,8,8,2,1,3,4,101,1,18,1,11,1,1,3,2,4,67,1,2012,5,7,2,1
1781,2018,8,14,3,2,3,4,117,1,99,2,34,5,5,7,1,1,27,99,9999,99,1,2,1
1782,2018,8,22,4,3,3,4,505,5,99,1,32,5,5,7,1,4,999,99,9999,99,1,2,1
1783,2018,8,22,4,3,3,4,920,9,99,2,23,3,3,5,1,1,48,1,9999,99,1,1,2
1784,2018,8,14,3,2,3,4,914,9,99,1,31,5,5,7,1,7,999,5,9999,99,1,2,2
1785,2018,8,14,3,2,3,4,914,9,99,1,34,5,5,7,1,7,999,5,9999,99,1,2,2
1786,2018,8,14,3,2,3,4,914,9,99,1,31,5,5,7,1,7,999,5,9999,99,1,2,2
1787,2018,8,14,3,2,3,4,914,9,99,1,22,3,3,5,1,7,999,5,9999,99,1,2,2
1788,2018,8,14,3,2,3,4,914,9,99,1,49,8,8,10,1,7,999,5,9999,99,1,2,2
1789,2018,8,14,3,2,3,4,914,9,99,1,47,8,8,10,1,5,26,2,9999,99,1,2,1
1790,2018,8,18,4,3,3,4,201,2,99,1,22,3,3,5,1,4,999,14,9999,99,1,2,1
1791,2018,8,19,4,3,3,4,207,2,99,1,999,16,12,18,1,14,999,99,9999,99,3,2,1
1792,2018,8,19,4,3,3,4,207,2,99,2,999,16,12,18,1,14,999,99,9999,99,3,2,1
1793,2018,8,19,4,3,3,4,207,2,99,1,999,16,12,18,1,14,999,99,9999,99,3,2,2
1794,2018,8,8,2,1,3,4,1801,18,99,1,34,5,5,7,1,4,67,1,9999,99,4,2,1
1795,2018,8,8,2,1,3,4,1801,18,99,1,20,3,3,5,1,4,67,1,9999,99,4,2,1
1796,2018,9,7,2,1,3,5,101,1,15,1,21,3,3,5,1,4,6,5,2016,5,1,2,1
1797,2018,9,1,1,1,3,5,101,1,11,2,24,3,3,5,1,1,51,5,2006,4,2,2,1
1798,2018,9,22,4,3,3,5,101,1,19,1,38,6,6,8,1,2,90,2,2005,4,1,2,1
1799,2018,9,20,4,3,3,5,301,3,99,1,23,3,3,5,1,4,6,5,9999,99,1,2,1
1800,2018,9,11,2,1,3,5,101,1,1,1,18,2,2,4,1,3,69,4,9999,99,1,2,1
1801,2018,10,6,2,1,3,6,2001,20,99,1,22,3,3,5,1,4,54,2,2018,5,1,1,2
1802,2018,10,16,3,2,3,6,603,6,99,1,22,3,3,5,1,12,30,7,9999,99,1,2,1
1803,2018,10,17,3,2,3,6,1106,11,99,1,36,6,6,8,1,4,76,5,2003,4,1,2,1
1804,2018,10,17,3,2,3,6,1106,11,99,1,36,6,6,8,1,4,76,5,2003,4,1,2,1
1805,2018,10,17,3,2,3,6,1106,11,99,2,3,1,1,1,2,4,76,5,2003,4,1,2,1
1806,2018,10,17,3,2,3,6,1106,11,99,1,24,3,3,5,1,4,6,5,9999,99,1,2,1
1807,2018,10,8,2,1,3,6,1302,13,99,1,22,3,3,5,1,4,6,5,2008,4,1,2,2
1808,2018,10,8,2,1,3,6,1302,13,99,1,26,4,4,6,1,4,6,1,9999,99,1,2,2
1809,2018,10,8,2,1,3,6,1302,13,99,2,35,6,6,8,1,4,6,1,9999,99,1,2,1
1810,2018,10,11,2,1,3,6,1301,13,99,2,27,4,4,6,1,4,27,5,9999,99,1,2,1
1811,2018,10,11,2,1,3,6,1301,13,99,2,23,3,3,5,1,4,27,5,9999,99,1,2,1
1812,2018,10,18,4,3,3,6,1601,16,99,2,16,2,2,4,2,9,56,4,2012,5,7,2,2
1813,2018,10,18,4,3,3,6,1601,16,99,1,46,8,8,10,1,9,56,4,2012,5,7,2,2
1814,2018,10,18,4,3,3,6,1601,16,99,1,31,5,5,7,1,9,56,4,2012,5,7,2,2
1815,2018,10,18,4,3,3,6,1601,16,99,2,39,6,6,8,1,9,56,4,2012,5,7,2,2
1816,2018,10,18,4,3,3,6,1601,16,99,1,44,7,7,9,1,9,56,4,2012,5,7,2,2
1817,2018,10,18,4,3,3,6,1601,16,99,1,32,5,5,7,1,9,56,4,2012,5,7,2,2
1818,2018,10,18,4,3,3,6,1601,16,99,2,21,3,3,5,1,9,56,4,2012,5,7,2,2
1819,2018,10,18,4,3,3,6,1601,16,99,1,40,7,7,9,1,9,56,4,2012,5,7,2,1
1820,2018,10,18,4,3,3,6,1601,16,99,2,37,6,6,8,1,9,56,4,2012,5,7,2,1
