núm_corre,año_ocu,día_ocu,hora_ocu,g_hora,g_hora_5,mes_ocu,día_sem_ocu,mupio_ocu,depto_ocu,zona_ocu,sexo_per,edad_per,g_edad_80ymás,g_edad_60ymás,edad_quinquenales,mayor_menor,tipo_veh,marca_veh,color_veh,modelo_veh,g_modelo_veh,tipo_eve,fall_les,int_o_noint
5492,2018,2,5,1,1,8,4,923,9,99,1,79,14,11,16,1,5,50,2,9999,99,1,2,1
5493,2018,2,5,1,1,8,4,923,9,99,1,29,4,4,6,1,1,27,4,9999,99,1,1,2
5494,2018,2,10,2,1,8,4,1609,16,99,1,18,2,2,4,1,18,171,5,9999,99,1,2,1
5495,2018,2,21,4,3,8,4,1607,16,99,1,30,5,5,7,1,4,67,3,2012,5,2,2,1
5496,2018,2,21,4,3,8,4,1607,16,99,1,24,3,3,5,1,4,67,3,2012,5,2,1,2
5497,2018,2,5,1,1,8,4,1613,16,99,1,24,3,3,5,1,4,6,5,9999,99,1,1,2
5498,2018,2,22,4,3,8,4,207,2,99,2,20,3,3,5,1,1,69,6,9999,99,1,2,1
5499,2018,2,22,4,3,8,4,207,2,99,2,46,8,8,10,1,3,15,6,1996,3,1,2,1
5500,2018,2,12,3,2,8,4,401,4,99,1,21,3,3,5,1,4,27,5,9999,99,1,2,1
5501,2018,2,12,3,2,8,4,401,4,99,1,38,6,6,8,1,4,6,5,2006,4,1,2,1
5502,2018,3,4,1,1,8,5,108,1,99,1,25,4,4,6,1,4,3,5,9999,99,1,2,1
5503,2018,3,4,1,1,8,5,108,1,99,1,20,3,3,5,1,4,3,5,9999,99,1,2,1
5504,2018,3,16,3,2,8,5,2001,20,99,2,50,9,9,11,1,4,76,1,2011,5,1,2,1
5505,2018,3,17,3,2,8,5,501,5,99,1,21,3,3,5,1,4,27,5,9999,99,1,2,1
5506,2018,3,5,1,1,8,5,502,5,99,1,45,8,8,10,1,4,67,5,2017,5,6,2,1
5507,2018,3,9,2,1,8,5,1002,10,99,1,34,5,5,7,1,4,76,5,9999,99,1,2,1
5508,2018,3,1,1,1,8,5,1508,15,99,1,19,2,2,4,1,2,999,2,2000,4,2,2,1
5509,2018,3,18,4,3,8,5,1801,18,99,2,62,11,11,13,1,12,28,2,9999,99,1,1,2
5510,2018,3,22,4,3,8,5,401,4,99,1,999,16,12,18,9,3,56,4,9999,99,2,1,1
5511,2018,4,9,2,1,8,6,101,1,9,2,24,3,3,5,1,4,67,5,2007,4,1,2,1
5512,2018,4,10,2,1,8,6,101,1,18,1,33,5,5,7,1,4,6,5,2015,5,1,2,1
5513,2018,4,18,4,3,8,6,101,1,6,1,20,3,3,5,1,4,27,1,9999,99,1,2,1
5514,2018,4,22,4,3,8,6,102,1,99,1,16,2,2,4,2,4,64,14,9999,99,1,2,1
5515,2018,4,9,2,1,8,6,108,1,99,1,999,16,12,18,1,4,999,99,9999,99,1,2,1
5516,2018,4,14,3,2,8,6,508,5,99,2,24,3,3,5,1,3,69,1,9999,99,1,2,1
5517,2018,4,14,3,2,8,6,508,5,99,1,30,5,5,7,1,3,69,1,9999,99,1,2,1
5518,2018,4,17,3,2,8,6,1001,10,99,1,16,2,2,4,2,4,67,4,9999,99,1,2,1
5519,2018,4,17,3,2,8,6,1001,10,99,1,11,1,1,3,2,4,67,4,9999,99,1,2,1
5520,2018,4,13,3,2,8,6,1710,17,99,1,28,4,4,6,1,4,27,5,2017,5,6,1,2
5521,2018,5,2,1,1,8,7,101,1,8,1,33,5,5,7,1,4,6,1,9999,99,1,2,1
5522,2018,5,2,1,1,8,7,101,1,8,1,49,8,8,10,1,4,67,1,2017,5,1,2,1
5523,2018,5,15,3,2,8,7,101,1,3,1,51,9,9,11,1,1,41,5,2019,5,1,2,2
5524,2018,5,15,3,2,8,7,101,1,3,2,999,16,12,18,1,1,41,5,2019,5,1,2,2
5525,2018,5,15,3,2,8,7,101,1,3,1,999,16,12,18,1,1,41,5,2019,5,1,2,2
5526,2018,5,15,3,2,8,7,101,1,3,2,52,9,9,11,1,1,41,5,2019,5,1,2,1
5527,2018,5,15,3,2,8,7,101,1,3,1,45,8,8,10,1,2,27,5,9999,99,1,2,1
5528,2018,5,15,3,2,8,7,101,1,3,2,3,1,1,1,2,2,27,5,9999,99,1,2,1
5529,2018,5,15,3,2,8,7,101,1,3,2,28,4,4,6,1,2,27,5,9999,99,1,2,1
5530,2018,5,16,3,2,8,7,101,1,9,1,23,3,3,5,1,4,18,9,9999,99,1,2,1
5531,2018,5,11,2,1,8,7,102,1,99,1,3,1,1,1,2,4,999,99,9999,99,6,2,1
5532,2018,5,3,1,1,8,7,101,1,11,1,999,16,12,18,1,4,67,5,9999,99,6,2,1
5533,2018,5,19,4,3,8,7,101,1,12,1,22,3,3,5,1,4,168,3,2015,5,1,2,1
5534,2018,5,13,3,2,8,7,116,1,99,1,71,13,11,15,1,12,47,15,2003,4,6,2,1
5535,2018,5,9,2,1,8,7,1504,15,99,2,30,5,5,7,1,22,999,1,2016,5,2,2,1
5536,2018,5,9,2,1,8,7,1504,15,99,2,42,7,7,9,1,22,999,1,2016,5,2,2,1
5537,2018,5,18,4,3,8,7,409,4,99,2,17,2,2,4,2,4,999,1,9999,99,6,2,1
5538,2018,6,7,2,1,8,1,101,1,15,1,23,3,3,5,1,4,32,17,9999,99,4,1,2
5539,2018,6,7,2,1,8,1,114,1,99,1,38,6,6,8,1,4,18,2,2019,5,1,2,1
5540,2018,6,19,4,3,8,1,115,1,99,1,52,9,9,11,1,4,999,99,9999,99,1,2,1
5541,2018,6,4,1,1,8,1,117,1,99,1,25,4,4,6,1,4,64,5,9999,99,1,2,1
5542,2018,6,16,3,2,8,1,609,6,99,1,50,9,9,11,1,3,69,99,9999,99,2,2,1
5543,2018,6,16,3,2,8,1,609,6,99,2,35,6,6,8,1,3,69,99,9999,99,2,2,1
5544,2018,6,23,4,3,8,1,601,6,99,1,29,4,4,6,1,2,69,4,9999,99,2,1,2
5545,2018,6,7,2,1,8,1,1504,15,99,2,38,6,6,8,1,3,69,1,9999,99,3,2,1
5546,2018,6,7,2,1,8,1,1504,15,99,1,19,2,2,4,1,3,69,1,9999,99,3,2,1
5547,2018,6,7,2,1,8,1,1504,15,99,2,73,13,11,15,1,3,69,1,9999,99,3,2,1
5548,2018,6,7,2,1,8,1,1504,15,99,1,16,2,2,4,2,3,69,1,9999,99,3,2,1
5549,2018,6,7,2,1,8,1,1504,15,99,1,50,9,9,11,1,3,69,1,9999,99,3,2,1
5550,2018,6,7,2,1,8,1,1504,15,99,2,59,10,10,12,1,3,69,1,9999,99,3,2,1
5551,2018,6,7,2,1,8,1,1504,15,99,1,17,2,2,4,2,3,69,1,9999,99,3,2,1
5552,2018,6,7,2,1,8,1,1504,15,99,1,20,3,3,5,1,3,69,1,9999,99,3,2,1
5553,2018,6,7,2,1,8,1,1504,15,99,1,60,11,11,13,1,3,69,1,9999,99,3,2,1
5554,2018,6,7,2,1,8,1,1504,15,99,2,59,10,10,12,1,11,999,99,9999,99,2,2,1
5555,2018,6,19,4,3,8,1,312,3,99,1,16,2,2,4,2,4,999,99,9999,99,1,2,1
5556,2018,6,19,4,3,8,1,312,3,99,2,11,1,1,3,2,4,999,99,9999,99,1,2,1
5557,2018,6,19,4,3,8,1,312,3,99,1,12,1,1,3,2,4,999,99,9999,99,1,2,1
5558,2018,7,20,4,3,8,2,115,1,99,2,53,9,9,11,1,4,76,4,9999,99,4,1,2
5559,2018,7,22,4,3,8,2,504,5,99,1,45,8,8,10,1,4,6,1,9999,99,1,1,2
5560,2018,7,22,4,3,8,2,504,5,99,1,23,3,3,5,1,4,999,3,9999,99,1,2,1
5561,2018,7,18,4,3,8,2,601,6,99,1,16,2,2,4,2,4,6,1,9999,99,1,2,1
5562,2018,7,13,3,2,8,2,901,9,99,2,25,4,4,6,1,9,69,3,9999,99,1,2,1
5563,2018,7,16,3,2,8,2,1803,18,99,1,32,5,5,7,1,4,67,99,9999,99,1,1,2
5564,2018,7,10,2,1,8,2,401,4,99,2,38,6,6,8,1,4,32,5,9999,99,1,2,1
5565,2018,7,23,4,3,8,2,401,4,99,1,32,5,5,7,1,4,999,99,9999,99,1,2,1
5566,2018,8,20,4,3,8,3,101,1,1,1,45,8,8,10,1,4,25,5,9999,99,1,2,1
5567,2018,8,20,4,3,8,3,101,1,1,1,17,2,2,4,2,4,25,5,9999,99,1,2,1
5568,2018,8,4,1,1,8,3,501,5,99,1,56,10,10,12,1,12,17,17,9999,99,1,1,2
5569,2018,8,4,1,1,8,3,501,5,99,1,22,3,3,5,1,12,30,17,9999,99,1,2,1
5570,2018,8,4,1,1,8,3,501,5,99,1,46,8,8,10,1,12,30,17,9999,99,1,2,1
5571,2018,8,4,1,1,8,3,501,5,99,1,53,9,9,11,1,12,30,17,9999,99,1,2,1
5572,2018,8,11,2,1,8,3,1101,11,99,1,32,5,5,7,1,4,27,2,9999,99,1,2,1
5573,2018,8,10,2,1,8,3,416,4,99,2,40,7,7,9,1,4,6,3,9999,99,1,2,1
5574,2018,9,3,1,1,8,4,101,1,6,1,33,5,5,7,1,5,999,99,9999,99,1,2,1
5575,2018,9,5,1,1,8,4,101,1,12,1,24,3,3,5,1,1,27,1,9999,99,2,2,1
5576,2018,9,20,4,3,8,4,101,1,12,1,18,2,2,4,1,4,67,1,9999,99,1,2,1
5577,2018,9,22,4,3,8,4,117,1,99,1,999,16,12,18,1,4,2,2,2015,5,1,2,1
5578,2018,9,9,2,1,8,4,1504,15,99,1,27,4,4,6,1,4,999,4,2017,5,1,2,1
5579,2018,9,23,4,3,8,4,1712,17,99,1,39,6,6,8,1,3,52,9,9999,99,1,2,1
5580,2018,9,23,4,3,8,4,1712,17,99,2,34,5,5,7,1,3,52,9,9999,99,1,2,1
5581,2018,9,23,4,3,8,4,1712,17,99,2,16,2,2,4,2,3,52,9,9999,99,1,2,1
5582,2018,9,23,4,3,8,4,1712,17,99,2,9,1,1,2,2,3,52,9,9999,99,1,2,1
5583,2018,9,16,3,2,8,4,111,1,99,2,22,3,3,5,1,2,27,3,9999,99,3,1,2
5584,2018,9,16,3,2,8,4,111,1,99,2,33,5,5,7,1,2,27,3,9999,99,3,2,1
5585,2018,9,16,3,2,8,4,111,1,99,1,6,1,1,2,2,2,27,3,9999,99,3,2,1
5586,2018,9,16,3,2,8,4,111,1,99,2,52,9,9,11,1,2,27,3,9999,99,3,2,1
5587,2018,10,10,2,1,8,5,101,1,9,1,41,7,7,9,1,4,39,2,2013,5,1,2,1
5588,2018,10,11,2,1,8,5,101,1,1,1,41,7,7,9,1,4,999,5,9999,99,1,2,1
5589,2018,10,1,1,1,8,5,101,1,3,1,999,16,12,18,1,4,67,5,9999,99,1,1,2
5590,2018,10,22,4,3,8,5,105,1,99,1,25,4,4,6,1,4,999,99,9999,99,1,1,2
5591,2018,10,17,3,2,8,5,101,1,5,1,26,4,4,6,1,4,32,1,9999,99,1,2,1
5592,2018,10,19,4,3,8,5,101,1,15,1,29,4,4,6,1,4,27,5,9999,99,1,2,1
5593,2018,10,5,1,1,8,5,108,1,99,1,26,4,4,6,1,4,27,1,9999,99,6,2,1
5594,2018,10,3,1,1,8,5,2216,22,99,1,37,6,6,8,1,5,999,2,9999,99,6,1,2
5595,2018,10,1,1,1,8,5,2001,20,99,1,36,6,6,8,1,4,18,4,2018,5,1,2,1
5596,2018,10,13,3,2,8,5,1903,19,99,1,30,5,5,7,1,22,999,7,9999,99,6,2,1
5597,2018,10,13,3,2,8,5,1903,19,99,2,999,16,12,18,9,22,999,7,9999,99,6,2,1
5598,2018,10,2,1,1,8,5,509,5,99,2,44,7,7,9,1,3,31,1,1991,3,1,2,1
5599,2018,10,18,4,3,8,5,513,5,99,1,999,16,12,18,9,4,999,99,9999,99,1,2,1
5600,2018,10,23,4,3,8,5,1503,15,99,2,55,10,10,12,1,3,69,1,1989,2,3,1,2
5601,2018,10,23,4,3,8,5,1503,15,99,2,53,9,9,11,1,3,69,1,1989,2,3,1,2
5602,2018,10,23,4,3,8,5,1503,15,99,2,29,4,4,6,1,3,69,1,1989,2,3,2,1
5603,2018,10,23,4,3,8,5,1503,15,99,2,42,7,7,9,1,3,69,1,1989,2,3,2,1
5604,2018,10,23,4,3,8,5,1503,15,99,2,33,5,5,7,1,3,69,1,1989,2,3,2,1
5605,2018,10,23,4,3,8,5,1503,15,99,2,22,3,3,5,1,3,69,1,1989,2,3,2,1
5606,2018,10,21,4,3,8,5,201,2,99,2,16,2,2,4,2,4,27,1,2011,5,1,2,1
5607,2018,10,21,4,3,8,5,201,2,99,2,7,1,1,2,2,4,27,1,2011,5,1,2,1
5608,2018,10,14,3,2,8,5,1401,14,99,1,52,9,9,11,1,4,76,1,2012,5,1,2,2
5609,2018,11,5,1,1,8,6,101,1,4,1,23,3,3,5,1,4,32,5,9999,99,1,2,1
5610,2018,11,5,1,1,8,6,101,1,4,1,40,7,7,9,1,4,32,5,9999,99,1,2,1
5611,2018,11,1,1,1,8,6,101,1,18,1,27,4,4,6,1,4,2,1,2018,5,1,1,2
5612,2018,11,19,4,3,8,6,101,1,6,1,29,4,4,6,1,4,25,6,2015,5,1,2,1
5613,2018,11,1,1,1,8,6,101,1,16,1,25,4,4,6,1,4,67,5,9999,99,2,1,2
5614,2018,11,0,1,1,8,6,101,1,12,1,37,6,6,8,1,11,3,2,9999,99,1,2,1
5615,2018,11,21,4,3,8,6,101,1,7,1,28,4,4,6,1,4,64,5,9999,99,1,1,2
5616,2018,11,20,4,3,8,6,115,1,99,1,23,3,3,5,1,4,25,4,9999,99,2,1,2
5617,2018,11,21,4,3,8,6,117,1,99,1,22,3,3,5,1,4,999,5,9999,99,2,2,1
5618,2018,11,21,4,3,8,6,117,1,99,1,6,1,1,2,2,4,999,5,9999,99,2,2,1
5619,2018,11,2,1,1,8,6,108,1,99,1,27,4,4,6,1,4,27,1,9999,99,1,2,1
5620,2018,11,2,1,1,8,6,108,1,99,1,27,4,4,6,1,4,999,99,9999,99,6,2,1
5621,2018,11,14,3,2,8,6,110,1,99,1,17,2,2,4,2,4,6,5,2016,5,1,2,1
5622,2018,11,2,1,1,8,6,501,5,99,1,35,6,6,8,1,1,52,2,2005,4,1,2,1
5623,2018,11,14,3,2,8,6,605,6,99,1,13,1,1,3,2,4,6,1,9999,99,1,2,1
5624,2018,11,18,4,3,8,6,207,2,99,1,22,3,3,5,1,4,999,99,9999,99,6,1,2
5625,2018,11,18,4,3,8,6,203,2,99,1,23,3,3,5,1,4,6,1,9999,99,1,2,1
5626,2018,11,4,1,1,8,6,1802,18,99,1,22,3,3,5,1,4,67,99,9999,99,1,1,2
5627,2018,11,19,4,3,8,6,410,4,99,1,50,9,9,11,1,4,999,1,9999,99,1,2,1
5628,2018,12,14,3,2,8,7,101,1,2,1,26,4,4,6,1,4,27,3,9999,99,1,2,1
5629,2018,12,14,3,2,8,7,101,1,2,1,24,3,3,5,1,4,27,3,9999,99,1,2,1
5630,2018,12,0,1,1,8,7,101,1,18,1,45,8,8,10,1,1,69,4,9999,99,1,2,1
5631,2018,12,8,2,1,8,7,101,1,18,1,28,4,4,6,1,4,72,5,2010,5,2,1,2
5632,2018,12,0,1,1,8,7,101,1,10,9,999,16,12,18,9,4,6,1,9999,99,1,2,1
5633,2018,12,2,1,1,8,7,101,1,16,1,22,3,3,5,1,1,27,1,1990,3,2,2,1
5634,2018,12,0,1,1,8,7,101,1,11,2,45,8,8,10,1,1,69,4,9999,99,1,2,1
5635,2018,12,0,1,1,8,7,101,1,11,1,25,4,4,6,1,1,69,4,9999,99,1,2,1
5636,2018,12,0,1,1,8,7,101,1,11,2,38,6,6,8,1,1,69,4,9999,99,1,2,1
5637,2018,12,0,1,1,8,7,101,1,11,1,20,3,3,5,1,1,69,4,9999,99,1,2,1
5638,2018,12,0,1,1,8,7,108,1,99,1,24,3,3,5,1,4,32,5,9999,99,6,2,1
5639,2018,12,18,4,3,8,7,2001,20,99,1,22,3,3,5,1,4,76,3,9999,99,4,2,1
5640,2018,12,18,4,3,8,7,2009,20,99,1,28,4,4,6,1,1,27,5,9999,99,1,1,2
5641,2018,12,16,3,2,8,7,1901,19,99,1,17,2,2,4,2,4,54,3,2017,5,1,2,1
5642,2018,12,3,1,1,8,7,1905,19,99,1,26,4,4,6,1,4,999,1,9999,99,6,1,2
5643,2018,12,19,4,3,8,7,501,5,99,1,26,4,4,6,1,4,25,5,2017,5,2,1,2
5644,2018,12,19,4,3,8,7,613,6,99,2,20,3,3,5,1,14,6,1,2017,5,1,2,2
5645,2018,12,19,4,3,8,7,613,6,99,1,1,1,1,1,2,14,6,1,2017,5,1,2,2
5646,2018,12,19,4,3,8,7,613,6,99,1,56,10,10,12,1,14,6,1,2017,5,1,2,2
5647,2018,12,19,4,3,8,7,613,6,99,2,41,7,7,9,1,14,6,1,2017,5,1,2,2
5648,2018,12,19,4,3,8,7,613,6,99,1,7,1,1,2,2,14,6,1,2017,5,1,2,2
5649,2018,12,19,4,3,8,7,613,6,99,1,3,1,1,1,2,14,6,1,2017,5,1,2,2
5650,2018,12,14,3,2,8,7,614,6,99,1,50,9,9,11,1,3,69,3,9999,99,2,2,1
5651,2018,12,14,3,2,8,7,614,6,99,1,29,4,4,6,1,3,69,3,9999,99,2,2,1
5652,2018,12,14,3,2,8,7,614,6,99,2,29,4,4,6,1,3,69,3,9999,99,2,2,1
5653,2018,12,19,4,3,8,7,602,6,99,1,32,5,5,7,1,14,6,1,2018,5,1,2,2
5654,2018,12,19,4,3,8,7,602,6,99,2,999,16,12,18,1,14,6,1,2018,5,1,2,2
5655,2018,12,19,4,3,8,7,602,6,99,1,6,1,1,2,2,14,6,1,2018,5,1,2,1
5656,2018,12,14,3,2,8,7,1014,10,99,1,22,3,3,5,1,4,25,5,9999,99,1,2,1
5657,2018,12,16,3,2,8,7,1001,10,99,1,26,4,4,6,1,2,41,2,2006,4,1,2,1
5658,2018,12,16,3,2,8,7,1001,10,99,1,50,9,9,11,1,1,69,9,1995,3,1,2,1
5659,2018,12,16,3,2,8,7,1001,10,99,2,14,1,1,3,2,1,69,9,1995,3,1,2,1
5660,2018,12,2,1,1,8,7,1201,12,99,1,16,2,2,4,2,14,999,1,9999,99,1,2,1
5661,2018,12,2,1,1,8,7,1201,12,99,1,16,2,2,4,2,14,999,1,9999,99,1,2,1
5662,2018,12,10,2,1,8,7,801,8,99,2,23,3,3,5,1,1,48,4,9999,99,1,2,1
5663,2018,12,10,2,1,8,7,801,8,99,2,29,4,4,6,1,1,48,4,9999,99,1,2,1
5664,2018,12,10,2,1,8,7,801,8,99,1,68,12,11,14,1,2,28,2,9999,99,1,2,1
5665,2018,12,10,2,1,8,7,801,8,99,2,46,8,8,10,1,2,28,2,9999,99,1,2,1
5666,2018,12,18,4,3,8,7,801,8,99,1,22,3,3,5,1,4,32,6,2017,5,1,2,1
5667,2018,12,20,4,3,8,7,1501,15,99,1,19,2,2,4,1,4,76,99,9999,99,1,2,1
5668,2018,12,23,4,3,8,7,1801,18,99,1,19,2,2,4,1,4,999,99,9999,99,1,2,1
5669,2018,12,18,4,3,8,7,701,7,99,2,45,8,8,10,1,2,69,2,2001,4,1,2,1
5670,2018,13,18,4,3,8,1,101,1,16,1,38,6,6,8,1,1,48,3,2006,4,1,2,1
5671,2018,13,18,4,3,8,1,101,1,16,1,51,9,9,11,1,9,52,3,2011,5,1,2,1
5672,2018,13,16,3,2,8,1,101,1,11,2,28,4,4,6,1,4,6,3,9999,99,1,2,1
5673,2018,13,16,3,2,8,1,101,1,11,1,33,5,5,7,1,4,6,3,9999,99,1,2,1
5674,2018,13,18,4,3,8,1,2205,22,99,1,41,7,7,9,1,4,6,1,9999,99,1,2,1
5675,2018,13,11,2,1,8,1,2212,22,99,1,22,3,3,5,1,4,999,1,9999,99,1,2,1
5676,2018,13,20,4,3,8,1,501,5,99,1,20,3,3,5,1,4,18,5,2018,5,6,2,2
5677,2018,13,10,2,1,8,1,1103,11,99,1,21,3,3,5,1,4,27,2,2005,4,1,2,1
5678,2018,13,10,2,1,8,1,1103,11,99,1,61,11,11,13,1,4,27,2,9999,99,1,2,1
5679,2018,13,10,2,1,8,1,1103,11,99,2,43,7,7,9,1,4,27,2,9999,99,1,1,2
5680,2018,13,18,4,3,8,1,1106,11,99,1,21,3,3,5,1,4,27,5,2013,5,1,2,2
5681,2018,13,18,4,3,8,1,1106,11,99,1,28,4,4,6,1,4,27,5,2013,5,1,2,2
5682,2018,13,18,4,3,8,1,1106,11,99,1,15,2,2,4,2,4,27,5,2013,5,1,2,2
5683,2018,13,18,4,3,8,1,1106,11,99,1,29,4,4,6,1,4,27,5,2013,5,1,2,1
5684,2018,13,22,4,3,8,1,1301,13,99,1,24,3,3,5,1,1,27,3,9999,99,1,2,1
5685,2018,13,22,4,3,8,1,1301,13,99,1,26,4,4,6,1,3,69,2,9999,99,1,2,1
5686,2018,13,19,4,3,8,1,312,3,99,1,60,11,11,13,1,3,31,5,9999,99,1,2,2
5687,2018,14,4,1,1,8,2,1001,10,99,1,999,16,12,18,1,1,48,2,1996,3,1,2,1
5688,2018,14,7,2,1,8,2,1501,15,99,1,18,2,2,4,1,4,999,99,9999,99,1,2,1
5689,2018,14,18,4,3,8,2,715,7,99,1,28,4,4,6,1,5,41,2,9999,99,3,2,1
5690,2018,14,18,4,3,8,2,715,7,99,1,29,4,4,6,1,5,41,2,9999,99,3,1,2
5691,2018,15,19,4,3,8,3,101,1,1,2,56,10,10,12,1,1,69,3,2008,4,1,2,1
5692,2018,15,19,4,3,8,3,101,1,1,2,30,5,5,7,1,1,69,3,2008,4,1,2,1
5693,2018,15,15,3,2,8,3,101,1,9,1,21,3,3,5,1,4,172,4,2018,5,1,1,2
5694,2018,15,4,1,1,8,3,101,1,5,1,27,4,4,6,1,4,999,5,9999,99,6,1,2
5695,2018,15,20,4,3,8,3,108,1,99,1,37,6,6,8,1,4,6,5,2016,5,1,2,1
5696,2018,15,20,4,3,8,3,108,1,99,1,22,3,3,5,1,4,999,99,9999,99,1,2,1
5697,2018,15,7,2,1,8,3,207,2,99,2,53,9,9,11,1,1,41,5,2005,4,2,2,1
5698,2018,15,4,1,1,8,3,301,3,99,1,24,3,3,5,1,4,999,99,9999,99,1,1,2
5699,2018,16,9,2,1,8,4,101,1,9,2,20,3,3,5,1,10,28,2,2015,5,1,2,1
5700,2018,16,9,2,1,8,4,101,1,9,2,30,5,5,7,1,10,28,2,2015,5,1,2,1
5701,2018,16,9,2,1,8,4,101,1,9,2,25,4,4,6,1,10,28,2,2015,5,1,2,1
5702,2018,16,11,2,1,8,4,101,1,2,1,30,5,5,7,1,4,32,1,2017,5,1,2,1
5703,2018,16,21,4,3,8,4,101,1,7,1,23,3,3,5,1,4,54,3,9999,99,1,2,1
5704,2018,16,9,2,1,8,4,2008,20,99,1,46,8,8,10,1,4,999,99,9999,99,1,2,1
5705,2018,16,17,3,2,8,4,2009,20,99,1,20,3,3,5,1,4,999,1,9999,99,1,2,1
5706,2018,16,7,2,1,8,4,1902,19,99,1,29,4,4,6,1,1,28,2,9999,99,1,2,1
5707,2018,16,7,2,1,8,4,1902,19,99,1,40,7,7,9,1,4,67,4,9999,99,1,2,1
5708,2018,16,8,2,1,8,4,920,9,99,1,999,16,12,18,9,4,999,5,9999,99,1,1,2
5709,2018,16,21,4,3,8,4,1501,15,99,1,16,2,2,4,2,4,27,3,9999,99,1,2,1
5710,2018,16,21,4,3,8,4,1501,15,99,1,17,2,2,4,2,4,27,3,9999,99,1,2,1
5711,2018,16,16,3,2,8,4,1706,17,99,1,43,7,7,9,1,4,67,3,9999,99,1,2,1
5712,2018,16,16,3,2,8,4,1701,17,99,2,48,8,8,10,1,4,27,9,9999,99,1,2,1
5713,2018,16,16,3,2,8,4,1701,17,99,1,0,1,1,1,2,4,27,9,9999,99,1,2,1
5714,2018,16,20,4,3,8,4,302,3,99,1,30,5,5,7,1,4,27,5,9999,99,1,2,1
5715,2018,16,20,4,3,8,4,302,3,99,1,20,3,3,5,1,4,27,1,9999,99,4,2,1
5716,2018,17,22,4,3,8,5,101,1,1,2,25,4,4,6,1,2,28,10,2006,4,1,2,1
5717,2018,17,18,4,3,8,5,101,1,6,1,30,5,5,7,1,1,48,1,9999,99,1,2,1
5718,2018,17,11,2,1,8,5,101,1,6,1,18,2,2,4,1,4,67,3,1994,3,1,2,1
5719,2018,17,1,1,1,8,5,101,1,6,1,28,4,4,6,1,4,6,5,2017,5,1,2,1
5720,2018,17,22,4,3,8,5,101,1,12,2,25,4,4,6,1,4,27,1,9999,99,1,2,1
5721,2018,17,21,4,3,8,5,115,1,99,1,25,4,4,6,1,4,2,5,9999,99,1,2,1
5722,2018,17,5,1,1,8,5,114,1,99,1,24,3,3,5,1,1,69,4,9999,99,2,2,1
5723,2018,17,5,1,1,8,5,114,1,99,2,8,1,1,2,2,1,69,4,9999,99,2,2,1
5724,2018,17,4,1,1,8,5,2202,22,99,1,27,4,4,6,1,1,27,4,9999,99,2,1,2
5725,2018,17,4,1,1,8,5,2202,22,99,1,27,4,4,6,1,1,27,4,9999,99,2,1,2
5726,2018,17,21,4,3,8,5,505,5,99,1,25,4,4,6,1,4,6,5,9999,99,1,1,2
5727,2018,17,17,3,2,8,5,1015,10,99,1,49,8,8,10,1,2,41,6,2007,4,1,2,1
5728,2018,17,12,3,2,8,5,1617,16,99,1,24,3,3,5,1,4,999,99,9999,99,1,2,1
5729,2018,17,23,4,3,8,5,1801,18,99,1,27,4,4,6,1,4,18,4,9999,99,2,2,1
5730,2018,17,17,3,2,8,5,701,7,99,1,23,3,3,5,1,1,69,4,2003,4,1,1,2
5731,2018,17,17,3,2,8,5,701,7,99,1,26,4,4,6,1,1,69,4,2003,4,1,1,2
5732,2018,17,17,3,2,8,5,701,7,99,1,23,3,3,5,1,1,69,4,2003,4,1,1,2
5733,2018,17,17,3,2,8,5,701,7,99,1,22,3,3,5,1,1,69,4,2003,4,1,2,1
5734,2018,17,17,3,2,8,5,701,7,99,1,23,3,3,5,1,1,69,4,2003,4,1,2,1
5735,2018,17,17,3,2,8,5,701,7,99,2,36,6,6,8,1,1,69,4,2003,4,1,2,1
5736,2018,17,17,3,2,8,5,701,7,99,1,2,1,1,1,2,1,69,4,2003,4,1,2,1
5737,2018,17,17,3,2,8,5,701,7,99,1,4,1,1,1,2,1,69,4,2003,4,1,2,1
5738,2018,18,3,1,1,8,6,101,1,5,2,21,3,3,5,1,4,27,5,2007,4,2,1,2
5739,2018,18,23,4,3,8,6,101,1,12,1,28,4,4,6,1,4,67,5,9999,99,1,2,1
5740,2018,18,9,2,1,8,6,101,1,7,1,19,2,2,4,1,4,999,99,9999,99,1,2,1
5741,2018,18,19,4,3,8,6,115,1,99,1,23,3,3,5,1,4,18,1,9999,99,4,1,2
5742,2018,18,11,2,1,8,6,2201,22,99,2,21,3,3,5,1,5,999,99,9999,99,1,2,1
5743,2018,18,11,2,1,8,6,2201,22,99,1,27,4,4,6,1,5,999,99,9999,99,1,2,1
5744,2018,18,11,2,1,8,6,2201,22,99,1,10,1,1,3,2,5,999,99,9999,99,1,2,1
5745,2018,18,11,2,1,8,6,2201,22,99,2,33,5,5,7,1,5,999,99,9999,99,1,2,1
5746,2018,18,11,2,1,8,6,2201,22,99,2,57,10,10,12,1,5,999,99,9999,99,1,2,1
5747,2018,18,11,2,1,8,6,2201,22,99,1,28,4,4,6,1,5,999,99,9999,99,1,2,1
5748,2018,18,11,2,1,8,6,2201,22,99,1,63,11,11,13,1,5,999,99,9999,99,1,2,1
5749,2018,18,11,2,1,8,6,2201,22,99,2,61,11,11,13,1,5,999,99,9999,99,1,2,1
5750,2018,18,11,2,1,8,6,2201,22,99,1,1,1,1,1,2,5,999,99,9999,99,1,2,1
