﻿núm_corre,año_ocu,día_ocu,hora_ocu,g_hora_5,mes_ocu,día_sem_ocu,depto_ocu,mupio_ocu,zona_ocu,sexo_per,edad_per,g_edad_80ymás,g_edad_60ymás,edad_quinquenales,estado_con,mayor_menor,tipo_veh,marca_veh,color_veh,modelo_veh,g_modelo_veh,tipo_eve,g_hora
10998,2022,19,6,Mañana,Noviembre,Sabado,Guatemala,Guatemala,10,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,2
10999,2022,19,22,Noche,Noviembre,Sabado,Guatemala,Villa Nueva,12,Hombre,33,30-34,30-34,30 - 34,Ignorado,Mayor,Automóvil,Mazda,Gris,2007,2000-2009,Atropello,4
11000,2022,19,8,Mañana,Noviembre,Sabado,Guatemala,Villa Canales,Ignorado,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Ignorado,Rojo,Ignorado,Ignorado,Atropello,2
11001,2022,19,15,Tarde,Noviembre,Sabado,Guatemala,San Juan Sacatepéquez,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,3
11002,2022,19,1,Mañana,Noviembre,Sabado,Guatemala,Mixco,1,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,1
11003,2022,19,11,Mañana,Noviembre,Sabado,Escuintla,Escuintla,Ignorado,Hombre,35,35-39,35-39,35 - 39,Ignorado,Mayor,Motocicleta,Honda,Rojo,Ignorado,Ignorado,Atropello,2
11004,2022,19,19,Noche,Noviembre,Sabado,Escuintla,Palín,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
11005,2022,20,11,Mañana,Noviembre,Domingo,Guatemala,Guatemala,4,Hombre,35,35-39,35-39,35 - 39,Ignorado,Mayor,Automóvil,Toyota,Gris,2009,2000-2009,Atropello,2
11006,2022,20,22,Noche,Noviembre,Domingo,Guatemala,Chinautla,Ignorado,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
11007,2022,20,1,Mañana,Noviembre,Domingo,Guatemala,Guatemala,11,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,1
11008,2022,20,5,Mañana,Noviembre,Domingo,Guatemala,Guatemala,11,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,1
11009,2022,20,22,Noche,Noviembre,Domingo,Guatemala,Guatemala,11,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
11010,2022,20,8,Mañana,Noviembre,Domingo,Guatemala,Mixco,1,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,2
11011,2022,20,9,Mañana,Noviembre,Domingo,Alta Verapaz,Panzós,Ignorado,Hombre,34,30-34,30-34,30 - 34,Ignorado,Mayor,Automóvil,Suzuki,Negro,2012,2010-2019,Atropello,2
11012,2022,20,18,Noche,Noviembre,Domingo,Izabal,Puerto Barrios,Ignorado,Hombre,26,25-29,25-29,25 - 29,Ignorado,Mayor,Bus urbano,Hyundai,Beige,Ignorado,Ignorado,Atropello,4
11013,2022,20,20,Noche,Noviembre,Domingo,Petén,Poptún,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
11014,2022,21,7,Mañana,Noviembre,Lunes,Guatemala,Guatemala,17,Hombre,30,30-34,30-34,30 - 34,Ignorado,Mayor,Camión,Kia,Blanco,Ignorado,Ignorado,Atropello,2
11015,2022,21,18,Noche,Noviembre,Lunes,Guatemala,Guatemala,6,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
11016,2022,22,22,Noche,Noviembre,Martes,Chiquimula,Chiquimula,Ignorado,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
11017,2022,22,19,Noche,Noviembre,Martes,Santa Rosa,Barberena,Ignorado,Hombre,22,20-24,20-24,20 - 24,No Ebrio,Mayor,Motocicleta,TVS Apache,Azul,2022,2020-2029,Atropello,4
11018,2022,22,12,Tarde,Noviembre,Martes,Suchitepéquez,San José La Máquina,Ignorado,Hombre,36,35-39,35-39,35 - 39,No Ebrio,Mayor,Motocicleta,Honda,Negro,Ignorado,Ignorado,Atropello,3
11019,2022,22,19,Noche,Noviembre,Martes,Baja Verapaz,Salamá,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
11020,2022,22,19,Noche,Noviembre,Martes,Baja Verapaz,Salamá,Ignorado,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
11021,2022,22,Ignorada,Ignorada,Noviembre,Martes,Chimaltenango,Chimaltenango,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,5
11022,2022,23,22,Noche,Noviembre,Miercoles,Guatemala,Guatemala,18,Hombre,26,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Suzuki,Negro,Ignorado,Ignorado,Atropello,4
11023,2022,23,21,Noche,Noviembre,Miercoles,Guatemala,Guatemala,7,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Menor,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
11024,2022,23,21,Noche,Noviembre,Miercoles,Guatemala,Mixco,10,Hombre,16,15-19,15-19,15 - 19,Ignorado,Menor,Motocicleta,Vento,Negro,2021,2020-2029,Atropello,4
11025,2022,23,1,Mañana,Noviembre,Miercoles,San Marcos,Ocós,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Menor,Pick up,Ignorado,Blanco,Ignorado,Ignorado,Atropello,1
11026,2022,23,19,Noche,Noviembre,Miercoles,Alta Verapaz,Chahal,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
11027,2022,23,23,Noche,Noviembre,Miercoles,Izabal,Puerto Barrios,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Menor,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
11028,2022,23,22,Noche,Noviembre,Miercoles,Sacatepéquez,Sumpango,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
11029,2022,24,18,Noche,Noviembre,Jueves,Guatemala,Guatemala,12,Hombre,25,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Suzuki,Rojo,2021,2020-2029,Atropello,4
11030,2022,24,7,Mañana,Noviembre,Jueves,Guatemala,Guatemala,19,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,2
11031,2022,24,12,Tarde,Noviembre,Jueves,Escuintla,Santa Lucía Cotzumalguapa,Ignorado,Hombre,31,30-34,30-34,30 - 34,Ignorado,Mayor,Camioneta,Honda,Gris,2008,2000-2009,Atropello,3
11032,2022,24,20,Noche,Noviembre,Jueves,Santa Rosa,Guazacapán,Ignorado,Hombre,24,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Italika,Negro,Ignorado,Ignorado,Atropello,4
11033,2022,24,19,Noche,Noviembre,Jueves,San Marcos,Tacaná,Ignorado,Hombre,34,30-34,30-34,30 - 34,Ignorado,Mayor,Pick up,Toyota,Blanco,Ignorado,Ignorado,Atropello,4
11034,2022,24,9,Mañana,Noviembre,Jueves,Huehuetenango,Barrillas,4,Hombre,25,25-29,25-29,25 - 29,Ignorado,Mayor,Pick up,Toyota,Gris,Ignorado,Ignorado,Atropello,2
11035,2022,24,23,Noche,Noviembre,Jueves,Izabal,Puerto Barrios,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Cabezal,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
11036,2022,24,6,Mañana,Noviembre,Jueves,Sololá,Sololá,Ignorado,Hombre,42,40-44,40-44,40 - 44,Ignorado,Mayor,Camión,Ford,Anaranjado,1990,1990-1999,Atropello,2
11037,2022,25,18,Noche,Noviembre,Viernes,Guatemala,Guatemala,18,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
11038,2022,25,13,Tarde,Noviembre,Viernes,Guatemala,Guatemala,12,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,3
11039,2022,25,21,Noche,Noviembre,Viernes,Guatemala,Guatemala,7,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
11040,2022,25,16,Tarde,Noviembre,Viernes,Guatemala,Villa Nueva,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,3
11041,2022,25,17,Tarde,Noviembre,Viernes,Izabal,Puerto Barrios,Ignorado,Hombre,30,30-34,30-34,30 - 34,Ignorado,Mayor,Cabezal,Ignorado,Azul,Ignorado,Ignorado,Atropello,3
11042,2022,25,18,Noche,Noviembre,Viernes,Petén,Flores,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
11043,2022,26,21,Noche,Noviembre,Sabado,Guatemala,Guatemala,17,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
11044,2022,26,17,Tarde,Noviembre,Sabado,Guatemala,Mixco,5,Mujer,28,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Italika,Verde,2007,2000-2009,Atropello,3
11045,2022,26,12,Tarde,Noviembre,Sabado,Jalapa,Monjas,Ignorado,Hombre,81,80 y más,60 y más,80 o más,Ignorado,Mayor,Pick up,Toyota,Corinto,1995,1990-1999,Atropello,3
11046,2022,26,13,Tarde,Noviembre,Sabado,Jalapa,Monjas,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,3
11047,2022,26,5,Mañana,Noviembre,Sabado,Suchitepéquez,Santo Domingo Suchitepéquez,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,1
11048,2022,26,21,Noche,Noviembre,Sabado,Sacatepéquez,Antigua Guatemala,Ignorado,Hombre,49,45-49,45-49,45 - 49,Ebrio,Mayor,Automóvil,Mazda,Blanco,1994,1990-1999,Atropello,4
11049,2022,27,0,Mañana,Noviembre,Domingo,Guatemala,Villa Nueva,6,Hombre,24,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Honda,Negro,Ignorado,Ignorado,Atropello,1
11050,2022,27,14,Tarde,Noviembre,Domingo,Guatemala,Mixco,10,Hombre,19,15-19,15-19,15 - 19,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,3
11051,2022,27,18,Noche,Noviembre,Domingo,Guatemala,Mixco,7,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
11052,2022,27,19,Noche,Noviembre,Domingo,Suchitepéquez,San Antonio Suchitepéquez,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
11053,2022,27,19,Noche,Noviembre,Domingo,Totonicapán,San Francisco el Alto,1,Hombre,23,20-24,20-24,20 - 24,Ignorado,Mayor,Automóvil,Honda,Gris,2004,2000-2009,Atropello,4
11054,2022,27,19,Noche,Noviembre,Domingo,Baja Verapaz,Salamá,Ignorado,Hombre,34,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,Suzuki,Azul,2017,2010-2019,Atropello,4
11055,2022,27,18,Noche,Noviembre,Domingo,Izabal,Puerto Barrios,Ignorado,Hombre,25,25-29,25-29,25 - 29,Ignorado,Mayor,Automóvil,Toyota,Gris,2010,2010-2019,Atropello,4
11056,2022,27,20,Noche,Noviembre,Domingo,Izabal,Los Amates,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
11057,2022,28,19,Noche,Noviembre,Lunes,Guatemala,Guatemala,7,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Bus urbano,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
11058,2022,28,0,Mañana,Noviembre,Lunes,Escuintla,Santa Lucía Cotzumalguapa,Ignorado,Mujer,33,30-34,30-34,30 - 34,Ebrio,Mayor,Automóvil,Mazda,Blanco,2001,2000-2009,Atropello,1
11059,2022,28,14,Tarde,Noviembre,Lunes,Retalhuleu,San Felipe Retalhuleu,Ignorado,Hombre,65,65-69,60 y más,65 - 69,Ignorado,Mayor,Cabezal,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,3
11060,2022,28,5,Mañana,Noviembre,Lunes,Izabal,Puerto Barrios,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,1
11061,2022,28,8,Mañana,Noviembre,Lunes,Chimaltenango,Chimaltenango,1,Hombre,19,15-19,15-19,15 - 19,Ignorado,Mayor,Motocicleta,TVS Apache,Negro,2022,2020-2029,Atropello,2
11062,2022,28,19,Noche,Noviembre,Lunes,Sacatepéquez,Santa Lucía Milpas Altas,1,Hombre,28,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Italika,Rojo,2014,2010-2019,Atropello,4
11063,2022,29,8,Mañana,Noviembre,Martes,Guatemala,Guatemala,8,Hombre,53,50-54,50-54,50 - 54,Ignorado,Mayor,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,2
11064,2022,29,5,Mañana,Noviembre,Martes,Guatemala,Guatemala,6,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Tough,Rojo,2006,2000-2009,Atropello,1
11065,2022,29,20,Noche,Noviembre,Martes,Guatemala,Villa Canales,Ignorado,Hombre,14,Menor de 15,Menor de 15,10 - 14,Ignorado,Menor,Motocicleta,Suzuki,Negro,Ignorado,Ignorado,Atropello,4
11066,2022,29,18,Noche,Noviembre,Martes,Izabal,Puerto Barrios,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Cabezal,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
11067,2022,30,12,Tarde,Noviembre,Miercoles,Guatemala,Petapa,Ignorado,Hombre,40,40-44,40-44,40 - 44,Ignorado,Mayor,Automóvil,Kia,Blanco,2011,2010-2019,Atropello,3
11068,2022,30,4,Mañana,Noviembre,Miercoles,Santa Rosa,Barberena,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,1
11069,2022,30,22,Noche,Noviembre,Miercoles,Petén,Flores,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
11070,2022,30,21,Noche,Noviembre,Miercoles,Chimaltenango,Tecpán Guatemala,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Honda,Rojo,Ignorado,Ignorado,Atropello,4
11071,2022,1,7,Mañana,Diciembre,Jueves,Guatemala,Guatemala,1,Hombre,55,55-59,55-59,55 - 59,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2
11072,2022,1,7,Mañana,Diciembre,Jueves,Guatemala,Guatemala,1,Hombre,55,55-59,55-59,55 - 59,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2
11073,2022,1,12,Tarde,Diciembre,Jueves,Guatemala,Mixco,6,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,3
11074,2022,1,12,Tarde,Diciembre,Jueves,Guatemala,Mixco,6,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,3
11075,2022,1,10,Mañana,Diciembre,Jueves,Jalapa,Jalapa,Ignorado,Hombre,30,30-34,30-34,30 - 34,Ignorado,Mayor,Automóvil,Honda,Azul,2006,2000-2009,Colisión,2
11076,2022,1,10,Mañana,Diciembre,Jueves,Jalapa,Jalapa,Ignorado,Mujer,34,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,Suzuki,Rojo,Ignorado,Ignorado,Colisión,2
11077,2022,1,18,Noche,Diciembre,Jueves,Escuintla,Palín,Ignorado,Hombre,28,25-29,25-29,25 - 29,Ignorado,Mayor,Camión,Kia,Blanco,2022,2020-2029,Colisión,4
11078,2022,1,18,Noche,Diciembre,Jueves,Escuintla,Palín,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Camioneta,Honda,Blanco,2012,2010-2019,Colisión,4
11079,2022,1,18,Noche,Diciembre,Jueves,Escuintla,Palín,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Hero Hunk,Rojo,2019,2010-2019,Colisión,4
11080,2022,1,16,Tarde,Diciembre,Jueves,Escuintla,Nueva Concepción,Ignorado,Hombre,40,40-44,40-44,40 - 44,Ignorado,Mayor,Cabezal,Freightliner,Azul,1999,1990-1999,Colisión,3
11081,2022,1,16,Tarde,Diciembre,Jueves,Escuintla,Nueva Concepción,Ignorado,Hombre,42,40-44,40-44,40 - 44,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,3
11082,2022,1,1,Mañana,Diciembre,Jueves,Escuintla,Siquinalá,Ignorado,Hombre,25,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Yamaha,Negro,2022,2020-2029,Derrape,1
11083,2022,1,19,Noche,Diciembre,Jueves,Quetzaltenango,Quetzaltenango,Ignorado,Hombre,17,15-19,15-19,15 - 19,Ebrio,Menor,Automóvil,Honda,Blanco,Ignorado,Ignorado,Colisión,4
11084,2022,1,19,Noche,Diciembre,Jueves,Quetzaltenango,Quetzaltenango,Ignorado,Hombre,28,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Italika,Negro,Ignorado,Ignorado,Colisión,4
11085,2022,1,0,Mañana,Diciembre,Jueves,Totonicapán,San Cristóbal Totonicapán,Ignorado,Hombre,22,20-24,20-24,20 - 24,Ignorado,Mayor,Automóvil,Peugeot,Blanco,Ignorado,Ignorado,Colisión,1
11086,2022,1,0,Mañana,Diciembre,Jueves,Totonicapán,San Cristóbal Totonicapán,Ignorado,Hombre,26,25-29,25-29,25 - 29,Ignorado,Mayor,Microbús,Toyota,Rojo,2007,2000-2009,Colisión,1
11087,2022,1,23,Noche,Diciembre,Jueves,Izabal,Puerto Barrios,Ignorado,Hombre,32,30-34,30-34,30 - 34,Ignorado,Mayor,Automóvil,Toyota,Verde,1995,1990-1999,Colisión,4
11088,2022,1,23,Noche,Diciembre,Jueves,Izabal,Puerto Barrios,Ignorado,Hombre,25,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Yamaha,Blanco,2019,2010-2019,Colisión,4
11089,2022,1,17,Tarde,Diciembre,Jueves,Petén,El Chal,Ignorado,Hombre,36,35-39,35-39,35 - 39,Ignorado,Mayor,Pick up,Mitsubishi,Ignorado,Ignorado,Ignorado,Choque,3
11090,2022,1,6,Mañana,Diciembre,Jueves,Sacatepéquez,Santiago Sacatepéquez,Ignorado,Hombre,34,30-34,30-34,30 - 34,Ignorado,Mayor,Cabezal,Internacional,Blanco,1999,1990-1999,Colisión,2
11091,2022,1,6,Mañana,Diciembre,Jueves,Sacatepéquez,Santiago Sacatepéquez,Ignorado,Hombre,37,35-39,35-39,35 - 39,Ignorado,Mayor,Automóvil,Kia,Ignorado,Ignorado,Ignorado,Colisión,2
11092,2022,2,17,Tarde,Diciembre,Viernes,Guatemala,Palencia,Ignorado,Hombre,14,Menor de 15,Menor de 15,10 - 14,Ignorado,Menor,Cuatrimoto,TVS Apache,Rojo,2018,2010-2019,Vuelco,3
11093,2022,2,22,Noche,Diciembre,Viernes,Guatemala,Guatemala,17,Hombre,18,15-19,15-19,15 - 19,Ignorado,Mayor,Motocicleta,Suzuki,Azul,Ignorado,Ignorado,Colisión,4
11094,2022,2,22,Noche,Diciembre,Viernes,Guatemala,Guatemala,17,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Pick up,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,4
11095,2022,2,21,Noche,Diciembre,Viernes,Guatemala,Guatemala,1,Hombre,20,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape,4
11096,2022,2,5,Mañana,Diciembre,Viernes,Guatemala,Guatemala,13,Hombre,44,40-44,40-44,40 - 44,No Ebrio,Mayor,Automóvil,Toyota,Gris,2010,2010-2019,Colisión,1
11097,2022,2,5,Mañana,Diciembre,Viernes,Guatemala,Guatemala,13,Hombre,32,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,Bajaj,Azul,2015,2010-2019,Colisión,1
11098,2022,2,23,Noche,Diciembre,Viernes,Guatemala,Guatemala,11,Hombre,25,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Hero Hunk,Rojo,Ignorado,Ignorado,Derrape,4
11099,2022,2,22,Noche,Diciembre,Viernes,Guatemala,Guatemala,7,Hombre,29,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Honda,Negro,Ignorado,Ignorado,Derrape,4
11100,2022,2,0,Mañana,Diciembre,Viernes,Guatemala,Villa Nueva,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,1
11101,2022,2,0,Mañana,Diciembre,Viernes,Guatemala,Villa Nueva,Ignorado,Hombre,22,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Bajaj,Azul,Ignorado,Ignorado,Colisión,1
11102,2022,2,15,Tarde,Diciembre,Viernes,Guatemala,Villa Nueva,8,Mujer,52,50-54,50-54,50 - 54,Ignorado,Mayor,Camioneta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,3
11103,2022,2,15,Tarde,Diciembre,Viernes,Guatemala,Villa Nueva,8,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Ignorado,Rojo,Ignorado,Ignorado,Colisión,3
11104,2022,2,23,Noche,Diciembre,Viernes,Guatemala,Villa Nueva,Ignorado,Hombre,22,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Freedom,Rojo,2022,2020-2029,Derrape,4
11105,2022,2,19,Noche,Diciembre,Viernes,Jutiapa,Atescatempa,Ignorado,Hombre,23,20-24,20-24,20 - 24,Ignorado,Mayor,Camioneta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,4
11106,2022,2,19,Noche,Diciembre,Viernes,Jutiapa,Atescatempa,Ignorado,Hombre,22,20-24,20-24,20 - 24,Ignorado,Mayor,Cuatrimoto,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,4
11107,2022,2,14,Tarde,Diciembre,Viernes,Chiquimula,Chiquimula,1,Hombre,48,45-49,45-49,45 - 49,Ignorado,Mayor,Camioneta,Hyundai,Gris,Ignorado,Ignorado,Colisión,3
11108,2022,2,14,Tarde,Diciembre,Viernes,Chiquimula,Chiquimula,1,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Microbús,Toyota,Azul,Ignorado,Ignorado,Colisión,3
11109,2022,1,23,Noche,Diciembre,Jueves,Escuintla,Santa Lucía Cotzumalguapa,Ignorado,Hombre,30,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,Ignorado,Negro,Ignorado,Ignorado,Colisión,4
11110,2022,1,23,Noche,Diciembre,Jueves,Escuintla,Santa Lucía Cotzumalguapa,Ignorado,Hombre,23,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Bajaj,Azul,Ignorado,Ignorado,Colisión,4
11111,2022,2,8,Mañana,Diciembre,Viernes,Santa Rosa,Santa Rosa de Lima,Ignorado,Hombre,46,45-49,45-49,45 - 49,Ignorado,Mayor,Camión,Internacional,Blanco,Ignorado,Ignorado,Colisión,2
11112,2022,2,8,Mañana,Diciembre,Viernes,Santa Rosa,Santa Rosa de Lima,Ignorado,Hombre,24,20-24,20-24,20 - 24,Ignorado,Mayor,Cuatrimoto,Ignorado,Rojo,Ignorado,Ignorado,Colisión,2
11113,2022,2,15,Tarde,Diciembre,Viernes,Santa Rosa,Cuilapa,Ignorado,Hombre,29,25-29,25-29,25 - 29,Ignorado,Mayor,Camioneta,Toyota,Gris,2015,2010-2019,Colisión,3
11114,2022,2,15,Tarde,Diciembre,Viernes,Santa Rosa,Cuilapa,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Cuatrimoto,Bajaj,Rojo,2017,2010-2019,Colisión,3
11115,2022,2,19,Noche,Diciembre,Viernes,Suchitepéquez,San Antonio Suchitepéquez,Ignorado,Hombre,38,35-39,35-39,35 - 39,Ignorado,Mayor,Automóvil,Volkswagen,Gris,Ignorado,Ignorado,Colisión,4
11116,2022,2,19,Noche,Diciembre,Viernes,Suchitepéquez,San Antonio Suchitepéquez,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Yamaha,Blanco,Ignorado,Ignorado,Colisión,4
11117,2022,2,17,Tarde,Diciembre,Viernes,Quetzaltenango,La Esperanza,Ignorado,Hombre,32,30-34,30-34,30 - 34,Ignorado,Mayor,Automóvil,Honda,Negro,2012,2010-2019,Colisión,3
