﻿﻿num_corre,año_ocu,día_ocu,hora_ocu,g_hora,g_hora_5,mes_ocu,día_sem_ocu,depto_ocu,mupio_ocu,zona_ocu,sexo_per,edad_per,g_edad_80ymás,g_edad_60ymás,edad_quinquenales,mayor_menor,tipo_veh,marca_veh,color_veh,modelo_veh,g_modelo_veh,tipo_eve,fall_les,int_o_noint,tipo_eve_cod
34,2022,1,12,12:00 a 17:59,Tarde,1,Sabado,Sololá,Sololá,Ignorado,Mujer,12,Menor de 15,Menor de 15,10 - 14,Menor,Pick up,Ignorado,Rojo,Ignorado,Ignorado,3,Lesionado,Internado,3
35,2022,1,12,12:00 a 17:59,Tarde,1,Sabado,Sololá,Sololá,Ignorado,Mujer,5,Menor de 15,Menor de 15,5 - 9,Menor,Pick up,Ignorado,Rojo,Ignorado,Ignorado,3,Lesionado,Internado,3
36,2022,1,12,12:00 a 17:59,Tarde,1,Sabado,Sololá,Sololá,Ignorado,Mujer,17,15-19,15-19,15 - 19,Menor,Pick up,Ignorado,Rojo,Ignorado,Ignorado,3,Lesionado,Internado,3
37,2022,1,12,12:00 a 17:59,Tarde,1,Sabado,Sololá,Sololá,Ignorado,Mujer,21,20-24,20-24,20 - 24,Mayor,Pick up,Ignorado,Rojo,Ignorado,Ignorado,3,Lesionado,Internado,3
38,2022,1,12,12:00 a 17:59,Tarde,1,Sabado,Sololá,Sololá,Ignorado,Mujer,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Pick up,Ignorado,Rojo,Ignorado,Ignorado,3,Lesionado,Internado,3
39,2022,1,12,12:00 a 17:59,Tarde,1,Sabado,Sololá,Sololá,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Pick up,Ignorado,Rojo,Ignorado,Ignorado,3,Lesionado,Internado,3
40,2022,1,12,12:00 a 17:59,Tarde,1,Sabado,Sololá,Sololá,Ignorado,Mujer,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Pick up,Ignorado,Rojo,Ignorado,Ignorado,3,Lesionado,Internado,3
41,2022,1,15,12:00 a 17:59,Tarde,1,Sabado,Chimaltenango,Tecpán Guatemala,Ignorado,Hombre,9,Menor de 15,Menor de 15,5 - 9,Menor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,2,Fallecido,No internado,2
42,2022,1,8,06:00 a 11:59,Mañana,1,Sabado,Sacatepéquez,San Miguel Dueñas,Ignorado,Hombre,22,20-24,20-24,20 - 24,Mayor,Motocicleta,Bajaj,Rojo,Ignorado,Ignorado,2,Fallecido,No internado,2
43,2022,1,8,06:00 a 11:59,Mañana,1,Sabado,Sacatepéquez,San Miguel Dueñas,Ignorado,Hombre,23,20-24,20-24,20 - 24,Mayor,Motocicleta,Bajaj,Rojo,Ignorado,Ignorado,2,Fallecido,No internado,2
44,2022,1,8,06:00 a 11:59,Mañana,1,Sabado,Sacatepéquez,San Miguel Dueñas,Ignorado,Hombre,22,20-24,20-24,20 - 24,Mayor,Motocicleta,Bajaj,Rojo,Ignorado,Ignorado,2,Lesionado,Internado,2
45,2022,2,15,12:00 a 17:59,Tarde,1,Domingo,Guatemala,Guatemala,1,Mujer,38,35-39,35-39,35 - 39,Mayor,Motocicleta,Serpento,Blanco,Ignorado,Ignorado,1,Lesionado,Internado,1
46,2022,2,15,12:00 a 17:59,Tarde,1,Domingo,Guatemala,Guatemala,1,Mujer,18,15-19,15-19,15 - 19,Mayor,Motocicleta,Serpento,Blanco,Ignorado,Ignorado,1,Lesionado,Internado,1
47,2022,2,15,12:00 a 17:59,Tarde,1,Domingo,Guatemala,Guatemala,1,Mujer,64,60-64,60 y más,60 - 64,Mayor,Motocicleta,Serpento,Blanco,Ignorado,Ignorado,1,Lesionado,Internado,1
48,2022,2,15,12:00 a 17:59,Tarde,1,Domingo,Guatemala,Guatemala,1,Mujer,59,55-59,55-59,55 - 59,Mayor,Motocicleta,Serpento,Blanco,Ignorado,Ignorado,1,Lesionado,Internado,1
49,2022,2,12,12:00 a 17:59,Tarde,1,Domingo,Guatemala,Guatemala,6,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Automóvil,Kia,Blanco,2016,2010-2019,1,Lesionado,Internado,1
50,2022,2,12,12:00 a 17:59,Tarde,1,Domingo,Guatemala,Guatemala,6,Hombre,11,Menor de 15,Menor de 15,10 - 14,Menor,Automóvil,Kia,Blanco,2016,2010-2019,1,Lesionado,Internado,1
51,2022,2,12,12:00 a 17:59,Tarde,1,Domingo,Guatemala,Guatemala,6,Hombre,16,15-19,15-19,15 - 19,Menor,Automóvil,Kia,Blanco,2016,2010-2019,1,Lesionado,Internado,1
52,2022,2,0,00:00 a 05:59,Mañana,1,Domingo,Guatemala,Guatemala,7,Hombre,45,45-49,45-49,45 - 49,Mayor,Motocicleta,Italika,Ignorado,2016,2010-2019,6,Fallecido,No internado,6
53,2022,2,18,18:00 a 23:59,Noche,1,Domingo,Guatemala,Petapa,7,Mujer,24,20-24,20-24,20 - 24,Mayor,Pick up,Toyota,Amarillo,Ignorado,Ignorado,1,Lesionado,Internado,1
54,2022,2,18,18:00 a 23:59,Noche,1,Domingo,Guatemala,Petapa,7,Mujer,24,20-24,20-24,20 - 24,Mayor,Pick up,Toyota,Amarillo,Ignorado,Ignorado,1,Lesionado,Internado,1
55,2022,2,21,18:00 a 23:59,Noche,1,Domingo,Guatemala,Villa Canales,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Motocicleta,Ignorado,Negro,Ignorado,Ignorado,1,Lesionado,Internado,1
56,2022,2,1,00:00 a 05:59,Mañana,1,Domingo,Guatemala,Villa Nueva,1,Mujer,34,30-34,30-34,30 - 34,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,1,Lesionado,Internado,1
57,2022,2,19,18:00 a 23:59,Noche,1,Domingo,Guatemala,Mixco,5,Hombre,42,40-44,40-44,40 - 44,Mayor,Motocicleta,Ignorado,Ignorado,2022,2020-2029,6,Lesionado,Internado,6
58,2022,2,11,06:00 a 11:59,Mañana,1,Domingo,Guatemala,Mixco,1,Hombre,25,25-29,25-29,25 - 29,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,1,Lesionado,Internado,1
59,2022,2,11,06:00 a 11:59,Mañana,1,Domingo,Guatemala,Mixco,1,Mujer,45,45-49,45-49,45 - 49,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,1,Lesionado,Internado,1
60,2022,2,16,12:00 a 17:59,Tarde,1,Domingo,Escuintla,Escuintla,Ignorado,Hombre,24,20-24,20-24,20 - 24,Mayor,Camioneta,Hyundai,Azul,Ignorado,Ignorado,1,Fallecido,No internado,1
61,2022,2,16,12:00 a 17:59,Tarde,1,Domingo,Escuintla,Escuintla,Ignorado,Mujer,20,20-24,20-24,20 - 24,Mayor,Camioneta,Hyundai,Azul,Ignorado,Ignorado,1,Fallecido,No internado,1
62,2022,2,16,12:00 a 17:59,Tarde,1,Domingo,Escuintla,Escuintla,Ignorado,Mujer,15,15-19,15-19,15 - 19,Menor,Camioneta,Hyundai,Azul,Ignorado,Ignorado,1,Fallecido,No internado,1
63,2022,2,16,12:00 a 17:59,Tarde,1,Domingo,Escuintla,Escuintla,Ignorado,Mujer,24,20-24,20-24,20 - 24,Mayor,Camioneta,Hyundai,Azul,Ignorado,Ignorado,1,Fallecido,No internado,1
64,2022,2,16,12:00 a 17:59,Tarde,1,Domingo,Escuintla,Escuintla,Ignorado,Mujer,18,15-19,15-19,15 - 19,Mayor,Bus urbano,Internacional,Azul,Ignorado,Ignorado,1,Lesionado,Internado,1
65,2022,2,16,12:00 a 17:59,Tarde,1,Domingo,Escuintla,Escuintla,Ignorado,Hombre,44,40-44,40-44,40 - 44,Mayor,Bus urbano,Internacional,Azul,Ignorado,Ignorado,1,Lesionado,Internado,1
66,2022,2,16,12:00 a 17:59,Tarde,1,Domingo,Escuintla,Escuintla,Ignorado,Mujer,62,60-64,60 y más,60 - 64,Mayor,Bus urbano,Internacional,Azul,Ignorado,Ignorado,1,Lesionado,Internado,1
67,2022,2,16,12:00 a 17:59,Tarde,1,Domingo,Escuintla,Escuintla,Ignorado,Hombre,13,Menor de 15,Menor de 15,10 - 14,Menor,Bus urbano,Internacional,Azul,Ignorado,Ignorado,1,Lesionado,Internado,1
68,2022,2,16,12:00 a 17:59,Tarde,1,Domingo,Escuintla,Escuintla,Ignorado,Mujer,44,40-44,40-44,40 - 44,Mayor,Bus urbano,Internacional,Azul,Ignorado,Ignorado,1,Lesionado,Internado,1
69,2022,2,20,18:00 a 23:59,Noche,1,Domingo,Escuintla,La Democracia,Ignorado,Mujer,16,15-19,15-19,15 - 19,Menor,Motocicleta,Bajaj,Negro,2015,2010-2019,1,Lesionado,Internado,1
70,2022,2,20,18:00 a 23:59,Noche,1,Domingo,Escuintla,La Democracia,Ignorado,Mujer,49,45-49,45-49,45 - 49,Mayor,Motocicleta,Bajaj,Negro,2015,2010-2019,1,Lesionado,Internado,1
71,2022,2,20,18:00 a 23:59,Noche,1,Domingo,Escuintla,La Democracia,Ignorado,Hombre,25,25-29,25-29,25 - 29,Mayor,Motocicleta,Benelli,Rojo,2018,2010-2019,1,Lesionado,Internado,1
72,2022,2,19,18:00 a 23:59,Noche,1,Domingo,Escuintla,Escuintla,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Bus urbano,Internacional,Turquesa,Ignorado,Ignorado,6,Fallecido,No internado,6
73,2022,2,11,06:00 a 11:59,Mañana,1,Domingo,Santa Rosa,Pueblo Nuevo Viñas,Ignorado,Hombre,21,20-24,20-24,20 - 24,Mayor,Motocicleta,Italika,Rojo,Ignorado,Ignorado,1,Lesionado,Internado,1
74,2022,2,11,06:00 a 11:59,Mañana,1,Domingo,Santa Rosa,Pueblo Nuevo Viñas,Ignorado,Hombre,22,20-24,20-24,20 - 24,Mayor,Motocicleta,Italika,Rojo,Ignorado,Ignorado,1,Lesionado,Internado,1
75,2022,2,19,18:00 a 23:59,Noche,1,Domingo,Retalhuleu,Nuevo San Carlos,Ignorado,Hombre,21,20-24,20-24,20 - 24,Mayor,Motocicleta,Bajaj,Negro,Ignorado,Ignorado,1,Lesionado,Internado,1
76,2022,2,19,18:00 a 23:59,Noche,1,Domingo,Retalhuleu,Nuevo San Carlos,Ignorado,Hombre,22,20-24,20-24,20 - 24,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,1,Lesionado,Internado,1
77,2022,2,19,18:00 a 23:59,Noche,1,Domingo,Retalhuleu,Nuevo San Carlos,Ignorado,Mujer,5,Menor de 15,Menor de 15,5 - 9,Menor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,1,Lesionado,Internado,1
78,2022,2,22,18:00 a 23:59,Noche,1,Domingo,Quetzaltenango,Coatepeque,Ignorado,Mujer,11,Menor de 15,Menor de 15,10 - 14,Menor,Camioneta,Ignorado,Ignorado,Ignorado,Ignorado,1,Lesionado,Internado,1
79,2022,2,4,00:00 a 05:59,Mañana,1,Domingo,Izabal,Puerto Barrios,Ignorado,Hombre,19,15-19,15-19,15 - 19,Mayor,Motocicleta,Italika,Rojo,Ignorado,Ignorado,6,Lesionado,Internado,6
80,2022,2,19,18:00 a 23:59,Noche,1,Domingo,Izabal,El Estor,Ignorado,Mujer,21,20-24,20-24,20 - 24,Mayor,Microbús,Ignorado,Ignorado,Ignorado,Ignorado,1,Fallecido,No internado,1
81,2022,2,19,18:00 a 23:59,Noche,1,Domingo,Izabal,El Estor,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Microbús,Ignorado,Ignorado,Ignorado,Ignorado,1,Lesionado,Internado,1
82,2022,2,19,18:00 a 23:59,Noche,1,Domingo,Izabal,El Estor,Ignorado,Hombre,8,Menor de 15,Menor de 15,5 - 9,Menor,Microbús,Ignorado,Ignorado,Ignorado,Ignorado,1,Lesionado,Internado,1
83,2022,2,19,18:00 a 23:59,Noche,1,Domingo,Izabal,El Estor,Ignorado,Mujer,5,Menor de 15,Menor de 15,5 - 9,Menor,Microbús,Ignorado,Ignorado,Ignorado,Ignorado,1,Lesionado,Internado,1
84,2022,2,19,18:00 a 23:59,Noche,1,Domingo,Izabal,El Estor,Ignorado,Mujer,1,Menor de 15,Menor de 15,0 - 4,Menor,Microbús,Ignorado,Ignorado,Ignorado,Ignorado,1,Fallecido,No internado,1
85,2022,2,11,06:00 a 11:59,Mañana,1,Domingo,Izabal,El Estor,Ignorado,Hombre,37,35-39,35-39,35 - 39,Mayor,Motocicleta,Ignorado,Gris,Ignorado,Ignorado,1,Fallecido,No internado,1
86,2022,2,10,06:00 a 11:59,Mañana,1,Domingo,Chimaltenango,Patzicía,Ignorado,Hombre,19,15-19,15-19,15 - 19,Mayor,Motocicleta,Italika,Ignorado,Ignorado,Ignorado,1,Fallecido,No internado,1
87,2022,2,16,12:00 a 17:59,Tarde,1,Domingo,Sacatepéquez,Antigua Guatemala,Ignorado,Hombre,17,15-19,15-19,15 - 19,Menor,Motocicleta,TVS Apache,Rojo,2022,2020-2029,1,Lesionado,Internado,1
88,2022,3,17,12:00 a 17:59,Tarde,1,Lunes,Guatemala,Guatemala,13,Hombre,28,25-29,25-29,25 - 29,Mayor,Motocicleta,Bajaj,Blanco,Ignorado,Ignorado,1,Lesionado,Internado,1
89,2022,3,22,18:00 a 23:59,Noche,1,Lunes,Escuintla,La Gomera,Ignorado,Hombre,18,15-19,15-19,15 - 19,Mayor,Motocicleta,Suzuki,Negro,Ignorado,Ignorado,1,Lesionado,Internado,1
90,2022,3,22,18:00 a 23:59,Noche,1,Lunes,Escuintla,La Gomera,Ignorado,Mujer,34,30-34,30-34,30 - 34,Mayor,Motocicleta,Italika,Rojo,Ignorado,Ignorado,1,Lesionado,Internado,1
91,2022,3,22,18:00 a 23:59,Noche,1,Lunes,Escuintla,La Gomera,Ignorado,Hombre,18,15-19,15-19,15 - 19,Mayor,Motocicleta,Italika,Rojo,Ignorado,Ignorado,1,Lesionado,Internado,1
92,2022,3,13,12:00 a 17:59,Tarde,1,Lunes,Santa Rosa,Cuilapa,Ignorado,Hombre,49,45-49,45-49,45 - 49,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,1,Lesionado,Internado,1
93,2022,3,13,12:00 a 17:59,Tarde,1,Lunes,Santa Rosa,Cuilapa,Ignorado,Mujer,19,15-19,15-19,15 - 19,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,1,Lesionado,Internado,1
94,2022,3,5,00:00 a 05:59,Mañana,1,Lunes,Retalhuleu,Retalhuleu,Ignorado,Hombre,20,20-24,20-24,20 - 24,Mayor,Motocicleta,Bajaj,Rojo,Ignorado,Ignorado,6,Lesionado,Internado,6
95,2022,3,5,00:00 a 05:59,Mañana,1,Lunes,Retalhuleu,Retalhuleu,Ignorado,Hombre,31,30-34,30-34,30 - 34,Mayor,Motocicleta,Bajaj,Rojo,Ignorado,Ignorado,6,Lesionado,Internado,6
96,2022,3,9,06:00 a 11:59,Mañana,1,Lunes,Quetzaltenango,Salcajá,Ignorado,Hombre,31,30-34,30-34,30 - 34,Mayor,Automóvil,Volkswagen,Gris,Ignorado,Ignorado,2,Lesionado,Internado,2
97,2022,3,9,06:00 a 11:59,Mañana,1,Lunes,Quetzaltenango,Salcajá,Ignorado,Mujer,65,65-69,60 y más,65 - 69,Mayor,Automóvil,Volkswagen,Gris,Ignorado,Ignorado,2,Lesionado,Internado,2
98,2022,3,9,06:00 a 11:59,Mañana,1,Lunes,Quetzaltenango,Salcajá,Ignorado,Mujer,11,Menor de 15,Menor de 15,10 - 14,Menor,Automóvil,Volkswagen,Gris,Ignorado,Ignorado,2,Lesionado,Internado,2
99,2022,3,9,06:00 a 11:59,Mañana,1,Lunes,Quetzaltenango,Salcajá,Ignorado,Mujer,20,20-24,20-24,20 - 24,Mayor,Automóvil,Volkswagen,Gris,Ignorado,Ignorado,2,Lesionado,Internado,2
100,2022,3,9,06:00 a 11:59,Mañana,1,Lunes,Quetzaltenango,Salcajá,Ignorado,Mujer,3,Menor de 15,Menor de 15,0 - 4,Menor,Automóvil,Volkswagen,Gris,Ignorado,Ignorado,2,Fallecido,No internado,2
101,2022,3,15,12:00 a 17:59,Tarde,1,Lunes,San Marcos,San Rafael Pie de la Cuesta,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,1,Lesionado,Internado,1
102,2022,3,6,06:00 a 11:59,Mañana,1,Lunes,San Marcos,Ayutla,Ignorado,Hombre,49,45-49,45-49,45 - 49,Mayor,Motocicleta,Ignorado,Negro,Ignorado,Ignorado,6,Fallecido,No internado,6
103,2022,3,7,06:00 a 11:59,Mañana,1,Lunes,Totonicapán,Totonicapán,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Pick up,Ignorado,Ignorado,Ignorado,Ignorado,3,Lesionado,Internado,3
104,2022,3,1,00:00 a 05:59,Mañana,1,Lunes,Baja Verapaz,Salamá,Ignorado,Hombre,33,30-34,30-34,30 - 34,Mayor,Motocicleta,Honda,Rojo,Ignorado,Ignorado,6,Lesionado,Internado,6
105,2022,3,15,12:00 a 17:59,Tarde,1,Lunes,El Progreso,San Cristóbal Acasaguastlán,Ignorado,Hombre,20,20-24,20-24,20 - 24,Mayor,Bus urbano,Ignorado,Ignorado,Ignorado,Ignorado,1,Lesionado,Internado,1
106,2022,3,15,12:00 a 17:59,Tarde,1,Lunes,El Progreso,San Cristóbal Acasaguastlán,Ignorado,Hombre,34,30-34,30-34,30 - 34,Mayor,Bus urbano,Ignorado,Ignorado,Ignorado,Ignorado,1,Lesionado,Internado,1
107,2022,3,15,12:00 a 17:59,Tarde,1,Lunes,El Progreso,San Cristóbal Acasaguastlán,Ignorado,Mujer,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Bus urbano,Ignorado,Ignorado,Ignorado,Ignorado,1,Lesionado,Internado,1
108,2022,3,15,12:00 a 17:59,Tarde,1,Lunes,El Progreso,San Cristóbal Acasaguastlán,Ignorado,Mujer,3,Menor de 15,Menor de 15,0 - 4,Menor,Bus urbano,Ignorado,Ignorado,Ignorado,Ignorado,1,Lesionado,Internado,1
109,2022,3,15,12:00 a 17:59,Tarde,1,Lunes,El Progreso,San Cristóbal Acasaguastlán,Ignorado,Mujer,4,Menor de 15,Menor de 15,0 - 4,Menor,Bus urbano,Ignorado,Ignorado,Ignorado,Ignorado,1,Lesionado,Internado,1
110,2022,3,15,12:00 a 17:59,Tarde,1,Lunes,El Progreso,San Cristóbal Acasaguastlán,Ignorado,Mujer,6,Menor de 15,Menor de 15,5 - 9,Menor,Bus urbano,Ignorado,Ignorado,Ignorado,Ignorado,1,Lesionado,Internado,1
111,2022,3,15,12:00 a 17:59,Tarde,1,Lunes,El Progreso,San Cristóbal Acasaguastlán,Ignorado,Mujer,18,15-19,15-19,15 - 19,Mayor,Bus urbano,Ignorado,Ignorado,Ignorado,Ignorado,1,Lesionado,Internado,1
112,2022,3,15,12:00 a 17:59,Tarde,1,Lunes,El Progreso,San Cristóbal Acasaguastlán,Ignorado,Mujer,58,55-59,55-59,55 - 59,Mayor,Bus urbano,Ignorado,Ignorado,Ignorado,Ignorado,1,Lesionado,Internado,1
113,2022,3,15,12:00 a 17:59,Tarde,1,Lunes,El Progreso,San Cristóbal Acasaguastlán,Ignorado,Hombre,18,15-19,15-19,15 - 19,Mayor,Bus urbano,Ignorado,Ignorado,Ignorado,Ignorado,1,Lesionado,Internado,1
114,2022,3,15,12:00 a 17:59,Tarde,1,Lunes,El Progreso,San Cristóbal Acasaguastlán,Ignorado,Mujer,11,Menor de 15,Menor de 15,10 - 14,Menor,Bus urbano,Ignorado,Ignorado,Ignorado,Ignorado,1,Lesionado,Internado,1
115,2022,3,15,12:00 a 17:59,Tarde,1,Lunes,El Progreso,San Cristóbal Acasaguastlán,Ignorado,Hombre,3,Menor de 15,Menor de 15,0 - 4,Menor,Bus urbano,Ignorado,Ignorado,Ignorado,Ignorado,1,Lesionado,Internado,1
116,2022,3,23,18:00 a 23:59,Noche,1,Lunes,El Progreso,Morazán,Ignorado,Mujer,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Motocicleta,Suzuki,Negro,Ignorado,Ignorado,6,Fallecido,No internado,6
117,2022,3,8,06:00 a 11:59,Mañana,1,Lunes,Sacatepéquez,Antigua Guatemala,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Motocicleta,Honda,Amarillo,2020,2020-2029,1,Lesionado,Internado,1
118,2022,3,9,06:00 a 11:59,Mañana,1,Lunes,Sacatepéquez,Antigua Guatemala,Ignorado,Mujer,3,Menor de 15,Menor de 15,0 - 4,Menor,Automóvil,Honda,Gris,2006,2000-2009,6,Lesionado,Internado,6
119,2022,4,8,06:00 a 11:59,Mañana,1,Martes,Guatemala,Guatemala,9,Mujer,33,30-34,30-34,30 - 34,Mayor,Motocicleta,Hero Hunk,Negro,2019,2010-2019,1,Lesionado,Internado,1
120,2022,4,15,12:00 a 17:59,Tarde,1,Martes,Guatemala,Guatemala,1,Hombre,35,35-39,35-39,35 - 39,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,6,Lesionado,Internado,6
121,2022,4,7,06:00 a 11:59,Mañana,1,Martes,Guatemala,Villa Canales,2,Mujer,43,40-44,40-44,40 - 44,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,1,Lesionado,Internado,1
122,2022,4,7,06:00 a 11:59,Mañana,1,Martes,Guatemala,Villa Canales,2,Hombre,40,40-44,40-44,40 - 44,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,1,Lesionado,Internado,1
123,2022,4,9,06:00 a 11:59,Mañana,1,Martes,Guatemala,Villa Canales,Ignorado,Hombre,35,35-39,35-39,35 - 39,Mayor,Motocicleta,Wuyang,Rojo,Ignorado,Ignorado,1,Lesionado,Internado,1
124,2022,4,18,18:00 a 23:59,Noche,1,Martes,Retalhuleu,Retalhuleu,Ignorado,Hombre,26,25-29,25-29,25 - 29,Mayor,Motocicleta,Italika,Rojo,Ignorado,Ignorado,1,Lesionado,Internado,1
125,2022,4,16,12:00 a 17:59,Tarde,1,Martes,Baja Verapaz,Salamá,Ignorado,Hombre,24,20-24,20-24,20 - 24,Mayor,Motocicleta,Suzuki,Ignorado,Ignorado,Ignorado,1,Lesionado,Internado,1
126,2022,4,16,12:00 a 17:59,Tarde,1,Martes,Baja Verapaz,Salamá,Ignorado,Mujer,19,15-19,15-19,15 - 19,Mayor,Motocicleta,Suzuki,Ignorado,Ignorado,Ignorado,1,Lesionado,Internado,1
127,2022,4,5,00:00 a 05:59,Mañana,1,Martes,Chimaltenango,San Martín Jilotepeque,Ignorado,Hombre,32,30-34,30-34,30 - 34,Mayor,Camioneta,Mercedes Benz,Celeste,2013,2010-2019,2,Lesionado,Internado,2
128,2022,4,5,00:00 a 05:59,Mañana,1,Martes,Chimaltenango,San Martín Jilotepeque,Ignorado,Mujer,25,25-29,25-29,25 - 29,Mayor,Camioneta,Mercedes Benz,Celeste,2013,2010-2019,2,Lesionado,Internado,2
129,2022,4,10,06:00 a 11:59,Mañana,1,Martes,Sacatepéquez,Antigua Guatemala,Ignorado,Hombre,21,20-24,20-24,20 - 24,Mayor,Motocicleta,MRT,Verde,2019,2010-2019,1,Lesionado,Internado,1
130,2022,4,10,06:00 a 11:59,Mañana,1,Martes,Sacatepéquez,Antigua Guatemala,Ignorado,Mujer,21,20-24,20-24,20 - 24,Mayor,Motocicleta,MRT,Verde,2019,2010-2019,1,Fallecido,No internado,1
131,2022,5,21,18:00 a 23:59,Noche,1,Miercoles,Guatemala,Guatemala,13,Hombre,30,30-34,30-34,30 - 34,Mayor,Motocicleta,Suzuki,Gris,2020,2020-2029,1,Lesionado,Internado,1
132,2022,5,12,12:00 a 17:59,Tarde,1,Miercoles,Guatemala,Villa Nueva,Ignorado,Hombre,25,25-29,25-29,25 - 29,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,1,Lesionado,Internado,1
133,2022,5,12,12:00 a 17:59,Tarde,1,Miercoles,Guatemala,Villa Nueva,Ignorado,Hombre,58,55-59,55-59,55 - 59,Mayor,Camión,Hyundai,Azul,Ignorado,Ignorado,2,Lesionado,Internado,2
134,2022,5,19,18:00 a 23:59,Noche,1,Miercoles,Jutiapa,El Progreso,Ignorado,Hombre,14,Menor de 15,Menor de 15,10 - 14,Menor,Motocicleta,Ignorado,Blanco,Ignorado,Ignorado,1,Lesionado,Internado,1
135,2022,5,14,12:00 a 17:59,Tarde,1,Miercoles,Escuintla,Santa Lucía Cotzumalguapa,Ignorado,Hombre,41,40-44,40-44,40 - 44,Mayor,Cabezal,Freightliner,Café,1996,1990-1999,1,Lesionado,Internado,1
136,2022,5,14,12:00 a 17:59,Tarde,1,Miercoles,Escuintla,Santa Lucía Cotzumalguapa,Ignorado,Hombre,28,25-29,25-29,25 - 29,Mayor,Camión,Internacional,Blanco,Ignorado,Ignorado,1,Lesionado,Internado,1
137,2022,5,20,18:00 a 23:59,Noche,1,Miercoles,Escuintla,Escuintla,Ignorado,Hombre,26,25-29,25-29,25 - 29,Mayor,Motocicleta,Haojue,Negro,Ignorado,Ignorado,2,Fallecido,No internado,2
138,2022,5,15,12:00 a 17:59,Tarde,1,Miercoles,Santa Rosa,Barberena,Ignorado,Hombre,33,30-34,30-34,30 - 34,Mayor,Motocicleta,Suzuki,Rojo,Ignorado,Ignorado,1,Lesionado,Internado,1
139,2022,5,17,12:00 a 17:59,Tarde,1,Miercoles,Suchitepéquez,Mazatenango,Ignorado,Hombre,31,30-34,30-34,30 - 34,Mayor,Motocicleta,Ignorado,Negro,Ignorado,Ignorado,1,Lesionado,Internado,1
140,2022,5,17,12:00 a 17:59,Tarde,1,Miercoles,Suchitepéquez,Mazatenango,Ignorado,Hombre,31,30-34,30-34,30 - 34,Mayor,Motocicleta,Ignorado,Negro,Ignorado,Ignorado,1,Fallecido,No internado,1
141,2022,5,6,06:00 a 11:59,Mañana,1,Miercoles,Quetzaltenango,Quetzaltenango,Ignorado,Hombre,20,20-24,20-24,20 - 24,Mayor,Motocicleta,Bajaj,Ignorado,Ignorado,Ignorado,1,Fallecido,No internado,1
142,2022,5,18,18:00 a 23:59,Noche,1,Miercoles,Alta Verapaz,Cobán,Ignorado,Mujer,60,60-64,60 y más,60 - 64,Mayor,Automóvil,Toyota,Negro,Ignorado,Ignorado,1,Lesionado,Internado,1
143,2022,5,18,18:00 a 23:59,Noche,1,Miercoles,Alta Verapaz,Tactic,Ignorado,Mujer,36,35-39,35-39,35 - 39,Mayor,Motocicleta,Hero Hunk,Rojo,Ignorado,Ignorado,6,Lesionado,Internado,6
144,2022,5,18,18:00 a 23:59,Noche,1,Miercoles,Alta Verapaz,Tactic,Ignorado,Hombre,37,35-39,35-39,35 - 39,Mayor,Motocicleta,Hero Hunk,Rojo,Ignorado,Ignorado,6,Lesionado,Internado,6
145,2022,5,4,00:00 a 05:59,Mañana,1,Miercoles,Quiché,Chicamán,Ignorado,Hombre,19,15-19,15-19,15 - 19,Mayor,Motocicleta,Bajaj,Rojo,Ignorado,Ignorado,2,Fallecido,No internado,2
146,2022,5,18,18:00 a 23:59,Noche,1,Miercoles,Chimaltenango,Patzicía,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Motocicleta,Suzuki,Azul,Ignorado,Ignorado,1,Fallecido,Internado,1
